date,THE HONGKONG AND SHANGHAI BANKING,UBS SECURITIES HONG KONG LTD,DAIWA CAPITAL MARKETS HONG KONG LTD,CITIBANK N.A.,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,KGI ASIA LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,BNP PARIBAS,BANK OF CHINA (HONG KONG) LTD
2024-03-01,38.17566166971827,49.13827124452913,0.0,5.763409285105917,0.3018562161408967,0.213055598337562,1.5299814563373357,3.9697884605794855,0.4641290400679144,0.4438470291834964
2024-03-04,38.12952809740772,49.1589093593685,0.0,5.707727412236728,0.3021335698336771,0.22150299939383522,1.5290565010054482,4.03455557881425,0.4717326922347209,0.4448537897051112
2024-03-05,38.1171267003026,49.15200899258625,0.0,5.694379668800618,0.3007575042449951,0.22749849361770663,1.529805759956774,4.033633172587383,0.49868978921092577,0.44609991869275656
2024-03-06,38.12628339973864,49.155960018239305,0.0,5.682785989537852,0.30450255319998104,0.2247221886013299,1.5295885454178415,4.034071041101946,0.49543224874477904,0.4466540154183217
2024-03-07,38.19146525881099,49.157764634793274,0.0,5.673345815178748,0.30226522142186085,0.22211802867422595,1.529007143373495,3.977043439398318,0.4990401316734226,0.4479503266756647
2024-03-08,32.57220490243581,41.91338782306419,14.718631081366269,4.8394333523728905,0.2583912084117956,0.19361305169949547,1.3093333199106527,3.396442296167917,0.4165622189007487,0.3820007456702327
2024-03-11,32.583994873373925,41.91535918642968,14.717039847884303,4.823431230986755,0.2633067695420145,0.193206286340592,1.3099393207130159,3.3916139026998513,0.42039028065802764,0.38171830137183654
2024-03-12,32.61753101757587,41.91145040602093,14.713566114557583,4.813021985012267,0.24108852068207764,0.18436092641227136,1.309630129467944,3.414825850139885,0.4176221962651531,0.376902853866011
2024-03-13,32.50258087988213,41.891791722100685,14.710765607269394,4.942656196243118,0.23759571343810676,0.19980081798845373,1.3051143939781682,3.4140553674374114,0.41863945528619,0.37699984637633527
2024-03-14,32.48281633251459,41.861466091925095,14.711969173763158,4.9610378344918304,0.24000167664174735,0.19494769108927804,1.3047631525731431,3.4168658516435726,0.44968116482303694,0.37645103053454815
