date,EMPEROR SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,YUEN META (INTERNATIONAL) SECURITIES LTD,YUANTA SECURITIES (HONG KONG) CO LTD,MORGAN STANLEY HONG KONG SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,INTERACTIVE BROKERS HONG KONG LTD,GET NICE SECURITIES LTD,SHANGHAI COMMERCIAL BANK LTD,BANK OF CHINA (HONG KONG) LTD
2024-03-05,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
2024-03-06,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
2024-03-07,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
2024-03-13,0.0,0.0,0.0,0.0,0.0,30.075313391309756,40.854213393641245,0.0,0.0,29.070473215049
2024-03-14,0.0,31.228426060957847,0.0,0.0,0.0,21.412812268257607,29.128582327017604,0.0,0.0,18.23017934376694
2024-03-15,0.0,31.025976032438322,0.0,0.0,0.0,21.27399565143773,30.257930208355653,0.0,0.0,17.44209810776829
2024-03-18,0.0,30.95240048321301,0.0,0.0,0.0,21.331337835627963,30.315526073850975,0.0,0.0,17.400735607308057
2024-03-19,0.0,29.360111959994423,0.0,0.0,0.0,25.566661438834014,28.636329169934655,0.0,0.0,16.4368974312369
2024-03-20,0.0,29.43804469617717,0.0,0.0,0.0,25.348669207331966,28.732758981793737,0.0,0.0,16.48052711469713
2024-03-22,0.0,29.39848246207701,0.0,0.0,0.0,25.656428921197666,28.55491938904094,0.0,0.0,16.39016922768439
2024-03-25,0.0,28.85358604821777,0.0,0.0,0.0,24.802221957618993,30.257812067380073,0.0,0.0,16.086379926783163
2024-03-26,0.0,28.699153463945116,0.0,0.0,0.0,24.669473424170906,30.631092057509022,0.0,0.0,16.000281054374952
2024-03-27,0.0,28.676415046941607,0.0,0.0,0.0,24.76877313975767,30.60682296032636,0.0,0.0,15.947988852974357
2024-03-28,0.0,28.659384865765,0.0,0.0,0.0,24.81345101952303,30.58864635982028,0.0,0.0,15.938517754891693
2024-04-02,0.0,28.39519517162387,0.0,0.0,0.0,25.46731361992495,30.34589887259587,0.0,0.0,15.791592335855304
2024-04-03,0.0,28.394734522815064,0.0,0.0,0.0,25.46747745652378,30.34609409416238,0.0,0.0,15.791693926498782
2024-04-08,0.0,28.428189010847067,0.0,0.0,0.0,25.379663732418617,30.381847661108935,0.0,0.0,15.810299595625379
2024-04-10,0.0,28.355803667608182,0.0,0.0,0.0,25.35421381701708,30.30448780992947,0.0,0.0,15.985494705445266
2024-04-11,0.0,28.361358681173915,0.0,0.0,0.0,23.458912621682178,30.310424578389995,0.0,0.0,17.86930411875391
2024-04-12,0.0,28.320941644874086,0.0,0.0,0.0,23.564250408469338,30.269582183373867,0.0,0.0,17.84522576328271
2024-04-15,0.0,28.095580296221968,0.0,0.0,0.0,24.269522605755267,30.02871470271169,0.0,0.0,17.606182395311073
2024-04-16,0.0,28.052024887886528,0.0,0.0,0.0,23.43739116399047,30.931695684321976,0.0,0.0,17.578888263801034
2024-04-17,0.0,27.992356234377446,0.0,0.0,0.0,23.5422342502296,30.82722774472744,0.0,0.0,17.638181770665508
2024-04-18,0.0,27.992356234377446,0.0,0.0,0.0,23.60024528224557,30.769216712711472,0.0,0.0,17.638181770665508
2024-04-19,0.0,28.068342331306223,0.0,0.0,0.0,23.3928558392594,30.852740681325564,0.0,0.0,17.686061148108813
2024-04-22,0.0,28.201469560960433,0.0,0.0,0.0,23.036252221154918,30.999074221285404,0.0,0.0,17.763203996599238
2024-04-29,0.0,28.195976571556358,0.0,0.0,0.0,23.031765295780797,31.012513994463003,0.0,0.0,17.75974413819984
2024-04-30,0.0,28.157585478907066,0.0,0.0,0.0,23.13656374537814,30.970287959304148,0.0,0.0,17.735562816410646
2024-05-02,0.0,28.16854369049925,0.0,0.0,0.0,23.106650463260564,30.9823408027123,0.0,0.0,17.74246504352789
2024-05-06,0.0,27.22413732954655,0.0,0.0,0.0,22.3929284421343,33.31807400821655,0.0,0.0,17.06486022010261
2024-05-07,0.0,27.22477424722905,0.0,0.0,0.0,22.393452332089563,33.31885349555993,0.0,0.0,17.062919925121466
2024-05-08,0.0,27.265599059604455,0.0,0.0,0.0,22.277077712455455,33.368816662569785,0.0,0.0,17.088506565370306
2024-05-09,0.0,27.245191262307422,0.0,0.0,0.0,22.11056132893129,33.343840719624126,0.0,0.0,17.30040668913716
2024-05-10,0.0,26.822309172623438,0.0,0.0,0.0,21.574959883587262,34.59065414349577,0.0,0.0,17.01207680029354
2024-05-20,0.0,26.827228943547038,0.0,0.0,0.0,21.560575095552636,34.59699879090806,0.0,0.0,17.015197169992266
2024-05-21,0.0,26.722617674621247,0.0,0.0,0.0,21.478336470078293,34.84874984964326,0.0,0.0,16.950296005657194
2024-05-22,0.0,26.22427751224502,0.0,0.0,0.0,21.07779495822501,36.06373129248962,0.0,0.0,16.634196237040346
2024-05-27,0.0,26.233755277697803,0.0,0.0,0.0,21.049537015918535,36.07676515343709,0.0,0.0,16.63994255294658
2024-05-29,0.0,26.219800313907886,0.0,0.0,0.0,21.09195597860137,36.05728576923299,0.0,0.0,16.630957938257755
2024-05-30,0.0,25.946226103301584,0.0,0.0,0.0,21.231574894064412,36.05082251702718,0.0,0.0,16.77137648560682
2024-06-03,0.0,25.9695012101766,0.0,0.0,0.0,21.160915542472473,36.08316196954237,0.0,0.0,16.786421277808557
2024-06-04,0.0,25.86278005349686,0.0,0.0,0.0,20.646256533135833,36.77464231171781,0.0,0.0,16.7163211016495
2024-06-05,0.0,25.825864962598406,0.0,0.0,0.0,20.75952164412361,36.7221522367573,0.0,0.0,16.692461156520682
2024-06-06,0.0,25.899800827173618,0.0,0.0,0.0,20.532667159866065,36.82728265847287,0.0,0.0,16.740249354487442
2024-06-07,0.0,25.941576087492223,0.0,0.0,0.0,20.404489783585284,36.886683475110445,0.0,0.0,16.767250653812045
2024-06-11,0.0,25.462428449293668,0.0,0.0,0.0,22.103318901552214,35.97669746344938,0.0,0.0,16.457555185704738
2024-06-12,0.0,25.44899846067416,0.0,0.0,0.0,22.021334872624013,35.95772179353385,0.0,0.0,16.571944873167983
2024-06-14,0.0,25.444524945495672,0.0,0.0,0.0,22.035042238852363,35.95140101770939,0.0,0.0,16.56903179794258
2024-06-20,0.0,25.408691233832958,0.0,0.0,0.0,22.144558246209087,35.90096385224088,0.0,0.0,16.54578666771708
2024-06-21,0.0,22.75987456096937,0.0,0.0,0.0,30.182248617992606,32.158344023909656,0.0,0.0,14.899532797128364
2024-06-24,0.0,22.8136820493888,0.0,0.0,0.0,29.938385200318475,31.82458684163559,0.0,0.0,15.42334590865714
2024-06-26,0.0,22.194655317824026,0.0,0.0,0.0,29.12855213185397,30.963732034600017,0.0,2.7069159844813044,15.006144531240686
2024-06-27,0.0,22.09976588991823,0.0,0.0,0.0,29.584241086592282,30.678661648622764,0.0,2.695343031196907,14.941988343669815
2024-07-02,0.0,20.417055321784684,0.0,0.0,0.0,29.74765821654736,30.673978030322363,0.0,4.221601235753624,14.939707195591968
2024-07-03,0.0,20.526736735934197,0.0,0.0,0.0,29.76932568978812,30.43969366214988,0.0,4.244279882904996,15.019964029222809
2024-07-05,0.0,20.526741944287174,0.0,0.0,0.0,29.8572395759508,30.358959439956084,0.0,4.231473566188913,15.025585473617028
2024-07-08,0.0,21.14877666381246,0.0,0.0,0.0,27.507802629852375,30.488361545118277,0.0,5.116246501669605,15.738812659547282
2024-07-09,0.0,21.192068137083613,0.0,0.0,0.0,27.579857134913222,29.936672145872876,0.0,5.52037262706745,15.771029955062835
2024-07-10,0.0,20.778577095637573,0.0,0.0,0.0,28.4162114043072,28.869028413855403,0.0,6.009790016224896,15.926393069974923
2024-07-11,0.0,20.4778491958747,0.0,0.0,0.0,28.829748338947542,28.37339587361532,0.0,6.623115866222898,15.69589072533954
2024-07-12,0.0,20.420646439024026,0.0,0.0,0.0,28.966479604009944,28.247581110483367,0.0,6.6046148760619925,15.760677970420675
2024-07-15,0.0,20.719684313448806,0.0,0.0,0.0,27.926271938912077,28.6612358220589,0.0,6.701332186154467,15.991475739425745
