date,THE BANK OF EAST ASIA LTD,GOLDMAN SACHS (ASIA) SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,CITIBANK N.A.,BNP PARIBAS,UBS SECURITIES HONG KONG LTD,EAST ASIA SECURITIES CO LTD,HANG SENG BANK LTD,STANDARD CHARTERED BANK (HONG KONG) LTD
2024-03-01,0.0,16.581382969533713,6.885788146554779,4.235270152549028,3.347469567048248,1.9152688113060583,1.8281056455102325,1.39517087540035,0.0,0.9189074756470911
2024-03-04,46.977800895986135,16.577468960017054,6.863536262258087,4.234351571574262,3.3698085308283723,1.9136327210549384,1.8278856631827778,1.4123829449472556,0.0,0.9189949703339544
2024-03-05,46.977800895986135,16.579300460101607,6.854130092725303,4.23563492763697,3.3623216580331334,1.918600063932949,1.8279169166774814,1.2637854111923046,0.0,0.9171831735395434
2024-03-06,46.97772540445303,16.582093646826323,6.088506363241907,4.235287666584708,3.2158957892108835,2.730023298683866,1.8288907574544773,1.2759772937880294,0.0,0.9118308238427205
2024-03-07,47.054969118947795,16.614528086778854,6.09176041295621,4.242438399967365,3.2240320459746,2.731442177913694,1.8327750756998118,1.2845908345107186,0.0,0.909987900900657
2024-03-08,47.0550447346088,16.5990006754471,6.5367268949855255,4.242352198113824,3.1489378683796274,2.1845519097234813,1.830241951056276,1.2943452547798562,0.0,0.9099727777684566
2024-03-11,56.174905638076645,19.810751408944547,7.797801708308823,5.062538366391886,3.7533675151689807,2.6078415371855392,2.1846273236894684,1.5292099956744143,0.0,1.078956506559697
2024-03-12,56.149983517832005,19.799752659747476,7.789616668244954,5.061014379712452,4.118182528497143,2.283843500935233,2.183658108979941,1.5355159061356287,0.0,1.0784327299151728
2024-03-13,56.169623604017715,19.821098613173895,7.731925893280297,5.062789067041516,4.068404216130439,2.309312591029224,2.22291530999354,1.5359143513515572,0.0,1.0780163539818164
2024-03-14,55.97232523238789,19.733039276317243,8.08625291756948,5.0499923790772945,4.087328206055437,2.2653385811513966,2.200461798409339,1.5306092863106715,0.0,1.0746523227212514
2024-03-15,55.99564784091633,19.749423689563834,8.06829101702569,5.058859854822238,4.077247170301264,2.2641514053234912,2.1783700884494794,1.5320823829954724,0.0,1.0759265506022104
2024-03-18,55.98983929652267,19.738121666451015,8.070798470171368,5.062319957152809,4.08577853292273,2.263921897082702,2.179669561686228,1.533521790859012,0.0,1.076028827151467
2024-03-19,56.08393998052894,19.777891243957338,8.22350764893926,5.070341617711238,3.7972701777369533,2.2592539258033484,2.174422004059194,1.5363198459139589,0.0,1.0770535553497658
2024-03-20,56.089382942706614,19.76878909996072,8.213510366715381,5.0701039477244585,3.811771813335,2.2619958416982184,2.174484237949344,1.535105709551442,0.0,1.0748560403588225
2024-03-21,55.47255490901585,19.56513783117983,8.11501081550587,5.014416330784585,3.758414118744268,2.238946731648284,2.1505709273294724,1.5182237938188816,1.1036005999310663,1.0631239420418885
2024-03-22,55.47588772628361,19.559480714034912,8.122316043597793,5.014227510155203,3.759376663657668,2.238386213133435,2.144115118906538,1.5197473617277013,1.1036669047757268,1.062795743727405
2024-03-25,55.462514166465404,19.564374324092896,8.119615558635616,5.003007779130372,3.7854965346721023,2.239503682987245,2.1423490848147604,1.5190752968220274,1.1034899065443144,1.0605736658352607
2024-03-26,55.44878763523613,19.56856372973146,8.149586841096667,5.002213287253161,3.781759382437374,2.2256548909467635,2.1408785581030387,1.5179507130078005,1.1032164471615695,1.0613885150260385
2024-03-27,55.45086258631731,19.56903737889465,8.152183894736027,5.003452142978763,3.765779925794479,2.237621348879747,2.1414906918479795,1.5173996183285547,1.103243150069061,1.0589292621534392
2024-03-28,55.45047909189448,19.56893971544004,8.1516596984854,5.003107547128865,3.76582370923062,2.2380512009114657,2.142392454029877,1.517389124095216,1.1032355201139017,1.0589219386701376
2024-04-02,55.44171456673779,19.567467598588845,8.141576396358873,4.992387525472517,3.766047754273385,2.2710930555032744,2.1411440777520068,1.516793079451371,1.1030611422612997,1.0587148036006426
2024-04-03,55.44558528073647,19.57074184589442,8.12580361453084,4.994816110606064,3.766283640591922,2.2679043829475884,2.1407911883761384,1.5168522165023477,1.1031041486435702,1.0681175711706299
2024-04-05,55.440626769244716,19.567369195706156,8.122877018767882,4.995660602866532,3.767478427381663,2.275212267691439,2.140849068201206,1.5171617984785633,1.1030054977848955,1.0697593538769492
2024-04-08,47.04648543260111,16.60372526428196,6.921556850999726,4.240888640674885,3.1972409940313464,1.927717149579947,1.8161035889127461,1.2879611008546714,0.9359797802758663,0.9081849170097738
2024-04-09,55.433727209313346,19.561852186778175,8.155157387987087,4.998322035985163,3.7438536762795986,2.2697882235348703,2.1442691548414716,1.5183683823271021,1.1028377359693557,1.0718240069838367
2024-04-10,55.43999534959959,19.55411883989946,8.155788377902525,4.999551018008976,3.752668442954521,2.2579044412131988,2.1461816482133678,1.5187077933413513,1.1030519205490463,1.0720321683179574
2024-04-11,55.44019268078576,19.54272758720775,8.168827657166105,4.999658754662089,3.7534118840098043,2.2548402213037986,2.1459132294166516,1.5187131989769114,1.1030554459844633,1.0726593404866602
2024-04-12,47.04202662991568,16.582435781137132,6.930291670245047,4.242687674767485,3.1829769133790085,1.916715223214047,1.817516611049026,1.2885656023033474,0.9381788432021273,0.9114718936369485
2024-04-15,47.04202662991568,16.58053881780985,6.947144830602064,4.241260069033756,3.177332721134062,1.9164972248791186,1.8161299225071044,1.2885656023033474,0.9381788432021273,0.9138521180911096
2024-04-16,47.04202662991568,16.580565302529568,6.947446099011548,4.243350359480595,3.17486809316513,1.9145552639752472,1.8177015884923209,1.2989630272205714,0.9381788432021273,0.9142374877646403
2024-04-17,47.04202662991568,16.58053881780985,6.955037730454744,4.2405394277442525,3.184883964324218,1.9140274586478723,1.8151929074803161,1.3156019295953734,0.9381788432021273,0.9148344329452077
2024-04-18,47.042291099299476,16.58243574335579,6.942600679868346,4.240267402092349,3.1887218684591794,1.9206773523967116,1.8078275107042878,1.3222212204583736,0.9381788432021273,0.9088347560671003
2024-04-19,47.042291099299476,16.58053881780985,6.94545694921334,4.240317273461865,3.1818169128803397,1.9200879634842527,1.8072003404512866,1.3231279726313874,0.9381788432021273,0.9088347560671003
2024-04-22,47.042328880640014,16.582435705574454,6.94518382790256,4.241458307727581,3.170444842721148,1.9191728238536387,1.8071967134425948,1.3302081958490029,0.9381788432021273,0.9088876499438594
2024-04-23,47.04241199958921,16.5816725224955,6.95072245908203,4.240950602073374,3.168978926708108,1.9205593990515388,1.8072003404512866,1.333736973055648,0.9381788432021273,0.9080186791113878
2024-04-24,47.04203418618379,16.582435630011773,6.651783269242648,4.239707558188194,3.162711077874832,1.9213603634710343,2.110657611899413,1.3408957814615914,0.938609701609671,0.9095828266098366
2024-04-25,47.03523343154216,16.58244681328857,6.648934669509784,4.239253993194985,3.1633173172651725,1.9183076311552214,2.1102004576788524,1.3438729510963199,0.938609701609671,0.9121425879942543
2024-04-26,47.03340481465992,16.58245436955668,6.66648383772227,4.236455113706275,3.1761765743321293,1.921628610988884,2.1112205538734927,1.3540890255789413,0.938609701609671,0.9102006270903832
2024-04-29,47.03378262806534,16.596697934941105,6.647492971336034,4.235518136460827,3.177060657700818,1.922943401639754,2.1125126757200374,1.3602624966235428,0.938609701609671,0.9101023956049734
2024-04-30,47.0337448467248,16.610125423369816,6.6424314807062705,4.233190805883425,3.176214355672672,1.9146088379161361,2.109677110549661,1.367939665021726,0.938609701609671,0.9100117203876721
2024-05-02,47.03336703331937,16.607619764865053,6.65245653273111,4.228619263677815,3.190036319077985,1.9159447483363692,2.0944889738703405,1.2389239433380888,0.938609701609671,0.9123284721897221
2024-05-03,46.92977890944748,16.60686413805421,6.6476076754859195,4.226812635535766,3.1909959651277573,1.9184609856164825,2.0943379240708526,1.2470847128952125,0.938609701609671,1.0119568848847518
2024-05-06,46.99726150713257,16.63245075839386,6.686610887515782,4.224144721163907,3.1831396483197265,1.9174522343715819,2.0997356279082893,1.2602871055550078,0.9399634602035354,1.0098683770572747
2024-05-07,46.996807477140855,16.631971000035943,6.700912832254839,4.223028564100939,3.183079110987498,1.9204261308173223,2.099005396338279,1.2675023988400302,0.9399634602035354,1.0099470755891722
2024-05-08,46.996693969642926,16.629148446920777,6.704975795307376,4.222571393735112,3.18393420080523,1.917362033746561,2.1023879197765645,1.2748047145401316,0.9399634602035354,1.0096141202619136
2024-05-09,46.996693969642926,16.63356010500695,6.720041986029991,4.221247139592607,3.1847741562899046,1.9162016087593996,2.1023830389541533,1.2825686273984778,0.9399634602035354,0.9755089007175027
2024-05-10,46.99600706010129,16.63222071653139,6.733974047669132,4.220717437935606,3.1859773357679524,1.918055072693083,2.1012470559148797,1.2938210040265095,0.9400209706691529,0.960458298357937
2024-05-13,46.99638541842772,16.60774467855879,6.727586715909836,4.221966020412824,3.220559513818661,1.918359348459198,2.102449289497111,1.3280775669014924,0.9397939556732949,0.9119665709885103
2024-05-14,46.99632109751223,16.62911817825466,6.742340306983155,4.221042826096335,3.1988000886298327,1.9146741383597687,2.1002548112038166,1.3302796123613156,0.9397939556732949,0.9126635070257947
2024-05-16,46.99628326167959,16.619433075322203,6.7372944446702165,4.222307034772435,3.2279026922180174,1.9129893844038408,2.0998898089263096,1.3386375477921568,0.9397939556732949,0.9148352838195034
2024-05-17,46.996279478096326,16.60948981850362,6.751678644509441,4.222620731660879,3.2250347361036766,1.91732537082473,2.097158061809484,1.340975802249495,0.9375981531258576,0.9155390303066635
2024-05-20,46.995711940606675,16.619433075322203,6.745203874140908,4.2226510003269935,3.217379525592514,1.9163870421751832,2.0983385397879464,1.3441161763588652,0.9375981531258576,0.9158568513008648
2024-05-21,46.99508764936807,16.619433075322203,6.740664217432901,4.222065642160174,3.2137624199918426,1.9242694946971994,2.099725487905141,1.35053313357512,0.9375981531258576,0.9160376309092331
2024-05-22,46.994020830230866,16.607764504535098,6.736400119094034,4.222890387640126,3.2132152003443264,1.93564654039379,2.098702709677135,1.3570080174511512,0.9375981531258576,0.9153868545877732
2024-05-23,46.994020830230866,16.610767231885312,6.735302993454885,4.222228260568873,3.2124130806922944,1.9380907351825287,2.0980746348552612,1.3644995123144676,0.9382162771237466,0.9151598395919152
2024-05-24,46.99432351689201,16.619461036002527,6.734201970724973,4.219261931289661,3.2094795929158164,1.931900792962132,2.095709895315073,1.3719317184280324,0.9382162771237466,0.9169305565596081
2024-05-27,46.99432351689201,16.610544530174376,6.733829703967599,4.218807901297945,3.219701624149314,1.9289722995155627,2.0971476569555074,1.3762147346832212,0.9382162771237466,0.9122594960048325
2024-05-28,46.9931073975592,16.61460291509116,6.743740497641775,4.217022049997195,3.206375957399943,1.924341193600058,2.088651318048858,1.2276107183945275,0.9382162771237466,0.9126492050810555
2024-05-29,46.993031725893914,16.619438334502938,6.731946917263618,4.21737013965751,3.2118281008838014,1.9280933731232657,2.0870919898781417,1.2329380036306636,0.9382162771237466,0.9126416379145269
2024-05-30,46.99299389006127,16.60774482990212,6.729843244968666,4.217506348655025,3.2208163434506423,1.9238595434505128,2.0872054973760705,1.2370753140943445,0.9382162771237466,0.912603802081884
2024-05-31,47.06740070862313,16.64574727689916,6.737385191192842,4.224309234710617,3.215136573404256,1.9347880193588436,2.0912454720696196,1.2433731117202007,0.9397018110837034,0.9117977752992591
2024-06-03,47.06740070862313,16.634040714259566,6.743093123400411,4.224347130450997,3.2286810794522975,1.9376150415912174,2.0895629011967323,1.2507476227982164,0.9397018110837034,0.9069357518084605
2024-06-04,47.06740070862313,16.64574992960099,6.766527887147358,4.224210705785628,3.2186022146535187,1.930414017212663,2.0895629011967323,1.2599790251548693,0.9397047669514531,0.9073677632487963
