date,CITIBANK N.A.,STANDARD CHARTERED BANK (HONG KONG) LTD,ABN AMRO CLEARING HONG KONG LTD,BNP PARIBAS,THE HONGKONG AND SHANGHAI BANKING,BRIGHT SMART SECURITIES INTERNATIONAL,CHINA MERCHANTS SECURITIES (HK) CO LTD
2024-03-13,12.578869077532314,0.0,0.0,87.42113092246768,0.0,0.0,0.0
2024-03-14,3.441571502000134,0.0,0.0,96.55842849799987,0.0,0.0,0.0
2024-03-26,3.4035405662253853,0.0,1.1050456383848652,95.49141379538975,0.0,0.0,0.0
2024-03-27,3.400083898174111,0.0,0.9758682357097124,95.39443181065506,0.22961605546110878,0.0,0.0
2024-04-24,3.3700980392156863,0.0,0.9672619047619048,95.43504901960785,0.22759103641456585,0.0,0.0
2024-05-20,57.12166172106825,0.0,16.394658753709198,22.626112759643917,3.857566765578635,0.0,0.0
2024-06-13,51.06100795755968,0.0,25.26525198938992,20.22546419098143,3.4482758620689653,0.0,0.0
2024-07-19,51.57401205626256,0.0,24.514400535833893,20.42866711319491,3.4829202947086406,0.0,0.0
2024-08-06,51.4018691588785,0.0,24.299065420560748,20.360480640854473,3.4712950600801067,0.0,0.46728971962616817
2024-09-12,51.4018691588785,0.0,22.630173564753004,20.360480640854473,5.14018691588785,0.0,0.46728971962616817
2024-09-13,64.27378964941569,0.0,3.25542570951586,25.459098497495823,6.42737896494157,0.0,0.5843071786310517
2024-10-07,67.66256590509666,0.0,0.35149384885764495,26.801405975395433,4.569420035149385,0.0,0.6151142355008787
2024-10-08,67.66256590509666,0.0,4.745166959578207,22.407732864674866,4.569420035149385,0.0,0.6151142355008787
2024-11-08,81.22362869198312,0.0,5.69620253164557,6.856540084388185,5.485232067510549,0.0,0.7383966244725738
2025-01-02,81.22362869198312,0.0,5.590717299578059,6.856540084388185,5.485232067510549,0.0,0.8438818565400843
2025-01-08,66.56346749226006,15.067079463364294,5.469556243550051,6.707946336429309,5.366357069143446,0.0,0.8255933952528379
2025-03-26,66.56346749226006,15.067079463364294,5.366357069143446,6.707946336429309,5.469556243550051,0.0,0.8255933952528379
2025-04-14,64.37125748502994,14.570858283433132,6.88622754491018,6.487025948103792,5.189620758483033,1.6966067864271457,0.7984031936127743
