date,INNOVAX SECURITIES LTD,PHILLIP SECURITIES (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,FUTU SECURITIES INTERNATIONAL,ZHESHANG INTERNATIONAL FINANCIAL,FIRST SHANGHAI SECURITIES LTD,CHINA SECURITIES (INTERNATIONAL),BANK OF CHINA (HONG KONG) LTD,CITRUS SECURITIES LTD,CHINA GALAXY INTERNATIONAL SECURITIES,TOTAL_CCASS_PCT
2025-03-17,9.99125,4.0947499999999994,1.3995729000000001,1.11775,1.25,0.92625,1.27425,0.6287499999999999,1.43325,0.45175,22.5675729
2025-03-18,9.99125,4.0947499999999994,1.3963229000000001,1.12575,1.25,0.92625,1.27425,0.635,1.41325,0.45175,22.5585729
2025-03-19,9.99125,4.11925,1.3950729,1.1405,1.25,0.92625,1.27425,0.6375,1.38925,0.45175,22.575072900000002
2025-03-20,9.99125,4.11925,1.4280729,1.146,1.25,0.92625,1.24075,0.642,1.37125,0.45175,22.5665729
2025-03-21,9.99125,4.11925,1.4258229,1.16775,1.25,0.92625,1.24075,0.6459999999999999,1.3107499999999999,0.45175,22.5295729
2025-03-24,9.99125,4.119,1.4215729,1.17825,1.25,0.92625,1.24075,0.65125,1.3147499999999999,0.45175,22.5448229
2025-03-25,9.99125,4.119,1.4698229,1.17925,1.25,0.92625,1.19225,0.6537499999999999,1.31375,0.45175,22.5470729
2025-03-26,9.99125,4.119,1.4915729,1.18275,1.25,0.92625,1.19225,0.656,1.01475,0.45175,22.2755729
2025-03-27,9.99125,4.119,1.5290728999999998,1.30225,1.25,0.9192499999999999,1.15475,0.656,0.8822500000000001,0.45175,22.2555729
2025-03-28,9.99125,4.119,1.5290728999999998,1.3245,1.25,0.9192499999999999,1.15475,0.656,0.8215,0.45175,22.2170729
2025-03-31,9.99125,4.119,1.5530729,1.32875,1.25,0.9192499999999999,1.12975,0.656,0.80525,0.45175,22.2040729
2025-04-01,9.99125,4.119,1.5875729,1.41275,1.25,0.9192499999999999,1.09525,0.658,0.66125,0.45175,22.1460729
2025-04-02,9.99125,4.119,1.6190729000000001,1.399,1.25,0.9192499999999999,1.0602500000000001,0.6595,0.66475,0.45175,22.1338229
2025-04-03,9.99125,4.119,1.6483229,1.33375,1.25,0.9192499999999999,1.02725,0.6595,0.661,0.45175,22.0610729
2025-04-07,9.99125,4.1137500000000005,1.6483229,1.2970000000000002,1.25,0.9192499999999999,1.02725,0.6615,0.64725,0.45175,22.007322900000002
2025-04-08,9.99125,4.1137500000000005,1.6683229000000002,1.295,1.25,0.9192499999999999,1.00875,0.664,0.62975,0.45175,21.9918229
2025-04-09,9.99125,4.11275,1.6680728999999999,1.248,1.25,0.9192499999999999,1.00725,0.6945,0.62975,0.45175,21.9725729
2025-04-10,9.99125,4.11275,1.6915729000000002,1.2189999999999999,1.25,0.9192499999999999,1.00725,0.696,0.62975,0.45175,21.968572899999998
2025-04-11,9.99125,4.11275,1.6855729,1.1877499999999999,1.25,0.9192499999999999,1.00725,0.7055,0.62975,0.45175,21.9408229
2025-04-14,9.99125,4.11275,1.6910729,1.22525,1.25,0.9192499999999999,1.00725,0.6955,0.6247499999999999,0.45175,21.968822900000003
2025-04-15,9.99125,4.11625,1.7320729,1.1955,1.25,0.909,1.00775,0.712,0.58025,0.45175,21.9458229
2025-04-16,9.99125,4.11425,1.7438229,1.2095,1.25,0.909,1.00725,0.703,0.55575,0.45175,21.9355729
2025-04-17,9.99125,4.1122499999999995,1.6975729,1.2517500000000001,1.25,0.909,0.95925,0.72,0.55575,0.44175000000000003,21.8885729
2025-04-22,9.99125,4.11325,1.7848229,1.2935,1.25,0.909,0.87075,0.7292500000000001,0.54825,0.44175000000000003,21.9318229
2025-04-23,9.99125,4.116750000000001,1.7925729000000001,1.2727499999999998,1.25,0.909,0.87075,0.715,0.5502499999999999,0.44175000000000003,21.9100729
2025-04-24,9.99125,4.11625,1.8208229,1.32925,1.25,0.909,0.86975,0.749,0.53325,0.44175000000000003,22.010322900000002
2025-04-25,9.99125,4.11925,1.8018229000000001,1.2919999999999998,1.25,0.909,0.86975,0.74725,0.53525,0.44175000000000003,21.9573229
2025-04-28,9.99125,4.11875,1.8005729000000001,1.3027499999999999,1.25,0.909,0.8597499999999999,0.7437499999999999,0.52975,0.44175000000000003,21.9473229
2025-04-29,9.99125,4.11875,1.8050729,1.2930000000000001,1.2545000000000002,0.909,0.8597499999999999,0.74075,0.52275,0.44175000000000003,21.9365729
2025-04-30,9.99125,4.119,1.8590729000000001,1.28875,1.2545000000000002,0.909,0.7969999999999999,0.7405,0.52275,0.44175000000000003,21.9235729
2025-05-02,9.99125,4.119,1.8635729,1.28775,1.2585000000000002,0.909,0.7969999999999999,0.7405,0.52275,0.44175000000000003,21.9310729
