date,MONMONKEY GROUP SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,SHENWAN HONGYUAN SECURITIES (H.K.) LTD,HANG SENG SECURITIES LTD,BOCI SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,STANDARD CHARTERED BANK (HONG KONG) LTD,TOTAL_CCASS_PCT
2024-03-12,0.0,0.0,0.0,0.0,0.0,0.0,0.981384223433036,0.0,0.981384223433036
2024-03-13,0.0,4.6884870116720165,0.0,0.0,0.0,0.0,0.9824157772777046,0.0,5.6709027889497206
2024-03-14,0.0,4.6884870116720165,1.4204940009238287,0.0,0.0,0.0,0.9819000003553704,0.0,7.090881012951216
2024-03-15,0.0,4.688177545518616,1.4204940009238287,0.0,0.0,0.0,0.9878830126544474,0.0,7.096554559096892
2024-03-18,0.0,4.688177545518616,1.4204940009238287,0.0,0.0,0.0,0.9899461203437845,0.0,7.098617666786229
2024-03-19,0.0,4.688177545518616,1.4204940009238287,0.0,0.0,0.7141112011640425,0.9899461203437845,0.0,7.812728867950271
2024-03-21,0.0,4.688177545518616,1.4101784624771438,0.0,0.0,0.7141112011640425,0.9981985511011324,0.0,7.810665760260934
2024-03-27,0.0,4.688177545518616,1.4101784624771438,0.0,0.0,0.7125638703970397,1.0136718587711597,0.0,7.824591737163959
2024-04-03,0.0,4.687661768596282,1.4101784624771438,0.0,0.0,0.7125638703970397,1.0136718587711597,0.6207194738369809,8.444795434078605
2024-04-10,0.0,4.687661768596282,1.4101784624771438,0.0,0.0,0.7125638703970397,1.0188296279945022,0.6207194738369809,8.449953203301948
2024-04-12,0.0,4.687661768596282,1.4101784624771438,0.0,1.093527020771559,0.7125638703970397,1.0239873972178446,0.6207194738369809,9.548637993296849
2024-04-15,0.0,4.687661768596282,1.4101784624771438,0.0,1.093527020771559,0.7125638703970397,1.0286293895188527,0.6207194738369809,9.553279985597857
2024-04-18,0.0,4.687661768596282,1.4070838009431383,0.0,1.093527020771559,0.7115323165523713,1.0327556048975268,0.6207194738369809,9.553279985597857
2024-04-23,0.0,4.687661768596282,1.4070838009431383,0.0,1.093527020771559,0.7115323165523713,1.0301767202858556,0.6207194738369809,9.550701100986187
2024-04-25,0.0,4.687661768596282,1.4062069801751702,0.0,1.093527020771559,0.7115323165523713,1.031208274130524,0.6207194738369809,9.550855834062887
2024-04-26,0.0,4.687661768596282,1.4062069801751702,0.0,1.093527020771559,0.7115323165523713,1.035850266431532,0.6207194738369809,9.555497826363895
