date,CMB INTERNATIONAL SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,INTERACTIVE BROKERS HONG KONG LTD,FUTU SECURITIES INTERNATIONAL,BOCOM INTERNATIONAL SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,HAFOO SECURITIES LTD,CITIBANK N.A.,CHIEF SECURITIES LTD
2024-03-01,10.873259373970802,62.20868074207744,0.0,0.0,0.0,26.918059883951763,0.0,0.0,0.0
2024-03-04,11.38200297172818,61.853587895304784,0.0,0.0,0.0,26.76440913296704,0.0,0.0,0.0
2024-03-05,8.842726845220175,48.05431728612092,0.0,0.0,22.309571811001344,20.79338405765755,0.0,0.0,0.0
2024-03-06,6.810243012680489,36.8431642771095,0.0,0.0,17.1047112019234,15.942252600362522,0.0,0.0,23.299628907924088
2024-03-07,6.857651236137421,36.824421133856674,0.0,0.0,17.09600955919954,15.934142332688062,0.0,0.0,23.287775738118306
2024-03-11,5.368021746066847,28.043151518457453,23.70065282520813,0.0,13.019240266857626,12.13443562705204,0.0,0.0,17.7344980163579
2024-03-12,4.676982046209992,24.299798013593204,20.53695983719215,13.323034617972377,11.281360747448604,10.514664678548694,0.0,0.0,15.36720005903498
2024-03-13,4.6774217060474665,24.292681813835916,20.538890414717358,13.324287050241077,11.282421252103891,10.51565310991704,0.0,0.0,15.368644653137252
2024-03-14,4.705513156357987,24.233361912609663,20.509144703520857,13.30498998080388,11.400179749529785,10.500423680569385,0.0,0.0,15.346386816608446
2024-03-18,4.809862395810676,24.2051228570588,20.48524546582235,13.296182827704975,11.386895158213164,10.488187571989299,0.0,0.0,15.328503723400738
2024-03-20,4.918179705429801,24.17791994058368,20.46222313188627,13.279902002459746,11.374098001192765,10.476400427086913,0.0,0.0,15.311276791360829
2024-03-21,4.918113905190417,24.177596464619974,20.461949368164515,13.279724330885486,11.373945827336566,10.477598161743883,0.0,0.0,15.31107194205916
2024-03-28,4.931426910048773,24.17727299731171,20.461675611768023,13.267505741061916,11.373793657552177,10.477457984018631,0.0,0.0,15.310867098238766
2024-04-03,4.930570682589957,24.17304842384229,20.45812291823089,13.282591572157877,11.37181886311273,10.475638817398474,0.0,0.0,15.308208722667779
2024-04-05,4.930504729789982,24.172725077858605,20.457849264210786,13.283751530357574,11.37166675023511,10.475498692095336,0.0,0.0,15.308003955452609
2024-04-08,4.930570682589957,24.17304842384229,20.456785270188956,13.283929220199814,11.37181886311273,10.475638817398474,0.0,0.0,15.308208722667779
2024-04-09,4.931230307646495,24.176282359518247,20.459522034147753,13.28570638011233,11.37334021573972,10.463662006678552,0.0,0.0,15.310256696156898
2024-04-12,4.930900473058097,24.17466528352634,20.458153560641556,13.291506428286926,11.372579488546963,10.462962125019049,0.0,0.0,15.309232640921067
2024-04-22,4.930900934795678,24.17465818311805,20.4581554763765,13.291507672925315,11.372580553493899,10.462963104787926,0.0,0.0,15.309234074502637
2024-04-23,5.143386110155566,22.2044131420101,18.790807004591517,12.080458089675503,10.445710346254755,9.61022711090737,7.663473284529447,0.0,14.06152491187574
2024-04-24,5.281879783839469,22.171993992496674,18.763371828626106,12.062820236583187,10.430459276869433,9.596195873622518,7.65228436975767,0.0,14.040994638204946
2024-04-29,5.520722285665886,21.928676966817275,18.761990663759324,12.071746914239819,10.429691494616373,9.59548950119029,7.651721087932918,0.0,14.039961085778119
2024-04-30,5.521365793017481,21.9312330209183,18.764177602043475,12.062111291630462,10.43090720205543,9.59599448714938,7.652612989122229,0.0,14.041597614063242
2024-05-02,5.237965946428889,20.134403164785784,17.22682516458745,11.067101683681074,9.57630110356001,8.809229715034883,7.0256330339520385,8.031373185659415,12.891167002310455
2024-05-03,5.503767814861024,20.076734092483754,17.177483993765534,11.035403227960947,9.54887260735839,8.789614358683256,7.005510175773103,8.008369680805671,12.854244048308322
2024-05-06,5.502964281207831,20.073802949304724,17.17497613243663,11.037161253873322,9.547478500494117,8.788331101254279,7.015717931572514,8.007200482764949,12.852367367091636
2024-05-07,5.696016312046525,20.02208542112354,17.12960689192658,11.008725451268852,9.522880670692983,8.765689115451066,7.049170236324244,7.986570977849235,12.819254923316976
2024-05-08,5.698761228836044,19.818801022439576,17.137861669121662,10.9568748513426,9.527469757803264,8.769913311082986,7.27446590685836,7.990419715557624,12.825432536957882
2024-05-10,5.698697363515316,19.818578915558287,17.13766960720011,10.956752058985025,9.527362984613903,8.769815027736154,7.275505070588285,7.990330167900267,12.825288803902652
2024-05-13,5.698556864848336,19.81809029794246,17.137247086125313,10.962085226238058,9.527128092021126,8.766460963705981,7.275325696478936,7.990133170118894,12.82497260252089
2024-05-16,5.691040247490345,19.811429733994785,17.13148751351321,10.975205285932285,9.557534672060555,8.752311852066876,7.272880568249472,7.987447805781063,12.820662320911408
2024-05-20,6.0831394771402705,19.587373031337684,17.13148751351321,10.975205285932285,9.557534672060555,8.752311852066876,7.272880568249472,7.819405278788237,12.820662320911408
2024-05-21,6.134343110388562,19.572024679738455,17.118063554447616,10.977799347730148,9.550045541061012,8.739856652379151,7.286211552102034,7.813278118125923,12.8083774440271
2024-05-22,6.133381906434956,19.568957895379693,17.11538128675073,10.991748435625263,9.548549123047543,8.738487184676247,7.2850698593038565,7.812053838087683,12.806370470694025
2024-05-24,6.30027924281185,19.399152887729354,17.112699859503213,11.001216933066924,9.547053173914783,8.737118146076025,7.283928524238424,7.810829941659694,12.807721290999732
2024-05-27,6.354117449365955,19.396114143333975,17.11001927231011,10.964808399107186,9.545557693442387,8.735749536376838,7.281668667102243,7.809606428661686,12.802358410299618
2024-05-28,6.347670777641187,19.393510262890956,17.107722294460135,10.971167506646944,9.544276225885948,8.734576783566416,7.294115874201718,7.808558008277222,12.798402266429473
2024-05-29,6.344314589355513,19.393510262890956,17.107722294460135,10.974523694932621,9.544276225885948,8.734576783566416,7.294115874201718,7.808558008277222,12.798402266429473
2024-05-30,6.340696892008076,19.38245156621894,17.09796701503733,10.991745650373895,9.538833825087679,8.729596094980465,7.323499319811831,7.804105360288857,12.79110427619293
2024-05-31,6.340625998007796,19.382234855098666,17.09777584625904,10.99274083297232,9.53872717339002,8.72949849119991,7.323417437304014,7.804018104225838,12.790961261542396
2024-06-03,6.39652994791088,19.382234855098666,17.09777584625904,10.99274083297232,9.53872717339002,8.673594541296827,7.323417437304014,7.804018104225838,12.790961261542396
2024-06-04,6.396458430452549,19.38313621532154,17.09758468175554,10.992617926819943,9.538620524077235,8.673497564742158,7.323335556627198,7.803930850113979,12.790818250089863
2024-06-05,6.658027487263607,19.34722794627021,17.06591051592085,10.97225352976315,9.520949732913607,8.569265836461826,7.309768696207949,7.789473661890622,12.767122593308178
2024-06-06,6.9033956751571495,19.176434051354775,17.073818050148898,10.869035857055541,9.525361289849071,8.572678172017223,7.3131556966325935,7.793082934864508,12.773038272920237
2024-06-07,6.904512187477247,19.176434051354775,17.072701537828802,10.869035857055541,9.525361289849071,8.572678172017223,7.3131556966325935,7.793082934864508,12.773038272920237
2024-06-11,6.904358011461603,19.176005846419223,17.072320308709656,10.87102612900363,9.525148590934021,8.572486746275903,7.312992395710462,7.792908917288196,12.772753054197306
2024-06-12,6.916661706471972,19.160603194704525,17.058607390295734,10.952657084959425,9.517497751262196,8.565601108633775,7.307118415708293,7.786649456227396,12.734603891736684
2024-06-13,6.912959930583179,19.15034849931375,17.04947767653878,11.000314946649482,9.512404015990413,8.5610168254922,7.3032076685999705,7.782482065593765,12.727788371238457
2024-06-14,6.91342243586333,19.151629735916686,17.05061835629512,11.001050912689681,9.513040434706637,8.561589592516023,7.303696283049163,7.783002745459433,12.721949503503927
