date,CHINA SECURITIES DEPOSITORY AND CLEARING,THE HONGKONG AND SHANGHAI BANKING,UBS SECURITIES HONG KONG LTD,CITIBANK N.A.,GOLDMAN SACHS (ASIA) SECURITIES LTD,MORGAN STANLEY HONG KONG SECURITIES LTD,MERRILL LYNCH FAR EAST LTD,FUTU SECURITIES INTERNATIONAL,BANK OF CHINA (HONG KONG) LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,TOTAL_CCASS_PCT
2025-03-03,1.504248659845702,0.03725628948295451,0.00033290420586933603,0.0020916697856142755,0.021021542626521363,0.005208822041673418,0.014774380334059345,0.04745575238986257,0.0019309589910149099,0.005867594199284594,1.6401885739025563
2025-03-04,1.504248659845702,0.04141676695811733,0.0003111307810448356,0.0019475984714597385,0.01693981619103957,0.005319981105251131,0.014745731090869211,0.04745575238986257,0.0019309589910149099,0.005867594199284594,1.640183990023646
2025-03-05,1.504248659845702,0.06796241081777088,0.0022627172271566407,0.013270627397798409,0.01886151574665543,0.013893026476255392,0.01587723868051212,0.019765937975076073,0.0069961451870302815,0.004117469231285798,1.6672557485852433
2025-03-06,1.504248659845702,0.07020217427128359,0.00259848635734499,0.009925197972000293,0.02112902312727346,0.013148604541202999,0.019135402511553094,0.018110046097778262,0.007677997174955427,0.004589608759059177,1.6707652006581535
2025-03-07,1.504248659845702,0.07139581633955724,0.0033582642867472957,0.012521472607771004,0.02188765508694816,0.013633349735980035,0.017550171127659425,0.01750962671869675,0.007785718329350324,0.0045678353342346765,1.674458569412647
2025-03-10,1.504248659845702,0.07397197920660849,0.0027646519678477563,0.011889756795428589,0.02210043874596991,0.013946199471616278,0.017257456080137203,0.015358526943008863,0.0076894568722314805,0.004562105485596651,1.6737892314141474
2025-03-11,1.504248659845702,0.06804118477684647,0.0020679023734637416,0.011866929078454692,0.021943097102369705,0.014619399388098003,0.017388818590012598,0.015508866711573399,0.007863644270827483,0.004527726393768491,1.6680762285311166
2025-03-12,1.504248659845702,0.0687085402477174,0.0015201288436684141,0.012640538862469193,0.01857298348863897,0.019341940635559392,0.01653022369099889,0.014561516457156662,0.0076699753868621915,0.004568408319098479,1.6683629157778717
2025-03-13,1.504248659845702,0.06615941080654036,0.003361702195930112,0.012622008531973816,0.017548142761241562,0.021875679703294685,0.01610904543701212,0.014213187498753757,0.007896877392928037,0.004589608759059177,1.6686243229324358
2025-03-14,1.504248659845702,0.06558963465797503,0.003912913634908255,0.011650822107222887,0.01763596988116523,0.021880893865555293,0.015487769408888187,0.013991442356462136,0.0083873524363431,0.0048440140385875505,1.6676294722328098
2025-03-17,1.504248659845702,0.06669123243772744,0.004521423560266663,0.01230002541760856,0.017216361605705277,0.0207990984426959,0.015074017038736297,0.014019656131155776,0.00822920861393357,0.004534602212134123,1.6676342853056656
2025-03-18,1.504248659845702,0.06881014192376689,0.00439078301131966,0.012628872890642172,0.01713919200424834,0.02083003962534124,0.014954125685834232,0.013534956775167846,0.008034393760240673,0.004488763423029912,1.669059928945293
2025-03-19,1.504248659845702,0.06953496777647723,0.004035532395762021,0.012707578091534104,0.017319086332087816,0.020614597316551447,0.014752549610748462,0.013770029545391516,0.007854476513006641,0.004483033574391886,1.6693205110016534
2025-03-20,1.504248659845702,0.06793238641090762,0.004760931233336168,0.012906885146559216,0.017345970781897438,0.020980161659657534,0.014634514728805118,0.01290193455733596,0.008398812133619154,0.006290227834825424,1.6704004843326454
2025-03-21,1.504248659845702,0.06884713382657398,0.0043094191606596844,0.01226628806882786,0.017426188662829807,0.02109819654160088,0.014848811067867307,0.012809936107603809,0.008256711887396097,0.0060002974937412865,1.6701116426628027
2025-03-24,1.504248659845702,0.0691039112634385,0.004291083645017999,0.011812885146100828,0.01765194469916805,0.02134572600276362,0.014477035568837598,0.013127415560939574,0.00826587964521694,0.006046136282845498,1.6703706776600307
2025-03-25,1.504248659845702,0.06816192414734695,0.0026363033583559643,0.01149580678216972,0.01849273122861477,0.020598553740364973,0.01619369822079032,0.013963698429356809,0.008330053949962836,0.006141251770236738,1.6702626814729011
