date,FIRST SHANGHAI SECURITIES LTD,UOB KAY HIAN (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,STANDARD CHARTERED BANK (HONG KONG) LTD,CITIBANK N.A.,CHINA GALAXY INTERNATIONAL SECURITIES,KGI ASIA LTD,BANK OF CHINA (HONG KONG) LTD,UBS SECURITIES HONG KONG LTD
2024-03-01,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
2024-03-04,0.0,0.0,37.29516461640325,30.55980231102392,0.0,11.09101191397422,0.0,21.054021158598612,0.0
2024-03-05,0.0,0.0,37.29136536066327,30.558297658707893,0.0,11.098460593653012,0.0,21.051876386975827,0.0
2024-03-06,0.0,0.0,37.28936606327286,30.559339984307403,0.0,11.10054621710675,0.0,21.05074773531299,0.0
2024-03-08,0.0,0.0,37.27837375847003,30.550331582847573,0.0,11.1267523449108,0.0,21.044542313771597,0.0
2024-03-11,0.0,0.0,32.698755576960714,26.80033054117146,12.259313284128302,9.780239922577325,0.0,18.461360675162204,0.0
2024-03-12,0.0,0.0,32.71112948890992,26.79531577097179,12.256374298338123,9.780245599895427,0.0,18.456934841884745,0.0
2024-03-13,0.0,0.0,32.742283490579105,26.78375806900296,12.240106491537993,9.785849087134576,0.0,18.448002861745366,0.0
2024-03-14,0.0,0.0,32.74229182144578,26.78479005430459,12.23899429801439,9.786180989687773,0.0,18.447742836547466,0.0
2024-03-15,0.0,0.0,32.74336869874478,26.785670992405237,12.239396832302276,9.78791240179245,0.0,18.44365107475526,0.0
2024-03-18,0.0,0.0,32.742445656723156,26.786325408918543,12.239051801291586,9.789045988472916,0.0,18.4431311445938,0.0
2024-03-19,0.0,0.0,32.74059972879552,26.784815270468005,12.238361797625865,9.79413183090308,0.0,18.44209137220753,0.0
2024-03-22,0.0,0.0,32.74398408900582,26.787583987711805,12.23962686378379,9.795144239665825,0.0,18.43366081983276,0.0
2024-03-25,0.0,0.0,32.74536880167208,26.788716809751584,12.240144466232609,9.803546402838998,0.0,18.422223519504737,0.0
2024-03-26,0.0,0.0,32.734468734751246,26.792871310415972,12.242042716480215,9.806476630085772,0.0,18.424140608266793,0.0
2024-03-27,0.0,0.0,32.733853401893825,26.793777493757,12.241812594183548,9.806762233442447,0.0,18.423794276723182,0.0
2024-03-28,0.0,0.0,32.64397983159639,26.792140693874106,12.241064756465432,9.900145928940447,0.0,18.422668789123623,0.0
2024-04-02,0.0,0.0,32.63815172562169,26.78735734833662,12.238879293081006,9.916231942365917,0.0,18.41937969059477,0.0
