date,ZHONGTAI INTERNATIONAL SECURITIES LTD,CCB INTERNATIONAL SECURITIES LTD,CITIBANK N.A.,DL SECURITIES (HK) LTD,KGI ASIA LTD,CHINA CITIC BANK INTERNATIONAL LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,QUAM SECURITIES LTD,HAITONG INTERNATIONAL SECURITIES CO LTD
2024-03-04,0.0,0.0,87.7059742219115,0.0,7.5558740124723105,0.0,4.738151765616181,0.0,0.0
2024-03-06,0.0,0.0,87.56946614941751,0.0,7.6974411220013765,0.0,4.733092728581118,0.0,0.0
2024-03-07,0.0,0.0,87.37893920056344,0.0,7.886368351885162,0.0,4.734692447551394,0.0,0.0
2024-03-08,0.0,0.0,87.36941613543942,0.0,7.892318913458432,0.0,4.738264951102146,0.0,0.0
2024-03-11,0.0,0.0,87.36419242098071,0.0,7.895582992210692,0.0,4.7402245868085915,0.0,0.0
2024-03-12,0.0,0.0,87.36671919261211,0.0,7.895811350472415,0.0,4.737469456915474,0.0,0.0
2024-03-13,0.0,0.0,87.3902251710004,0.0,7.897935715135267,0.0,4.7118391138643485,0.0,0.0
2024-03-14,0.0,0.0,87.4172853366034,0.0,7.900381291261834,0.0,4.682333372134771,0.0,0.0
2024-03-15,0.0,0.0,84.37748636040155,0.0,7.879566263551471,0.0,4.511412087681628,3.231535288365349,0.0
2024-03-18,0.0,0.0,84.3593421951989,0.0,7.920041199261145,0.0,4.489776212373068,3.2308403931668854,0.0
2024-03-20,0.0,0.0,84.39092278357087,0.0,7.923006129457306,0.0,4.454021203096528,3.232049883875289,0.0
2024-03-21,0.0,0.0,83.62588603806572,0.0,8.841131363473064,0.0,4.328736856803823,3.2042457416573944,0.0
2024-03-22,0.0,0.0,53.86975896870068,35.75906767171036,5.695241487117044,0.0,2.7884668511471182,1.8874650213248043,0.0
2024-03-25,0.0,0.0,53.85195898735735,35.758370290340444,5.469805728836183,0.0,2.7744163052044786,2.145448688261538,0.0
2024-03-26,0.0,0.0,53.876953550084906,35.77496699074027,5.486804036446656,0.0,2.714830957287383,2.1464444654407875,0.0
2024-03-27,0.0,0.0,53.859070463183734,35.79753403854774,5.48498283114591,0.0,2.712680659428131,2.145732007694484,0.0
2024-03-28,0.0,0.0,53.859070463183734,35.94582938937892,5.3493577208791265,0.0,2.712680659428131,2.1330617671300867,0.0
2024-04-02,0.0,0.0,53.832268081142395,35.87211300265674,5.458173975246123,0.0,2.7054446688691973,2.1320002720855427,0.0
2024-04-03,0.0,0.0,53.67668963641895,35.73411545889531,5.786894592520923,0.0,2.676461647202737,2.125838664962078,0.0
2024-04-10,0.0,0.0,53.67710156233115,35.7337976964558,5.786843133076096,0.0,2.676437847005885,2.125819761131061,0.0
2024-04-16,0.0,0.0,53.67668963641895,35.73411545889531,5.786894592520923,0.0,2.676461647202737,2.125838664962078,0.0
2024-04-29,0.0,0.0,52.7484105660246,36.84552296118305,5.686816641194159,0.0,2.6301751987156874,2.0890746328824914,0.0
2024-07-03,0.0,0.0,52.77490501603484,36.824863299193055,5.6836279848754545,0.0,2.628700432551093,2.0879032673455518,0.0
2024-07-18,0.0,0.0,52.78694644824735,36.815473713098996,5.682178776120571,0.0,2.628030167767585,2.087370894765496,0.0
2024-08-27,0.0,0.0,52.79378871406656,36.81013829760572,5.681355296707703,0.0,2.627649305280708,2.087068386339312,0.0
2024-10-07,0.0,0.0,52.78801825943735,36.81463794346068,5.682049781651083,0.0,2.627970507315029,2.087323508135859,0.0
2024-10-24,0.0,45.21003726376611,28.922535533542064,20.17072641070153,3.1131929580208872,0.0,1.439864061677121,1.143643772292287,0.0
2024-10-29,0.0,45.193472304369216,28.94857831926356,20.163335855766796,3.112052284001013,0.0,1.4393364954293966,1.1432247411700163,0.0
2024-12-02,0.0,44.705668536560125,28.636305921080535,19.945699310032904,3.078461795101849,0.0,1.4199217108831972,1.1308851419367574,1.0830575844046244
2024-12-03,0.0,44.684319017285155,28.62263044355745,19.936174095316026,3.124841950986312,0.0,1.4191490510696791,1.1303450794586443,1.0825403623267296
2024-12-04,0.0,44.68884087608114,28.625526929306407,19.938191549451474,3.1251581714048586,0.0,1.4091730975857233,1.130459465465916,1.0826499107044838
2024-12-05,0.0,44.688883140760254,28.625554002031645,19.938210406088867,3.1251611270377353,0.0,1.4090798548526124,1.1304605346032135,1.0826509346256725
2024-12-06,0.0,44.697041720735164,28.63077999684821,19.941850404959332,3.125731668863744,0.0,1.391080704946124,1.1306669159677016,1.082848587679727
2024-12-12,0.0,44.6991135442389,28.632296301793296,19.942774761310144,3.1258765546120753,0.0,1.3863207322287479,1.130719325304007,1.0828987805128223
2024-12-13,0.0,44.69991695605091,28.631013554740832,19.94313320825768,3.125932738414118,0.0,1.3863456496457431,1.1307396485988106,1.0829182442919107
2024-12-17,0.0,44.70207362530395,28.632394935978684,19.944095419043034,3.1260835575539088,0.0,1.3815877652748079,1.1307942042132142,1.0829704926324013
2024-12-18,0.0,44.70351152042568,28.6333159308602,19.94473694448435,3.1261841117325626,0.0,1.3784155872892117,1.1308305775475598,1.0830053276604446
2024-12-27,0.0,43.42664534802153,27.81546267342267,19.37505552448505,3.036890930834352,2.8562994918659217,1.339043909873669,1.0985306695072043,1.0520714519895984
2024-12-30,0.0,43.42804227454411,27.815438355891242,19.37567877154274,3.03698862001696,2.856391371873798,1.336789305145145,1.098566006490197,1.0521052944958098
2025-01-03,0.0,43.430357379227,27.811590270462062,19.37671166923531,3.0371505187857704,2.856543643187328,1.336860568020888,1.0986245699246253,1.0521613811570225
2025-01-10,0.0,43.43023762637968,27.81169740764241,19.376658240791837,3.0371421442881994,2.8565357666867555,1.3368568818237403,1.098713452411206,1.0521584799761703
2025-01-13,0.0,43.432233593391445,27.812975577728526,19.37754875331861,3.037281725277422,2.856667047367448,1.3323225207494298,1.0987639470878705,1.0522068350792495
2025-02-04,0.0,43.43227351460299,27.813001142328588,19.377566564404038,3.0372845170280693,2.8566696731041437,1.3322318292767799,1.0987649570287445,1.0522078022266461
2025-02-13,0.0,43.432137782783165,27.812914222880114,19.377506006847167,3.0379184357261066,2.8563298487240045,1.3322276658693415,1.098761523237347,1.0522045139327516
2025-02-14,0.0,43.43245715312133,27.81311874009419,19.377648495818743,3.037940774507655,2.856350852226854,1.3315021303229817,1.0987696027806795,1.0522122511275704
2025-02-17,0.0,43.43249707474384,27.813144304957433,19.377666307087534,3.0379435668784485,2.856353477686429,1.3314114376294384,1.0987706127319508,1.0522132182849235
2025-02-21,0.0,43.4352518439437,27.81454070444736,19.378895363713404,3.038136252860895,2.856534646053762,1.3255209286908485,1.0988403038537033,1.0522799564363225
2025-02-24,0.0,43.436449678682614,27.815307759355264,19.379429784790364,3.0382200369991406,2.8566134220775377,1.3227997353315817,1.0988706070989385,1.0523089756645616
2025-02-26,0.0,43.43636982097795,27.81544047056616,19.37939415580154,3.0382144512461564,2.8566081702074455,1.3227973033706046,1.0988685868305914,1.052307040999551
2025-03-03,0.0,43.43676911243764,27.81477690963185,19.379572302055756,3.0382423802164658,2.8566344297510198,1.3228094632649126,1.0988786882466133,1.0523167143957433
2025-03-04,0.0,43.43748785556476,27.8152371574851,19.379892973567088,3.0382926536570083,2.8566816981460925,1.3211766633594197,1.098896871263464,1.0523341269570705
2025-03-05,0.0,43.438166690358955,27.815671849998953,19.38019583973886,3.038340135656315,2.8567263419555844,1.3196345249430852,1.0989140446652481,1.0523505726830036
2025-03-07,38.121795647832066,26.881055708746622,17.20824681038305,11.993142522059205,1.8802310657099062,1.767842102779072,0.8164084107337688,0.6800464178044366,0.6512313139518795
2025-03-10,38.11897938774189,26.882279145094962,17.209030008590258,11.993688365446134,1.8803166405866518,1.7679225625017145,0.8164455678951392,0.6800773687282067,0.6512609534150502
2025-03-14,38.11893601510394,26.882248557828998,17.209124210030716,11.993674718755914,1.880314501119798,1.767920550919388,0.8164446389248837,0.6800765949207762,0.6512602123955895
2025-03-20,38.122362757626455,26.88466516631454,17.210898827643454,11.994752902972381,1.8804835340029338,1.7680794800281614,0.8066749834375737,0.6801377311336406,0.6519446168408617
2025-03-21,38.125009144928406,26.88653145243552,17.212093577937452,11.995585557600172,1.880614073858964,1.7682022169926708,0.7997891574610708,0.6801849450974418,0.6519898736883072
2025-03-24,38.125009144928406,26.88653145243552,17.212093577937452,11.995585557600172,1.8806709740551406,1.7682022169926708,0.7997891574610708,0.6801280449012649,0.6519898736883072
2025-03-25,38.12520438477319,26.88666913954289,17.212181721823946,11.995646987520189,1.8806806050537244,1.768211272033814,0.79933804931592,0.6801315278668275,0.651936312069495
2025-03-26,38.12516099796821,26.88663854228605,17.212275935061218,11.99563333637248,1.8806784648232922,1.7682092597944339,0.7993371396624606,0.6801307538713974,0.651935570160459
2025-03-27,38.12511761126197,26.886607945098845,17.212370148084062,11.99561968525584,1.8806763245977316,1.768207247559634,0.7993362300110715,0.6801299798777289,0.6519348282531114
2025-04-02,38.12470544247776,26.886317275293674,17.212184065991163,11.655172638841398,2.2220544501691495,1.7681881315574517,0.7993275884261337,0.6801226270257387,0.6519277802175282
2025-04-09,38.12461867123773,26.886256082451315,17.212486289006844,11.655146111848701,2.222049392807582,1.768184107188607,0.799211969942085,0.6801210790771567,0.6519262964399815
2025-04-11,38.1245535930669,26.886210188002345,17.212627606091374,11.655126216683422,2.222045599801514,1.768181088923995,0.7992106056988502,0.6801199181203443,0.651925183611254
2025-04-15,38.02841602673836,26.818412021947434,17.169336540998998,11.625735827442835,2.4684958816842366,1.7637223186382698,0.7971952598029753,0.6784048797113031,0.6502812430355912
2025-04-16,37.73534463289608,26.611732117468044,17.0372438828718,11.536140441692476,3.219629414533115,1.7501299418768868,0.7910515612121468,0.6731766560706813,0.6455513513787648
2025-04-24,37.73521712113864,26.61164219358465,17.03718631220614,11.53610145984254,3.219618535061655,1.7501240280010015,0.7910488881644836,0.6731743813349047,0.6458870806659825
2025-04-28,37.73530212888118,26.611702142772724,17.03699941831644,11.536127447713225,3.2196257880344588,1.7501279705804844,0.7910506701942518,0.6731758978237143,0.6458885356835193
