date,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,UBS SECURITIES HONG KONG LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,DBS BANK (HONG KONG) LTD,INTERACTIVE BROKERS HONG KONG LTD,FUBON SECURITIES (HONG KONG) LTD,BNP PARIBAS,HANG SENG SECURITIES LTD,YUANTA SECURITIES (HONG KONG) CO LTD
2024-03-01,64.0678692847824,35.54397350277705,0.0,0.0,0.0,0.0,0.0,0.3881572124405525,0.0,0.0
2024-03-04,59.49654971601937,32.79864469522668,0.0,7.0881808878282815,0.0,0.0,0.0,0.6166247009256702,0.0,0.0
2024-03-05,58.2091375315106,33.544054211254995,0.0,5.853864705934955,0.0,1.8120469084308037,0.0,0.5808966428686472,0.0,0.0
2024-03-06,58.84521847420765,33.910607204984295,0.0,4.825081854501791,0.0,1.8318480694616126,0.0,0.5872443968446517,0.0,0.0
2024-03-07,58.8422957479097,33.908922931800724,0.0,4.824842202173334,0.0,1.8367238885461243,0.0,0.5872152295701222,0.0,0.0
2024-03-08,58.71863872029811,33.21712638444922,0.0,4.814702800951266,0.0,1.8328640150705238,0.0,0.3936742103543038,1.0229938688765714,0.0
2024-03-11,58.84954866561816,32.41908898577278,0.0,4.789067521642842,0.0,1.8231051612215574,0.0,1.1016425990163514,1.017547066728311,0.0
2024-03-12,58.74528803389201,32.36165380106391,0.0,4.780582984097401,0.0,1.8198752622652852,0.0,1.2768555862542628,1.0157443324271358,0.0
2024-03-13,60.09409340734918,31.983595426959166,0.0,4.858918410998059,0.0,1.8496960406200853,0.0,0.18130822628555124,1.0323884877879546,0.0
2024-03-14,60.4150179163779,31.53990536387058,0.0,4.8848668181882635,0.0,1.859574096183126,0.0,0.2627339842546673,1.0379018211254658,0.0
2024-03-15,60.73816026855575,31.083744504808124,0.0,4.910994549473385,0.0,1.8695204169525965,0.0,0.3541270042366022,1.0434532559735425,0.0
2024-03-18,61.00142613161572,30.375564798235605,0.0,4.897722979151938,0.0,1.86446818742332,0.0,0.7294315832440678,1.1313863203293484,0.0
2024-03-20,61.30285880124684,29.899932481709108,0.0,4.921843246301314,0.0,1.8736503055144398,0.0,0.864757002552684,1.1369581626756091,0.0
2024-03-21,61.180725954747594,29.84036325548483,0.0,4.912037525370047,0.0,1.869917457656584,0.0,1.06226279025058,1.1346930164903661,0.0
2024-03-22,61.66924062641932,29.84036325548483,0.0,4.912037525370047,0.0,1.869917457656584,0.0,0.5737481185788587,1.1346930164903661,0.0
2024-03-25,61.55904846809007,29.787043739968667,0.0,4.903260572529105,0.0,1.8665762418662852,0.0,0.751405459225707,1.132665518320158,0.0
2024-03-26,58.0354155289632,27.271422625966906,0.0,4.585832504367648,4.571585246752305,1.7457375302034308,2.2697420349426976,0.4609256921957885,1.059338836608031,0.0
2024-03-27,58.03282762194042,27.27442669866119,0.0,4.585702616322873,4.571455762243514,1.7456880843428866,2.269677747301406,0.4609126370445397,1.0593088321431687,0.0
2024-03-28,58.19220294146389,27.170848825204292,0.0,4.568287866214568,4.554095116254987,1.739058626591382,2.2610583765958263,0.45916226658499015,1.0552859810900654,0.0
2024-04-02,56.68344359405961,27.82604130812577,0.0,4.449845073685852,4.436020301618231,1.9715645784969915,2.2024355235626247,1.4027242221825018,1.027925398268413,0.0
2024-04-03,56.89351132037055,27.744195442401836,0.0,4.4367565635970365,4.4229724548931255,1.9347079015827426,2.1959574104839064,1.3469969871354712,1.024901919535334,0.0
2024-04-05,57.057689025602954,27.830669586325037,0.0,4.470629923041541,4.435735834250422,1.9677737653799887,2.2022942886282553,1.0073480959727603,1.0278594807990444,0.0
2024-04-08,57.163226208688364,28.13115752342585,0.0,4.5188993460588005,4.483628505543281,1.9982797015618343,2.2260724756972428,0.4397789521143476,1.0389572869102772,0.0
2024-04-09,54.64576246457686,31.115272313422526,0.0,4.317789077946954,4.284087940062407,1.9093477436296313,2.1270027690850943,0.6080184288333098,0.9927192624432096,0.0
2024-04-10,54.99023326292711,30.6857176283572,0.0,4.345007149096616,4.311093569160777,1.9213837096755382,2.1404107683317855,0.6071768400432036,0.9989770724077635,0.0
2024-04-11,54.715958988957006,30.79666886048277,0.0,4.32333559743188,4.289591167942632,1.9126863551400544,2.1297350614898987,0.8380294847821836,0.9939944837735717,0.0
2024-04-12,54.72565542382548,30.802126461871655,0.0,4.324101753098521,4.272629941956207,1.913025309971682,2.1301124803945917,0.8381779953532713,0.9941706335285907,0.0
2024-04-15,54.591182338336665,30.726438798510358,0.0,4.313476475060213,4.2621311415855745,1.9967138633019108,2.1248783211057076,0.9934513265419135,0.9917277355576555,0.0
2024-04-16,51.67216528207086,29.267481355268004,0.0,4.082832791168794,4.034232917633881,1.814651845364556,2.0112600443782354,6.156923796167998,0.9604519679476764,0.0
2024-04-17,52.61730143944381,33.474032983114846,0.0,4.157511931753997,4.108023117384673,1.847843662714093,2.048048024511148,0.7692192353624627,0.9780196057149741,0.0
2024-04-18,52.539490611331566,32.64248853351357,0.0,5.047338767384149,4.069883151645939,1.8306877967482462,2.029033408659651,0.8721383159326557,0.9689394147842262,0.0
2024-04-19,52.135537210571094,32.39151456899719,0.0,5.929819965249017,4.03859158180627,1.8166124307212361,2.013433049079692,0.7130015345307956,0.9614896590447114,0.0
2024-04-22,51.98228710699602,32.29630114590339,0.0,5.9123895219760225,4.026720320641176,1.811272578903092,2.007514651767189,1.0048512710557307,0.9586634027573765,0.0
2024-04-23,51.78121609721777,32.17137686409673,0.0,6.804546784737287,4.011144693518433,1.804266453803708,1.9997494490290983,0.4727444298576235,0.9549552277393532,0.0
