date,UPBEST SECURITIES CO LTD,OCBC BANK (HONG KONG) LTD,CITIBANK N.A.,STANDARD CHARTERED BANK (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,CHINA ZHONG HENG FINANCE GROUP LTD,KGI ASIA LTD,EVERBRIGHT SECURITIES INVESTMENT,TOTAL_CCASS_PCT
2024-03-08,20.668020074309208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.668020074309208
2024-03-11,20.66876569840228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.66876569840228
2024-03-19,20.66891482322089,0.0,0.0,0.0,0.0,0.0,0.10729530699222511,0.0,20.776210130213116
2024-03-25,20.67003325936049,0.0,0.0,0.0,0.0,0.0,0.10729530699222511,0.0,20.777328566352715
2024-03-27,20.67115169550009,0.0,0.0,0.0,0.0,0.0,0.10729530699222511,0.0,20.778447002492314
2024-04-08,20.67137538272801,0.0,0.0,0.0,0.0,0.0,0.10729530699222511,0.0,20.778670689720233
2024-04-11,20.672121006821072,0.0,0.0,0.0,0.0,0.0,0.10729530699222511,0.0,20.779416313813297
2024-04-12,20.672493818867608,0.0,0.0,0.0,0.0,0.0,0.10729530699222511,0.0,20.779789125859832
2024-04-17,20.6746561287375,0.0,0.0,0.0,0.0,0.0,0.10729530699222511,0.0,20.781951435729727
2024-04-18,20.67502894078403,0.0,0.0,0.0,0.0,0.0,0.10729530699222511,0.0,20.782324247776256
2024-04-24,20.67950268534243,0.0,0.0,0.0,0.0,0.0,0.10729530699222511,0.0,20.786797992334655
2024-05-13,20.680248309435495,0.0,0.0,0.0,0.0,0.0,0.10729530699222511,0.0,20.78754361642772
2024-05-16,20.680248309435495,0.0,0.0,0.15799774532072622,0.0,0.0,0.10729530699222511,0.0,20.945541361748447
2024-05-21,20.68211236966816,0.0,0.0,0.15792318291141957,0.0,0.0,0.10729530699222511,0.0,20.947330859571807
2024-06-27,20.682485181714693,0.0,0.0,0.1575503708648865,0.0,0.0,0.10729530699222511,0.0,20.947330859571807
2024-06-28,20.682485181714693,0.0,0.0,0.15747580845557987,0.0,0.0,0.10729530699222511,0.0,20.9472562971625
2024-07-05,20.682485181714693,0.0,0.0,0.15740124604627326,0.0,0.0,0.10736986940153173,0.0,20.9472562971625
2024-07-29,20.68285799376123,0.0,0.0,0.15740124604627326,0.0,0.0,0.10736986940153173,0.0,20.947629109209032
2024-08-14,20.68285799376123,2.509082411660495,0.0,0.15740124604627326,0.0,0.0,0.10736986940153173,0.0,23.45671152086953
2024-09-02,20.68300711857984,2.509082411660495,0.0,0.15740124604627326,0.0,0.0,0.10751899422014498,0.0,23.457009770506755
2024-09-27,20.682932556170535,2.509082411660495,0.0,0.15740124604627326,0.0,0.0,0.1075935566294516,0.0,23.457009770506755
2024-09-30,20.68285799376123,2.509082411660495,0.0,0.15740124604627326,0.0,0.0,0.10766811903875821,0.0,23.457009770506755
2024-10-02,20.68285799376123,2.509082411660495,0.0,0.15740124604627326,0.0,0.0,0.10774268144806483,0.0,23.45708433291606
2024-10-07,20.645576789107917,2.509082411660495,0.0,0.15740124604627326,0.0,0.0,0.10789180626667808,0.0,23.419952253081362
2024-10-08,20.6499014088477,2.509082411660495,0.0,0.15740124604627326,0.0,0.0,0.10729530699222511,0.0,23.423680373546695
2024-10-09,20.650721595350074,2.509082411660495,0.0,0.15740124604627326,0.0,0.0,0.10729530699222511,0.0,23.42450056004907
2024-10-10,20.665708639620707,2.509082411660495,0.0,0.15553718581360776,0.0,0.0,0.09804956823820433,0.07288602265817853,23.50126382799119
2024-10-14,20.674581566328193,2.509082411660495,0.0,0.15180906534827682,0.0,0.0,0.09193545067506155,0.07288602265817853,23.500294516670202
2024-10-15,20.67622193933294,2.509082411660495,0.0,0.15180906534827682,0.0,0.0,0.09193545067506155,0.07288602265817853,23.50193488967495
2024-10-16,20.67995005979827,2.509082411660495,0.0,0.1483046321108657,0.10097830511335902,0.0,0.09193545067506155,0.07288602265817853,23.60313688201623
2024-10-17,20.682559744124003,2.509082411660495,0.0,0.14606775983166712,0.10097830511335902,0.0,0.09193545067506155,0.07288602265817853,23.603509694062762
2024-10-18,20.680695683891333,2.509082411660495,0.0,0.14606775983166712,0.10097830511335902,0.0,0.09193545067506155,0.07288602265817853,23.601645633830096
2024-10-21,20.680919371119256,2.509082411660495,0.0,0.14606775983166712,0.10097830511335902,0.0,0.09193545067506155,0.07288602265817853,23.601869321058018
2024-10-28,20.680993933528562,2.509082411660495,0.0,0.14606775983166712,0.10097830511335902,0.0,0.09193545067506155,0.07288602265817853,23.601943883467325
2024-10-29,20.680919371119256,2.509082411660495,0.0,0.14606775983166712,0.10097830511335902,0.0,0.09193545067506155,0.07288602265817853,23.601869321058018
2024-11-01,20.680993933528562,2.509082411660495,0.0,0.14606775983166712,0.10097830511335902,0.0,0.09193545067506155,0.07288602265817853,23.601943883467325
2024-11-05,20.68106849593787,2.509082411660495,0.0,0.14606775983166712,0.10097830511335902,0.0,0.09193545067506155,0.07288602265817853,23.60201844587663
2024-11-06,20.679204435705202,2.509082411660495,0.0,0.14606775983166712,0.10097830511335902,0.0,0.09193545067506155,0.07288602265817853,23.600154385643965
2024-11-07,20.678980748477283,2.509082411660495,0.0,0.14606775983166712,0.10097830511335902,0.0,0.09193545067506155,0.07288602265817853,23.599930698416046
2024-11-08,20.677489500291152,2.509082411660495,0.0,0.14606775983166712,0.10097830511335902,0.0,0.09193545067506155,0.07288602265817853,23.598439450229915
2024-11-11,20.675849127286405,2.509082411660495,0.0,0.14606775983166712,0.10097830511335902,0.0,0.09193545067506155,0.07288602265817853,23.596799077225167
2024-11-18,20.675923689695715,2.509082411660495,0.0,0.14606775983166712,0.11939522021209399,0.0,0.09193545067506155,0.07288602265817853,23.61529055473321
2024-11-19,20.675998252105018,2.509082411660495,0.0,0.14606775983166712,0.11932065780278736,0.0,0.09193545067506155,0.07288602265817853,23.61529055473321
2024-11-20,20.676445626560856,2.509082411660495,0.0,0.14606775983166712,0.11932065780278736,0.0,0.09193545067506155,0.07288602265817853,23.61573792918905
2024-11-21,20.676594751379472,2.509082411660495,0.0,0.14606775983166712,0.11932065780278736,0.0,0.09193545067506155,0.07288602265817853,23.61588705400766
2024-11-22,20.676520188970166,2.509082411660495,0.0,0.14606775983166712,0.11932065780278736,0.0,0.09193545067506155,0.07288602265817853,23.615812491598355
2024-11-28,20.676594751379472,2.509082411660495,0.0,0.14606775983166712,0.11932065780278736,0.0,0.09193545067506155,0.07288602265817853,23.61588705400766
2024-12-09,20.676967563426004,2.509082411660495,0.0,0.14606775983166712,0.11932065780278736,0.0,0.09193545067506155,0.07288602265817853,23.616259866054193
2024-12-10,20.67734037547254,2.509082411660495,0.0,0.14606775983166712,0.11932065780278736,0.0,0.09193545067506155,0.07288602265817853,23.61663267810073
2024-12-12,20.675923689695715,2.509082411660495,0.0,0.14606775983166712,0.11932065780278736,0.0,0.09193545067506155,0.07288602265817853,23.6152159923239
