date,BNP PARIBAS,BANK OF CHINA (HONG KONG) LTD,INNOVAX SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,ARTA GLOBAL MARKETS LTD,PHILLIP SECURITIES (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,BMI SECURITIES LTD,KGI ASIA LTD,BRIGHT SMART SECURITIES INTERNATIONAL
2024-03-06,98.56405948521402,0.0,0.0,1.4359405147859872,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-11,96.6087303323084,0.0,0.0,1.4074541033591066,0.0,0.0,1.9838155643324886,0.0,0.0,0.0
2024-03-14,89.22689355229699,6.715664139553676,0.0,1.2999976234047104,0.0,0.0,1.8323549682724527,0.0,0.0,0.9250897164721819
2024-03-18,89.2227345105402,6.715664139553676,0.0,1.3427763386172968,0.0,0.0,1.8323549682724527,0.0,0.0,0.8864700430163748
2024-03-19,89.2227345105402,6.715664139553676,0.0,1.3576300591772228,0.0,0.0,1.8323549682724527,0.0,0.0,0.8716163224564489
2024-03-20,89.21976376642822,6.715664139553676,0.0,1.3576300591772228,0.0,0.0,1.835325712384438,0.0,0.0,0.8716163224564489
2024-03-21,89.21287302237985,6.768020627253877,0.0,1.3569311018827124,0.0,0.0,1.835183963973598,0.0,0.0,0.8269912845099542
2024-03-22,89.21227891944558,6.768020627253877,0.0,1.3509900725399684,0.0,0.0,1.835183963973598,0.0,0.0,0.8335264167869725
2024-03-25,89.21227891944558,6.768020627253877,0.0,1.347425454934322,0.0,0.0,1.835183963973598,0.0,0.0,0.8370910343926188
2024-04-10,89.20432943636536,6.76741754586066,0.0,1.3478994392168047,0.0,0.0,1.8350204353198365,0.0,0.0,0.8453331432373349
2024-04-15,89.20432943636536,6.76741754586066,0.0,1.3520577891835377,0.0,0.0,1.8350204353198365,0.0,0.0,0.8411747932706017
2024-04-18,89.20220981347273,6.767256742307236,0.0,1.3544018058690745,0.0,0.0,1.834976832600689,0.0,0.0,0.8411548057502672
2024-04-24,89.20167992348863,6.767216542612911,0.0,1.3549877926351868,0.0,0.0,1.8349659322446703,0.0,0.0,0.8411498090185993
2024-04-26,89.20220981347273,6.767256742307236,0.0,1.3549958417488417,0.0,0.0,1.8343827967209219,0.0,0.0,0.8411548057502672
2024-04-29,89.1969111969112,6.766854766854767,0.0,1.3608553608553609,0.0,0.0,1.8342738342738343,0.0,0.0,0.8411048411048412
2024-04-30,75.0815,5.696,0.0,1.1464999999999999,0.0,0.0,1.544,0.0,0.0,0.7080000000000001
2024-05-02,89.19320253984094,6.761821605279257,0.0,1.3619867305784732,0.0,0.0,1.8341975682626799,0.0,0.0,0.8487915560386559
2024-05-03,89.18790499325877,6.761419993229077,0.0,1.3678452428326215,0.0,0.0,1.8340886278189905,0.0,0.0,0.8487411428605368
2024-05-08,89.1857861508217,6.757101876213838,0.0,1.3672188203431708,0.0,0.0,1.8340450552648615,0.0,0.0,0.8558480973564332
2024-05-14,88.63565088047247,6.723094660659293,0.0,1.3440286692116954,0.0,0.6239250242372285,1.8227318974640823,0.0,0.0,0.8505688679552275
2024-05-16,88.59456093489032,6.720873094639115,0.0,1.3435845510529647,0.0,0.6685640141831312,1.8221295975632652,0.0,0.0,0.8502878076711998
2024-05-21,88.5882881625383,6.720397235777302,0.0,1.3434894210592552,0.0,0.6685166777572888,1.82908089823614,0.0,0.0,0.8502276046317024
2024-05-22,88.58567476954511,6.720198981138774,0.0,1.3434497875375757,0.0,0.6714469996757135,1.8290269395548902,0.0,0.0,0.8502025225479344
2024-05-23,88.56843024218404,6.718890793833054,0.0,1.3284409190265178,0.0,0.7055301349655271,1.8286708920880128,0.0,0.0,0.8500370179028472
2024-05-24,88.55537067535404,6.7179000818705,0.0,1.3022935365030786,0.0,0.7461227763536924,1.8284012514309524,0.0,0.0,0.8499116784877427
2024-05-27,88.54283711399782,6.716949273215768,0.0,1.3021092181967004,0.0,0.7607602593483113,1.827552747822271,0.0,0.0,0.8497913874191328
2024-05-28,88.53448337726348,6.716315550288932,0.0,1.3019863683088642,0.0,0.7701231678514753,1.827380323998718,0.0,0.0,0.8497112122885295
2024-05-29,88.52665318054656,6.716311159225577,0.0,1.3012816020025326,0.0,0.7936396798649149,1.8272187062101715,0.0,0.0,0.834895672150243
2024-05-30,88.52717515057059,6.7163507598765815,0.0,1.300699655542774,0.0,0.793644359315768,1.8272294798400073,0.0,0.0,0.8349005948542919
2024-05-31,75.0715,5.6955,0.0,1.0775,0.0,0.7065145,1.5495,0.0,0.0,0.7080000000000001
2024-06-03,88.50525770793682,6.714687934509824,0.0,1.2644197717078018,0.0,0.8541635978452141,1.826777096747076,0.0,0.0,0.8346938912532622
2024-06-04,88.4479062815427,6.680882259838793,0.0,1.2636004274185881,0.0,0.9478646769831718,1.8255933447879742,0.0,0.0,0.8341530094287742
2024-06-05,88.44842732336355,6.680332521975334,0.0,1.263607871220202,0.0,0.9478702608025971,1.8256040992593967,0.0,0.0,0.8341579233789306
2024-06-14,88.43123618396295,6.673144308854227,0.0,1.2633622720646354,0.0,0.9730121729401712,1.8252492685912842,0.0,0.0,0.8339957935867244
2024-06-17,88.41561367339284,6.671965412437082,0.0,1.2631390829371174,0.0,0.9905065587569403,1.8249268149287303,0.0,0.0,0.8338484575473
2024-06-18,88.41561367339284,6.671965412437082,0.0,1.2631390829371174,0.0,1.0199503602240059,1.8249268149287303,0.0,0.0,0.8044046560802343
2024-06-20,88.27577808613647,6.660237334805845,0.0,1.251146278996013,0.0,1.1947206401137171,1.822040563255942,0.0,0.0,0.7960770966920121
2024-06-21,88.2690314361693,6.659728313067714,0.0,1.2410563620132364,0.0,1.2122663235934592,1.8219013102221793,0.0,0.0,0.7960162549341177
2024-06-25,88.2690314361693,6.660316212812864,0.0,1.2410563620132364,0.0,1.2122663235934592,1.8213134104770285,0.0,0.0,0.7960162549341177
2024-06-26,88.26858147438337,6.6602379017695625,0.0,1.2404538770177225,0.0,1.2134278556052192,1.8212919957350255,0.0,0.0,0.7960068954890978
2024-06-27,88.2296792773238,6.657302566421578,0.0,1.2316803053420096,0.0,1.2651924695277679,1.8204893062736383,0.0,0.0,0.7956560751112028
2024-06-28,88.23175319550542,6.657459052322309,0.0,1.2293586669130792,0.0,1.2652222090177818,1.820532098516596,0.0,0.0,0.7956747777248131
2024-07-02,88.23227169028507,6.657498174946981,0.0,1.228778240251932,0.0,1.2652296441087407,1.8205427968916716,0.0,0.0,0.7956794535155983
2024-07-03,88.23175319550542,6.657459052322309,0.0,1.2287710193667536,0.0,1.2652222090177818,1.820532098516596,0.0,0.0,0.7962624252711387
2024-07-04,88.23175319550542,6.657459052322309,0.0,1.2287710193667536,0.0,1.2652222090177818,1.8199444509702705,0.0,0.0,0.7968500728174642
2024-07-15,88.11573987229129,6.650034087514742,0.0,1.227400589371818,0.0,1.3929493989461579,1.81791469406242,0.0,0.0,0.7959613578135748
2024-07-26,88.1172915970494,6.650151195111532,0.0,1.2256611965215711,0.0,1.3929739288890746,1.8179467076759128,0.0,0.0,0.7959753747525146
2024-08-02,88.1172915970494,6.650151195111532,0.0,1.2262481990103267,0.0,1.3929739288890746,1.8173597051871573,0.0,0.0,0.7959753747525146
2024-08-06,88.1172915970494,6.650151195111532,0.0,1.2256611965215711,0.0,1.3929739288890746,1.8173597051871573,0.0,0.0,0.7965623772412701
2024-08-07,88.07386395208867,6.646873740711809,0.0,1.225057142784558,0.0,1.441571324941954,1.8164640393012415,0.0,0.0,0.796169800171765
2024-08-26,88.07128032299303,6.646678756006688,0.0,1.2279546858788948,0.0,1.4415290367369016,1.816410753693769,0.0,0.0,0.796146444690712
2024-08-27,88.07128032299303,6.646678756006688,0.0,1.2267812939191443,0.0,1.4415290367369016,1.816410753693769,0.0,0.0,0.7973198366504626
2024-09-13,88.07231375644142,6.645583342787561,0.0,1.226795689041122,0.0,1.4415459517211953,1.816432067561604,0.0,0.0,0.7973291924470995
2024-09-17,88.09867450622055,6.605904047870409,0.0,1.2453561113700256,0.0,1.4431511749227723,1.809346320147874,0.0,0.0,0.7975678394683623
