date,THE HONGKONG AND SHANGHAI BANKING,UOB KAY HIAN (HONG KONG) LTD,INTERACTIVE BROKERS HONG KONG LTD,BANK OF CHINA (HONG KONG) LTD,BRIGHT SMART SECURITIES INTERNATIONAL,STANDARD CHARTERED BANK (HONG KONG) LTD,HANG SENG SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,BOCI SECURITIES LTD,SHANGHAI COMMERCIAL BANK LTD,TOTAL_CCASS_PCT
2024-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41949860724233984,0.0,0.0,0.41949860724233984
2024-03-04,0.0,0.0,2.0662952646239554,0.0,0.0,0.0,0.0,0.42061281337047357,0.0,0.0,2.486908077994429
2024-03-06,0.0,0.0,2.067966573816156,1.1844011142061281,0.0,0.0,0.0,0.42005571030640665,0.0,0.0,3.6724233983286907
2024-03-11,0.0,0.0,2.0701949860724236,1.1782729805013927,0.0,0.5047353760445682,0.31699164345403896,0.4245125348189415,0.0,0.0,4.494707520891365
2024-03-12,0.0,0.0,2.071309192200557,1.1788300835654595,0.0,0.5047353760445682,0.31699164345403896,0.42618384401114207,0.0,0.0,4.498050139275766
2024-03-13,3.7253481894150418,0.0,2.072423398328691,1.1788300835654595,0.0,0.5047353760445682,0.31977715877437324,0.42618384401114207,0.0,0.0,8.227298050139275
2024-03-21,3.7169916434540387,3.1075208913649024,2.121448467966574,1.1832869080779944,0.0,0.49749303621169916,0.32144846796657384,0.44623955431754875,0.3415041782729805,0.29749303621169915,12.03342618384401
2024-03-22,3.7169916434540387,3.1075208913649024,2.1415041782729802,1.1793871866295265,0.7415041782729805,0.49749303621169916,0.3225626740947075,0.4434540389972145,0.3415041782729805,0.2969359331476323,12.788857938718662
2024-03-25,3.7169916434540387,3.110863509749304,2.1415041782729802,1.1743732590529248,0.7415041782729805,0.49749303621169916,0.3225626740947075,0.4473537604456824,0.3415041782729805,0.29470752089136487,12.788857938718662
2024-03-26,3.7169916434540387,3.110863509749304,2.193314763231198,1.1704735376044568,0.7415041782729805,0.49749303621169916,0.32089136490250697,0.4245125348189415,0.3415041782729805,0.29192200557103065,12.809470752089137
2024-03-27,3.7169916434540387,3.110863509749304,2.3002785515320334,1.1493036211699166,0.7415041782729805,0.49749303621169916,0.32089136490250697,0.4178272980501393,0.32590529247910865,0.22785515320334263,12.808913649025069
2024-03-28,3.7103064066852367,3.110863509749304,2.339275766016713,1.1364902506963788,0.7420612813370473,0.49749303621169916,0.3203342618384401,0.4178272980501393,0.30529247910863505,0.22785515320334263,12.807799442896936
2024-04-02,3.7103064066852367,3.110863509749304,2.339275766016713,1.1364902506963788,0.7420612813370473,0.49749303621169916,0.32144846796657384,0.41615598885793875,0.30529247910863505,0.22785515320334263,12.80724233983287
2024-04-03,3.7103064066852367,3.110863509749304,2.339275766016713,1.1364902506963788,0.7420612813370473,0.49749303621169916,0.32701949860724233,0.41615598885793875,0.30529247910863505,0.22785515320334263,12.812813370473538
2024-04-05,3.7103064066852367,3.110863509749304,2.339275766016713,1.1364902506963788,0.7420612813370473,0.49749303621169916,0.3415041782729805,0.3994428969359332,0.30529247910863505,0.22785515320334263,12.81058495821727
2024-04-08,3.7103064066852367,3.110863509749304,2.339275766016713,1.1364902506963788,0.7420612813370473,0.49749303621169916,0.34206128133704733,0.40612813370473533,0.30529247910863505,0.22785515320334263,12.817827298050139
2024-04-10,3.7103064066852367,3.110863509749304,2.338718662952646,1.1364902506963788,0.7420612813370473,0.5025069637883008,0.34206128133704733,0.40612813370473533,0.30529247910863505,0.22785515320334263,12.822284122562674
2024-04-11,3.7103064066852367,3.110863509749304,2.343175487465181,1.1364902506963788,0.7420612813370473,0.5025069637883008,0.34373259052924793,0.40612813370473533,0.30529247910863505,0.22785515320334263,12.828412256267411
2024-04-12,3.7108635097493035,3.110863509749304,2.362674094707521,1.1364902506963788,0.7420612813370473,0.5025069637883008,0.34373259052924793,0.39220055710306406,0.30529247910863505,0.22785515320334263,12.834540389972146
2024-04-15,3.7108635097493035,3.110863509749304,2.362674094707521,1.1364902506963788,0.7420612813370473,0.5025069637883008,0.34373259052924793,0.39275766016713093,0.30529247910863505,0.22785515320334263,12.835097493036212
2024-04-16,3.7108635097493035,3.110863509749304,2.362674094707521,1.1448467966573816,0.7420612813370473,0.5025069637883008,0.34373259052924793,0.39275766016713093,0.30529247910863505,0.22785515320334263,12.843454038997216
2024-04-17,3.71142061281337,3.110863509749304,2.3743732590529247,1.1448467966573816,0.7420612813370473,0.5025069637883008,0.3415041782729805,0.38997214484679665,0.30529247910863505,0.22785515320334263,12.850696378830085
2024-04-18,3.712534818941504,3.110863509749304,2.373816155988858,1.15041782729805,0.7420612813370473,0.5025069637883008,0.3415041782729805,0.3832869080779944,0.30529247910863505,0.22785515320334263,12.850139275766018
2024-04-23,3.713649025069638,3.110863509749304,2.373816155988858,1.15041782729805,0.7420612813370473,0.5025069637883008,0.3415041782729805,0.3832869080779944,0.30529247910863505,0.22785515320334263,12.851253481894151
2024-04-26,3.714206128133705,3.110863509749304,2.379944289693593,1.1532033426183843,0.7420612813370473,0.5025069637883008,0.34373259052924793,0.3838440111420613,0.30529247910863505,0.22785515320334263,12.86350974930362
2024-04-30,3.714206128133705,3.110863509749304,2.3838440111420613,1.1537604456824513,0.7420612813370473,0.5025069637883008,0.3465181058495822,0.3838440111420613,0.30529247910863505,0.22785515320334263,12.87075208913649
2024-05-02,3.714206128133705,3.110863509749304,2.381615598885794,1.1537604456824513,0.7420612813370473,0.5025069637883008,0.3465181058495822,0.3838440111420613,0.30529247910863505,0.22785515320334263,12.868523676880223
