date,HUATAI FINANCIAL HOLDINGS (HONG KONG),CHINA PA SECURITIES (HONG KONG) CO LTD,CHINA INTERNATIONAL CAPITAL CORPORATION,SDHG INTERNATIONAL SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,FUTU SECURITIES INTERNATIONAL
2024-07-10,77.7083221835697,0.0,0.0,21.66871822317367,0.4495584693604495,0.1734011238961734
2024-07-18,77.70939256087772,0.0,0.0,21.66871822317367,0.4495584693604495,0.17233074658817232
2024-08-02,77.71046293818571,0.0,0.0,21.66871822317367,0.4495584693604495,0.17126036928017124
2024-08-19,77.71153331549371,0.0,0.0,21.66871822317367,0.4495584693604495,0.1701899919721702
2024-08-30,77.71260369280171,0.0,0.0,21.667647845865666,0.4495584693604495,0.1701899919721702
2024-09-11,77.71367407010972,0.0,0.0,21.666577468557666,0.4495584693604495,0.1701899919721702
2024-09-23,77.71522150984191,0.0,0.0,21.66611365022959,0.44847849122844574,0.17018634870005458
2024-09-24,77.7173622186306,0.0,0.0,21.66611365022959,0.4463377824397658,0.17018634870005458
2024-09-26,77.71843257302493,0.0,0.0,21.66504329583525,0.4463377824397658,0.17018634870005458
2024-09-27,77.72034034355434,0.0,0.0,21.663188312730774,0.44629956654358643,0.17017177717129556
2024-10-03,77.72141060630385,0.0,0.0,21.66211804998127,0.44629956654358643,0.17017177717129556
2024-10-15,77.72248086905336,0.0,0.0,21.661047787231766,0.44629956654358643,0.17017177717129556
2024-10-22,77.72355113180286,0.0,0.0,21.65997752448226,0.44629956654358643,0.17017177717129556
2024-10-29,77.72462139455236,0.0,0.0,21.658907261732754,0.44629956654358643,0.17017177717129556
2024-11-04,77.72569165730187,0.0,0.0,21.657836998983253,0.44629956654358643,0.17017177717129556
2024-11-11,77.72676192005137,0.0,0.0,21.656766736233745,0.44629956654358643,0.17017177717129556
2024-11-18,77.7321132337989,0.0,0.0,21.656766736233745,0.4409482527960615,0.17017177717129556
2024-11-19,77.7331834965484,0.0,0.0,21.656766736233745,0.4398779900465564,0.17017177717129556
2024-11-20,77.73532402204741,0.0,0.0,21.656766736233745,0.4377374645475465,0.17017177717129556
2024-11-21,77.73639428479692,0.0,0.0,21.656766736233745,0.4366672017980414,0.17017177717129556
2024-11-22,77.76043448511803,0.0,0.0,21.63338179952104,0.43619568936024633,0.16998802600068422
2024-11-25,77.7615035921998,0.0,0.0,21.632312692439275,0.43619568936024633,0.16998802600068422
2024-11-29,77.76257269928156,0.0,0.0,21.63124358535751,0.43619568936024633,0.16998802600068422
2024-12-03,45.298176564368276,0.0,41.749701076125945,12.60026404942208,0.2528397768035074,0.09901853328019132
2024-12-04,45.30004483858111,0.0,41.749701076125945,12.60026404942208,0.2509715025906736,0.09901853328019132
2024-12-06,45.301290354722994,0.0,41.749701076125945,12.60026404942208,0.24972598644878435,0.09901853328019132
2024-12-10,45.30253587086489,0.0,41.749701076125945,12.60026404942208,0.24848047030689518,0.09901853328019132
2024-12-11,45.30378138700677,0.0,41.749701076125945,12.60026404942208,0.247234954165006,0.09901853328019132
2024-12-16,45.30440414507772,0.0,41.749701076125945,12.60026404942208,0.2466121960940614,0.09901853328019132
2024-12-19,45.305026903148665,0.0,41.749701076125945,12.60026404942208,0.2459894380231168,0.09901853328019132
2024-12-27,45.30627241929056,0.0,41.749701076125945,12.60026404942208,0.24474392188122757,0.09901853328019132
2024-12-30,45.30814069350339,0.0,41.749701076125945,12.60026404942208,0.24287564766839378,0.09901853328019132
2025-01-03,45.31000896771622,0.0,41.749701076125945,12.60026404942208,0.24100737345556,0.09901853328019132
2025-01-08,45.31125448385811,0.0,41.749701076125945,12.60026404942208,0.2397618573136708,0.09901853328019132
2025-01-10,45.311877241929054,0.0,41.749701076125945,12.60026404942208,0.23913909924272617,0.09901853328019132
2025-01-14,45.3125,0.0,41.749701076125945,12.60026404942208,0.23851634117178158,0.09901853328019132
2025-01-17,45.313122758070946,0.0,41.749701076125945,12.60026404942208,0.23789358310083697,0.09901853328019132
2025-01-20,45.31374551614189,0.0,41.749701076125945,12.60026404942208,0.23727082502989238,0.09901853328019132
2025-01-24,45.31436827421283,0.0,41.749701076125945,12.60026404942208,0.2273066958947788,0.10835990434436031
2025-02-03,45.31499103228378,0.0,41.749701076125945,12.60026404942208,0.2273066958947788,0.10773714627341571
2025-02-04,45.315613790354725,0.0,41.749701076125945,12.60026404942208,0.2273066958947788,0.1071143882024711
2025-02-07,45.31623654842567,0.0,41.749701076125945,12.60026404942208,0.2273066958947788,0.1064916301315265
2025-02-11,45.31685930649661,0.0,41.749701076125945,12.60026404942208,0.2273066958947788,0.1058688720605819
2025-02-13,45.31748206456756,0.0,41.749701076125945,12.60026404942208,0.2273066958947788,0.1052461139896373
2025-02-18,45.3181048226385,0.0,41.749701076125945,12.60026404942208,0.2273066958947788,0.10462335591869272
2025-02-21,45.31872758070944,0.0,41.749701076125945,12.60026404942208,0.2273066958947788,0.1040005978477481
2025-02-24,45.319690864818746,0.0,41.749441078112056,12.600185580749423,0.22730528033279984,0.103377195986972
2025-02-26,45.320313619011436,0.0,41.749441078112056,12.600185580749423,0.22668252614010723,0.103377195986972
2025-02-28,7.213679585195582,0.0,6.645117612832689,2.005529007464854,0.03598117084514121,0.016355077656882364
2025-03-04,45.322181881589515,0.0,41.749441078112056,12.600185580749423,0.22605977194741467,0.10213168760158677
2025-03-05,45.32405014416759,0.0,41.749441078112056,12.600185580749423,0.22419150936933682,0.10213168760158677
2025-03-06,45.32654116093837,0.0,41.749441078112056,12.600185580749423,0.22170049259856642,0.10213168760158677
2025-03-10,45.328127140704204,0.0,41.749181083336445,12.600107113054094,0.2204536113290737,0.10213105157618105
2025-03-13,45.328749891018695,0.0,41.749181083336445,12.600107113054094,0.2204536113290737,0.10150830126169214
2025-03-18,45.32937264133318,0.0,41.749181083336445,12.600107113054094,0.2204536113290737,0.10088555094720322
2025-03-21,45.32999539164767,0.0,41.749181083336445,12.600107113054094,0.2204536113290737,0.10026280063271432
2025-03-25,31.74931309695146,29.96729033102185,29.238082777268957,8.824196432465437,0.1509006062191984,0.0702167560730952
2025-03-28,31.749887696313383,29.96742102761144,29.238210293559657,8.824234917505855,0.1504651335214511,0.0697809314882092
2025-03-31,7.216058505582038,6.810849066422431,6.645117612832689,2.005529007464854,0.034196980555299496,0.01576034756026846
2025-04-01,31.751196088778787,29.96742102761144,29.238210293559657,8.824234917505855,0.1504651335214511,0.06847253902280528
2025-04-07,31.75163221960059,29.96742102761144,29.238210293559657,8.823798786684053,0.1504651335214511,0.06847253902280528
2025-04-08,31.75206835042239,29.96742102761144,29.238210293559657,8.823362655862251,0.1504651335214511,0.06847253902280528
2025-04-09,31.75206835042239,29.96742102761144,29.238210293559657,8.822926525040451,0.1504651335214511,0.06890866984460658
2025-04-15,31.75250448124419,29.96742102761144,29.238210293559657,8.822926525040451,0.1504651335214511,0.06847253902280528
2025-04-17,31.75250448124419,29.96742102761144,29.238210293559657,8.82249039421865,0.1504651335214511,0.06890866984460658
2025-04-23,31.752940612065995,29.96742102761144,29.238210293559657,8.82249039421865,0.1504651335214511,0.06847253902280528
2025-04-25,31.753376742887795,29.96742102761144,29.238210293559657,8.822054263396849,0.1504651335214511,0.06847253902280528
2025-04-28,31.753376742887795,29.96742102761144,29.238210293559657,8.821618132575047,0.1504651335214511,0.06890866984460658
2025-04-29,31.7538128737096,29.96742102761144,29.238210293559657,8.821618132575047,0.1504651335214511,0.06847253902280528
2025-04-30,7.216851479044189,6.810849066422431,6.645117612832689,2.004835155685471,0.034196980555299496,0.015661225877499477
2025-05-02,31.7542490045314,29.96742102761144,29.238210293559657,8.821182001753245,0.1504651335214511,0.06847253902280528
