date,HUATAI FINANCIAL HOLDINGS (HONG KONG),CHINA PA SECURITIES (HONG KONG) CO LTD,CHINA INTERNATIONAL CAPITAL CORPORATION,SDHG INTERNATIONAL SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,FUTU SECURITIES INTERNATIONAL
2024-03-05,78.1243921941521,0.0,0.0,21.875607805847903,0.0,0.0
2024-03-06,78.01059548343243,0.0,0.0,21.843743593616814,0.0,0.1456609229507666
2024-03-08,78.01167445323205,0.0,0.0,21.84266462381718,0.0,0.1456609229507666
2024-03-11,77.65939164804949,0.0,0.0,21.743426705619523,0.45218250558515205,0.14499914074583262
2024-03-13,77.66011148463595,0.0,0.0,21.742726110818737,0.45216793581578185,0.14499446872952626
2024-03-26,77.66118551773765,0.0,0.0,21.741652077717035,0.45216793581578185,0.14499446872952626
2024-03-27,77.66035141985651,0.0,0.0,21.74141856768484,0.452163079434635,0.1460669330240151
2024-03-28,77.66060164733959,0.0,0.0,21.741488620167825,0.4521645363380258,0.1457451961545608
2024-04-08,77.66167567236651,0.0,0.0,21.740414595140898,0.4521645363380258,0.1457451961545608
2024-04-10,77.66274969739345,0.0,0.0,21.740414595140898,0.4521645363380258,0.14467117112762962
2024-04-19,77.66298960247539,0.0,0.0,21.740181100154977,0.45215968002990053,0.14466961733973302
2024-04-29,77.66381338001696,0.0,0.0,21.740111052637232,0.4521582231578043,0.1439173441879947
2024-05-02,77.66488739004822,0.0,0.0,21.740111052637232,0.45108421312655067,0.1439173441879947
2024-05-13,77.66405327032541,0.0,0.0,21.740951562667814,0.4510793684888841,0.14391579851788208
2024-05-21,77.66297927182903,0.0,0.0,21.742025561164212,0.4510793684888841,0.14391579851788208
2024-05-22,77.64129874591994,0.0,0.0,21.735956021302183,0.45095344442535645,0.17179178835251677
2024-05-23,77.6454927052357,0.0,0.0,21.732922521980914,0.4508905087547907,0.17069426402859933
2024-05-29,77.64492481404758,0.0,0.0,21.728257252948943,0.4507937189408494,0.1760242140626174
2024-05-30,77.64900306913056,0.0,0.0,21.724293348786297,0.4507114802652759,0.17599210181786965
2024-05-31,7.172643208529222,0.0,0.0,2.0066193459753126,0.04163110676297329,0.016255955974113383
2024-06-03,77.65260029398826,0.0,0.0,21.720796987156792,0.45063894164225704,0.17596377721269085
2024-06-04,77.65667574931881,0.0,0.0,21.716835804243814,0.4505567594241456,0.1759316870132378
2024-06-05,77.65979127114372,0.0,0.0,21.713807639090003,0.4504939344209544,0.17590715534532506
2024-06-06,77.66266636637603,0.0,0.0,21.711013159164764,0.45043595765901995,0.17588451680018877
2024-06-07,77.66673815140467,0.0,0.0,21.70705554364143,0.4503538494531417,0.1758524555007506
2024-06-11,77.66746719272665,0.0,0.0,21.704262801269405,0.45029590874002917,0.1779740972639163
2024-06-12,77.67415935084841,0.0,0.0,21.699842428530083,0.4502041997620349,0.17579402085946128
2024-06-13,77.67954735420818,0.0,0.0,21.69356394264772,0.4500739407188324,0.17681476242525557
2024-06-14,77.66351736401226,0.0,0.0,21.68519827752426,0.4499003792017482,0.20138397926173487
2024-06-17,77.67090126180938,0.0,0.0,21.684269157436965,0.44988110285138927,0.19494847790226869
2024-06-18,77.69044610541195,0.0,0.0,21.67776754545649,0.4497462146360268,0.18204013449553466
2024-06-20,77.69878150630662,0.0,0.0,21.675910658072254,0.44970769000149907,0.17560014561963294
2024-06-24,77.70308602990762,0.0,0.0,21.669646011068174,0.44957771807195385,0.17769024095224842
2024-06-25,77.70380202089399,0.0,0.0,21.66895016269909,0.4495632813837986,0.1776845350231204
2024-06-27,77.7061814289537,0.0,0.0,21.66871822317367,0.4495584693604495,0.17554187851217554
2024-07-03,77.70725180626171,0.0,0.0,21.66871822317367,0.4495584693604495,0.17447150120417448
