date,EVERBRIGHT SECURITIES INVESTMENT,HSBC BROKING SECURITIES (HONG KONG) LTD,SHENWAN HONGYUAN SECURITIES (H.K.) LTD,EAST ASIA SECURITIES CO LTD,CELESTIAL SECURITIES LTD,HING WONG SECURITIES LTD,BOCI SECURITIES LTD
2024-08-14,0,0,0,0,0,0,0
