date,THE HONGKONG AND SHANGHAI BANKING,FUTU SECURITIES INTERNATIONAL,CITIBANK N.A.,UBS SECURITIES HONG KONG LTD,BANK OF CHINA (HONG KONG) LTD,CHINA INTERNATIONAL CAPITAL CORPORATION,CMB INTERNATIONAL SECURITIES LTD,CLSA LTD,CHINA MERCHANTS SECURITIES (HK) CO LTD
2024-03-01,59.80337275341759,9.756814724356063,17.07955004239156,0.0,6.367045268853724,0.7639988691114388,4.159020648047497,0.0,2.0701976938221196
2024-03-04,50.01913852320293,8.17262008141338,14.213410907856217,16.317073828326304,5.403974297484706,0.6569856990125763,3.4830638205464997,0.0,1.7337328421573823
2024-03-05,50.00402227769125,8.168594467767846,14.211217377962457,16.318372010452833,5.418956074823759,0.6604104006004438,3.4854538209125603,0.0,1.732973569788851
2024-03-06,50.02502351610355,8.853492250886202,13.621560538950964,16.17843699182309,5.455991674967309,0.6487875586180054,3.485599252921972,0.0,1.7311082157289133
2024-03-07,50.08428553321049,8.964401816702948,13.409154775337068,16.155453272207545,5.471640284368295,0.6482406285660867,3.48499719222148,0.0,1.7818264973860884
2024-03-08,50.0390622040465,8.884896791239198,13.401302179584764,16.218528806246326,5.50245518973167,0.6494879006495667,3.4917026338697137,0.0,1.812564294632256
2024-03-11,50.09973719530703,8.724032960107095,13.437983908236745,16.259987296046138,5.5296279955241205,0.6490139660454487,3.4883750214290625,0.0,1.8112416573043615
2024-03-12,50.2653302184789,8.714832310839615,13.025604163334704,16.467625873856857,5.549236549403223,0.6522351046819752,3.5049047000113833,0.0,1.8202310793933474
2024-03-13,50.283552613367334,8.728835644312136,12.92978502697714,16.515785182493282,5.559862854310752,0.6529309031179072,3.5070748901838837,0.0,1.8221728852375674
2024-03-14,50.09913895466636,8.97867577749527,12.988708276885784,16.48646743672319,5.540449366239081,0.5733478056967076,3.509683921288599,0.0,1.8235284610050135
2024-03-15,50.168459570506286,8.954302213422025,13.031953417696554,16.45754054567192,5.491547620380691,0.5723418188427302,3.503525886233172,0.0,1.8203289272466245
2024-03-18,49.8864570544473,9.107793486662917,13.249773091889105,16.41212200342371,5.482663542027738,0.5504466038154102,3.493869540536775,0.0,1.8168746771970483
2024-03-19,49.8344235330035,9.355703398927746,13.087200313110191,16.38781567882325,5.482346668162334,0.5496313933371573,3.4886951257264163,0.0,1.8141838889093975
2024-03-20,49.74746173418721,9.676267727152647,12.841193942920665,16.406165968576914,5.468767692427531,0.5269258945129711,3.521979877131747,0.0,1.8112371630903148
2024-03-21,49.813261641157425,9.769852019919984,12.782418760678183,16.311140722175665,5.464057708799326,0.5268473262515718,3.521454725799252,0.0,1.8109670952185937
2024-03-22,49.642164973436905,9.954962472198538,12.867827223076066,16.2211278111283,5.461718078051332,0.5257224264712026,3.5139358803002807,0.0,1.8125411353373713
2024-03-25,49.96358460413897,9.845253596505783,12.673402884491203,16.209731812495267,5.452493646616477,0.5258822440660087,3.516559070817956,0.0,1.8130921408683338
2024-03-26,49.841930128149755,10.059373940247507,12.57698934292478,16.18093046461845,5.495756089054637,0.5245201722979632,3.507450937038821,0.0,1.8130489256680882
2024-03-27,49.925244764625035,10.156629913426608,12.485924515765753,16.07070509322531,5.50779817861805,0.525298873383455,3.5126580882528824,0.0,1.815740572702905
2024-03-28,49.987021334549766,10.198882693125826,12.439781687647539,16.022617529998477,5.513822243851008,0.5238789475373483,3.503163085958436,0.0,1.8108324773315994
2024-04-02,49.882606972020916,10.790493003587233,12.171008434233983,15.8350515925901,5.497244926097017,0.522597539783944,3.4945943500684202,0.0,1.8064031816183874
2024-04-03,49.88238428136518,10.8047955434779,12.170974103752998,15.833619084118308,5.489351793568223,0.5381852309619845,3.4838797529783965,0.0,1.7968102097770124
2024-04-05,49.101765372721964,12.199150609495863,11.977137431450888,15.070967030255128,5.497163177696908,0.9213370942925662,3.450070405150718,0.0,1.7824088789359587
2024-04-08,49.04851945156826,12.214991949791118,12.081320908241196,15.063039285772964,5.4545754383801315,0.918673767617207,3.44162276296618,0.0,1.7772564356629432
