date,ELSTONE SECURITIES LTD,KGI ASIA LTD,BRIGHT SMART SECURITIES INTERNATIONAL,BANK OF CHINA (HONG KONG) LTD,INTERACTIVE BROKERS HONG KONG LTD,CMB INTERNATIONAL SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,HANG SENG SECURITIES LTD,FUTU SECURITIES INTERNATIONAL
2024-05-29,43.62818862519716,0.0,16.889968634987397,15.551969831571697,8.898235944667041,0.0,7.241147995721304,4.327646536251065,3.4628424316043294
2024-06-03,43.63023260030095,0.0,16.88935622473214,15.551405935568086,8.89791330517232,0.0,7.240885440272667,4.327489620914085,3.4627168730397577
2024-06-05,43.62753095147461,0.0,16.89415773922816,15.549150760418366,8.892997625391992,0.0,7.239835408849493,4.326862073340947,3.4694654412964274
2024-06-06,43.64335321957677,0.0,16.90028469363701,15.554789925109253,8.86358278782164,0.0,7.24246105862513,4.328431283660036,3.467097031570167
2024-06-07,43.6453970153584,0.0,16.89967179821937,15.554225824584309,8.863261346533935,0.0,7.242198407949374,4.328274311410905,3.466971295943716
2024-06-12,43.637484363385845,0.0,16.954622092496237,15.511521238601134,8.861654489747819,0.0,7.240885440272667,4.327489620914085,3.466342754582208
2024-06-14,43.642231610247855,0.0,16.95646655666963,15.513208710314942,8.862618533896613,0.0,7.241673163744493,4.327960401066125,3.4558410240603408
2024-06-21,43.65040517757111,0.0,16.95400736027266,15.510958829607874,8.86133318830333,0.0,7.240622903863237,4.32733271695582,3.4553398234259713
2024-06-24,43.64882258035278,0.0,16.953392672624766,15.510396461396226,8.86101191015717,0.0,7.240360386490945,4.327175824375034,3.4588401646030853
2024-06-27,43.64882258035278,0.0,16.98964885883654,15.510396461396226,8.86101191015717,0.0,7.240360386490945,4.327175824375034,3.422583978391313
2024-07-10,50.57953732411161,0.0,14.901025518721678,13.603625089434773,7.771682963669608,0.0,6.3502663168773354,3.7952142459654983,2.998648541219493
2024-07-11,50.58589713013754,0.0,14.901025518721678,13.603625089434773,7.771682963669608,0.0,6.3502663168773354,3.7952142459654983,2.9922887351935765
2024-07-15,48.14988573936468,0.0,14.183452638588316,12.94852974559983,7.397430270744737,5.190913631066786,5.626768769768603,3.612452139170967,2.890567065696082
2024-07-19,48.15773147517666,0.0,14.296306384008957,12.83157050554572,7.396310923479656,5.190128164389366,5.6259173513701635,3.611905518483211,2.890129677546265
2024-07-22,48.160869104719254,0.0,14.295441134193762,12.830793905372895,7.395863279417772,5.189814044272291,5.62557685615288,3.6116869165241865,2.889954759346961
2024-07-24,48.170279714990244,0.0,14.292846013040256,12.828464668774489,7.394520672284162,5.188871912016096,5.62455561774806,3.61103126938263,2.889430131764065
2024-07-29,48.16893312559561,0.0,14.291548805760184,12.827300367574763,7.393849551498283,5.188400974148754,5.624045137575822,3.610703535070868,2.8952185027757187
2024-07-30,48.15335540538497,0.0,14.28333862457859,12.819931364990097,7.389601947178255,5.185420351641041,5.6208142470558,3.6086292651216234,2.938908794049617
2024-07-31,48.16096993151824,0.0,14.282906771077416,12.819543757275243,7.389378524240729,5.185263571633736,5.620644303012895,3.6085201590349056,2.9327729822068362
2024-08-01,48.1362283365819,0.0,14.236284242176994,12.88850611184141,7.385582400314281,5.1825997612679995,5.617756825770968,3.7577625674266804,2.7952797546197665
2024-08-02,48.1393627147325,0.0,14.235423874779036,12.887727197183738,7.385136053907868,5.182286551739768,5.617417317600133,3.7575354676900297,2.79511082236693
2024-08-05,48.091867992575715,0.0,14.217809232069293,12.871780168706334,7.375997827038283,5.175874088940531,5.7613665514795755,3.7528859647799124,2.7524181744103577
2024-08-12,48.09343453395905,0.0,14.217380151197357,12.87139170979765,7.37577522596611,5.175717885651341,5.761192678547177,3.7527727060101705,2.7523351088711503
2024-08-13,48.08931130723391,0.0,14.214377310100323,12.868673153805538,7.374217394583993,5.1746247265595535,5.756958587915818,3.7519800859923063,2.769857433808554
2024-08-14,48.095460785349005,0.0,14.213519588468676,12.86789663443407,7.373772420763626,5.174312480200335,5.756611202461947,3.751753684623391,2.7666732036989545
2024-08-21,48.09714156422053,0.0,14.212233200090504,12.866732031073234,7.373105060713478,5.173844181310808,5.756090202881062,3.751414133795912,2.7694396259144733
2024-08-22,48.11222565804359,0.0,14.212233200090504,12.866732031073234,7.373105060713478,5.173844181310808,5.756090202881062,3.751414133795912,2.7543555320914095
2024-08-23,48.11379097093383,0.0,14.211804455706895,12.866343876796837,7.372882634206676,5.173688100517369,5.755916557310285,3.751300963844518,2.754272440683591
2024-08-26,34.35592070550991,28.573582142587945,10.145473731815784,9.184980994734518,5.263327913512582,3.693374538328183,4.109013772087565,2.6779657366828546,1.996360464740656
2024-08-27,34.357334367025224,28.57296680341549,10.14525524652475,9.184783193892605,5.263214566441624,3.693295000592219,4.108925283457699,2.67790806602707,1.9963174726233162
2024-08-28,34.38533731291821,28.415960003017016,10.152251446550368,9.1911170493605,5.266844095811738,3.695841908476731,4.215199284536727,2.6797547598780262,1.997694139450688
2024-08-29,34.3823735387599,28.41351074718526,10.151376393901849,9.190324839734956,5.266390130905565,3.6955233529063194,4.221300436351882,2.6795237838711414,1.9996767763831278
2024-09-02,34.383787452729564,28.412898499197347,10.151157654309015,9.190126808666516,5.2662766519064395,3.695443722593921,4.2212094767122395,2.6794660460906945,1.9996336877942618
2024-09-03,34.38802882906176,28.411061913534365,10.15050149208709,9.189532766663435,5.265936244249809,3.6952048522456717,4.2209366213115285,2.6792928476778384,1.9995044331685035
2024-09-05,34.39085610867528,28.40983765499262,10.150064097730187,9.189136781324398,5.265709330259515,3.695045622502074,4.2207547373070335,2.6791773945080632,1.9994182727008307
2024-09-09,34.39226965711146,28.40922556528671,10.14984541468722,9.188938801452133,5.265595880597658,3.6949660127761796,4.218509302050006,2.679119671654332,2.001529694384298
2024-09-11,34.39442415624428,28.40922556528671,10.14984541468722,9.188938801452133,5.265595880597658,3.6949660127761796,4.216354802917191,2.679119671654332,2.001529694384298
2024-09-17,34.39725097756186,28.408001464996286,10.149408076869216,9.188542867299345,5.265368995938944,3.694806803615094,4.216173128090227,2.6790042334083783,2.0014434522206543
2024-09-23,34.41395434026094,28.412898499197347,10.151157654309015,9.190126808666516,5.2662766519064395,3.695443722593921,4.184578256138423,2.6794660460906945,2.0060980208367005
2024-09-24,34.41610911794176,28.412898499197347,10.151157654309015,9.190126808666516,5.2662766519064395,3.695443722593921,4.184578256138423,2.6794660460906945,2.0039432431558875
2024-09-25,34.420348405028925,28.411061913534365,10.15050149208709,9.189532766663435,5.265936244249809,3.6952048522456717,4.184307768548743,2.6792928476778384,2.003813709964125
2024-09-26,34.42094944685618,28.408001464996286,10.149408076869216,9.195006086197797,5.265368995938944,3.694806803615094,4.183857033597966,2.6790042334083783,2.003597858520138
2024-09-30,34.423775003500765,28.406777470189688,10.148970776737723,9.194609907687667,5.265142130831457,3.694647608173465,4.183676766806338,2.6788888051100317,2.0035115309628706
2024-10-02,34.4014035238782,28.38476358587435,10.141105813215082,9.234842695540799,5.1943299357435775,3.691784434231345,4.180434618820566,2.676812795315847,2.094522597380232
2024-10-03,34.40281559772255,28.384152576121235,10.140887516009943,9.23464390653421,5.194218122719592,3.691704964966473,4.180344630883318,2.6767551743065945,2.0944775107360805
2024-10-04,34.393191086434896,28.376211842430894,10.138050507332924,9.264340359598437,5.188461000462679,3.690672175774987,4.179175140148702,2.6760063268665872,2.0938915609498907
2024-10-08,34.34662540429601,28.337792678078287,10.124324382407616,9.251797169659264,5.108367450006984,3.6856752952301126,4.1670696195050665,2.6723832242674317,2.3059647765492195
2024-10-09,34.332606524097486,28.433636588221393,10.120192049494635,9.248020966477267,5.106282424463755,3.68417095412509,4.165368793031224,2.671292467320437,2.2384292327687136
2024-10-10,33.651568897824276,27.864383230003263,9.917581550056315,9.06287169878846,7.003989347704809,3.610412302769386,4.081976358641306,2.617812069092555,2.189404545119628
2024-10-14,33.62532204637468,27.837425732162576,9.907986750092013,9.054103790945895,6.997213313002787,3.60691939639308,4.078027235921973,2.6152794573847205,2.277722277722278
2024-10-15,33.62461486692535,27.836840278873147,9.907778373660578,9.053913372661599,6.997066153506419,3.606843538702588,4.077941470288232,2.6152244550301273,2.2797774903519565
2024-10-16,33.63019820198728,27.83449871194995,9.906944955575417,9.053151779612008,6.996477577414437,3.606540139845434,4.077598443825246,2.615004468745071,2.279585721045161
2024-10-22,33.63159388898819,27.83391338177001,9.906736622961507,9.052961401368984,6.99633044886286,3.606464298106343,4.077512696226355,2.6149494779564066,2.279537783759345
2024-10-24,33.63511140552875,27.835084066748685,9.907153296951726,9.047033216617773,6.996624712154191,3.606615984774403,4.077684195030651,2.6150594618466294,2.2796336603472027
2024-10-28,33.63790257289159,27.83391338177001,9.906736622961507,9.046652717465593,6.99633044886286,3.606464298106343,4.077512696226355,2.6149494779564066,2.279537783759345
2024-10-29,33.640693505483064,27.832742795260273,9.906319984018673,9.046272250318049,6.996036210322676,3.606312624196991,4.0773412118472105,2.6148395033171767,2.2794419152358825
2024-10-30,33.644879464238784,27.830987100097776,9.9056950913086,9.045701609596602,6.995594898913969,3.6060851372520157,4.0770840123216665,2.6146745587013887,2.2792981275692044
2024-10-31,32.61616233680198,26.980034040991878,9.602821121722025,8.769122578146499,6.781699399696281,6.553400532017897,3.9524241466820222,2.5347289460542006,2.2096068978872165
2024-11-04,32.61890930585705,26.97893417311279,9.602429653183314,8.768765096156786,6.883337919507547,6.553133376137627,3.9522630221868917,2.534625615311707,2.1076018385462847
2024-11-05,32.60641494443709,26.963545433248115,9.596952443036557,8.763763406907932,6.87941167483219,6.54939547959298,3.9500086578322824,2.5331798690120904,2.157328091100767
2024-11-06,32.609160631894156,26.962446909279798,9.59656145282692,8.76340636171968,6.879131400169075,6.549128650146159,3.949847730212567,2.53307666452776,2.1572401992238825
2024-11-07,32.59610589205199,26.943237218959602,9.589724277615495,8.80805284424586,6.8742302877324395,6.544462651779625,3.9470336179784433,2.531271946341513,2.16588126329503
2024-11-08,32.60017709743413,26.943237218959602,9.589724277615495,8.80805284424586,6.8742302877324395,6.544462651779625,3.9470336179784433,2.531271946341513,2.1618100579128963
2024-11-11,32.6002666313872,26.93994687725797,9.588553168537496,8.806977193857302,6.873390798164111,6.543663433845904,3.9465516013148383,2.53096282425735,2.169687471377833
2024-11-12,32.59902929415236,26.935561004894232,9.586992134637104,8.785193174533726,6.872271797637339,6.542598113533919,3.9459090955341427,2.530550778904954,2.2018946061722238
2024-11-13,32.60106431689374,26.935561004894232,9.586992134637104,8.785193174533726,6.872271797637339,6.542598113533919,3.9459090955341427,2.530550778904954,2.199859583430845
2024-11-15,32.60447085397992,26.93501287125691,9.586797041137148,8.785014397492903,6.8721319481893754,6.542464972883874,3.9458287970207873,2.5304992826690813,2.19777983537001
2024-11-18,32.50459004087926,26.852499923921975,9.557428765608675,8.758102309728857,6.85107980077701,6.522422730085308,4.240081961392938,2.5227473296613003,2.191047137944676
2024-11-25,32.50595932444084,26.851955165593143,9.557234873459452,8.747781102601817,6.848912106304204,6.522290409291474,4.239995942587615,2.5226961505299994,2.203174925191459
2024-11-29,32.512045443018714,26.851955165593143,9.557234873459452,8.747781102601817,6.848912106304204,6.522290409291474,4.237967236394989,2.5226961505299994,2.199117512806208
2024-12-12,32.51341454755698,26.851410429366958,9.557040989177072,8.747603639425076,6.848773164818891,6.522158093866332,4.237881262235386,2.5226449734752046,2.1990729000781037
2024-12-16,32.506870290935275,26.84433086915518,9.560605599667387,8.73921288268281,6.8226298763854665,6.520438481741758,4.236763915508098,2.5219798606674577,2.2471682232565686
2024-12-17,32.49961981041213,26.83834338723577,9.558473158615097,8.72712525979622,6.851523292948751,6.518984133421199,4.235818928372281,2.521417346783596,2.248694682414964
2024-12-18,32.49961981041213,26.83834338723577,9.556445480813098,8.729152937598215,6.851523292948751,6.518984133421199,4.235818928372281,2.521417346783596,2.248694682414964
2024-12-19,32.50093783901613,26.839431821638225,9.556833044377528,8.725451430077765,6.85180115785098,6.519248512131075,4.23599071285904,2.521519603370137,2.248785878679117
2024-12-20,32.50889842110067,26.84433086915518,9.558577469501992,8.727044101690447,6.8226298763854665,6.520438481741758,4.236763915508098,2.5219798606674577,2.2593370042489327
2025-01-08,32.51356422088129,26.84650879772831,9.630343288879875,8.616195933269104,6.823183408549262,6.520967496577253,4.237107651741798,2.5221844734039855,2.289944728969119
2025-01-09,32.52355787274184,26.851410429366958,9.632101595545052,8.567052451134531,6.824429184375222,6.522158093866332,4.237881262235386,2.5226449734752046,2.318764137259476
2025-01-10,32.53081722721047,26.85740374372242,9.634251509156394,8.546644346370416,6.825952417186628,6.523613858874853,4.238827169887891,2.5232080353066504,2.3192816922842794
2025-01-13,32.54209078823183,26.865035468910154,9.643078234571785,8.512538437338259,6.82789206085024,6.5254675908541975,4.2400316632331,2.523925023087774,2.3199407329226585
2025-01-14,32.55530625298233,26.875945460267825,9.646994324700245,8.475385037107728,6.830664893347005,6.528117607642872,4.241753555945866,2.524949998477111,2.3208828695290213
2025-01-15,32.56588635555781,26.884679835474536,9.650129487635201,8.445640582948254,6.832884781394403,6.530239171279134,4.243132077387904,2.5257705783781037,2.3216371299446505
2025-01-16,32.57273419649657,26.881949733434883,9.649149530337649,8.444782939832445,6.832190911398832,6.52957603452653,4.242701193196242,2.5255140898705255,2.3214013709063215
2025-01-17,32.57476516882458,26.881949733434883,9.649149530337649,8.444782939832445,6.832190911398832,6.52957603452653,4.242701193196242,2.5255140898705255,2.3193703985783194
2025-01-20,32.57547294347018,26.88085784786604,9.660942942150102,8.444439931355923,6.831913402857462,6.529310817534703,4.240497974187391,2.525411509052691,2.311152631525503
2025-01-22,32.57887308211736,26.88031193834344,9.660746743026575,8.444268437566638,6.8317746570404445,6.529178217118023,4.238381007503985,2.525360221768666,2.311105695514871
2025-01-27,32.58024227531655,26.87976605099357,9.660550551871896,8.444096950742768,6.8316359168587475,6.529045622087061,4.238294934151072,2.5253089365677326,2.3110587614105986
2025-02-04,32.584303890011476,26.87976605099357,9.660550551871896,8.444096950742768,6.8316359168587475,6.529045622087061,4.2362641268036105,2.5253089365677326,2.3090279540631378
2025-02-17,32.58033402710797,26.876491192446316,9.67155693182395,8.443068176049545,6.83080359409107,6.528250164982994,4.235748007513072,2.5250012690999544,2.3087466368851213
2025-02-21,32.560026780008315,26.853044704354794,9.6631196680902,8.43570262018036,6.824844544080502,6.522555056248161,4.232052829652773,2.5227985108692343,2.3858552865156573
2025-02-24,32.581886095350235,26.86939840237107,9.669004577704246,8.440840023954284,6.727499720871692,6.526527339348971,4.234630180367637,2.5243349133687234,2.425878746663148
2025-02-25,32.58537575480794,26.865580758106255,9.667630791089461,8.439640736794033,6.7265438676612375,6.525600040594713,4.234028517785558,2.523976252093165,2.431623281067641
2025-02-28,32.578102012033646,26.85958379414958,9.695912010308755,8.437756831072374,6.725042361273172,6.524143389104782,4.233083393366275,2.523412847387806,2.4229633613036112
2025-03-03,32.57947016507878,26.859038748363922,9.695715256851226,8.437585608620218,6.724905893931554,6.524010998488215,4.232997493886911,2.5233616412504185,2.422914193528749
2025-03-04,32.5842354636121,26.857948723151694,9.69532177389081,8.437243184562158,6.724632975863154,6.523746233373578,4.232825705386403,2.5232592352099674,2.4207867049501335
2025-03-05,32.58697129871052,26.856858786409244,9.694928322866678,8.436900788296285,6.724360079945621,6.5234814897480895,4.232653930828777,2.523156837481104,2.420688465713677
2025-03-12,32.58305015976061,26.851955165593143,9.70735913171375,8.435360348937465,6.723132322361414,6.522290409291474,4.231881117817112,2.5226961505299994,2.4222751939950293
2025-03-13,32.603687805076056,26.863944956921486,9.711693609766494,8.43912686090054,6.726134299428664,6.525202707502461,4.233770714727879,2.523822571315493,2.372616474360926
2025-03-14,32.60302609013324,26.86339973412622,9.711496504064215,8.438955582842008,6.725997787767776,6.525070273890586,4.233684787351715,2.5237713485483497,2.3745978912758896
2025-03-17,32.6037322292916,26.86230935492709,9.711102316661085,8.438613047581358,6.725724781068932,6.524805422793185,4.233512943062701,2.5236689092514233,2.376530995362619
2025-03-18,32.598529038802944,26.85467917829064,9.755008876489981,8.436216079127568,6.7238143545523705,6.522952066954097,4.226223687547552,2.522952066954096,2.3596246512807504
2025-03-21,32.37454285340077,26.553290951771665,10.56449419184541,8.327876119568394,6.677614677050485,6.478132524658211,4.058152069879203,2.5056167323211462,2.46027987950472
2025-03-24,32.414384425278655,26.58596862863772,10.577495334644677,8.388561053109395,6.685832450698542,6.48610480657689,4.087355626166339,2.508700257224996,2.265597417662783
2025-03-25,32.413076589435036,26.584895954165365,10.57706856030422,8.38822259655635,6.685562694802247,6.485843109169953,4.0831559729269005,2.5085990377147236,2.2735754849252063
2025-03-26,32.41242271108825,26.584359649388244,10.576855186048153,8.3880533785215,6.6854278250168955,6.485712268385431,4.083073602243269,2.508548431022483,2.2755469482857746
2025-03-27,32.4248509126868,26.594553141680876,10.534494414901669,8.39126968911133,6.687991281797726,6.488199146342693,4.084639213747313,2.509510307457897,2.284491892273695
2025-03-28,32.44656685075064,26.54645680420802,10.540237660148009,8.395844481014446,6.691637472362164,6.491736413290392,4.084846893961575,2.5108784540984765,2.2917949701662814
2025-04-02,32.446620564332946,26.54484882136187,10.539599212558679,8.395335924486396,6.691232143758517,6.491343193175508,4.084599464943718,2.5107263641411337,2.2956943112412294
2025-04-03,32.451367366922746,26.54377694101495,10.539173623799957,8.394996921026863,6.690961951968019,6.49108107289595,4.082415530138604,2.5106249810718864,2.2956016111610253
2025-04-07,32.45338636570125,26.54377694101495,10.52907862990743,8.394996921026863,6.690961951968019,6.49108107289595,4.082415530138604,2.5106249810718864,2.3036776062750484
2025-04-09,32.45404161240498,26.544312870367566,10.529291216168469,8.395166419334323,6.691097045135629,6.491212130389573,4.082497955722462,2.510675671583028,2.30170507889397
2025-04-11,32.45807969149076,26.544312870367566,10.529291216168469,8.395166419334323,6.691097045135629,6.491212130389573,4.082497955722462,2.510675671583028,2.2976669998081913
2025-04-16,32.45152759974565,26.538954550501124,10.527165739778152,8.393471744198957,6.689746358892579,6.489901793554507,4.081673849632105,2.5101688585645507,2.317389505132372
2025-04-17,32.45152759974565,26.538954550501124,10.527165739778152,8.393471744198957,6.689746358892579,6.489901793554507,4.079655217658992,2.5101688585645507,2.3194081371054835
2025-04-22,32.45087253605708,26.538418837493317,10.526953239334269,8.39330231431484,6.689611320259591,6.48977078896638,4.079572866096751,2.5101181885162345,2.3213799089615357
2025-04-23,32.4621705379405,26.54270514722954,10.528653483136994,8.394657944944127,6.690691781997316,6.49081897378436,4.078212854446161,2.51052360619,2.3015656703310015
2025-04-24,32.44650261811798,26.528244398034644,10.575380610793305,8.390084445655136,6.6870466216693405,6.4872827062965985,4.075991000534722,2.5091558461212506,2.300311752777021
2025-04-28,32.46757179629537,26.542169282794127,10.528440922626558,8.39448846716802,6.6905567051935595,6.490687932165749,4.074092767374956,2.510472921819008,2.301519204562661
