date,BANK OF CHINA (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,USMART SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,DAH SING SECURITIES LTD,HANG SENG SECURITIES LTD,STANDARD CHARTERED BANK (HONG KONG) LTD
2024-03-01,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-07,94.47740838484565,4.671531553870951,0.0,0.0,0.8510600612834093,0.0,0.0
2024-03-12,94.46653266153669,4.682505246566487,0.0,0.0,0.850962091896822,0.0,0.0
2024-03-13,93.65546181601103,4.645813763618327,0.0,0.0,0.8436559007628898,0.8550685196077571,0.0
2024-03-14,93.65381745397723,4.647487951119734,0.0,0.0,0.8436410882179948,0.8550535066850437,0.0
2024-03-18,93.65030594060275,4.650999464494211,0.0,0.0,0.8436410882179948,0.8550535066850437,0.0
2024-03-20,93.64935817514531,4.651693680088504,0.0,0.0,0.8437670114316821,0.8551811333345041,0.0
2024-03-28,93.64930241542501,4.651734522753813,0.0,0.0,0.8437744198502103,0.8551886419709727,0.0
2024-04-03,90.7945587959889,4.509934113080341,0.0,2.2234707254371178,0.8180533564873929,0.8291196349830601,0.8248633740231881
2024-04-15,90.79040376082644,4.511969749874384,0.0,2.224474327420138,0.8184225990240247,0.8294938724759625,0.8252356903790633
2024-04-26,90.7911769715551,4.511156532106966,0.0,2.224493272014989,0.8184295690683019,0.8295009368080395,0.825242718446602
2024-04-29,90.81824764663288,4.482685181241215,0.0,2.225156536184351,0.8186735954338288,0.8297482642586361,0.8254887762490948
2024-05-02,90.81007372054374,4.488856692376529,0.0,2.2261047428303575,0.8190224570673712,0.8301018451442451,0.8258405420377553
2024-05-03,90.81084766563826,4.488042681575672,0.0,2.226123715206164,0.8190294373327424,0.8301089198356827,0.825847580411475
2024-05-22,90.84181629068836,4.400054563745801,0.0,2.282299179838696,0.8193087455453817,0.83039200641124,0.8261292137705254
2024-05-23,90.8410418176393,4.400869602284837,0.0,2.2822797220682896,0.8193017605183511,0.8303849268937294,0.8261221705955071
2024-05-24,90.86428175499937,4.376412399266618,0.0,2.2828635995395046,0.8195113631518356,0.8305973649426512,0.8263335181000299
2024-05-27,90.93562510134588,4.301332218173129,0.0,2.284656021438386,0.8201548138222969,0.8312495199406007,0.8269823252797147
2024-05-29,90.9635828032276,4.2710156683601594,0.0,2.285787473850489,0.8205609870639969,0.8316611877214704,0.8273918797762884
2024-05-30,90.97212733980052,4.262023500478207,0.0,2.286002186090996,0.8206380653094685,0.8317393086487225,0.8274695996720864
2024-06-19,91.01642929763257,4.215400651020531,0.0,2.2871154322622536,0.8210377028031475,0.8321443522687467,0.8278725640127471
2024-06-21,91.02031749286581,4.211308760957605,0.0,2.2872131371644366,0.821072777293621,0.8321799012320363,0.827907930486492
2024-06-24,91.04987863662781,4.180198967556665,0.0,2.2879559673173566,0.8213394413866192,0.8324501726436703,0.8281768144678814
2024-06-25,91.08101638110871,4.147429978454909,0.0,2.288738415238877,0.8216203276221743,0.8327348585889676,0.8284600389863548
2024-07-09,91.12776295079723,4.098234448778485,0.0,2.289913091083282,0.8220420173817834,0.8331622527886129,0.8288852391706016
2024-07-10,91.12776295079723,4.0939574351604735,0.0,2.2941901047012934,0.8220420173817834,0.8331622527886129,0.8288852391706016
2024-07-15,91.1516107463096,4.059869357244501,0.0,2.299106760162532,0.8238037272618169,0.8349477943319561,0.8306616146895948
2024-07-29,88.46035456685773,3.938337645483058,2.954169197108225,2.2312255101786147,0.7994808781810769,0.810295916075306,0.8061362861159872
2024-08-01,88.45961864829789,3.939136800772021,2.954144620811287,2.2312069481880803,0.7994742271471832,0.8102891750690493,0.8061295797144853
2024-08-06,88.47878808013023,3.9325936015414773,2.949237566858244,2.2275007474834725,0.7981462409886715,0.808943224477592,0.804790538520315
2024-08-08,88.55086196864661,3.8543381045001914,2.9516399847056674,2.229315246122388,0.7987964025069407,0.8096021811048493,0.805446112413346
2024-08-09,88.55012592783463,3.8551372738078418,2.951615450472541,2.2292967159018175,0.7987897628566917,0.8095954516362306,0.8054394174902542
2024-08-14,88.54938989925857,3.855105229909898,2.9515909166472722,2.230109385909499,0.7987831233168201,0.8095887222794828,0.8054327226784586
2024-08-19,88.58252330309405,3.819129740651738,2.9526953427072336,2.230943848066321,0.7990820119238669,0.8098916541247101,0.805734099432078
2024-08-27,88.62673976523048,3.7711205211184415,2.954169197108225,2.232057436170478,0.7994808781810769,0.810295916075306,0.8061362861159872
2024-09-03,88.6289517470882,3.7695507487520796,2.954242928452579,2.231281198003328,0.7995008319467555,0.8103161397670549,0.8061564059900167
2024-09-05,88.65107764000999,3.745527169842723,2.9549804443704755,2.231838229175335,0.7997004243987684,0.8105184322210203,0.8063576599816926
2024-09-19,88.6264202418778,3.7321378071299054,2.9536040457139054,2.2723870044749055,0.7993279323939914,0.8101409013025468,0.8059820671069485
2024-09-20,88.58384866015028,3.780171553959705,2.9514927854245627,2.270762683689075,0.7987565662610546,0.8095618059711417,0.805405944544185
