date,MASON SECURITIES LTD,ZHONGTAI INTERNATIONAL SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,CELESTIAL SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,HAITONG INTERNATIONAL SECURITIES CO LTD,ADEN FINANCIAL GROUP LTD,CHINA MERCHANTS SECURITIES (HK) CO LTD,CMB WING LUNG BANK LTD,FUTU SECURITIES INTERNATIONAL
2024-03-01,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-04,97.11348627844096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8865137215590493
2024-03-05,60.70106317227992,0.0,28.614921799218408,0.0,4.840879131258779,4.095676493827292,0.0,0.0,0.0,1.7474594034156057
2024-03-07,60.47105237130188,0.0,28.631862228559118,0.0,4.843002832850004,4.283921468809925,0.0,0.0,0.0,1.770161098479063
2024-03-08,60.12707576308469,0.0,28.723218921121745,0.0,4.858455572785282,4.497836472441037,0.0,0.0,0.0,1.793413270567243
2024-03-11,57.71936415354727,0.0,28.0034757520214,0.0,4.736712942876964,4.38513019513765,0.0,0.0,3.3639354921603895,1.7913814642563297
2024-03-12,57.73298858303063,0.0,28.01008586261891,0.0,4.739976898814192,4.386165287917954,0.0,0.0,3.3733130296511855,1.7574703379671253
2024-03-13,57.56868687942893,0.0,27.93037225453781,0.0,4.735046514565359,4.373682746362927,0.0,0.0,3.5327545079477454,1.8594570971572324
2024-03-14,57.510848778985846,0.0,27.902311171969536,0.0,4.7730416432749045,4.369288595380811,0.0,0.0,3.529205220632935,1.9153045897559722
2024-03-15,57.44208684612238,0.027755791987931953,27.960757836458217,0.0,4.767334831847192,4.364064524871762,0.0,0.0,3.5249855824673584,1.9130145862451562
2024-03-18,57.44208684612238,0.049106401209418074,27.960757836458217,0.0,4.767334831847192,4.340578854728127,0.0,0.0,3.5271206433895066,1.9130145862451562
2024-03-20,57.444539797964644,0.049108498202127204,27.96195184587208,0.0,4.767538411546339,4.340764210648896,0.0,0.0,3.52727126217018,1.9088259735957271
2024-03-21,57.45189991063457,0.0491147902549679,27.965534486046074,0.0,4.768149254978814,4.341320373406511,0.0,0.0,3.527723195704651,1.896257988974413
2024-03-22,57.42124521047488,0.04908858399945653,27.950612872038377,0.0,4.765605106117674,4.454255426385468,0.0,0.0,3.5279751891783317,1.8312176118058128
2024-03-25,57.40531769096473,0.049074967795619234,27.942859923975195,0.0,4.764283221368794,4.453019903889449,0.0,0.0,3.5269965985286347,1.8584476934775804
2024-03-26,57.40899248808324,0.04907810932601224,27.944648684063324,0.0,4.7645882066028795,4.481044764548944,0.0,0.0,3.5272223789520973,1.8244253684234986
2024-04-02,57.404092863134906,0.04907392070819385,27.942263721500293,0.0,4.7641815683005175,4.480662325530744,0.0,0.0,3.535455939716401,1.8242696611089455
2024-04-03,57.40531769096473,0.049074967795619234,27.942859923975195,0.0,4.764283221368794,4.480757929165234,0.0,0.0,3.535531375536568,1.8221748911938618
2024-04-10,57.38817485632954,0.049060312636628974,27.934515403882305,0.0,4.762860473046787,4.556209903993021,0.0,0.0,3.5344755669084438,1.774703483203274
2024-04-11,57.393071764232026,0.049064498931684526,27.936899043884377,0.0,4.763266885851293,4.556598683394703,0.0,0.0,3.526244205829328,1.7748549178765882
2024-04-12,57.38327878398648,0.049056127055880965,27.93213217060074,0.0,4.7624541295885,4.575017066733246,0.0,0.0,3.5256425227552715,1.7724191992798732
2024-04-15,57.393071764232026,0.049064498931684526,27.936899043884377,0.0,4.763266885851293,4.5757978351505795,0.0,0.0,3.5091782931574373,1.772721678792602
2024-04-16,57.39429612178888,0.0490655456170804,27.937495017447173,0.0,4.7633684998898485,4.575895449940759,0.0,0.0,3.507119869325226,1.7727594959910355
2024-04-17,57.443313295856946,0.04910744968338612,27.910112272227106,0.0,4.767436619523443,4.656667293889789,0.0,0.0,3.3969544541855354,1.7764086146337936
2024-04-18,57.49855779107942,0.049154677395608234,27.9369540397996,0.0,4.772021567961119,4.682517311903376,0.0,0.0,3.2805404261851585,1.7802541856757244
2024-04-19,57.50716093090744,0.04916203209421429,27.94113406676388,0.0,4.772735574892574,4.683217926887979,0.0,0.0,3.2468315978744133,1.7997578705794972
2024-04-25,57.77638186395412,0.04939218513840259,28.071941049095596,0.0,4.795079232688539,4.713732451251899,0.0,0.0,2.69939029212922,1.8940829257422211
2024-04-26,58.05189294024385,0.04962771553419349,28.033186096532248,0.0,4.817944933129998,4.736210243371943,0.0,0.0,2.3562376244930126,1.9549004466947522
2024-04-30,58.05189294024385,0.05394316905890596,28.033186096532248,0.0,4.817944933129998,4.736210243371943,0.0,0.0,2.3497644442059435,1.9570581734571084
2024-05-02,58.08197094579268,0.07555956553767938,28.04771072758659,0.0,4.820441219936387,4.738664181577321,0.0,0.0,1.9796606170871998,2.255992742482142
2024-05-03,58.11333536273521,0.10152049403933218,28.08445667019994,0.0,4.82304427086264,4.741223072687961,0.0,0.0,1.818728850662079,2.3176912788128394
2024-05-08,58.05690377764468,0.10142191146164921,28.05718495370985,0.0,4.81836080137207,4.73661905656,0.0,0.0,1.952911273889203,2.276598225362551
2024-05-14,58.05565098719908,0.10141972291225396,28.05657951713034,0.0,4.818256827581141,4.736516846646754,0.0,0.0,1.955026999117066,2.27654909941336
2024-05-21,58.05690377764468,0.10142191146164921,28.05718495370985,0.0,4.878782365647096,4.73661905656,0.0,0.0,1.9550691868990253,2.214018748077704
2024-05-23,57.82108305830867,0.10100994687929878,28.042080571938094,0.0,4.858965291499341,4.717379434043846,0.0,0.0,2.1964290576732624,2.263052639657481
2024-05-24,57.81238574297037,0.10099475319364211,28.037862546183877,0.0,4.862532066102742,4.716669856596691,0.0,0.0,2.1960986758277077,2.2734563591249652
2024-06-04,57.81735531703893,0.10100343473999383,28.040272691222118,0.0,4.862950051158239,4.717075303282691,0.0,0.0,2.196287453282419,2.2650557492756067
2024-06-05,57.8198404244768,0.10100777607289547,28.03288151265635,0.0,4.86315907063476,4.717278052766075,0.0,0.0,2.2393638865522782,2.2264692768408447
2024-06-06,57.81611284342606,0.10100126421348349,28.02677633770748,0.0,4.862845548157607,4.716973935076516,0.0,0.0,2.245666406448729,2.2306236649701248
2024-06-07,57.796240525605214,0.1009665484720743,28.01714308878283,0.0,4.8611741107763295,4.715352636089428,0.0,0.0,2.279266126146188,2.2298569641279387
2024-06-11,57.82853998309822,0.10102297367743247,28.032800483001587,0.0,4.863890780323158,4.717987813233283,0.0,0.0,2.256896220453279,2.1988617462130517
2024-06-12,55.4381859445456,0.09684716925305961,26.874059178689436,0.0,8.783997039691123,4.522968861924805,0.0,0.0,2.163606972674736,2.1203348332212415
2024-06-13,55.477052976106044,0.09691506761444654,26.892900251651312,0.0,8.732418756150368,4.5261398598661735,0.0,0.0,2.1651238509610398,2.109449237650613
2024-06-14,55.518265749136035,0.09698706384478883,26.91287843965396,0.0,8.738905892234454,4.529502237006628,0.0,0.0,2.16673227738358,2.0367283407405656
2024-06-18,55.518265749136035,0.09698706384478883,26.91287843965396,0.0,8.736842337684566,4.529502237006628,0.0,0.0,2.1687958319334695,2.0367283407405656
2024-06-20,55.533163191640625,0.09701308877888613,26.920100082004954,0.0,8.739186730194689,4.530717656801172,0.0,0.0,2.1693777937576453,2.010441456822023
2024-06-21,55.521702911015815,0.09699306835941446,26.914544628584753,0.0,8.745637968914794,4.529782660615207,0.0,0.0,2.1689301031009487,2.0224086594090673
2024-06-26,55.56757243741573,0.09707319965720354,26.85416472219065,0.0,8.752863220495103,4.533524962714081,0.0,0.0,2.170721975313211,2.0240794822140313
2024-06-28,48.06790583845526,0.100835351806776,27.89492008918514,0.0,9.092087674785104,4.709225472678155,5.777651115226547,0.0,2.2548501010408843,2.1025243568221375
2024-07-04,48.08028420195945,0.10086131875118441,27.966483105647562,0.0,9.094429053388712,4.7104381842308465,5.002292212957679,0.0,2.899226417720216,2.145985505344349
2024-07-09,48.08028420195945,0.10300730425652878,27.966483105647562,0.0,9.094429053388712,4.7104381842308465,5.002292212957679,0.0,2.899226417720216,2.143839519839005
2024-07-10,48.08131602003202,0.10300951482578606,27.967083275200917,0.0,9.094624222706296,4.710539271720841,5.002399563727235,0.0,2.8992886360341035,2.1417394957528018
2024-07-11,48.08028420195945,0.10300730425652878,27.966483105647562,0.0,9.094429053388712,4.7104381842308465,5.002292212957679,0.0,2.901372403225561,2.141693534333661
2024-07-19,48.086475774760395,0.10302056909541064,27.970084509403986,0.0,9.095600194959559,4.711044774258882,5.002936386695879,0.0,2.901746029520733,2.1290917613051534
2024-08-08,48.08028420195945,0.10300730425652878,27.966483105647562,0.0,9.094429053388712,4.734044024789634,5.002292212957679,0.0,2.901372403225561,2.1180876937748727
2024-09-10,48.08028420195945,0.10300730425652878,27.983650989690318,0.0,9.077261169345958,4.734044024789634,5.002292212957679,0.0,2.901372403225561,2.1180876937748727
2024-09-12,48.07615737248449,0.1029984629281881,27.9812490954911,0.0,9.085065254633271,4.7336376920746455,5.001862855950135,0.0,2.901123372477298,2.117905893960868
2024-09-16,42.59245998411654,0.09125017785229977,24.78963164987477,0.0,8.048797979276978,15.599978321999414,4.431336761952307,0.0,2.570213342839777,1.876331782087914
2024-09-17,42.59084064170678,0.09124670856963918,24.845718354274666,0.0,8.048491968308833,15.472020021839445,4.431168284913102,0.0,2.6442535754243357,1.8762604449632057
2024-09-19,48.074094223396294,0.10299404283314537,28.04441957977521,0.0,9.084675376466615,4.5896720337520405,5.001648205084622,0.0,2.984681532935525,2.1178150057565515
2024-09-20,48.06790583845526,0.10298078482394142,28.040809534352384,0.0,9.087796808750772,4.58908122371689,5.0010043630126555,0.0,2.9842973268771362,2.1261241200109575
2024-09-25,42.57303599858363,0.09120856386392859,24.835331868782223,0.0,8.079330594203347,15.465552110177391,4.429315882642032,0.0,2.643148173640097,1.883076808107359
2024-10-04,42.573844977595826,0.09121029702230381,24.759795212512888,0.0,8.115588194721186,15.465845988844388,4.429400049145628,0.0,2.643198399125512,1.9211168810322736
2024-10-07,42.57222705031493,0.09120683077141832,24.7588542698246,0.0,8.115279779271566,15.46525824267862,4.429231719337003,0.0,2.6430979500633938,1.9248441577384743
2024-10-08,42.556862872145615,0.0835760883128163,24.748019423356446,0.0,8.114250457767131,15.459676881318451,4.4276332240267005,0.0,2.6801331956678136,1.929847857405031
2024-10-09,42.62892777074841,0.0057080191572995605,24.6700587978487,0.0,8.127990959228281,15.485855973753706,4.435130885221758,0.0,2.732238503294056,1.9140890907477857
