date,MASON SECURITIES LTD,ZHONGTAI INTERNATIONAL SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,CELESTIAL SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,HAITONG INTERNATIONAL SECURITIES CO LTD,ADEN FINANCIAL GROUP LTD,CHINA MERCHANTS SECURITIES (HK) CO LTD,CMB WING LUNG BANK LTD,FUTU SECURITIES INTERNATIONAL
2024-10-10,42.645155728472695,0.0057101920830196756,24.555729354345612,0.0,8.216737999781992,15.491751121232381,4.436819248506288,0.0,2.733278610405418,1.9148177451725978
2024-10-15,42.653274341454676,0.005711279166389003,24.541366577973548,0.0,8.21830226926712,15.494700378413365,4.437663912284256,0.0,2.733798960978203,1.9151822804624457
2024-10-18,42.645155728472695,0.0057101920830196756,24.536695380735544,0.0,8.216737999781992,15.533625863174525,4.436819248506288,0.0,2.733278610405418,1.8919769768405192
2024-10-21,42.58193645899626,0.0057017270143409,24.500320980622845,0.0,8.204557104555981,15.658842957051558,4.43024189014288,0.0,2.729226664197844,1.8891722174182848
2024-11-06,42.557671236620536,0.005698477897803846,24.48635952686313,0.0,8.256866534801862,15.649919800001966,4.427717326593589,0.0,2.727671420415441,1.8880956768056747
2024-11-13,34.96501771760086,17.71756964846388,20.117782994657613,0.0,6.783770734917173,12.985809657788069,3.637774583860592,0.0,2.2410314467712618,1.551243215940553
2024-11-14,34.96174402535317,17.71591079415199,20.115899414023897,0.0,6.78313558644265,12.99395659146513,3.637433987595198,0.0,2.240821624275721,1.5510979766922468
2024-11-18,34.88172961796493,17.675365674248674,20.069861614264042,0.0,6.99647426197416,12.964218265609858,3.6291092562911706,0.0,2.2356932183758564,1.54754809127131
2024-11-22,34.88118655645913,17.675090492633434,20.069549153575057,0.0,6.996365336301906,12.964016430208632,3.6290527559524826,0.0,2.2356584116464027,1.5490808632229602
2024-11-26,34.87575687127725,17.672339147670417,20.066425081706978,0.0,6.995276266091175,12.961998421796137,3.6284878493102912,0.0,2.235310403950913,1.5644059581968437
2024-11-29,34.875213995729304,17.67206406028425,20.066112728012357,0.0,6.9951673777178005,12.961796655508406,3.6284313683187337,0.0,2.2352756091401553,1.5659382052889945
2024-12-02,34.87249987148166,17.670688751803624,20.06455110539069,0.0,6.99462298669561,12.960787918283165,3.628148989734365,0.0,2.2428840386989357,1.5658163379119567
2024-12-17,34.88227269638073,17.675640864432594,20.023466674664636,0.0,6.99658319103817,12.964420107295888,3.6291657583891817,0.0,2.2435125945254444,1.5849381132733535
2024-12-30,34.87955747339381,17.674264999195792,20.021908055549815,0.0,6.996038579634105,12.963410961710858,3.6288832654915346,0.0,2.2433379603489065,1.592598704675178
2025-01-02,34.880100484174356,17.674540155107394,20.022219759960908,0.0,6.996147495132036,12.963612778259426,3.628939760552747,0.0,2.2464865184374143,1.5879530483757194
2025-01-03,34.88118655645913,17.675090492633434,20.022843197899988,0.0,6.996365336301906,12.964016430208632,3.6290527559524826,0.0,2.2496701983489222,1.581775032195505
2025-01-06,34.89422470135687,17.68169721716531,19.96647215045004,0.0,6.99898048888178,12.968862215038806,3.6304092498205183,0.0,2.2614132264004256,1.5979407508862513
2025-01-07,34.89042090235464,17.67976974570527,19.96429561701238,0.0,6.998217534116972,12.967448486962722,3.630013501033998,0.0,2.261166711068797,1.6086675017452252
2025-01-08,34.88933425495535,17.67921911675562,19.963673837470893,0.0,6.997999577592331,12.96704462126522,3.6299004457991146,0.0,2.2626535168365995,1.610174629324875
2025-01-09,34.89096425143786,17.68004507304252,19.964606521307594,0.0,6.998326517470653,12.96765042924558,3.630070031292356,0.0,2.2627592258549094,1.6055779503485281
2025-01-15,34.880100484174356,17.674540155107394,19.95839027468306,0.0,7.017942929129351,12.963612778259426,3.628939760552747,0.0,2.265168319006541,1.611305299087127
2025-01-16,34.880100484174356,17.674540155107394,19.95839027468306,0.0,7.017942929129351,12.963612778259426,3.628939760552747,0.0,2.2667251357206344,1.6097484823730328
2025-01-20,34.87629976372651,17.67261424362086,19.956215502793924,0.0,7.017178216905981,12.962200194365444,3.6285443320602675,0.0,2.2664781413469544,1.6204696051800682
2025-01-21,33.350455155808795,16.899434080182633,19.083127359106964,0.0,6.710175363461084,12.39510152256503,3.4697948419717886,4.375018617957522,2.167319300691087,1.5495737582550972
2025-01-23,31.741968764181504,20.90735927322971,18.162751594416157,0.0,6.3865448250730665,11.797288028604004,3.3024472672842484,4.16401226505397,2.0627898846700408,1.4748380974873025
2025-02-07,31.707379231843174,20.884576320317645,18.14295946720768,0.0,6.3795853450106215,11.893403382403537,3.2988485583511,4.159474700356287,2.06054204245354,1.4732309520564117
2025-02-12,31.69840726744024,20.878666791373416,18.13782571000519,0.0,6.377780168612963,11.890038008337255,3.2979151115461853,4.158297729573757,2.059958988593413,1.50111022451759
2025-02-13,31.684958836995285,20.869808765928855,18.130130519347006,0.0,6.375074318685958,11.884993516738865,3.2965159314038908,4.156533521759978,2.0590850262222498,1.5428995629179083
2025-02-17,31.690336839582844,20.873351074003875,18.133207811930767,0.0,6.374741936305345,11.887010799646346,3.2970754609680664,4.157239025218268,2.0594345221662396,1.5276025301782548
2025-02-18,31.689888602971628,20.873055835736213,18.13295133098324,0.0,6.374651770248185,11.886842666582147,3.2970288262497607,4.15718022411615,2.059405392972823,1.5289953501398503
2025-02-19,31.690336839582844,20.873351074003875,18.133207811930767,0.0,6.374741936305345,11.887010799646346,3.2970754609680664,4.157239025218268,2.0594345221662396,1.5276025301782548
2025-02-21,31.68540693415853,20.87010391234686,18.130386920502417,0.0,6.383649837185448,11.88516159749628,3.2965625516139725,4.156592304568868,2.0591141463534726,1.5330217957741512
2025-02-25,31.684062680689852,20.869218498136018,18.12961773879183,0.0,6.321155673812076,11.884657369485687,3.29642269493945,4.156415961129919,2.0590267884306472,1.5994225945845209
2025-02-26,31.683614621546585,20.868923376760478,18.129361359391442,0.0,6.3210662833944316,11.884489302989524,3.2963760786849807,4.156357183308609,2.058997670770198,1.600814123153753
2025-02-27,31.670178737428472,20.86007361515628,18.12167334774032,0.0,6.362205704943638,11.879449517504652,3.2949782038676036,4.154594621361827,2.058124523737122,1.5987217282600859
2025-02-28,31.670178737428472,20.86007361515628,18.12167334774032,0.0,6.363619252006644,11.879449517504652,3.2949782038676036,4.154594621361827,2.058124523737122,1.5973081811970795
2025-03-05,31.67510390493895,20.86331765610999,18.124491528134808,0.0,6.353298751049488,11.881296942468401,3.295490620287226,4.155240720476644,2.0584445916508796,1.5933152848836136
2025-03-06,31.67644739831456,20.86420256967329,18.125260274920215,0.0,6.353568224981158,11.881800885368914,3.295630397881359,4.155416964204172,2.058531900178146,1.589141384478184
2025-03-07,31.518254588968333,20.7600063263963,18.572127042892475,0.02813532350082181,6.321838378693655,11.822462935045323,3.279171954020782,4.134664729103229,2.0482515508598276,1.5150871705192543
2025-03-10,31.58579400542868,20.804492251498534,18.61192463445529,0.028195613747091782,6.333975454601687,11.847796896527967,3.2861987822235474,3.912320731512416,2.052640680788282,1.5366609492165022
2025-03-11,31.59292025964295,20.809186073681936,18.532927952126492,0.02820197512307159,6.343865092084215,11.850469946714682,3.2869402005939934,3.9132034128879654,2.0531037889596115,1.589181298185084
2025-03-12,31.587575267571584,20.805665508515396,18.529792491645182,0.028197203822027214,6.34279181654209,11.848465046015836,3.2863841054572718,3.9125413645225837,2.052756438243581,1.6058307576644497
2025-03-13,31.58178690003674,20.801852906954487,18.523577736132875,0.028192036734088544,6.341629511112814,11.846293835664005,3.2857818813580195,3.911824398208414,2.06647629260869,1.6125845011898645
2025-03-14,31.582232083760264,20.802146134388476,18.523838848505513,0.028192434135157925,6.341718904098964,11.84646082359336,3.285828198452656,3.9118795401342616,2.0665054221070758,1.6111976108242752
2025-03-18,31.577780811231985,20.79921423200198,18.54941651662372,0.028188460628559713,6.329549703379313,11.844791156120792,3.2853650862586345,3.911328190822258,2.066214164073427,1.6081516788593315
2025-03-20,31.578225882020483,20.799507385049488,18.549677960057142,0.028188857928815654,6.328229471871542,11.84495810168834,3.2854113916034646,3.9113833187595994,2.0662432861821878,1.6081743448389332
2025-03-21,31.585348721282376,20.804198957919468,18.553862057509704,0.028195216256378244,6.321198313382465,11.847629870930138,3.2861524546808845,3.9122655771478723,2.0667093515925252,1.5944394792981895
2025-03-24,31.587575267571584,20.805665508515396,18.555169975085008,0.028197203822027214,6.313184752528961,11.848465046015836,3.2863841054572718,3.9125413645225837,2.0668550401545946,1.5959617363267402
2025-03-25,31.587575267571584,20.805665508515396,18.555169975085008,0.028197203822027214,6.310365032146759,11.848465046015836,3.2863841054572718,3.9125413645225837,2.0668550401545946,1.5987814567089431
2025-03-26,31.587575267571584,20.805665508515396,18.555169975085008,0.028197203822027214,6.308955171955656,11.848465046015836,3.2863841054572718,3.9125413645225837,2.0668550401545946,1.6001913169000441
2025-03-27,31.588020614499385,20.805958843446508,18.55543158072815,0.028197601368783756,6.309044120657152,11.848632095162936,3.286430439531747,3.9125965266634517,2.0668841803318494,1.598803997610039
2025-03-28,31.579561169665382,20.800386893776007,18.55046233457804,0.02819004989678298,6.3538681064355025,11.845458966628208,3.285550315470056,3.911548711895982,2.0522356324858007,1.5927378191682384
2025-03-31,31.55065519697632,20.781347509021952,18.537707028264347,8.449273941779557,6.308622224383234,3.3853424260063423,3.2825429263813577,3.936132569153209,2.0658474787651016,1.7025286992685806
2025-04-01,31.532005618238163,20.76906366343349,18.526749397600575,8.444279579580938,6.293634161056066,3.383341351552095,3.280602616667194,3.9338059228818736,2.080107536436771,1.7564101525528348
2025-04-02,31.537331819179666,20.772571851519512,18.52987882714842,8.445705937624622,6.2735829798800715,3.3839128456749314,3.281156756767165,3.9344703982426807,2.0804588959681984,1.7609296879947338
2025-04-03,31.529786898774347,20.767602268102245,18.52544578057135,8.443685405912191,6.314300529013216,3.3831032859688177,3.2803717801968864,3.933529124384701,2.0799611716563695,1.742213755419882
2025-04-07,31.53422464998208,20.770525264453056,18.446419417688002,8.444873836878378,6.291262110997654,3.3835794506426033,3.28083348562725,3.9340827603378528,2.0802539218177074,1.833945101575421
2025-04-09,31.55554325651451,20.784567108211693,18.42508772564261,8.450582965437674,6.270163548695446,3.385866908152028,3.283051482072536,3.9367423837585833,2.0816602704861467,1.8267343510287772
2025-04-10,31.604507283509374,20.816818053685527,18.20258788550518,8.463695545027207,6.279892820499287,3.3911206817075676,3.28814571924307,3.942850938404062,2.0848903359250355,1.9254907364936897
2025-04-11,31.623242748423213,20.829158469587725,18.2162014641761,8.46871290756676,6.283615603156384,3.3931309716317486,3.290094964589686,3.9169592564632665,2.086126279563945,1.8927573348411708
2025-04-14,31.650940497016666,20.847402038069728,18.12479211230746,8.47613037208455,6.289119213479294,3.396102902415209,3.2929766495548476,3.8455175060995788,2.087953448323494,1.9890652606491743
2025-04-15,31.600495428923637,20.81417558100845,18.104367554836248,8.46262116929086,6.2790956551904324,3.55571132796371,3.2877283242694997,3.839388544703743,2.0846256813686486,1.9717907324447705
2025-04-16,31.601832600611406,20.815056330690172,18.105133639272292,8.462979264228245,6.279361354472073,3.5558617875199006,3.2878674441526727,3.797236111710807,2.0875348851763,2.0071365821661318
2025-04-17,31.718152295521286,20.891672172325595,18.171774825808477,8.494129709788941,6.3024743620692,3.5689501663963203,3.2999693922530033,3.4431339845842985,2.0952186617479387,2.014524429504944
2025-04-22,31.742418475306135,20.90765548270939,18.18567726094481,8.500628199257468,6.307296111285056,3.5716806150546794,3.3024940554115263,3.37067929432341,2.0954048511169656,2.016065654590563
2025-04-23,31.742418475306135,20.90765548270939,18.19417788914407,8.500628199257468,6.307296111285056,3.5716806150546794,3.3024940554115263,3.362178666124153,2.0954048511169656,2.016065654590563
2025-04-24,31.746916287503346,20.910618039198855,18.205257786138517,8.501832714572782,6.308189837558713,3.572186712239664,3.3029620096115258,3.2804706945595474,2.095701764142191,2.0758641544748544
2025-04-25,31.749165671631413,20.91209963230539,18.206547694661936,8.502435100246855,6.308636795681162,3.5724398146203873,3.303196036445903,3.280703127802704,2.09585025221085,2.068925874393402
2025-04-28,31.750965408449783,20.91328505796498,18.21891697585682,8.50291707025054,6.308994407784494,3.5726423223502684,3.3033832817923345,3.234123054227178,2.095969057816758,2.0988033635068413
2025-04-29,31.7514153745361,20.913581435379292,18.27302774070091,8.503037571289395,6.309083817145305,3.572692952870095,3.303430096445931,3.126463744773913,2.095998761322836,2.1512685055362173
2025-04-30,31.781141360831562,20.93316093531036,18.290135128380776,8.510998198408922,6.314990443255453,3.576037743031483,3.3065228000818667,2.9861223011036038,2.164630541795336,2.13626054780064
