date,CHINA SECURITIES DEPOSITORY AND CLEARING,CMB INTERNATIONAL SECURITIES LTD,TIGER BROKERS (HK) GLOBAL LTD,SOOCHOW SECURITIES INTERNATIONAL,CHINA INTERNATIONAL CAPITAL CORPORATION,CITIC SECURITIES BROKERAGE (HK) LTD,INTERACTIVE BROKERS HONG KONG LTD,GRAND CHINA SECURITIES LTD,RUIBANG SECURITIES LTD,PATRONS SECURITIES LTD
2024-06-28,92.00323331451295,1.9096256098006799,2.8808385495578563,0.00020309764528590057,2.2996746375722523,0.7437435770369679,0.008936296392579625,0.00010154882264295029,0.15364336865878375,0.0
2024-07-03,91.80810282507517,1.964044866396917,2.8684458793260514,0.0038506709794181634,2.294797236839572,0.7407474963038625,0.013072014640656398,0.00010133344682679379,0.28434165179598336,0.02249602519554822
2024-07-04,91.7744374763853,1.9565378144110177,2.8727627448457915,0.020461850298266922,2.2939557517552114,0.740171980838794,0.016612591331266215,0.00010129628860528179,0.30247071777537143,0.02248777607037256
2024-07-05,91.80261424663087,1.9506535616577159,2.8650319181274697,0.00871415543621441,2.294660046610599,0.7401965751342587,0.01296990576552842,0.00010132738879319079,0.30256358293646773,0.022494680312088358
2024-07-08,91.80252122553327,1.9504489305411585,2.86492768778226,0.0086128193202763,2.2946577214938477,0.7401958251131572,0.012361928906749512,0.00010132728612089763,0.23062090321116302,0.09555163081200647
2024-07-09,91.77583195905947,1.9447156975165822,2.86358829321264,0.008610315360397412,2.293990607665409,0.7389676535776366,0.011649250193478851,0.00010129782776938131,0.2670210740000891,0.09552385158652658
2024-07-10,91.77564602558778,1.9447117576150488,2.863785086964009,0.008610297916307904,2.293985960149515,0.7389661564643077,0.01164922659265187,0.00010129762254479886,0.2670205330280898,0.09552365805974534
2024-07-11,91.76170316203131,1.9444163104908139,2.8787449105677885,0.008608989811007352,2.2936374501185,0.7388538902505722,0.011444892336986246,0.00010128223307067474,0.26697996637429866,0.09550914578564629
2024-07-12,91.78522257916475,1.9449146833055244,2.8767474396887,0.008611196378839961,2.2942253317083496,0.7390432656898531,0.011245209388838065,0.00010130819269223484,0.2443553607736704,0.09553362570877745
2024-07-15,91.73373725878128,1.9438237173223873,2.8671349204822403,0.008606366078362482,2.2929384260070207,0.7386287122547565,0.011542655681568505,0.00010125136562779391,0.2361181846440154,0.1673685073827433
2024-07-16,91.64660422019463,1.9419773816990025,2.860163062169981,0.008598191345161748,2.2907604847356815,0.7379271277994699,0.010621295191082158,0.00010115519229602055,0.19239717574703108,0.3108499059256712
2024-07-17,91.64252536859311,1.9418909514638527,2.8603392189548305,0.008597808671446374,2.290658531453819,0.7419403130006959,0.01072197316674489,0.00010115069025231028,0.19238861285989414,0.3108360711453495
2024-07-18,91.64335964961083,1.9419086297497006,2.8598595004121927,0.008597886942844283,2.2906793847959013,0.7419470673619154,0.010317464331413138,0.00010115161109228568,0.19239036429752734,0.3108389008865939
2024-07-19,91.66264504399504,1.942317284276619,2.8608660197671605,0.008599696278962007,2.2911614345102778,0.7421032024257214,0.010319635534754408,0.00010117289739955302,0.11857463575227613,0.36331187456179487
2024-07-22,91.66162494005573,1.9421944966603197,2.8617447274331305,0.008599600573846289,2.291135936415565,0.7420949436372062,0.01062303600298659,0.00010117177145701516,0.11857331614762176,0.3633078313021414
2024-07-23,91.63937377738308,1.9417230225214381,2.885527654659144,0.00859751299235934,2.2905797555878777,0.7419147976347736,0.010418162802506023,0.00010114721167481575,0.11854453208288407,0.3632196371242634
2024-07-24,91.64771669728334,1.941899798496411,2.885992668182664,0.008598295716632544,2.290788291751301,0.7419823421352907,0.010419111280154728,0.00010115642019567696,0.11855532446933342,0.3539463142646737
2024-07-25,91.85436318363574,1.9462783775234602,2.8924999797230986,0.008617683080142425,2.2959535415635925,0.7436553575628787,0.01054398870982132,0.000101384506825205,0.11882264199914026,0.1291638616953112
2024-07-26,91.84328251541112,1.9460435921063435,2.892556537852915,0.008616643503101484,2.2956765737792497,0.7435656481794046,0.010542716756735933,0.00010137227650707629,0.13046611986460718,0.1291482802700152
2024-07-29,91.84207218421938,1.9460179467113239,2.891910193456303,0.00861652995105811,2.295646320843082,0.7435558493060146,0.01834814024872374,0.00010137094060068363,0.13046440055307984,0.12326706377043131
2024-07-30,91.84132738087997,1.9460021652657316,2.891684000956934,0.004561655333487416,2.2956277040479116,0.7435498193584489,0.029904184963973058,0.00010137011852194257,0.12397565495233577,0.12326606412268216
2024-07-31,91.84253769244104,1.9460278102448019,2.8915193654957925,0.004561715448300052,2.2956579564933994,0.7435596180729084,0.02909360741471366,0.00010137145440666781,0.12367317437613473,0.12326768855850806
