date,ABN AMRO CLEARING HONG KONG LTD,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,STANDARD CHARTERED BANK (HONG KONG) LTD,BOCI SECURITIES LTD,VALUABLE CAPITAL LTD,LONG BRIDGE HK LTD,INTERACTIVE BROKERS HONG KONG LTD,GUOTAI JUNAN SECURITIES (HONG KONG) LTD
2025-03-24,0.0,0.0,0.0,93.35167354424576,0.0,0.0,6.648326455754241,0.0,0.0,0.0
2025-03-26,50.96825039405539,19.820986264354875,1.013285296104481,22.42175185768971,2.837198829092547,0.5629362756136005,2.07160549425805,0.13510470614726414,0.16888088268408016,0.0
2025-03-27,34.54306443669755,16.953943873336925,2.7144302992465517,37.85079164420799,3.0673062381486034,0.9965836955805197,1.9272455124650516,1.752746421799202,0.15511030281408866,0.038777575703522166
2025-03-28,43.5066937662328,15.275460649274889,2.4560530002117926,33.526423934812414,1.7946650515919755,1.0886891513798114,0.6985445749467731,1.4491084267512846,0.16720481847130209,0.037156626326956016
2025-03-31,36.57174237665547,16.738446030068342,3.0617503131335546,34.23217395556325,3.272386698312276,1.3277614994301534,3.5018299035962404,1.0870342020830435,0.16926138094718668,0.03761364021048593
2025-04-01,36.378279660151776,16.221438267333657,3.2328686320995494,32.65008261775393,1.996438172805336,1.3347399147732644,6.18971456227715,1.0700606115604356,0.17015098063681838,0.7562265806080818
2025-04-02,47.0493864511312,20.55090332268424,2.6756892536658885,19.890030281918836,2.2621231760764515,1.1768591738115528,4.6102903011815775,0.7993760425889791,0.12490250665452798,0.8604394902867484
2025-04-03,23.466120057734386,18.45195243651168,3.666913728229916,40.99212358279459,2.8441632592266854,2.1065249077065475,5.709604547824145,1.4114426149279562,0.25179001422081626,1.0993648508232823
2025-04-07,31.064579168155664,17.028051163674178,2.5884466422631522,37.22018859602525,2.5498131102890755,2.041138272630396,5.1897711285176635,1.1235918882460698,0.19638712086822424,0.99803290933032
2025-04-08,31.617471192060577,12.332779618034737,3.0831129939615542,38.170314962435825,5.881177283911786,1.9134303809495725,5.183299422366821,0.688048595889401,0.11467476598156685,1.0156907844081635
2025-04-09,8.477440125580939,31.2030116169636,4.149694223494827,36.38068175624362,7.394595223127823,2.609002147521266,7.212909836810185,0.9920022092942977,0.12717977042234585,1.4534830905410956
2025-04-10,28.630420277972334,25.408211702456075,3.45224777844536,28.032915854779873,4.1991283074359425,2.794992912933647,5.297872552306533,0.7402415909551108,0.1161814156207573,1.327787607094369
2025-04-11,26.536675513349273,26.996320814209547,4.4716776884866105,29.595357009169298,4.636920679991772,3.0856599434127063,0.9341287478965241,2.2763065156323243,0.11803070821797237,1.34892237963397
2025-04-14,42.881882756655884,26.78453102342242,4.507143245847378,11.395901956830018,6.306159228919982,3.037840156469575,2.5608768442314647,1.133188003572423,0.11203836193512658,1.2804384221157323
2025-04-15,18.29565985895165,30.035315541332725,13.695017693406934,14.304397871802092,10.726516590464447,4.080352656505578,3.830898782308731,3.4709724781104225,0.13541781742114586,1.425450709696272
2025-04-16,19.392968836960463,30.262869699787792,14.244011734164443,15.267340028653193,9.730595361629856,3.913781898220127,3.597806845886759,2.0287034610040107,0.12567189581440774,1.4362502378789457
2025-04-17,16.544003392891746,31.272005352579217,14.094394050739819,17.16188992844947,9.933714302428038,4.131430681539817,3.6744140132278904,1.5977302724184956,0.12796466712733948,1.4624533385981653
2025-04-22,16.66407776810453,31.85176087247086,13.961990152552353,16.548480436957913,9.814935897667462,4.226527420048189,3.630478681323445,1.7303475506009254,0.1264345809416125,1.4449666393327143
2025-04-23,15.075923087792523,32.33044568356141,13.815067227530136,17.300536588370417,9.945544070173149,4.347778828490995,3.6412647688612085,1.967369919892175,0.12681021583098734,1.449259609496998
2025-04-24,9.053503023493423,33.634396520590315,12.464386365109597,20.332568842738212,8.223161286937088,4.861666301398617,4.071452604155413,2.5188061599627116,0.910597815182598,3.9294610804320245
2025-04-25,20.217808559630857,26.620613660794756,12.54929438291068,18.319394663480683,6.309082143830305,4.416656935049692,4.31484924976719,4.449594715582266,0.8833313870099382,1.9193743019436285
2025-04-28,28.610784200947993,25.691599342836835,10.748216250335513,16.40843221751275,6.058407293685276,4.141189795683606,3.126539304433492,2.869927116239422,0.8701217875546039,1.4747826907705148
2025-04-29,35.19916719160804,25.319327010377574,7.878556662615006,14.760464077744556,6.745866271555867,2.904182673681658,3.0431812334199857,1.3278798579257274,1.3426669387489538,1.4787080823226364
2025-04-30,44.91244552310864,24.03826358261495,7.353474197598523,7.512954119076408,6.648862908159862,3.241791858405027,2.644467061596945,1.1540547045127019,1.0438685769461624,1.4498174679807811
2025-05-02,45.937655423023735,23.232166420864704,7.621298236838095,6.8307071334316545,5.893497316302564,2.863377232701148,2.357398926521025,2.2596531173725927,1.566807823114584,1.4374383698298936
