date,THE HONGKONG AND SHANGHAI BANKING,ABN AMRO CLEARING HONG KONG LTD,CITIBANK N.A.,HANG SENG SECURITIES LTD,INTERACTIVE BROKERS HONG KONG LTD,IFAST SECURITIES (HK) LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,CMB WING LUNG BANK LTD,FUTU SECURITIES INTERNATIONAL
2024-03-08,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-12,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-14,0.0,81.13636363636364,0.0,0.0,0.0,0.0,0.0,0.0,18.863636363636363
2024-03-15,0.0,57.865168539325836,30.47752808988764,0.0,0.0,0.0,0.0,0.0,11.657303370786517
2024-04-02,0.0,59.6045197740113,30.64971751412429,0.0,0.0,0.0,0.0,0.0,9.745762711864407
2024-04-03,48.47401704701677,23.20593896068188,11.932911740445421,0.0,0.0,0.0,12.592796260654385,0.0,3.7943359912015397
2024-04-05,48.44737565265183,23.248145094806265,11.926353393789503,0.0,0.0,0.0,12.585875240450672,0.0,3.7922506183017313
2024-05-02,48.16247582205029,23.376623376623375,11.992263056092844,0.0,0.0,0.0,12.655429676706273,0.0,3.8132080685272176
2024-05-03,46.780878695772316,24.758220502901356,11.992263056092844,0.0,0.0,0.0,12.655429676706273,0.0,3.8132080685272176
2024-05-06,42.9368501141263,23.231042353537916,11.006847577986305,0.0,0.0,7.709865584580269,11.615521176768958,0.0,3.499873193000254
2024-05-16,42.828231722742224,23.17227422210979,11.231975714647104,0.0,0.0,7.690361750569188,11.586137111054896,0.0,3.4910194788768023
2024-05-17,42.828231722742224,23.425246648115355,11.231975714647104,0.0,0.0,7.690361750569188,11.586137111054896,0.0,3.2380470528712366
2024-05-23,43.01647655259823,22.458808618504435,11.254752851711027,0.0,0.0,7.7059569074778205,11.609632446134349,0.0,3.954372623574144
2024-05-27,43.01647655259823,21.951837769328264,11.254752851711027,0.0,0.0,7.7059569074778205,11.609632446134349,0.0,4.4613434727503165
2024-05-30,43.01647655259823,22.15462610899873,11.254752851711027,0.0,0.0,7.7059569074778205,11.609632446134349,0.0,4.258555133079848
2024-06-04,39.11039410002305,6.222631942843973,10.232772528232312,2.4890527771375894,20.511638626411617,7.006222631942843,10.555427517861258,0.0,3.8718598755473614
2024-06-05,42.775529635801,6.474648893120685,10.56891216377053,2.570816472268507,15.47250654606046,7.236372292311355,10.902166150916448,0.0,3.9990478457510115
2024-06-06,41.395991706979956,9.49090071412117,10.228058051140291,2.48790601243953,14.973508408200875,7.00299470168164,10.550564386086156,0.0,3.8700760193503805
2024-06-07,40.96413068311629,9.41283984464245,10.143934201507882,2.467443454420836,15.764222069910899,6.945396390221613,10.463787982636509,0.0,3.838245373543523
2024-06-11,40.77780304753241,9.370025017057085,10.09779395042074,2.4562201501023426,16.14737320900614,6.9138048669547425,10.41619285876734,0.0,3.8207869001591996
2024-06-12,41.76566503610529,9.59701840204985,10.3424178895877,2.515723270440252,14.209177731190309,7.081295131609597,10.668530165385512,0.0,3.820172373631493
2024-06-13,40.81493284771227,18.939221488732073,10.106988390621444,2.4584566355565673,6.601411336216708,6.920100159344411,10.425677213749147,0.0,3.73321192806738
2024-06-20,40.908053844398815,18.982432124115903,10.130047912388775,2.4640657084188913,6.616472735569245,6.935888660734657,10.449463837554186,0.0,3.51357517681953
2024-06-21,40.908053844398815,19.21058635637691,10.130047912388775,2.4640657084188913,6.616472735569245,6.935888660734657,10.449463837554186,0.0,3.285420944558522
2024-06-28,39.37882566311494,21.038313307639992,10.065744729086374,2.4484243935615506,6.574472908637498,6.8918612559510315,10.38313307639991,0.0,3.2192246656087056
2024-07-03,39.360978925900746,21.028778608656243,10.061182868796736,2.492635395422615,6.5714933152050765,6.888737820077045,10.378427373668705,0.0,3.21776569227283
2024-07-05,39.01609612332804,21.355701654953524,10.065744729086374,2.493765586034913,6.574472908637498,6.8918612559510315,10.38313307639991,0.0,3.2192246656087056
2024-07-10,39.05150896301339,21.420467438166554,10.074880871341048,2.496029044701611,6.580440208758794,6.898116632629907,10.392557295212162,0.0,3.0859995461765375
2024-07-11,38.99841377747564,21.39134375708135,10.061182868796736,2.492635395422615,6.5714933152050765,6.888737820077045,10.378427373668705,0.0,3.21776569227283
2024-07-15,39.05150896301339,21.420467438166554,10.074880871341048,2.496029044701611,6.580440208758794,6.898116632629907,10.392557295212162,0.0,3.0859995461765375
2024-07-17,38.6307519640853,22.267115600448932,9.966329966329965,2.4691358024691357,6.509539842873176,6.823793490460157,10.280583613916948,0.0,3.052749719416386
2024-07-24,38.423755302522885,22.906898861352982,9.912926992632284,2.4559053360125027,6.474659522214781,6.5639651707970526,10.22549676267024,0.0,3.036392051797276
2024-07-29,38.475296221775096,22.937625754527165,9.926224010731053,2.4591996422982336,6.4833445115135255,6.572769953051644,10.239213056114464,0.0,2.9063268499888215
2024-08-05,35.83724569640063,25.575676279901632,9.926224010731053,2.4591996422982336,6.4833445115135255,6.572769953051644,10.239213056114464,0.0,2.9063268499888215
2024-08-07,34.0701381509033,30.350690754516474,9.436769394261423,2.3379383634431457,5.313496280552603,6.2486716259298625,9.73432518597237,0.0,2.507970244420829
2024-08-08,30.84471810659996,36.94439099480469,8.543390417548585,2.116605734077352,4.810467577448528,5.657109871079468,8.812776601885703,0.0,2.270540696555705
2024-08-13,30.82099596231494,36.915977696596805,8.536819842338012,2.1149778888675255,4.8067679292443755,5.652759084791386,8.805998846375697,0.0,2.3457027494712555
2024-08-16,30.76184993283439,34.73421608136634,8.520437535981577,2.1109192093648055,7.100364613317982,5.6419113413932065,8.789099980809825,0.0,2.3412013049318747
2024-08-19,30.56244041944709,33.63203050524309,8.465204957102001,2.0972354623450906,8.57959961868446,5.605338417540515,8.732125834127741,0.0,2.32602478551001
