date,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA MERCHANTS SECURITIES (HK) CO LTD,CHINA INTERNATIONAL CAPITAL CORPORATION,CMB WING LUNG BANK LTD,ICBC INTERNATIONAL SECURITIES LTD,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,CITIBANK N.A.,THE HONGKONG AND SHANGHAI BANKING,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES (INTERNATIONAL)
2024-03-01,24.31547670414059,0.0,21.730047861307806,10.627571199550987,0.0,0.0,14.156608397503318,8.25035735235851,20.919938485138786,0.0
2024-03-04,24.228500357938458,0.0,21.72617537172668,10.625677270968518,0.0,0.0,14.146477811201422,8.24534372825388,21.027825459911043,0.0
2024-03-05,24.31654169615728,0.0,21.721874223987133,10.613154183037105,0.0,0.0,14.147011466652659,8.198282308460833,21.003136121704998,0.0
2024-03-06,20.44428718195204,7.409747292844789,18.20732461386985,8.900510861201953,0.0,8.598988656556958,11.821801458691901,6.87775736711511,17.7395825677674,0.0
2024-03-07,20.453785845685303,7.40442054213576,18.194235654764583,8.894112424026316,0.0,8.592806978948673,11.82090233573323,6.872987754074771,17.766748464631366,0.0
2024-03-08,20.436135965969772,7.400180157302122,18.1838161276063,8.88901891816493,0.0,8.570426181847173,11.803394903534128,6.869051711697341,17.84797603387823,0.0
2024-03-11,20.422853485669204,7.398119895529205,18.178753626362127,8.886544153296166,0.0,8.568040115418421,11.796181384940576,6.858411828405378,17.89109551037892,0.0
2024-03-12,20.416458437075793,7.397383904640363,18.176945140256407,8.885660088746999,0.0,8.56718773676692,11.804258080014836,6.840276283282963,17.911830329215714,0.0
2024-03-13,20.50364648080477,7.393673900808935,18.167828871994097,8.881203670991887,0.0,8.562891042187095,11.798686790082511,6.836845685176099,17.85522355795461,0.0
2024-03-14,20.28894941656306,7.381889617896939,18.16029591085897,8.877521240770967,0.0,8.559340594531538,11.94720507559298,6.831046576773105,17.95375156701244,0.0
2024-03-15,20.211601936902408,7.319524115102018,18.17863352538447,8.87775800913189,0.0,8.56798350922772,11.966250881134801,6.859588357881295,18.0186596652354,0.0
2024-03-18,20.175611140500585,7.315935781932064,18.169721608074298,8.873405765319582,0.0,8.5637831296754,11.971201242914228,6.866344364227124,18.063996967356722,0.0
2024-03-19,20.20660649439443,7.314461882135061,18.166061058038323,8.866385252278238,0.0,8.56205783320033,11.973586242147118,6.864961041045204,18.045880196761292,0.0
2024-03-20,20.39901060399025,7.298981680652604,18.128479338073227,8.818451178159075,0.0,8.544344755016551,11.945421128179083,6.850758895484225,18.01455242044499,0.0
2024-03-21,20.54224948588618,7.234097953235313,18.11856049460395,8.81362623750926,0.0,8.53966978936764,11.95723932389399,6.847010560951426,17.94754615455224,0.0
2024-03-22,20.59171390671119,7.1214503907079285,18.11922246392552,8.807511053036254,0.0,8.539981789839121,12.048492816434166,6.844651046129806,17.926976533216013,0.0
2024-03-25,20.782175032220742,7.092016745469028,18.044333959934285,8.765910981064026,0.0,8.504685216731376,12.031874353962115,6.853785415612436,17.92521829500599,0.0
2024-03-26,20.772871309267096,7.072391435422262,17.973667399334374,8.741653604492596,0.0,8.985149097598065,11.959030000806985,6.9424611014756294,17.552776051602994,0.0
2024-03-27,20.839639230946766,7.083810783472311,18.00268835577364,8.75576820574935,0.0,8.999656855796113,11.907645029340005,6.953670659143012,17.457120879778806,0.0
2024-03-28,20.907987001644397,7.069850659944901,17.967210311405427,8.737908630433532,0.0,8.981921158831376,11.911208845184758,6.939967003817118,17.483946388738485,0.0
2024-04-02,20.777401920889822,7.0716400063840155,17.971757729072063,8.740120154614905,0.0,8.98419444145289,11.914050755602998,6.937577205100112,17.60325778688319,0.0
2024-04-03,20.64872848377731,7.067866948973385,17.96216893868956,8.735456883423302,0.0,8.979400944981737,11.907866710137395,6.926450902477667,17.77206018753964,0.0
2024-04-05,20.35015852966369,7.0364839172739435,17.90304087876214,8.670969931063567,0.0,9.14581320921223,11.81588510112983,6.893890816123801,18.183757616770794,0.0
2024-04-08,20.953716032193366,7.017861404522066,17.85565931561472,8.648021644673547,0.0,9.121265324131647,12.130021884573207,6.87564568529672,17.397808708994727,0.0
2024-04-09,20.9572192689155,7.0190347157259305,17.858644590461257,8.649467501196222,0.0,9.122790301924928,12.115330966092012,6.876795219556711,17.40071743612744,0.0
2024-04-10,21.146838355615234,7.022069899247974,17.86636705743603,8.653207719373981,0.0,9.075270094424221,12.20101551279938,6.875651687560383,17.159579673542797,0.0
2024-04-11,21.255428289275493,7.014681201821407,17.84756787397682,8.644102721200362,0.0,9.014310049046216,12.15767364360652,6.8792990370780736,17.186937183995106,0.0
2024-04-12,21.62672367512564,7.004448208776602,17.82153190275212,8.631492733592992,0.0,8.949824053729985,12.08851656026749,6.878161770497535,16.99930109525764,0.0
2024-04-15,21.930350726856133,6.989180770088834,17.835846097181076,8.638425519499107,0.0,8.905635338898202,12.03366202228917,6.8836862868765945,16.78321323831089,0.0
2024-04-16,22.215731654316528,6.9854052425953315,17.82621124446729,8.633759076589369,0.0,8.90013989125115,11.844289050800487,6.879882164698195,16.714581675281647,0.0
2024-04-17,22.395708937054987,6.973838527622089,17.796693886868585,8.619462951036393,0.0,8.885402681630678,11.721208146822756,6.8684901790817685,16.73919468988274,0.0
2024-04-18,22.526183415020938,6.9687655831808,17.783748126944676,8.613192938260623,0.0,8.878939217648272,11.651977719143225,6.876642159786959,16.700550840014504,0.0
2024-04-19,22.641152871850554,6.958700385121906,17.7822450873894,8.612464971940415,0.0,8.878188791092645,11.595672316863997,6.876060962555651,16.65551461318544,0.0
2024-04-22,22.81884291041357,6.955613536134747,17.774356961417663,8.608644520231874,0.0,8.938079874070516,11.670813464801459,6.894258797112028,16.339389935818147,0.0
2024-04-23,22.924124332803174,6.956824581586103,17.777451663852908,8.610143375758335,0.0,8.939636087755925,11.631878296258767,6.897166125886521,16.262775536098264,0.0
