date,PHILLIP SECURITIES (HONG KONG) LTD,YUANTA SECURITIES (HONG KONG) CO LTD,REALINK FINANCIAL TRADE LTD,FUTU SECURITIES INTERNATIONAL,EVER-LONG SECURITIES CO LTD,THE HONGKONG AND SHANGHAI BANKING,CMB INTERNATIONAL SECURITIES LTD,HANG SENG SECURITIES LTD,UOB KAY HIAN (HONG KONG) LTD
2024-08-13,0.0,51.542486976658864,13.110090848953421,13.798212613182681,0.0,10.363740269108987,0.0,11.185469292096045,0.0
2024-08-29,0.0,51.53900806409335,13.109205970041582,13.804030890470024,0.0,10.36304075792195,0.0,11.184714317473091,0.0
2024-09-10,0.0,40.064685212650694,13.109205970041582,13.804030890470024,11.474322851442665,10.36304075792195,0.0,11.184714317473091,0.0
2024-09-24,0.0,40.02146458153576,13.149002698553058,13.897016625031602,11.461944681674861,10.351861407343012,0.0,11.118710005861706,0.0
2024-10-02,0.0,40.01884409096863,13.148141739617673,13.902848567225664,11.461194186453525,10.350989431073266,0.0,11.11798198466124,0.0
2024-10-03,0.0,39.99188204826058,13.139283393826645,13.893481750033718,11.453472394028987,10.411388987996983,0.0,11.110491425853086,0.0
2024-10-04,0.0,39.967647253553196,13.21212012908752,13.864862637613653,11.446531671613847,10.40507976067834,0.0,11.103758547453445,0.0
2024-10-07,0.0,39.97454633117054,13.214400759760672,13.867255942450535,11.44850753248829,10.389614194118241,0.0,11.105675240011731,0.0
2024-10-08,0.0,40.036559587890466,13.27536968579546,13.828064703555732,11.466267815013838,10.270834527314676,0.0,11.122903680429829,0.0
2024-10-09,0.0,40.115024993652305,13.301387337655573,13.726761987660405,11.488739909667823,10.223382936373378,0.0,11.14470283499052,0.0
2024-10-14,40.43837422937934,23.82714049616886,7.924715978545126,8.293784901432195,6.823972314486007,6.0723876305611055,0.0,6.619624449427362,0.0
2024-10-15,40.399454028558935,23.804207895371736,7.937139969106971,8.361997010439785,6.8174045338090155,6.066543217907416,0.0,6.613253344806143,0.0
2024-10-16,40.40269467898197,23.806117354750363,7.937776648404182,8.354646650444755,6.817951393300505,6.067029846905709,0.0,6.613783427212513,0.0
2024-10-17,38.05795532114195,22.424547616331914,7.49978073591374,7.510899208213358,6.4222768201382285,5.714934429007004,6.139648284085501,6.2299575851683064,0.0
2024-10-21,38.06099670820675,22.426339665549456,7.500380078046723,7.503943215281948,6.42279005395446,5.714955897345378,6.140138931749468,6.230455449865817,0.0
2024-10-23,38.04662226896583,22.417869943660925,7.516430845424516,7.519992636975075,6.4203643685186425,5.712797538568261,6.1378199947368115,6.228102403149936,0.0
2024-10-24,38.04087553292304,22.414483845933322,7.4699821555934385,7.579274614451161,6.419394607285605,5.711934651469165,6.13689291029976,6.227161682044515,0.0
2024-10-28,38.05380813113676,22.42210400476738,7.491408685477506,7.528967733766557,6.421576982167054,5.713876514132305,6.138979244254426,6.2292787042980144,0.0
2024-10-29,36.27904504794991,21.37637627371077,7.242856836649958,7.069793032011853,6.122085858321623,5.447391302869757,5.852667984850186,5.938756035944509,4.6710276276914415
2024-10-30,36.271207796832826,21.371758400538834,7.262894878525458,7.1330738484928755,6.120763322842297,5.446214519591224,5.851403650889864,5.87266502240401,4.67001855988261
2024-10-31,36.12035040007582,21.282870049908652,7.5661365098454825,6.934889036170608,6.095306149587361,5.566981864269895,5.827066784935685,5.955803953384017,4.650595251822482
2024-11-01,36.23989262427775,21.353306842325857,7.717083960085981,6.500978174445805,6.1154788900575605,5.585406087367832,5.846351772936327,5.97551500390297,4.665986644599909
2024-11-04,36.23858899883054,21.35253871879772,7.745584049240698,6.47556384269862,6.1152589033709095,5.58520516851898,5.846141467320258,5.975300052012795,4.665818799209489
2024-11-06,36.10999268428899,21.276767065949105,7.635655798205667,6.871964834462252,6.093558285902987,5.586892176880541,5.821811394363277,5.95409609274734,4.649261667199841
2024-11-07,36.09446724382201,21.26761914993316,7.524885711065604,6.954999961017995,6.090938369105247,5.648982389076417,5.819308314758598,5.9515361375230125,4.647262723697952
2024-11-08,36.080247313292595,21.2592404678267,7.511176694781294,7.0024008469286345,6.088538757001747,5.646756891839071,5.817015715191853,5.949191444918265,4.645431868219839
2024-11-11,36.069912581023836,21.25315102623933,7.509025212850201,7.029038837531617,6.0867947717841515,5.6451394494707525,5.815349504328671,5.9474873739825815,4.644101242788866
2024-11-12,36.07378741174059,21.25543415798353,7.50983187412176,7.0906684224873855,6.087448649147877,5.574128838831059,5.815974221531337,5.948126286170474,4.6446001379859885
2024-11-13,36.067794692122504,21.25190312156045,7.515744825840819,7.100231264570931,6.086437378206807,5.571913949976989,5.81500804899121,5.947138160008973,4.643828558721317
2024-11-14,36.06801783357234,21.252034601195252,7.515791323671124,7.100275191733989,6.086475033308056,5.571329749578644,5.815044024834422,5.947174953304564,4.643857288801607
2024-11-18,42.78520075592455,18.24564657910715,8.290287292272142,6.541915894551787,5.06279778222535,5.250812818782412,4.851909025288192,5.078836427787806,3.8925934240606157
2024-11-19,42.77246261893117,18.240214431038396,8.28781908332658,6.548899904996006,5.061290471038763,5.270090139022872,4.8504645005284255,5.077324341528045,3.891434509589743
2024-11-20,42.77163743880422,18.23478551655743,8.350831902014674,6.621359316463414,5.059784057107366,5.146491493053521,4.8490208356490525,5.075813155365926,3.890276284984396
2024-11-21,42.68905020693799,18.199576192115703,8.444619456151615,6.688780322297728,5.050014181925121,5.112789422922344,4.839657920594634,5.092747698992229,3.882764598062628
2024-11-22,42.66496952856962,18.189309902783933,8.44876265145512,6.7087585820146485,5.047165494341745,5.133656691173663,4.836927893919555,5.089874905646952,3.880574350094758
2024-11-25,42.661169799437396,18.18768996840928,8.445041550770565,6.7200357278993375,5.046715995327074,5.133199489279466,4.836497118601252,5.089421602945178,3.880228747330458
2024-11-26,42.63712055633256,18.177437080839113,8.458082752584497,6.754818242357041,5.0438710264613995,5.130305767353799,4.833770655742219,5.086552559785611,3.878041358543756
2024-11-28,42.571440013111875,18.14943556651893,8.45986552341956,6.8836461377230656,5.036101172760435,5.122402764869313,4.8263244520978175,5.07871695712558,3.8720674123734242
2024-12-02,42.5462321155291,18.138688711049515,8.454856169176137,6.915098012682383,5.033119137796612,5.143054894531018,4.823466632572515,5.075709688006478,3.8697746386562413
2024-12-06,42.54497250426247,18.138151702352705,8.475329851832496,6.900090432999388,5.032970128747935,5.13994206009261,4.823323830434405,5.075559418034467,3.8696600712435276
2024-12-09,42.58721012332119,18.15615882039601,8.460035875420424,6.909904185637007,5.037966739687351,5.066511859234421,4.8281123096025675,5.080598310589571,3.8735017761114663
2024-12-12,42.59352143933111,18.15884951686356,8.461289631177387,6.89610847067053,5.038713353519288,5.067262703380329,4.828827823542765,5.081351242311672,3.8740758192033535
2024-12-23,42.594783927016785,18.159387751860955,8.461540426922918,6.896312873869164,5.038862702841567,5.064448862031843,4.82897095178052,5.0815018554367,3.8741906482395496
2025-01-02,42.60741292135995,18.16477185723843,8.464049202325308,6.868708415537844,5.040356683153317,5.065950428424092,4.830402700957554,5.083008477897731,3.8753393131057656
2025-01-03,42.60993961893557,18.16584906145869,8.464551135935753,6.863185559477693,5.040655585530588,5.066250848557305,4.830689152679376,5.0833099096045,3.875569127820523
2025-01-06,42.60741292135995,18.16477185723843,8.464049202325308,6.868708415537844,5.040356683153317,5.065950428424092,4.830402700957554,5.083008477897731,3.8753393131057656
2025-01-08,42.60726589912986,18.16481838982049,8.464070884627025,6.868726011065082,5.040369595003398,5.0659634058375085,4.830415074969835,5.0830214990086455,3.8753492405381604
2025-01-09,42.61358319939728,18.167511653742736,8.509806280136873,6.813402529325259,5.041116921252066,5.063749163938172,4.831131271651338,5.083775149175991,3.8759238313802853
2025-01-10,42.61105605450659,18.166434252341464,8.50930161679136,6.818928843143486,5.040817964161053,5.063448864670506,4.830844767494851,5.083473662292488,3.875693974598203
2025-01-14,42.588325231518176,18.15674338711643,8.504762338803063,6.8686361874446415,5.038128945125393,5.060747773204797,4.828267758439878,5.080761888619571,3.873626489728052
2025-01-16,42.637606034620774,18.177753344445826,8.514603569139654,6.7608698365075535,5.04395878321366,5.066603784522627,4.8338547570231,5.086641059140671,3.8781088313861365
2025-01-17,42.637606034620774,18.177753344445826,8.47603211962096,6.799441286026246,5.04395878321366,5.066603784522627,4.8338547570231,5.086641059140671,3.8781088313861365
2025-01-23,42.64772901755546,18.182069090661678,8.478044491714064,6.780281430334105,5.045156315472959,5.064838954129124,4.83500240656924,5.087848724988393,3.8790295685749725
2025-01-24,42.69841611961348,18.20367859749485,8.488120702483153,6.669489191267518,5.051152516418519,5.07085854801816,4.840748838233436,5.093895666139071,3.883639820331812
2025-02-07,42.89213090569433,18.286265307398093,8.47588904353788,6.687808440321613,5.074068657533419,5.090879345470454,4.8627104169262525,4.818531098074363,3.811716785043594
2025-02-12,42.91775062490583,18.297187800002447,8.489911328577946,6.641032112910724,5.07709942824872,5.076000982854772,4.865614942135372,4.821409234719425,3.8139935456447693
2025-02-13,42.91009839736607,18.293925414571135,8.488397578851256,6.624918035140438,5.076194182295676,5.075095932754354,4.864747403829754,4.853309543938411,3.813313511252904
2025-02-14,43.019285520809696,18.340475321635246,8.64470853443828,6.605852370893703,5.089110839714485,5.0341250926075976,4.877126023202406,4.566299597883009,3.8230166988155774
2025-02-17,43.006411144743,18.334986569935303,8.672048420811842,6.612853534457691,5.087587822165439,5.023640434479281,4.87566644632224,4.56493304198733,3.8218725850978816
2025-02-19,42.972766267342,18.320642699826774,8.677225513211951,6.595718721367047,5.08360768841358,5.019710328199178,4.871852103402937,4.561361792760686,3.8971148854758426
2025-02-20,42.931869013715875,18.303206913486488,8.797430379188018,6.5565789379223816,5.078769610462643,5.014502859811849,4.867215553596896,4.557020737103284,3.8934059947125648
2025-02-24,42.933151646573904,18.303753740240918,8.79769321128757,6.5537872215360755,5.078921343823672,5.014652673138928,4.86736096656725,4.5571568826908475,3.8935223141408395
2025-02-27,42.93058645749318,18.302660119404102,8.827041785652087,6.559370487507973,5.0786178861674465,4.984478832576075,4.867070149314742,4.556884599650207,3.8932896822341947
2025-02-28,42.87379757144732,18.27209170518004,8.967385698508773,6.545432840935367,5.070135769676329,4.976153943589926,4.858941351893426,4.549273862462027,3.8867872563067953
2025-03-04,42.88019193600453,18.274816875848465,8.968723129213059,6.531494664104728,5.07089194940153,4.9768961065008535,4.859666033263542,4.549952358820992,3.887366946842296
2025-03-12,42.88019193600453,18.274816875848465,8.959774496361174,6.540443296956614,5.07089194940153,4.9768961065008535,4.859666033263542,4.549952358820992,3.887366946842296
2025-03-17,42.88658820820695,18.27754285952321,8.961110991231266,6.52650229675115,5.071648354719534,4.977638490822916,4.860390930829485,4.550631057597306,3.8879468103181827
2025-03-19,42.88402947035393,18.276452368469272,8.96654263457564,6.526112906753663,5.071345765514736,4.977341510518414,4.860100945853417,4.550359553790901,3.887714844170029
2025-03-21,42.86868345273266,18.269912153765457,8.96333396405257,6.559562466792149,5.069530988255176,4.975560372610647,4.858361762393343,4.548731211054503,3.886323628343487
2025-03-25,42.86612685086894,18.26882257303425,8.962799408883807,6.565135066123511,5.069228651646516,4.9752636402200725,4.858072019491626,4.548459933894694,3.8860918558365882
2025-03-26,42.917739772266756,18.289546855433763,9.017746100765844,6.411377379780527,5.074979220721477,4.980907614717047,4.86358305097965,4.5536197392284015,3.8905002661065358
2025-03-27,42.920302356297405,18.290638909697297,9.018284543197176,6.4147456581564954,5.075282243685312,4.972248640310243,4.863873451646701,4.55389163223319,3.890732564776178
2025-03-28,42.920117840023735,18.290560277433556,9.018245773193998,6.41514798529432,5.075260424823002,4.972227264393939,4.8638525416401155,4.553872054852125,3.8907158383452054
2025-04-07,42.9175552780257,18.2894682325593,9.029648411637892,6.408794428315318,5.074957404464501,4.9719303956695615,4.863562143469876,4.5536001641850214,3.8904835416728236
2025-04-08,42.918836520773894,18.290014238695704,9.029917978985592,6.406000395601755,5.07510891012063,4.9720788256004536,4.863707338220283,4.553736105460119,3.89059968654157
2025-04-09,42.920117840023735,18.290560277433556,9.030187562428875,6.403206196059442,5.075260424823002,4.972227264393939,4.8638525416401155,4.553872054852125,3.8907158383452054
2025-04-14,42.938064346033826,18.298208244551688,9.033963421478596,6.3640698770775534,5.077382580965637,4.974306338519891,4.865886300242459,4.555776199023075,3.892342692107272
