date,KINGSTON SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,YUET SHEUNG INTERNATIONAL SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,VALUABLE CAPITAL LTD,DBS BANK (HONG KONG) LTD,INTERACTIVE BROKERS HONG KONG LTD,HAFOO SECURITIES LTD,BRIGHT SMART SECURITIES INTERNATIONAL
2024-03-01,0.0,0.0,0.0,81.5525534745676,0.0,18.4474465254324,0.0,0.0,0.0,0.0
2024-03-04,0.0,58.77913807724404,0.0,33.63904329269096,0.0,7.581818630065001,0.0,0.0,0.0,0.0
2024-03-05,0.0,57.84029309823706,0.0,33.10174642296758,0.0,7.481489026512469,0.0,0.0,0.0,1.5764714522828884
2024-03-06,0.0,57.859694746487875,0.0,33.052317772785216,0.0,7.526313684974434,0.0,0.0,0.0,1.5616737957524796
2024-03-07,0.0,57.85576922438855,0.0,33.04889070860206,0.0,7.533828195039925,0.0,0.0,0.0,1.561511871969464
2024-03-08,0.0,57.829559987103494,0.0,33.05643118811331,0.0,7.5521406761574035,0.0,0.0,0.0,1.5618681486257966
2024-03-12,0.0,50.22845038938253,0.0,28.61195347344842,0.0,6.6839620243238045,13.123761052325278,0.0,0.0,1.3518730605199638
2024-03-13,0.0,50.19878127913567,0.0,28.605277256340187,0.0,6.723685047515238,13.120698798007577,0.0,0.0,1.3515576190013276
2024-03-15,0.0,50.231966060246855,0.0,28.57399453136711,0.0,6.723081685478373,13.119521388373439,0.0,0.0,1.3514363345342273
2024-03-18,0.0,50.239179346024855,0.0,28.57809774301776,0.0,6.709687165592639,13.121405345233327,0.0,0.0,1.3516304001314223
2024-03-19,0.0,43.26179532635609,0.0,24.60643916248404,13.841921842493566,5.828206901685027,11.297850026867556,0.0,0.0,1.1637867401137167
2024-03-21,0.0,43.25778394505235,0.0,24.604157569469617,13.849910713535095,5.827666490450972,11.296802451656484,0.0,0.0,1.1636788298354765
2024-03-22,0.0,43.227722280542466,0.0,24.58705909925345,13.840285824523422,5.893110829894553,11.288951825610374,0.0,0.0,1.1628701401757333
2024-03-25,0.0,38.8449357514954,0.0,22.094218261844894,12.437042371717535,5.295618170165198,10.144383863707441,0.0,10.13883290126492,1.0449686798046107
2024-03-26,0.0,38.82795756599123,0.0,22.100352173088858,12.44049520780078,5.29708836709422,10.147200200067807,0.0,10.141647696538358,1.0452587894187495
2024-03-28,0.0,38.82795756599123,0.0,22.100352173088858,12.44743583721259,5.2901477376824095,10.147200200067807,0.0,10.141647696538358,1.0452587894187495
2024-04-02,0.0,38.6808363619025,0.0,22.016612758854574,12.400271838305992,5.68496294527047,10.072797395609365,0.0,10.10322045199369,1.0412982480634065
2024-04-03,0.0,38.63787240968449,0.0,22.004745207689634,12.393587755603892,5.757915239949439,10.067367884731567,0.0,10.097774542263705,1.040736960077275
2024-04-05,0.0,38.62072457317864,0.0,22.000488181173587,12.391190098589162,5.785820238337655,10.065420256998204,0.0,10.095821032074255,1.0405356196484963
2024-04-09,0.0,38.61378795587307,0.0,21.996536702563716,12.388964533309784,5.80274192266614,10.063612420166706,0.0,10.09400773499972,1.040348730420858
2024-04-10,0.0,38.734822039725394,0.0,22.063905473966116,12.426908202844801,5.483755666131771,10.122150969276333,0.0,10.124922642597603,1.043535005457979
2024-04-11,0.0,38.761979125918046,0.0,22.0485842916671,12.415858823456402,5.492406654297924,10.117664111725608,0.0,10.120434556444044,1.0430724364908792
2024-04-12,0.0,38.74016459860395,0.0,22.070174319063735,12.412420031104585,5.501964144421172,10.114861845167944,0.0,10.117631522562567,1.042783539076049
2024-04-15,0.0,38.729973992925004,0.0,22.0643687566434,12.409154942291229,5.526821865879429,10.112201129354546,0.0,10.114970078185147,1.042509234721245
2024-04-16,0.0,38.726757020668046,0.0,22.06253605564106,12.40812421845989,5.534668955917234,10.11136119410192,0.0,10.114129912939298,1.0424226422725555
2024-04-22,0.0,34.30551274540023,11.45335052536884,19.530499392553306,10.984089131919852,4.899475219390608,8.950917209211855,0.0,8.953368172303097,0.922787603852208
2024-04-26,0.0,31.920103270339972,10.659996348272598,18.177654804453283,10.223239896134725,4.560096875710876,8.330902346221169,6.935955252925921,8.333183535253541,0.8588676706879163
2024-04-29,0.0,31.710903426108693,10.665592301674533,18.187197144424033,10.370114540199081,4.594444105129646,8.33527564427892,6.939596275035612,8.337558030818974,0.8593185323305075
2024-04-30,0.0,31.602709029531304,10.629202379012472,18.125144266458566,10.33473275778693,4.919958216521287,8.306836526461279,6.915919074125278,8.309111125729203,0.8563866243736777
2024-05-03,0.0,31.533815181304366,10.628597983982637,18.124113639068188,10.334145106814567,4.979951912246947,8.32001100479531,6.9143885879108105,8.308638655144142,0.8563379287330329
2024-05-08,0.0,31.513579166089283,10.629444156271434,18.125556550235167,10.33496783688969,4.992858960628248,8.320673384044706,6.9149390616445885,8.309300129009106,0.8586807551877738
2024-05-09,0.0,31.513579166089283,10.629444156271434,18.125556550235167,10.33496783688969,4.992858960628248,8.329771988073185,6.9149390616445885,8.300201524980627,0.8586807551877738
2024-05-10,0.0,31.49119081336258,10.629565049025656,18.125762699157058,10.335085380451536,5.014525176669603,8.32986672577187,6.915017707904557,8.300295926363068,0.8586905212940692
2024-05-13,0.0,31.49005347492378,10.629565049025656,18.125762699157058,10.335085380451536,5.015662515108404,8.32986672577187,6.915017707904557,8.300295926363068,0.8586905212940692
2024-05-14,0.0,31.452612777102317,10.626906043505322,18.121228505814713,10.332500039569476,5.068986426486917,8.327782994075857,6.913287903328948,8.298219591857675,0.8584757182587756
2024-05-16,0.0,31.485821973790102,10.634282012329304,17.989300087195197,10.339671665803271,5.113467083608805,8.356320040503574,6.918086308042175,8.30397925593615,0.8590715727914213
