date,ABN AMRO CLEARING HONG KONG LTD,BNP PARIBAS,INTERACTIVE BROKERS HONG KONG LTD,MERRILL LYNCH FAR EAST LTD
2024-05-07,100.0,0.0,0.0,0.0
2024-06-03,95.29761904761904,4.7023809523809526,0.0,0.0
2024-06-06,95.03486750348675,4.96513249651325,0.0,0.0
2024-06-13,75.0,25.0,0.0,0.0
2024-06-25,72.10526315789474,27.89473684210526,0.0,0.0
2024-06-26,71.90789473684211,27.89473684210526,0.0,0.19736842105263158
2024-07-08,85.0657894736842,14.736842105263156,0.0,0.19736842105263158
2024-07-10,79.80263157894737,20.0,0.0,0.19736842105263158
2024-07-29,88.71323529411764,11.176470588235295,0.0,0.11029411764705882
2024-08-30,58.11732605729877,41.47339699863574,0.0,0.4092769440654843
2024-09-25,69.03137789904503,30.559345156889496,0.0,0.4092769440654843
2024-09-30,66.84856753069577,32.74215552523875,0.0,0.4092769440654843
2024-10-02,69.03137789904503,30.559345156889496,0.0,0.4092769440654843
2024-10-28,69.03137789904503,30.559345156889496,0.0,0.4092769440654843
2025-02-26,69.15760869565217,30.434782608695656,0.0,0.4076086956521739
2025-04-24,67.11956521739131,30.434782608695656,2.0380434782608696,0.4076086956521739
2025-05-02,65.08152173913044,30.434782608695656,4.076086956521739,0.4076086956521739
