date,KCG SECURITIES ASIA LTD,CITIC SECURITIES BROKERAGE (HK) LTD,CMB INTERNATIONAL SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,HANG SENG SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,BOCI SECURITIES LTD,PHILLIP SECURITIES (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,TOTAL_CCASS_PCT
2024-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.069790521424067,3.069790521424067
2024-03-04,0.0,0.0,0.0,4.947218867714775,0.0,0.0,0.0,0.0,3.0317865221720157,7.979005389886791
2024-03-05,0.0,0.0,0.0,4.95101926763998,0.0,0.0,0.0,0.0,3.035586922097221,7.986606189737201
2024-03-06,0.0,0.0,0.0,4.95101926763998,0.0,0.0,0.0,0.0,3.0545889217232465,8.005608189363226
2024-03-11,0.0,0.0,0.0,4.95101926763998,0.0,0.0,0.0,0.0,3.1077945206761175,8.058813788316098
2024-03-12,0.0,0.0,0.0,4.95101926763998,0.0,3.425059507232089,0.0,0.0,3.092592920975297,11.468671695847366
2024-03-14,0.0,0.0,0.0,4.931979264014703,0.0,3.425059507232089,0.0,0.0,3.2522097178339107,11.609248489080702
2024-03-15,0.0,0.0,0.0,4.931979264014703,0.0,3.422209207288185,0.0,0.0,3.271211717459936,11.625400188762825
2024-03-18,0.0,0.0,0.0,4.931979264014703,0.0,3.422209207288185,0.0,0.0,3.2788125173103464,11.633000988613235
2024-03-19,0.0,0.0,0.0,4.931979264014703,0.0,3.44102118691795,0.0,0.0,3.2864133171607564,11.65941376809341
2024-03-20,0.0,0.0,0.0,4.931979264014703,0.0,3.44102118691795,0.0,0.0,3.2332077182078853,11.606208169140539
2024-03-25,21.75499127994437,0.0,0.0,4.931979264014703,0.0,3.44102118691795,0.0,0.0,3.2902137170859618,33.41820544796298
2024-03-26,21.75499127994437,0.0,0.0,4.931979264014703,0.0,3.44102118691795,0.0,0.0,3.2864133171607564,33.41440504803778
2024-03-27,21.75499127994437,0.0,0.0,4.911077064426075,0.0,3.399216787740694,0.0,0.0,3.309215716711987,33.374500848823125
2024-03-28,21.75499127994437,0.0,0.0,4.911048561426636,0.0,3.399216787740694,3.1638131756536256,0.0,3.313016116637192,36.54208592140252
2024-04-02,21.75499127994437,0.0,0.0,4.911048561426636,0.0,3.399216787740694,3.1638131756536256,0.0,3.2978145169363717,36.526884321701694
2024-04-03,21.75499127994437,0.0,0.0,4.910953551428506,0.0,3.3925660878715855,3.1638131756536256,0.0,3.2978145169363717,36.520138611834454
2024-04-05,21.75499127994437,0.0,0.0,4.903352751578096,0.0,3.384965288021175,3.1638131756536256,0.0,3.305415316786782,36.512537811984046
2024-04-08,21.75499127994437,8.842457012973371,0.0,4.903352751578096,0.0,3.384965288021175,3.1638131756536256,0.0,3.305415316786782,45.354994824957416
2024-04-11,21.75499127994437,8.842457012973371,0.0,4.903352751578096,0.0,3.384965288021175,3.1638131756536256,2.322166157117912,3.305415316786782,47.67716098207533
2024-04-12,21.75499127994437,8.842457012973371,0.0,4.903352751578096,0.0,3.3848845295227643,3.1638131756536256,2.322166157117912,3.3016149168615767,47.67327982365172
2024-04-15,21.75499127994437,8.842457012973371,0.0,4.903162731581835,0.0,3.3848845295227643,3.1638131756536256,2.322166157117912,3.3016149168615767,47.67308980365546
2024-04-16,21.75499127994437,8.842457012973371,0.0,4.903162731581835,0.0,3.3848845295227643,3.1638131756536256,2.322166157117912,3.2978145169363717,47.66928940373025
2024-04-17,21.75499127994437,8.842457012973371,0.0,4.903162731581835,0.0,3.3848845295227643,3.1638131756536256,2.322166157117912,3.305415316786782,47.676890203580655
2024-04-18,21.75499127994437,8.842457012973371,0.0,4.903067721583705,0.0,3.3848845295227643,3.1638131756536256,2.322166157117912,3.305415316786782,47.67679519358253
2024-04-19,21.75499127994437,8.842457012973371,0.0,4.903067721583705,0.0,3.3848845295227643,3.1638131756536256,2.322166157117912,3.2940141170111668,47.665393993806916
2024-04-24,21.75499127994437,8.842457012973371,0.0,4.903067721583705,0.0,3.3685903148434475,3.1638131756536256,2.322166157117912,3.2978145169363717,47.65290017905281
2024-04-25,21.75499127994437,8.842457012973371,0.0,4.903067721583705,0.0,3.3685903148434475,3.1638131756536256,2.322166157117912,3.2940141170111668,47.649099779127596
2024-04-26,21.75499127994437,8.842457012973371,0.0,4.903039218584266,0.0,3.3685903148434475,3.1638131756536256,2.322166157117912,3.2902137170859618,47.64527087620296
2024-04-29,21.75499127994437,8.842457012973371,0.0,4.903039218584266,0.0,3.3685903148434475,3.1638131756536256,2.322166157117912,3.2940141170111668,47.649071276128154
2024-04-30,21.75499127994437,8.842457012973371,0.0,4.903039218584266,0.0,3.3685903148434475,3.1638131756536256,2.322166157117912,3.3016149168615767,47.65667207597857
2024-05-02,21.75499127994437,8.842457012973371,0.0,4.902507162594738,3.4676682610535146,3.3685903148434475,3.1638131756536256,2.322166157117912,3.316816516562397,51.139009880743366
2024-05-03,21.75499127994437,8.842457012973371,0.0,4.902507162594738,3.4676682610535146,3.3685903148434475,3.1638131756536256,2.322166157117912,3.313016116637192,51.13520948081817
2024-05-06,21.75499127994437,8.842457012973371,0.0,4.967113961323224,3.4676682610535146,3.3685903148434475,3.1638131756536256,2.322166157117912,3.2484093179087057,51.13520948081817
2024-05-07,21.75499127994437,8.842457012973371,0.0,4.99371676079966,3.4676682610535146,3.3676402148621465,3.1638131756536256,2.322166157117912,3.2028045188062446,51.115257381210846
2024-05-09,21.75499127994437,8.838656613048167,0.0,4.99371676079966,3.4676682610535146,3.3676402148621465,3.1638131756536256,2.322166157117912,3.2028045188062446,51.11145698128564
2024-05-10,21.75499127994437,8.838656613048167,0.0,4.993726261799472,3.4676682610535146,3.367630713862334,3.1600127757284207,2.322166157117912,3.2066049187314496,51.11145698128564
2024-05-14,21.75499127994437,8.838656613048167,0.0,4.993726261799472,3.4676682610535146,3.367630713862334,3.1600127757284207,2.322166157117912,3.141998120002963,51.046850182557144
2024-05-16,21.75499127994437,8.838656613048167,0.0,4.993726261799472,3.4675827520551974,3.367630713862334,3.1600127757284207,2.322166157117912,3.141998120002963,51.04676467355883
2024-05-17,21.75499127994437,8.838656613048167,0.0,4.993726261799472,3.4671077020645464,3.367630713862334,3.1600127757284207,2.322166157117912,3.141998120002963,51.046289623568185
2024-05-20,21.75499127994437,8.838656613048167,0.0,4.864512664342499,3.706532897352467,3.367630713862334,3.1600127757284207,2.322166157117912,3.084992121124887,51.09949522252105
2024-05-21,21.75499127994437,8.838656613048167,0.0,4.864512664342499,3.706057847361817,3.341027914385898,3.1676135755788306,2.322166157117912,3.077391321274477,51.072417373053966
2024-05-22,21.75499127994437,8.831055813197757,0.0,4.864512664342499,3.705962837363687,3.341027914385898,3.1676135755788306,2.322166157117912,3.077391321274477,51.06472156320543
2024-05-23,21.75499127994437,8.831055813197757,0.0,4.860522244421034,3.705962837363687,3.341027914385898,3.175214375429241,2.322166157117912,3.077391321274477,51.06833194313437
2024-05-24,21.75499127994437,8.831055813197757,0.0,4.858622044458431,3.705962837363687,3.341027914385898,3.175214375429241,2.322166157117912,3.1571997197037835,51.146240141601076
2024-05-29,21.75499127994437,8.831055813197757,0.0,4.858622044458431,3.705962837363687,3.341027914385898,3.175214375429241,2.322166157117912,3.1533993197785786,51.14243974167587
2024-05-31,21.75499127994437,8.831055813197757,0.0,4.858622044458431,3.705962837363687,3.341027914385898,3.1733141754666385,2.322166157117912,3.1533993197785786,51.14053954171327
2024-06-03,21.75499127994437,8.831055813197757,0.0,4.8358196449072,3.705962837363687,3.341027914385898,3.1733141754666385,2.321976137121652,3.2332077182078853,51.19735552059509
2024-06-04,21.75499127994437,8.831055813197757,0.0,4.835772139908136,3.705962837363687,3.341027914385898,3.1733141754666385,2.321976137121652,3.2332077182078853,51.19730801559602
2024-06-05,21.75499127994437,8.831055813197757,0.0,4.835772139908136,3.705962837363687,3.341027914385898,3.1733141754666385,2.321975947101656,3.2332077182078853,51.19730782557602
2024-06-06,21.75499127994437,8.831055813197757,0.0,4.835772139908136,3.705962837363687,3.341027914385898,3.1733141754666385,2.321975947101656,3.2294073182826804,51.19350742565082
2024-06-07,21.75499127994437,8.831055813197757,0.0,4.835772139908136,3.6907612376628665,3.341027914385898,3.165713375616228,2.321975947101656,3.1990041188810396,51.14030182669794
2024-06-11,21.75499127994437,8.831055813197757,0.0,4.828165639457838,3.6907612376628665,3.341027914385898,3.1661884256068786,2.321975947101656,3.2028045188062446,51.1369707761635
2024-06-12,21.75499127994437,8.831055813197757,0.0,4.828165639457838,3.6907612376628665,3.341027914385898,3.1661884256068786,2.321975947101656,3.21420571858186,51.14837197593912
2024-06-13,21.75499127994437,8.831055813197757,0.0,4.828165639457838,3.6907612376628665,3.341027914385898,3.1623880256816737,2.321975947101656,3.21420571858186,51.14457157601392
