date,FUTU SECURITIES INTERNATIONAL,HAITONG INTERNATIONAL SECURITIES CO LTD,CHINA INTERNATIONAL CAPITAL CORPORATION,UOB KAY HIAN (HONG KONG) LTD,TIGER BROKERS (HK) GLOBAL LTD,CHINA MERCHANTS BANK CO LTD,THE HONGKONG AND SHANGHAI BANKING,INTERACTIVE BROKERS HONG KONG LTD,CITIBANK N.A.,BANK OF CHINA (HONG KONG) LTD,TOTAL_CCASS_PCT
2024-11-12,37.31631732594936,14.003342563291138,10.50506329113924,3.1973892405063293,1.1894976265822785,0.9588607594936708,0.9742958860759494,0.7351661392405063,0.6301821202531646,0.7946993670886076,70.30481431962026
2024-11-13,37.30880150316456,14.003342563291138,10.50506329113924,3.1973892405063293,1.1894976265822785,0.9588607594936708,0.9742958860759494,0.7351661392405063,0.6297865506329113,0.7946993670886076,70.29690292721519
2024-11-14,37.31453726265823,14.003342563291138,10.50506329113924,3.1973892405063293,1.1894976265822785,0.9588607594936708,0.9742958860759494,0.7327927215189873,0.6299843354430379,0.8041930379746836,70.30995672468354
2024-11-15,37.31394390822785,14.003342563291138,10.50506329113924,3.1973892405063293,1.1894976265822785,0.9588607594936708,0.9742958860759494,0.7327927215189873,0.6299843354430379,0.8041930379746836,70.30936337025317
2024-11-18,37.310581566455696,14.003342563291138,10.50506329113924,3.1973892405063293,1.1894976265822785,0.9588607594936708,0.9770648734177215,0.7327927215189873,0.6291931962025317,0.8041930379746836,70.30797887658228
2024-11-19,37.25282840189873,14.003342563291138,10.50506329113924,3.1973892405063293,1.1894976265822785,0.9588607594936708,0.9770648734177215,0.7327927215189873,0.7079115506329113,0.8041930379746836,70.3289440664557
2024-11-21,37.25203726265823,14.003342563291138,10.50506329113924,3.1973892405063293,1.1894976265822785,0.9588607594936708,0.9770648734177215,0.7327927215189873,0.7071204113924051,0.8041930379746836,70.32736178797468
2024-11-26,37.25480625,14.003342563291138,10.50506329113924,3.1973892405063293,1.1894976265822785,0.9588607594936708,0.9770648734177215,0.7327927215189873,0.7085049050632911,0.8041930379746836,70.33151526898735
2024-11-28,37.25480625,14.003342563291138,10.50506329113924,3.1973892405063293,1.1894976265822785,0.9653876582278481,0.9770648734177215,0.7327927215189873,0.7092960443037974,0.8041930379746836,70.33883330696202
2024-12-02,37.25441068037975,14.003342563291138,10.50506329113924,3.1973892405063293,1.1894976265822785,0.9653876582278481,0.9770648734177215,0.7327927215189873,0.7100871835443038,0.8041930379746836,70.33922887658228
2024-12-03,37.25441068037975,14.003342563291138,10.50506329113924,2.5929588607594938,1.1894976265822785,0.9984177215189873,0.9770648734177215,0.732001582278481,0.7112738924050633,0.8041930379746836,69.76822412974684
2024-12-05,37.25441068037975,14.003342563291138,10.50506329113924,2.5929588607594938,1.1894976265822785,0.9984177215189873,0.9784493670886076,0.7310126582278481,0.7112738924050633,0.8041930379746836,69.76861969936708
2024-12-06,37.25401511075949,14.003342563291138,10.50506329113924,2.5929588607594938,1.1894976265822785,0.9984177215189873,0.9784493670886076,0.7310126582278481,0.7112738924050633,0.8041930379746836,69.76822412974684
2024-12-09,37.252630617088606,14.003342563291138,10.50506329113924,2.5929588607594938,1.1894976265822785,0.9984177215189873,0.9784493670886076,0.7310126582278481,0.7116694620253164,0.8041930379746836,69.7672352056962
2024-12-11,37.25124612341772,14.003342563291138,10.50506329113924,2.5929588607594938,1.1894976265822785,1.0245253164556962,0.9784493670886076,0.7310126582278481,0.7116694620253164,0.8041930379746836,69.79195830696202
2024-12-12,37.24531257911393,14.003342563291138,10.50506329113924,2.5929588607594938,1.189695411392405,1.0245253164556962,0.9784493670886076,0.7310126582278481,0.7112738924050633,0.801621835443038,69.78325577531646
2024-12-17,37.2518394778481,14.003342563291138,10.50506329113924,2.5929588607594938,1.189695411392405,1.0427215189873418,0.9784493670886076,0.7310126582278481,0.711867246835443,0.801621835443038,69.80857223101266
2024-12-18,37.2518394778481,14.003342563291138,10.50506329113924,2.5929588607594938,1.189695411392405,1.0427215189873418,0.9784493670886076,0.7310126582278481,0.7120650316455696,0.801621835443038,69.80877001582279
2024-12-19,37.250257199367084,14.003342563291138,10.50506329113924,2.5929588607594938,1.189695411392405,1.0427215189873418,0.9800316455696203,0.7310126582278481,0.7120650316455696,0.801621835443038,69.80877001582279
2024-12-23,37.24986162974683,14.003342563291138,10.50506329113924,2.5929588607594938,1.189695411392405,1.0435126582278482,0.9800316455696203,0.7308148734177216,0.7112738924050633,0.801621835443038,69.80817666139241
2024-12-30,37.25045498417722,14.003342563291138,10.50506329113924,2.5929588607594938,1.189695411392405,1.0435126582278482,0.9792405063291139,0.7302215189873418,0.7126583860759493,0.801621835443038,69.80877001582279
2025-01-02,37.25045498417722,14.003342563291138,10.50506329113924,2.5929588607594938,1.1894976265822785,1.0435126582278482,0.9792405063291139,0.7302215189873418,0.7130539556962026,0.801621835443038,69.80896780063291
2025-01-03,37.27794707278481,14.003342563291138,10.50506329113924,2.5929588607594938,1.1894976265822785,1.0435126582278482,0.9792405063291139,0.7310126582278481,0.7136473101265823,0.801621835443038,69.8378443829114
2025-01-06,37.27814485759494,14.003342563291138,10.50506329113924,2.5929588607594938,1.1894976265822785,1.0435126582278482,0.9792405063291139,0.7310126582278481,0.7136473101265823,0.801621835443038,69.83804216772151
2025-01-07,37.27814485759494,14.003342563291138,10.50506329113924,2.5929588607594938,1.1894976265822785,1.0435126582278482,0.9792405063291139,0.7310126582278481,0.7134495253164558,0.8014240506329114,69.83764659810127
2025-01-08,37.278342642405065,14.003342563291138,10.50506329113924,2.5929588607594938,1.1894976265822785,1.0435126582278482,0.9792405063291139,0.7310126582278481,0.7132517405063291,0.8014240506329114,69.83764659810127
2025-01-10,37.278342642405065,14.003342563291138,10.50506329113924,2.5929588607594938,1.1894976265822785,1.0435126582278482,0.9792405063291139,0.7318037974683544,0.7132517405063291,0.8014240506329114,69.83843773734178
2025-01-13,37.278342642405065,14.003342563291138,10.50506329113924,2.5929588607594938,1.1894976265822785,1.0435126582278482,0.9792405063291139,0.7318037974683544,0.7134495253164558,0.8014240506329114,69.8386355221519
2025-01-20,37.27695814873418,14.003342563291138,10.50506329113924,2.5929588607594938,1.1894976265822785,1.0435126582278482,0.9792405063291139,0.7318037974683544,0.7138450949367089,0.8014240506329114,69.83764659810127
2025-01-27,37.273793591772154,14.003342563291138,10.50506329113924,2.5929588607594938,1.1894976265822785,1.0435126582278482,0.9792405063291139,0.7363528481012658,0.7134495253164558,0.8014240506329114,69.8386355221519
2025-02-03,37.273793591772154,14.003342563291138,10.50506329113924,2.5929588607594938,1.1894976265822785,1.0435126582278482,0.9790427215189874,0.7363528481012658,0.7134495253164558,0.8059731012658228,69.84298678797468
2025-02-04,37.27260688291139,14.003342563291138,10.50506329113924,2.5929588607594938,1.1894976265822785,1.0435126582278482,0.9790427215189874,0.7363528481012658,0.714240664556962,0.8156645569620252,69.85228267405064
2025-02-05,37.2733980221519,14.003342563291138,10.50506329113924,2.5929588607594938,1.1894976265822785,1.0435126582278482,0.9774604430379746,0.7363528481012658,0.7138450949367089,0.8156645569620252,69.85109596518987
2025-02-06,37.27260688291139,14.003342563291138,10.50506329113924,2.5929588607594938,1.1894976265822785,1.0435126582278482,0.977262658227848,0.7363528481012658,0.7134495253164558,0.8180379746835442,69.8520848892405
2025-02-07,37.27260688291139,14.003342563291138,10.50506329113924,2.5929588607594938,1.1894976265822785,1.0435126582278482,0.977262658227848,0.7363528481012658,0.3220333860759494,0.8180379746835442,69.46066875
2025-02-10,37.25935530063291,14.003342563291138,10.50506329113924,2.5929588607594938,1.1894976265822785,1.0435126582278482,0.9661867088607594,0.7363528481012658,0.3216378164556962,0.8180379746835442,69.43594564873418
2025-02-11,37.25935530063291,14.003342563291138,10.50506329113924,2.5929588607594938,1.1894976265822785,1.0435126582278482,0.9661867088607594,0.7363528481012658,0.3218356012658228,0.8180379746835442,69.4361434335443
2025-02-12,37.25955308544304,14.003342563291138,10.50506329113924,2.5929588607594938,1.1894976265822785,1.0435126582278482,0.9661867088607594,0.7363528481012658,0.3218356012658228,0.8180379746835442,69.43634121835443
2025-02-13,37.255201819620254,14.003342563291138,10.50506329113924,2.5929588607594938,1.1894976265822785,1.0435126582278482,0.9661867088607594,0.7363528481012658,0.32223117088607595,0.8180379746835442,69.43238552215189
2025-02-14,37.24096131329114,14.003342563291138,10.50506329113924,2.5929588607594938,1.1894976265822785,1.0435126582278482,0.9661867088607594,0.7594936708860759,0.32223117088607595,0.8180379746835442,69.4412858386076
2025-02-17,37.22770973101266,14.003342563291138,10.50506329113924,2.5929588607594938,1.1894976265822785,1.0435126582278482,0.9661867088607594,0.7808544303797469,0.3220333860759494,0.8180379746835442,69.44919723101266
2025-02-18,37.226523022151895,14.003342563291138,10.50506329113924,2.5929588607594938,1.1894976265822785,1.0435126582278482,0.9661867088607594,0.7808544303797469,0.32322009493670883,0.8180379746835442,69.44919723101266
2025-02-19,37.19230625,14.003342563291138,10.50506329113924,2.5929588607594938,1.1894976265822785,1.0547863924050631,0.9770648734177215,0.7946993670886076,0.7154273734177216,0.811115506329114,69.83626210443038
2025-02-20,37.18281257911392,14.003342563291138,10.50506329113924,2.5929588607594938,1.1894976265822785,1.0547863924050631,0.9770648734177215,0.7970727848101267,0.7154273734177216,0.811115506329114,69.82914185126582
2025-02-21,37.18360371835443,14.003342563291138,10.50506329113924,2.5929588607594938,1.1894976265822785,1.0547863924050631,0.9770648734177215,0.7970727848101267,0.7154273734177216,0.811115506329114,69.82993299050632
2025-02-24,37.183627452531645,14.003342563291138,10.50506329113924,2.5929588607594938,1.1894976265822785,1.0547863924050631,0.9770648734177215,0.7970727848101267,0.7158229430379747,0.811115506329114,69.8303522943038
2025-02-25,37.1662223892405,14.003342563291138,10.50506329113924,2.5929588607594938,1.1894976265822785,1.0547863924050631,0.9770648734177215,0.7962816455696202,0.7162185126582278,0.811115506329114,69.8125516613924
2025-02-26,37.16325561708861,14.003342563291138,10.50506329113924,2.5929588607594938,1.1894976265822785,1.0547863924050631,0.9770648734177215,0.7962816455696202,0.716614082278481,0.811115506329114,69.80998045886075
2025-02-27,37.125676503164556,14.003342563291138,10.50506329113924,2.5929588607594938,1.1894976265822785,1.0547863924050631,0.965988924050633,0.7952927215189873,0.716614082278481,0.811115506329114,69.760336471519
2025-02-28,37.077812579113925,14.003342563291138,10.50506329113924,2.5929588607594938,1.1894976265822785,1.0547863924050631,0.9818117088607594,0.8146756329113923,0.716614082278481,0.8071598101265823,69.74372254746835
2025-03-03,37.0776147943038,14.003342563291138,10.50506329113924,2.5929588607594938,1.1894976265822785,1.0547863924050631,0.9818117088607594,0.8083465189873417,0.716614082278481,0.8071598101265823,69.73719564873417
2025-03-04,37.0776147943038,14.003342563291138,10.50506329113924,2.5929588607594938,1.1894976265822785,1.0547863924050631,0.9818117088607594,0.8202136075949367,0.716614082278481,0.8071598101265823,69.74906273734177
2025-03-05,37.049529351265825,14.003342563291138,10.50506329113924,2.5929588607594938,1.1898931962025316,1.0547863924050631,0.9820094936708861,0.8109177215189873,0.7128561708860759,0.8071598101265823,69.70851685126583
2025-03-06,37.049529351265825,14.003342563291138,10.50506329113924,2.5929588607594938,1.1898931962025316,1.0547863924050631,0.9820094936708861,0.8109177215189873,0.7132517405063291,0.8071598101265823,69.70891242088607
2025-03-07,37.05664960443038,14.003342563291138,10.50506329113924,2.5929588607594938,1.19345332278481,1.0547863924050631,0.9920965189873417,0.8109177215189873,0.7140428797468354,0.7652294303797469,69.68854058544304
2025-03-10,37.09185530063291,14.003144778481014,10.50506329113924,2.5929588607594938,1.19345332278481,1.0547863924050631,0.9918987341772151,0.8346518987341771,0.7164162974683543,0.6530854430379747,69.63731431962026
2025-03-11,37.09066859177215,14.003144778481014,10.50506329113924,2.5929588607594938,1.19345332278481,1.0547863924050631,0.9918987341772151,0.8348496835443038,0.7164162974683543,0.6530854430379747,69.63632539556961
2025-03-13,37.0902730221519,14.003144778481014,10.50506329113924,2.5929588607594938,1.1936511075949368,1.0547863924050631,0.9918987341772151,0.8348496835443038,0.7164162974683543,0.6530854430379747,69.63612761075949
2025-03-14,37.09007523734177,14.003144778481014,10.50506329113924,2.5929588607594938,1.2015625,1.0547863924050631,0.9918987341772151,0.8348496835443038,0.7164162974683543,0.6530854430379747,69.64384121835442
2025-03-17,37.09007523734177,14.003144778481014,10.50506329113924,2.5929588607594938,1.2015625,1.0547863924050631,0.9918987341772151,0.8356408227848101,0.7172074367088608,0.6530854430379747,69.64542349683545
2025-03-18,37.109062579113925,14.003144778481014,10.50506329113924,2.5929588607594938,1.2015625,1.0547863924050631,0.9940743670886076,0.8360363924050633,0.7164162974683543,0.6530854430379747,69.66619090189874
2025-03-19,37.0902730221519,14.003144778481014,10.50506329113924,2.5929588607594938,1.2015625,1.0547863924050631,0.993876582278481,0.8593750000000001,0.7160207278481012,0.6530854430379747,69.67014659810127
2025-03-20,37.077812579113925,14.003144778481014,10.50506329113924,2.5929588607594938,1.19345332278481,1.0547863924050631,0.9831962025316455,0.9258306962025317,0.7045492088607594,0.6530854430379747,69.69388077531646
2025-03-21,37.069703401898735,14.003144778481014,10.50506329113924,2.5929588607594938,1.19345332278481,1.0547863924050631,0.9828006329113924,0.9240506329113924,0.7045492088607594,0.6530854430379747,69.68359596518987
2025-03-24,37.05486954113924,14.003144778481014,10.50506329113924,2.5929588607594938,1.19345332278481,1.0547863924050631,0.9879430379746836,0.9762658227848102,0.708109335443038,0.660996835443038,69.73759121835444
2025-03-25,37.056056250000005,14.003144778481014,10.50506329113924,2.5929588607594938,1.19345332278481,1.0547863924050631,0.9875474683544303,0.9762658227848102,0.7077137658227848,0.6570411392405063,69.73403109177215
2025-03-26,37.056056250000005,14.003144778481014,10.50506329113924,2.5929588607594938,1.185541930379747,1.0547863924050631,0.9871518987341772,0.9738924050632911,0.708109335443038,0.6570411392405063,69.72374628164557
2025-03-28,37.05427618670886,14.003144778481014,10.50506329113924,2.5929588607594938,1.185541930379747,1.0547863924050631,0.9869541139240507,0.9744857594936709,0.7073181962025317,0.6570411392405063,69.72157064873417
2025-03-31,37.05427618670886,14.003144778481014,10.50506329113924,2.5929588607594938,1.185541930379747,1.0547863924050631,0.9869541139240507,0.9744857594936709,0.7077137658227848,0.6570411392405063,69.72196621835442
2025-04-01,37.056056250000005,14.003144778481014,10.50506329113924,2.5929588607594938,1.185541930379747,1.0547863924050631,0.9869541139240507,0.9732990506329114,0.7073181962025317,0.6570411392405063,69.72216400316455
2025-04-02,37.06990118670886,14.002946993670887,10.50506329113924,2.5929588607594938,1.2132318037974683,1.0152294303797469,0.9869541139240507,0.9620253164556962,0.7065270569620253,0.6570411392405063,69.71187919303797
2025-04-03,37.07365909810127,14.002946993670887,10.50506329113924,2.5929588607594938,1.2290545886075948,1.0057357594936709,0.9869541139240507,0.9620253164556962,0.705735917721519,0.6570411392405063,69.72117507911393
2025-04-07,37.07365909810127,14.002946993670887,10.50506329113924,2.5929588607594938,1.2369659810126583,1.0057357594936709,0.9869541139240507,0.9620253164556962,0.7053403481012658,0.6886867088607594,69.760336471519
2025-04-08,37.080779351265825,14.002946993670887,10.50506329113924,2.5929588607594938,1.2369659810126583,1.0057357594936709,0.9869541139240507,0.9610363924050633,0.7067248417721519,0.6886867088607594,69.7678522943038
2025-04-09,37.07247238924051,14.002551424050633,10.50506329113924,2.5929588607594938,1.2369659810126583,1.0057357594936709,0.9814161392405063,0.953125,0.7063292721518988,0.6886867088607594,69.74530482594938
2025-04-10,37.07346131329114,14.002551424050633,10.50506329113924,2.5929588607594938,1.2369659810126583,1.0057357594936709,0.9814161392405063,0.9497626582278481,0.708109335443038,0.6886867088607594,69.74471147151898
2025-04-14,37.077219224683546,14.002551424050633,10.50506329113924,2.5929588607594938,1.2369659810126583,1.0057357594936709,0.9814161392405063,0.9497626582278481,0.708109335443038,0.6886867088607594,69.7484693829114
2025-04-15,37.06911004746836,14.002551424050633,10.50506329113924,2.5929588607594938,1.2369659810126583,1.0057357594936709,0.9814161392405063,0.9497626582278481,0.7065270569620253,0.6886867088607594,69.7387779272152
2025-04-16,37.06911004746836,14.002551424050633,10.50506329113924,2.5929588607594938,1.2369659810126583,1.0057357594936709,0.9814161392405063,0.9495648734177214,0.7071204113924051,0.6886867088607594,69.73917349683543
2025-04-17,37.06554992088608,14.002551424050633,10.50506329113924,2.5929588607594938,1.2448773734177214,1.0057357594936709,0.9814161392405063,0.9495648734177214,0.7075159810126582,0.6886867088607594,69.74392033227849
2025-04-22,37.06792333860759,14.002551424050633,10.50506329113924,2.5929588607594938,1.2448773734177214,1.0057357594936709,0.9814161392405063,0.9495648734177214,0.7085049050632911,0.6886867088607594,69.74728267405064
2025-04-23,37.06812112341772,14.002551424050633,10.50506329113924,2.5929588607594938,1.2448773734177214,1.0057357594936709,0.9814161392405063,0.9495648734177214,0.7092960443037974,0.6886867088607594,69.74827159810127
2025-04-24,37.06831890822785,14.002551424050633,10.50506329113924,2.5929588607594938,1.2448773734177214,1.0057357594936709,0.9814161392405063,0.9495648734177214,0.7096916139240507,0.6886867088607594,69.74886495253165
2025-04-25,37.06752776898734,14.002551424050633,10.50506329113924,2.5929588607594938,1.2448773734177214,1.0057357594936709,0.9808227848101265,0.9495648734177214,0.7089004746835442,0.6886867088607594,69.74668931962026
2025-04-28,37.06693441455696,14.002551424050633,10.50506329113924,2.5929588607594938,1.2448773734177214,1.0057357594936709,0.9808227848101265,0.9499604430379748,0.7089004746835442,0.6886867088607594,69.74649153481013
2025-04-29,37.064560996835446,14.002551424050633,10.50506329113924,2.5929588607594938,1.2448773734177214,1.0057357594936709,0.9808227848101265,0.9499604430379748,0.708109335443038,0.6886867088607594,69.7433269778481
2025-05-02,37.06297871835443,14.002551424050633,10.50506329113924,2.5929588607594938,1.2448773734177214,1.0057357594936709,0.9808227848101265,0.9499604430379748,0.7098893987341772,0.6886867088607594,69.74352476265823
