date,BANK OF CHINA (HONG KONG) LTD,CENTRAL WEALTH SECURITIES INVESTMENT LTD,CNI SECURITIES GROUP LTD,PHILLIP SECURITIES (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,FUTU SECURITIES INTERNATIONAL,HANG SENG SECURITIES LTD
2024-05-10,27.866664651337718,0.0,40.66681900182535,0.0,14.631110336592535,10.10657830041975,6.728827709824639
2024-05-16,27.854281811532573,0.0,40.64874828143649,0.0,14.624608851835163,10.102087338130646,6.770273717065124
2024-05-20,27.853044132793848,0.0,40.646942092648565,0.0,14.623959021135505,10.101638461408577,6.774416292013512
2024-05-21,27.84945548636583,0.0,40.641705052745316,0.0,14.622074838636298,10.113221160681283,6.77354346157127
2024-05-22,27.852549092095053,0.0,40.64621966207611,0.0,14.623699105025137,10.103236252569353,6.774295888234337
2024-05-29,27.855272033722816,0.0,40.65019334804514,0.0,14.625128757977663,10.094447698265068,6.7749581619893116
2024-05-30,27.855643385195677,0.0,40.650735274512556,0.0,14.625323732311374,10.09324912590054,6.77504848207985
2024-05-31,5.625293490206414,0.0,8.21338461028558,0.0,2.955011958633043,2.03931703765336,1.3688824706583507
2024-06-03,27.840804562457837,0.0,40.64983207176077,0.0,14.624998777976561,10.081915563957152,6.802449023847676
2024-06-18,27.74182982685054,0.0,40.70934850445646,0.0,14.646411603345861,10.090001406271973,6.812408659075171
2024-06-19,23.86006770024528,0.0,35.17959178336537,12.770902892989463,13.589120581351436,8.580594596132887,6.019722445915565
2024-06-20,24.24777996440537,0.0,35.28489203194105,12.809129011628043,13.001065370221937,8.586606267400983,6.070527354402618
2024-06-21,24.191823780411074,0.0,35.3113156637147,12.818721324055637,13.010801417131104,8.592264452907566,6.075073361779921
2024-06-24,24.234186421810268,0.0,35.333684055210114,12.826841502294755,13.019043270890934,8.613543890061823,5.972700859732107
2024-06-25,24.229115735403653,0.0,35.340372793665416,12.829269649551703,13.021507802334673,8.615560782180575,5.964173236863983
2024-06-27,24.19665079975713,0.0,35.33245578663256,12.82639561597444,13.018590703257892,8.613630710426584,6.012276383951401
2024-06-28,23.96095441654057,0.0,35.51034794915969,12.89097406665823,12.938566015001168,8.656610506097282,6.042547046543062
2024-07-02,23.885387289607372,0.0,35.39835679370455,12.850319013580908,12.89776086828655,8.944685738343853,6.023490296476765
2024-07-03,23.88833254137652,0.0,35.39698705576253,12.84982177102181,12.897261789966862,8.944339624101696,6.023257217770582
2024-07-04,23.86990870732168,0.0,35.39835679370455,12.947060152866479,12.820367956858094,8.950490206700987,6.013816182548208
2024-07-05,23.87730044251487,0.0,35.409318514710755,12.951069436745765,12.804983788905853,8.941649351091732,6.015678466031023
2024-07-09,23.87591414347456,0.0,35.407262674922954,12.950317506887767,12.804240340676415,8.946936134010123,6.0153292000281775
2024-07-10,23.878409597661282,0.0,35.41096335843822,12.951671043504112,12.728158135962738,8.966452160340896,6.064345704092756
2024-07-11,23.86381397018658,0.0,35.38931848181499,12.943754361911363,12.720378076163035,8.977993528509685,6.10474158141435
2024-07-12,23.864090936171824,0.0,35.389729214042156,12.943904588513202,12.720525710235735,8.976937117336972,6.104812433700112
2024-07-15,23.861967694566815,0.0,35.38658051059234,12.942752940339087,12.71939393658059,8.98503564305266,6.104269274868514
2024-07-16,23.849143967096417,0.0,35.36756330839068,12.93579733891727,12.712558371151989,8.985619760708241,6.149317253735406
2024-07-24,23.855600236061576,0.0,35.37713776111218,12.939299225065223,12.715999823649938,8.960981001374448,6.150981952736636
2024-07-25,23.86729451657465,0.0,35.377274576564844,12.939349265746653,12.716049000756453,8.949026899676536,6.151005740680868
2024-07-26,23.852662377197372,0.0,35.384253568132394,12.941901853827451,12.718557537657926,8.950405493326361,6.152219169858498
2024-07-30,23.852016542658617,0.0,35.383295504301984,12.94155143897303,12.718213170072826,8.933530756008164,6.171392587985376
2024-07-31,5.536674377092169,0.0,8.21338461028558,3.0040712123368163,2.952228582233305,2.0736154178049726,1.432540982510428
2024-08-05,23.848684210526315,0.0,35.384664182799426,12.942052037431301,12.718705129474674,8.933489503391593,6.172404936376689
2024-08-06,23.733791297493713,0.0,35.414664815607736,12.953024863086938,12.729488592062177,8.941063698158672,6.227966733590757
2024-08-07,23.659904996113195,0.0,35.448974356390906,12.965573685364923,12.741820853577915,8.949725753586673,6.2340003549663905
2024-08-09,23.650604566665866,0.0,35.448974356390906,12.965573685364923,12.742208371471552,8.946238092543924,6.24640092756283
2024-08-12,23.65078786873582,0.0,35.449249100757754,12.965674173979833,12.741919608014863,8.945919908731078,6.246449339780648
2024-08-13,23.65069621734568,0.0,35.449111728041984,12.96562392947767,12.742257750000388,8.94588524155634,6.246425133577936
2024-08-15,23.653042716625457,0.0,35.45262880484913,12.966910311363971,12.733600489873115,8.946772805841272,6.247044871447064
2024-08-16,23.652584379396274,0.0,35.45194182094399,12.966659044843448,12.733741294650644,8.946599439602219,6.248474020563421
2024-08-19,23.652676045421074,0.0,35.452079215595084,12.966709297368523,12.733403092663645,8.946634112312521,6.248498236639151
2024-08-23,23.645803064644234,0.0,35.44177757114353,12.962941438561826,12.729703027837507,8.944034404602778,6.275740493210128
2024-08-28,23.639117198212087,0.0,35.43175638512964,12.959276158309383,12.72610369589973,8.921364330035866,6.322382232413297
2024-08-29,23.635912986565355,0.0,35.426953716505366,12.957519567179036,12.724378710599387,8.933709766742961,6.321525252407896
2024-08-30,23.624933709591883,0.0,35.41049730386749,12.951500582581396,12.718468023829708,8.92762442274119,6.366975957388332
2024-09-03,23.67377812257564,0.0,35.289759503491084,12.978277734678045,12.744763382467028,8.933281613653996,6.380139643134212
2024-09-04,23.672308933502965,0.0,35.287569429360474,12.977472305830515,12.743972445464982,8.938933192664535,6.379743693176529
2024-09-10,23.689399526452664,0.0,35.31304584093468,12.986841594534798,12.753173155300237,8.873190234056592,6.3843496487210345
2024-09-11,23.687560644284883,0.0,35.31030467688725,12.985833495051427,12.752183194255773,8.876382689695324,6.387735299825345
2024-09-13,23.689031727178865,0.0,35.31249757407796,12.986639962116802,12.752975150795315,8.870723584620043,6.38813200121102
2024-09-23,23.69620980166168,0.0,35.304686620797774,12.983767380312077,12.750154254514126,8.868761423565433,6.3964205191489025
2024-09-27,23.684904621160992,0.0,35.268061470672656,12.977572978969334,12.744071307221486,8.932020759151946,6.393368862823586
2024-09-30,5.481994498787634,0.0,8.16391233943862,3.0040712123368163,2.9500198383806095,2.0606861854965115,1.4799481676414534
2024-10-02,23.677046573855044,0.0,35.167332376779,12.974754721371234,12.741303757707373,9.047582115019196,6.391980455268158
2024-10-03,23.662420629075147,0.0,35.154245133079556,12.969926269353326,12.736562182613213,9.087244055418155,6.389601730460603
2024-10-04,23.7186443831199,0.0,35.14852252643329,12.967814951474374,12.73448885305882,9.041967690924313,6.388561594989303
2024-10-07,23.718276669302202,0.0,35.14797761344434,12.96761390943057,12.73429142830566,9.043377827387873,6.388462552129358
2024-10-08,24.027654726025542,0.0,35.08528937258437,12.93481330738607,12.874458840962111,8.312667087084531,6.765116665957373
2024-10-09,23.923973636391636,0.0,34.9125319535557,12.87112322523022,12.82454033077705,8.735640149065262,6.732190704980134
2024-10-10,23.942067382673358,0.0,34.922077471975236,12.874642349652074,12.828046718858907,8.701830322588098,6.731335754252332
2024-10-14,24.013456465399038,0.0,35.02620611875215,12.913031219463209,12.866296652491801,8.429602678933525,6.751406864960276
2024-10-15,23.998610387354525,0.0,35.00511454654237,12.905255437824485,12.935749715322409,8.40792851214946,6.747341400806747
2024-10-16,24.00185306721229,0.0,35.0098444195653,12.906999189283095,12.937497587152066,8.3955526386905,6.748253098096746
2024-10-17,24.002872376157733,0.0,35.01133121508461,12.907547322783271,12.93804701585598,8.391662387701288,6.748539682417121
2024-10-18,23.99627779107751,0.0,35.01579235943256,12.909192002656514,12.93969558200057,8.389642683388292,6.749399581444557
2024-10-21,24.019278188746917,0.0,35.04935494592986,12.921565444581004,12.95209826156189,8.292172004112269,6.765531155068061
2024-10-22,24.009163714472255,0.0,35.03459572643299,12.916124196919416,12.946644156586709,8.33079000336106,6.762682202227571
2024-10-23,24.00860720177089,0.0,35.03378365327039,12.915824811765752,12.946344064005439,8.33291482038068,6.762525448806851
2024-10-24,24.003321617550498,0.0,35.026070835425436,12.912981344868873,12.943493878181608,8.342667336139971,6.77146498783361
2024-10-25,24.007308772458444,0.0,35.03188896228565,12.915126300378185,12.947575395859651,8.325510783529765,6.7725897854883
2024-10-28,24.00777248109031,0.0,35.03256561411099,12.915375760057483,12.945893951217252,8.325671593358623,6.772720600165338
2024-10-29,24.002735090281156,0.0,35.03310695439198,12.91557533473951,12.946093997481245,8.329663367560594,6.772825255545511
2024-10-30,30.265896554428757,0.0,18.10189558206504,16.285705172842395,16.324187232742933,10.482220848096059,8.540094609824811
2024-10-31,5.578694382094668,0.0,3.3365918305880675,3.0018265539499307,3.008919674452489,1.9310347170699955,1.5741340335551757
2024-11-01,30.290389677712053,0.0,18.116544808112437,16.29888462000784,16.337397822083055,10.40977726470934,8.547005807375271
2024-11-04,30.349127691480742,0.0,18.151675747981557,16.330490819842524,16.36907870530801,10.23604718752789,8.563579847859275
2024-11-08,30.34424314901675,0.0,18.151675747981557,16.330490819842524,16.36907870530801,10.240931729991875,8.563579847859275
2024-11-11,30.327355729732176,0.0,18.141573833177866,16.321402445344493,16.342882471294757,10.293326071847833,8.573459448602877
2024-11-14,30.329872836492434,0.0,18.14307954566214,16.322757087430606,16.34423889617786,10.285880606526128,8.574171027710834
2024-11-18,30.31847516200601,0.0,18.136261550876682,16.316623152316325,16.375675926564227,10.282015271528138,8.57094893670862
2024-11-22,30.32187876485013,0.0,18.138297557999945,16.318454883782728,16.377514287394064,10.27194338016952,8.571911125803616
2024-11-29,30.314628530948884,0.0,18.133960527933773,16.314552994466045,16.373598276442845,10.293398165443326,8.569861504765132
2024-12-03,30.314924390991653,0.0,18.134137508968916,16.31471221872775,16.3737580769656,10.29252266076648,8.569945143579599
2024-12-04,30.316107888914782,0.0,18.134845467656287,16.315349146855237,16.374397310249773,10.289020471160107,8.570279715163812
2024-12-10,30.31536819188406,0.0,18.134402986999,16.31495106094779,16.373997783598305,10.29120937170843,8.570070604862416
2024-12-11,30.304720555608462,0.0,18.128033658879396,16.30922077709798,16.368246760827493,10.322717700002105,8.567060547584564
2024-12-12,30.29733076324202,0.0,18.12361314609146,16.30524378100656,16.364255371276705,10.32020050997158,8.589356428411675
2024-12-18,30.29304633478649,0.0,18.121050236359014,16.30293801186222,16.376082530803966,10.31874110217499,8.588141784013322
2024-12-20,30.29348949532973,0.0,18.121315331337517,16.303176509462823,16.377297372964104,10.3164538699547,8.588267420951132
2024-12-23,30.274090930494896,0.0,18.128387393060986,16.309539020597107,16.384176638224943,10.312186921795897,8.591619095826168
2025-01-03,30.30824473617772,0.0,18.148838987191,16.327938675528607,16.280566018228146,10.32089037866617,8.613521204208357
2025-01-07,30.30646861500038,0.0,18.14777543047401,16.326981827056635,16.279611945884604,10.320285554727002,8.618876626857373
2025-01-09,30.305580632472495,0.0,18.14724369885899,16.32650344487428,16.27913495164445,10.322913179230024,8.618624092919754
2025-01-10,30.30528464985997,0.0,18.1470664619116,16.326343990376387,16.278975959775888,10.323789019847073,8.618539918229082
2025-01-13,30.30498867302887,0.0,18.14688922842618,16.326184538993125,16.278816971012915,10.323688192470124,8.619432396068785
2025-01-17,30.299662078501232,0.0,18.143699617570334,16.32331494659166,16.27595570423173,10.321873636403978,8.635494016701063
2025-01-23,30.307060632262573,0.0,18.148129935529077,16.327300764086345,16.27992995757433,10.299976083969288,8.637602626578387
2025-01-27,30.30868879900072,0.0,18.14910489584869,16.328177905170744,16.28080455378733,10.295157187240129,8.63806665895238
2025-02-04,30.308836822833385,0.0,18.149193533799476,16.328257649942614,16.28039567974268,10.295207467495896,8.638108846185952
2025-02-06,30.303212933442918,0.0,18.145825900209417,16.325227896095605,16.277374806818024,10.293297162973571,8.655061300460462
2025-02-14,30.303360903793404,0.0,18.14591450613461,16.32530761205506,16.27745428911122,10.293347425062683,8.654615263843025
2025-02-17,30.298922421794934,0.0,18.143256704739674,16.322916471871444,16.27507015792285,10.306486606682206,8.653347636988888
2025-02-18,30.332849796225492,0.0,18.12706096105635,16.30834567151047,16.260542068010693,10.295335259860018,8.675866243336978
2025-02-21,30.333145721464465,0.0,18.127237807441798,16.30752918136946,16.260700704763572,10.295435700457176,8.675950884503521
2025-02-25,30.327384059699057,0.0,18.12962557141758,16.309677248886803,16.262842603919765,10.293376814162384,8.67709370191441
2025-02-27,30.310384640984324,0.0,18.134049018019528,16.313656646371943,16.266810574221793,10.29588829475043,8.679210825651982
2025-03-04,30.30299101544539,0.0,18.12962557141758,16.309677248886803,16.262842603919765,10.293376814162384,8.70148674616808
2025-03-05,30.303286691210708,0.0,18.129802467847146,16.309836387511112,16.263001285563785,10.268108236306015,8.725964931561238
2025-03-07,30.299591158812568,0.0,18.127591510564706,16.307847377890056,16.261017987555416,10.279051178454107,8.724900786723149
2025-03-10,30.296930933553888,0.0,18.125999955201376,16.306415591326274,16.25959031249024,10.284489627684318,8.7265735797439
2025-03-12,30.287033087975363,0.0,18.120078287792012,16.301088372413698,16.253790787174722,10.292344631177897,8.745664833466305
2025-03-17,30.28555635221961,0.0,18.119194788658017,16.300293563625814,16.252998284523436,10.296718598804999,8.745238412168126
2025-03-19,30.279650848970025,0.0,18.115661653507388,16.2971151033892,16.249829046584775,10.314210204825125,8.743533142723482
2025-03-20,24.013948920969003,20.69316790897633,14.367027406846105,12.92478871714774,12.88728746066234,8.179526633624322,6.934252951774157
2025-03-24,24.00299873249451,20.68373197282592,14.360476145392154,12.918895106192227,12.891071815006027,8.21173524592698,6.9310909821621784
2025-03-25,24.0032770033968,20.683971762896437,14.360642628867772,12.919044877170338,12.891221263423928,8.210671128749908,6.931171335494817
2025-03-26,24.001700220255806,20.68261302600564,14.359699273542253,12.918196220874067,12.899648363538004,8.207426871208316,6.930716024575911
2025-03-27,24.002349458812983,20.683172484282196,14.360087698960132,12.918545654080832,12.899997295030971,8.203784638094465,6.932062770738417
2025-03-31,5.576988441720635,4.80577178833645,3.3365918305880675,3.00164698127898,2.999581895563045,1.9061639021433023,1.610677072093674
2025-04-01,23.995395158735676,20.67717986309096,14.355927091301021,12.914802710366303,12.905917530074404,8.201407721607985,6.949369924823648
2025-04-02,23.995209765896625,20.677020107393957,14.355816174766284,12.91470292822375,12.905817816580392,8.20211697442633,6.949316232712663
2025-04-16,23.995302461958055,20.677099984933882,14.355871632819412,12.91475281910229,12.905481362440558,8.202148660081358,6.949343078664446
2025-04-17,23.992985275258416,20.67510323156317,14.354485310023021,12.91350566276788,12.913891936156736,8.201356592141654,6.948671992089121
2025-04-22,23.98603639958449,20.66911528465896,14.35032794766739,12.90976563857599,12.910151800091906,8.227943419614688,6.9466595098065715
2025-04-23,24.101577707794487,20.63182870325756,14.324440304979822,12.88647673526657,12.88647673526657,8.207318436400222,6.961881377034773
2025-04-24,23.984924952987015,20.668157535013574,14.349662993153672,12.909167435736046,12.909167435736046,8.204779685756321,6.974139961617324
2025-04-29,23.983998826168715,20.667359478108434,14.349108911464548,12.908668975716363,12.908668975716363,8.208324162776421,6.973870670049154
2025-05-02,23.98473972190151,20.66799791870195,14.349552173392594,12.9090677406525,12.9090677406525,8.205102462418862,6.974472242280083
