date,WATON SECURITIES INTERNATIONAL LIMITED,OPEN SECURITIES LTD,ELSTONE SECURITIES LTD,WEST BULL SECURITIES LTD,IMPERIUM INTERNATIONAL SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,UZEN SECURITIES LTD,EVERBRIGHT SECURITIES INVESTMENT,NANYANG COMMERCIAL BANK LTD,KINGKEY SECURITIES GROUP LTD
2024-03-04,0.0,0.0,0.0,0.0,99.37813494851257,0.6218650514874317,0.0,0.0,0.0,0.0
2024-03-05,0.0,0.0,0.0,0.0,99.37604924216483,0.623950757835179,0.0,0.0,0.0,0.0
2024-03-07,0.0,0.0,0.0,0.0,99.37566466454595,0.6243353354540463,0.0,0.0,0.0,0.0
2024-03-08,0.0,0.0,0.0,0.0,99.30845406619058,0.6915459338094262,0.0,0.0,0.0,0.0
2024-03-13,0.0,0.0,0.0,0.0,99.3408478227933,0.6591521772067033,0.0,0.0,0.0,0.0
2024-03-14,0.0,0.0,0.0,0.0,99.34052913389506,0.6594708661049419,0.0,0.0,0.0,0.0
2024-03-19,0.0,0.0,0.0,0.0,99.35830321404305,0.6416967859569548,0.0,0.0,0.0,0.0
2024-03-21,0.0,0.0,0.0,0.0,99.35854344787118,0.6414565521288166,0.0,0.0,0.0,0.0
2024-03-22,0.0,0.0,0.0,0.0,99.35734229034736,0.6426577096526433,0.0,0.0,0.0,0.0
2024-03-25,0.0,0.0,0.0,0.0,99.35974463443759,0.6402553655624086,0.0,0.0,0.0,0.0
2024-03-26,0.0,0.0,0.0,0.0,99.33764744983051,0.6623525501694829,0.0,0.0,0.0,0.0
2024-04-02,0.0,0.0,0.0,0.0,99.33644679747904,0.6635532025209626,0.0,0.0,0.0,0.0
2024-05-06,0.0,0.0,0.0,0.0,99.32636246346041,0.6736375365395791,0.0,0.0,0.0,0.0
2024-05-07,0.0,0.0,0.0,0.0,99.32756287204964,0.6724371279503505,0.0,0.0,0.0,0.0
2024-05-09,0.0,0.0,0.0,0.0,99.32828313113052,0.6717168688694777,0.0,0.0,0.0,0.0
2024-05-10,0.0,0.0,0.0,0.0,99.32851510450404,0.6714848954959693,0.0,0.0,0.0,0.0
2024-05-13,0.0,0.0,0.0,0.0,99.32874546205827,0.6712545379417334,0.0,0.0,0.0,0.0
2024-05-14,0.0,0.0,0.0,0.0,99.33811011863408,0.6618898813659326,0.0,0.0,0.0,0.0
2024-05-16,0.0,0.0,0.0,0.0,97.36267210205311,0.6492029862882454,0.0,0.0,1.9881249116586373,0.0
2024-05-17,0.0,0.0,0.0,0.0,97.21776638992527,0.6789974881729993,0.0,0.0,2.1032361219017295,0.0
2024-05-20,0.0,0.0,0.0,0.0,97.1469773080391,0.6728291830726504,0.0,0.0,2.180193508888258,0.0
2024-05-21,0.0,0.0,0.0,0.0,97.17247707296757,0.6467571468958533,0.0,0.0,2.1807657801365847,0.0
2024-05-22,0.0,0.0,13.742353736348706,0.0,83.82245769168895,0.5507630377197451,0.0,0.0,1.8844255342425946,0.0
2024-05-23,0.0,0.0,13.734369110004726,0.0,83.77375489908569,0.547385014774788,0.0,0.0,1.9444909761347964,0.0
2024-05-24,0.0,0.0,13.729023200286438,0.0,83.74114714500062,0.5428923956948013,0.0,0.0,1.9869372590181356,0.0
2024-05-27,0.0,0.0,13.724296518827881,0.0,83.71231641744234,0.5331307276309959,0.0,0.0,2.030256336098779,0.0
2024-05-28,0.0,0.0,13.711168405573371,0.0,83.63224056297375,0.5657950714348434,0.0,0.0,2.0907959600180384,0.0
2024-05-29,0.0,0.0,13.053124529222204,0.0,79.61845543977286,0.5351531112189839,0.0,4.8018463270601295,1.9914205927258208,0.0
2024-05-30,0.0,0.0,13.053200403162904,0.0,79.61891823823565,0.5345749515701058,0.0,4.801874238768369,1.9914321682629748,0.0
2024-05-31,0.0,0.0,13.05355449321602,0.0,79.6210780355357,0.5318767843351984,0.0,4.8020044976973475,1.991486189215726,0.0
2024-06-03,0.0,0.0,12.990201405601919,0.0,79.23465140091018,1.0053720573083822,0.0,4.778698829358197,1.9910763068213186,0.0
2024-06-04,0.0,0.0,12.895588233762782,0.0,78.65755167362067,1.726392113291076,0.0,4.74389352962554,1.9765744496999285,0.0
2024-06-05,0.0,0.0,12.895835082282353,0.0,78.65905734360888,1.7245109509756968,0.0,4.743984337665745,1.9766122854673156,0.0
2024-06-06,0.0,0.0,12.890850574098925,0.0,78.62865398372345,1.7242270855023143,0.0,4.742150689158124,2.014117667517186,0.0
2024-06-07,0.0,0.0,12.89072724405195,0.0,78.62790172338704,1.7245932795594447,0.0,4.742105319796041,2.0146724332055244,0.0
2024-06-11,0.0,0.0,12.88330711986677,0.0,78.5826421515908,1.72379180896969,0.0,4.739375682460154,2.0708832371125774,0.0
2024-06-12,0.0,0.0,12.875920142162972,0.0,78.53758475910001,1.7228034283046658,0.0,4.736658238703631,2.1270334317287136,0.0
2024-06-14,0.0,0.0,12.876117018298249,0.0,78.53878561899901,1.7213007446569495,0.0,4.736730663428068,2.1270659546177204,0.0
2024-06-18,0.0,0.0,12.866378871082388,0.0,78.47938710192854,1.7192349982556316,0.0,4.733148296130784,2.2018507326026637,0.0
2024-06-19,0.0,0.0,12.86632972590495,0.0,78.47908733744602,1.7196103972457386,0.0,4.733130217119185,2.2018423222841097,0.0
2024-06-20,0.0,0.0,12.86615772074044,0.0,78.47803817979067,1.7209242711275532,0.0,4.733066941666202,2.2018128866751256,0.0
2024-06-21,0.0,0.0,12.86632972590495,0.0,78.47908733744602,1.7196103972457386,0.0,4.733130217119185,2.2018423222841097,0.0
2024-06-25,0.0,0.0,12.86615772074044,0.0,78.47803817979067,1.7209242711275532,0.0,4.733066941666202,2.2018128866751256,0.0
2024-06-26,0.0,0.0,12.86677204601802,0.0,78.48178530023138,1.7162317030907082,0.0,4.733292933195751,2.2019180174641417,0.0
2024-06-27,0.0,0.0,12.86723897246545,0.0,78.48463335109193,1.7126650516720996,0.0,4.733464701192109,2.2019979235784137,0.0
2024-07-02,0.0,0.0,12.86736185347891,0.0,78.48538287251667,1.7109624231243459,0.0,4.73350990536846,2.202782945511619,0.0
2024-07-03,0.0,0.0,12.867312700791885,0.0,78.4850830622289,1.7111468848638764,0.0,4.733491823594313,2.202965528521035,0.0
2024-07-04,0.0,0.0,12.84067813998257,0.0,78.32262367649278,1.9189827296433748,0.0,4.7236937811632655,2.194021672718006,0.0
2024-07-05,0.0,0.0,12.841363465699734,0.0,78.32680386913185,1.9126043286204506,0.0,4.723945891588661,2.1952824449593114,0.0
2024-07-08,0.0,0.0,12.84148585299009,0.0,78.32755037905763,1.9116694862568482,0.0,4.723990914139343,2.1953033675560993,0.0
2024-07-09,0.0,0.0,12.841510330728106,0.0,78.32769968275034,1.911482515645793,0.0,4.723999918752463,2.1953075521233147,0.0
2024-07-10,0.0,0.0,12.84146137534539,0.0,78.3274010759341,1.9118564561551195,0.0,4.7239819095605515,2.1952991830048365,0.0
2024-07-11,0.0,0.0,12.84146137534539,0.0,78.3274010759341,1.9118564561551195,0.0,4.628675007459099,2.290606085106288,0.0
2024-07-12,0.0,0.0,12.84148585299009,0.0,78.32755037905763,1.9116694862568482,0.0,4.438069662829614,2.4812246188658285,0.0
2024-07-15,0.0,0.0,12.84148585299009,0.0,78.32755037905763,1.9116694862568482,0.0,4.342762579059704,2.576531702635738,0.0
2024-07-16,0.0,0.0,12.841534808559437,0.0,78.32784898701222,1.9112955443219508,0.0,4.342779134964296,2.576541525142097,0.0
2024-07-17,0.0,0.0,12.841143174455786,0.0,78.32546018712291,1.9112372546760106,0.0,4.345696436557132,2.5764629471881557,0.0
2024-07-25,0.0,0.0,12.838989613806456,0.0,78.31232439176513,1.9276875112240393,0.0,4.344967629104979,2.576030854099391,0.0
2024-07-29,0.0,0.0,12.877509856216424,0.0,78.27771476865621,1.926835582249214,0.0,4.343047398882831,2.5748923939953166,0.0
