date,CHINA MERCHANTS SECURITIES (HK) CO LTD,YUANTA SECURITIES (HONG KONG) CO LTD,MERRILL LYNCH FAR EAST LTD,INTERACTIVE BROKERS HONG KONG LTD,DOO FINANCIAL HK LTD,FUTU SECURITIES INTERNATIONAL,LONG BRIDGE HK LTD
2024-10-03,45.41235273116744,54.544805426633346,0.0,0.03570153516601214,0.0,0.007140307033202428,0.0
2024-10-07,45.169582292038555,54.78757586576223,0.0,0.03570153516601214,0.0,0.007140307033202428,0.0
2024-10-08,45.091038914673334,54.86611924312746,0.0,0.03570153516601214,0.0,0.007140307033202428,0.0
2024-10-09,45.016421533628446,54.940739682993,0.0,0.03569898614879337,0.0,0.007139797229758675,0.0
2024-10-10,44.93074396687134,55.026417249750104,0.0,0.03569898614879337,0.0,0.007139797229758675,0.0
2024-10-14,44.852206197343996,55.104955019277455,0.0,0.03569898614879337,0.0,0.007139797229758675,0.0
2024-10-16,44.82364700842496,55.13351420819649,0.0,0.03569898614879337,0.0,0.007139797229758675,0.0
2024-10-17,44.79508781950592,55.16207339711552,0.0,0.03569898614879337,0.0,0.007139797229758675,0.0
2024-10-18,44.78794802227617,55.16921319434528,0.0,0.03569898614879337,0.0,0.007139797229758675,0.0
2024-10-21,44.78080822504641,55.17635299157504,0.0,0.03569898614879337,0.0,0.007139797229758675,0.0
2024-10-22,44.773668427816645,55.1834927888048,0.0,0.03569898614879337,0.0,0.007139797229758675,0.0
2024-10-29,44.76652863058689,55.19063258603456,0.0,0.03569898614879337,0.0,0.007139797229758675,0.0
2024-11-07,44.69513065828931,55.26203055833214,0.0,0.03569898614879337,0.0,0.007139797229758675,0.0
2024-11-08,44.65943167214051,55.29772954448093,0.0,0.03569898614879337,0.0,0.007139797229758675,0.0
2024-11-12,44.6094530915322,55.34770812508925,0.0,0.03569898614879337,0.0,0.007139797229758675,0.0
2024-11-13,44.57375410538341,55.34770812508925,0.0,0.03569898614879337,0.0,0.007139797229758675,0.03569898614879337
2024-11-14,44.51663572754534,55.40482650292732,0.0,0.03569898614879337,0.0,0.007139797229758675,0.03569898614879337
2024-11-15,44.4880765386263,55.43338569184635,0.0,0.03569898614879337,0.0,0.007139797229758675,0.03569898614879337
2024-11-18,44.45951734970727,55.46194488076539,0.0,0.03569898614879337,0.0,0.007139797229758675,0.03569898614879337
2024-11-19,44.423818363558475,55.49764386691418,0.0,0.03569898614879337,0.0,0.007139797229758675,0.03569898614879337
2024-11-20,44.39525917463944,55.526203055833214,0.0,0.03569898614879337,0.0,0.007139797229758675,0.03569898614879337
2024-11-21,44.3666999857204,55.554762244752254,0.0,0.03569898614879337,0.0,0.007139797229758675,0.03569898614879337
2024-11-22,44.3666999857204,55.58332143367129,0.0,0.03569898614879337,0.0,0.007139797229758675,0.007139797229758675
2024-11-25,44.3064182194617,55.64360676804455,0.0,0.03569643749553794,0.0,0.007139287499107589,0.007139287499107589
2024-11-28,44.285000356964375,55.66502463054187,0.0,0.03569643749553794,0.0,0.007139287499107589,0.007139287499107589
2024-12-02,44.19932890697508,55.750696080531156,0.0,0.03569643749553794,0.0,0.007139287499107589,0.007139287499107589
2024-12-13,44.12793603198401,55.82208895552224,0.0,0.03569643749553794,0.0,0.007139287499107589,0.007139287499107589
2024-12-17,44.09223959448847,55.85778539301778,0.0,0.03569643749553794,0.0,0.007139287499107589,0.007139287499107589
2024-12-27,43.985150282001854,55.964874705504386,0.0,0.03569643749553794,0.0,0.007139287499107589,0.007139287499107589
2025-01-02,43.87806096951524,56.07196401799101,0.0,0.03569643749553794,0.0,0.007139287499107589,0.007139287499107589
2025-01-06,43.84236453201971,56.10766045548654,0.0,0.03569643749553794,0.0,0.007139287499107589,0.007139287499107589
2025-01-07,43.763832369529524,56.18619261797673,0.0,0.03569643749553794,0.0,0.007139287499107589,0.007139287499107589
2025-01-13,43.6496037695438,56.30042121796245,0.0,0.03569643749553794,0.0,0.007139287499107589,0.007139287499107589
2025-01-14,43.613907332048264,56.33611765545798,0.0,0.03569643749553794,0.0,0.007139287499107589,0.007139287499107589
2025-01-15,43.5567930320554,56.39323195545085,0.0,0.03569643749553794,0.0,0.007139287499107589,0.007139287499107589
2025-01-24,45.9984293567502,53.95159563075605,0.0,0.03569643749553794,0.0,0.007139287499107589,0.007139287499107589
2025-01-27,48.44006568144499,51.50995930606126,0.0,0.03569643749553794,0.0,0.007139287499107589,0.007139287499107589
2025-02-03,50.895980581138,49.05404440636825,0.0,0.03569643749553794,0.0,0.007139287499107589,0.007139287499107589
2025-02-14,50.87844593629482,49.07156120554206,0.0,0.035709184402228256,0.0,0.007141836880445651,0.007141836880445651
2025-02-21,50.86416226253392,49.07156120554206,0.0,0.035709184402228256,0.014283673760891302,0.007141836880445651,0.007141836880445651
2025-03-04,55.35637766033423,44.57934580774175,0.0,0.035709184402228256,0.014283673760891302,0.007141836880445651,0.007141836880445651
2025-03-05,66.97614626481932,32.916726181974006,0.0428510212826739,0.035709184402228256,0.014283673760891302,0.007141836880445651,0.007141836880445651
2025-03-06,73.76803313812313,26.12483930867019,0.0428510212826739,0.035709184402228256,0.014283673760891302,0.007141836880445651,0.007141836880445651
2025-03-28,65.54825813820673,34.34466019417476,0.04283266704740148,0.0356938892061679,0.014277555682467162,0.007138777841233581,0.007138777841233581
