date,CHINA MERCHANTS SECURITIES (HK) CO LTD,YUANTA SECURITIES (HONG KONG) CO LTD,MERRILL LYNCH FAR EAST LTD,INTERACTIVE BROKERS HONG KONG LTD,DOO FINANCIAL HK LTD,FUTU SECURITIES INTERNATIONAL,LONG BRIDGE HK LTD
2024-06-19,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-21,49.878571428571426,50.00714285714286,0.0,0.0,0.0,0.1142857142857143,0.0
2024-06-27,49.878571428571426,50.00714285714286,0.0,0.03571428571428571,0.0,0.07857142857142857,0.0
2024-07-10,49.95,50.00714285714286,0.0,0.03571428571428571,0.0,0.0071428571428571435,0.0
2024-07-12,49.864285714285714,50.09285714285714,0.0,0.03571428571428571,0.0,0.0071428571428571435,0.0
2024-07-15,49.778571428571425,50.17857142857143,0.0,0.03571428571428571,0.0,0.0071428571428571435,0.0
2024-07-16,49.68571428571428,50.26428571428572,0.0,0.03571428571428571,0.0,0.014285714285714287,0.0
2024-07-17,49.6,50.349999999999994,0.0,0.03571428571428571,0.0,0.014285714285714287,0.0
2024-07-19,49.51428571428572,50.43571428571428,0.0,0.03571428571428571,0.0,0.014285714285714287,0.0
2024-07-22,49.42857142857143,50.52142857142857,0.0,0.03571428571428571,0.0,0.014285714285714287,0.0
2024-07-23,49.34285714285714,50.60714285714286,0.0,0.03571428571428571,0.0,0.014285714285714287,0.0
2024-07-24,49.25714285714285,50.692857142857136,0.0,0.03571428571428571,0.0,0.014285714285714287,0.0
2024-07-25,49.17142857142857,50.778571428571425,0.0,0.03571428571428571,0.0,0.014285714285714287,0.0
2024-07-26,49.08571428571429,50.864285714285714,0.0,0.03571428571428571,0.0,0.014285714285714287,0.0
2024-07-29,49.0,50.949999999999996,0.0,0.03571428571428571,0.0,0.014285714285714287,0.0
2024-07-30,48.91428571428572,51.035714285714285,0.0,0.03571428571428571,0.0,0.014285714285714287,0.0
2024-07-31,48.82857142857143,51.121428571428574,0.0,0.03571428571428571,0.0,0.014285714285714287,0.0
2024-08-01,48.74285714285714,51.20714285714286,0.0,0.03571428571428571,0.0,0.014285714285714287,0.0
2024-08-02,48.65714285714286,51.29285714285714,0.0,0.03571428571428571,0.0,0.014285714285714287,0.0
2024-08-05,48.57142857142857,51.378571428571426,0.0,0.03571428571428571,0.0,0.014285714285714287,0.0
2024-08-06,48.48571428571429,51.464285714285715,0.0,0.03571428571428571,0.0,0.014285714285714287,0.0
2024-08-07,48.4,51.55,0.0,0.03571428571428571,0.0,0.014285714285714287,0.0
2024-08-08,48.31428571428572,51.635714285714286,0.0,0.03571428571428571,0.0,0.014285714285714287,0.0
2024-08-09,48.24705462334881,51.70296322741878,0.0,0.03570153516601214,0.0,0.014280614066404856,0.0
2024-08-12,48.16137093895038,51.7886469118172,0.0,0.03570153516601214,0.0,0.014280614066404856,0.0
2024-08-13,48.16137093895038,51.79578721885041,0.0,0.03570153516601214,0.0,0.007140307033202428,0.0
2024-08-14,47.99714387718672,51.96001428061406,0.0,0.03570153516601214,0.0,0.007140307033202428,0.0
2024-08-16,47.825776508389865,52.131381649410926,0.0,0.03570153516601214,0.0,0.007140307033202428,0.0
2024-08-19,47.74009282399143,52.21706533380935,0.0,0.03570153516601214,0.0,0.007140307033202428,0.0
2024-08-20,47.654409139593,52.302749018207784,0.0,0.03570153516601214,0.0,0.007140307033202428,0.0
2024-08-21,47.568725455194574,52.38843270260622,0.0,0.03570153516601214,0.0,0.007140307033202428,0.0
2024-08-22,47.48304177079614,52.47411638700464,0.0,0.03570153516601214,0.0,0.007140307033202428,0.0
2024-08-23,47.397358086397716,52.559800071403075,0.0,0.03570153516601214,0.0,0.007140307033202428,0.0
2024-08-26,47.31167440199929,52.6454837558015,0.0,0.03570153516601214,0.0,0.007140307033202428,0.0
2024-08-27,47.22599071760086,52.73116744019993,0.0,0.03570153516601214,0.0,0.007140307033202428,0.0
2024-08-28,47.140307033202426,52.816851124598365,0.0,0.03570153516601214,0.0,0.007140307033202428,0.0
2024-08-29,47.054623348804,52.90253480899678,0.0,0.03570153516601214,0.0,0.007140307033202428,0.0
2024-08-30,46.96893966440557,52.98821849339521,0.0,0.03570153516601214,0.0,0.007140307033202428,0.0
2024-09-02,46.883255980007135,53.07390217779364,0.0,0.03570153516601214,0.0,0.007140307033202428,0.0
2024-09-03,46.79757229560872,53.159585862192074,0.0,0.03570153516601214,0.0,0.007140307033202428,0.0
2024-09-04,46.711888611210284,53.2452695465905,0.0,0.03570153516601214,0.0,0.007140307033202428,0.0
2024-09-05,46.62620492681185,53.33095323098893,0.0,0.03570153516601214,0.0,0.007140307033202428,0.0
2024-09-10,46.54766154944663,53.409496608354154,0.0,0.03570153516601214,0.0,0.007140307033202428,0.0
2024-09-11,46.4619778650482,53.495180292752586,0.0,0.03570153516601214,0.0,0.007140307033202428,0.0
2024-09-12,46.383434487682976,53.573723670117815,0.0,0.03570153516601214,0.0,0.007140307033202428,0.0
2024-09-13,46.312031417350944,53.64512674044985,0.0,0.03570153516601214,0.0,0.007140307033202428,0.0
2024-09-16,46.23348803998572,53.72367011781507,0.0,0.03570153516601214,0.0,0.007140307033202428,0.0
2024-09-17,46.126383434487686,53.8307747233131,0.0,0.03570153516601214,0.0,0.007140307033202428,0.0
2024-09-19,45.97643698679043,53.98072117101035,0.0,0.03570153516601214,0.0,0.007140307033202428,0.0
2024-09-23,45.8978936094252,54.05926454837559,0.0,0.03570153516601214,0.0,0.007140307033202428,0.0
2024-09-25,45.81220992502678,54.144948232774006,0.0,0.03570153516601214,0.0,0.007140307033202428,0.0
2024-09-26,45.74080685469475,54.21635130310604,0.0,0.03570153516601214,0.0,0.007140307033202428,0.0
2024-09-27,45.66940378436273,54.287754373438055,0.0,0.03570153516601214,0.0,0.007140307033202428,0.0
2024-09-30,45.583720099964296,54.37343805783649,0.0,0.03570153516601214,0.0,0.007140307033202428,0.0
2024-10-02,45.49089610853267,54.466262049268124,0.0,0.03570153516601214,0.0,0.007140307033202428,0.0
