date,FUTU SECURITIES INTERNATIONAL,BANK OF CHINA (HONG KONG) LTD,CORE PACIFIC - YAMAICHI INTERNATIONAL,THE HONGKONG AND SHANGHAI BANKING,TIGER SECURITIES ASSET MANAGEMENT CO LTD,VALUABLE CAPITAL LTD,UOB KAY HIAN (HONG KONG) LTD,KGI ASIA LTD
2024-05-13,27.17356609964634,30.720812355567283,0.0,11.954666746109094,0.0,6.090113248017841,8.322729187857226,15.738112362802218
2024-05-17,27.235500975885635,30.694685994446598,0.0,11.944499959603863,0.0,6.084933941684987,8.31565116447181,15.724727963907114
2024-05-28,27.002492214456524,30.337352536973448,0.0,11.805447568935158,1.222992254382389,5.930041480871308,8.160006051920433,15.541667892460737
2024-05-31,26.918437763983512,30.337352536973448,0.0,11.805447568935158,1.3070467048554053,5.930041480871308,8.160006051920433,15.541667892460737
2024-06-04,26.83438331351049,30.337352536973448,0.0,11.805447568935158,1.3911011553284218,5.930041480871308,8.160006051920433,15.541667892460737
2024-06-13,25.99383880878033,30.337352536973448,0.0,12.64599207366532,1.3911011553284218,5.930041480871308,8.160006051920433,15.541667892460737
2024-06-18,27.217379443748683,29.835786410736503,0.0,12.436916438305207,1.3681021406045275,5.832000363725041,8.025097027787767,15.284718175092275
2024-06-19,27.036433925441592,29.90996142387742,0.0,12.467835966536974,1.3715033914668457,5.846499351539937,8.045048292664736,15.322717648472493
2024-06-20,28.794113024449807,29.09031558670272,0.0,12.12617020161924,1.3339190218464503,5.928081211891626,7.824583603676942,14.90281734981321
2024-06-28,28.74777199737669,29.043497853472864,0.0,12.10665443528432,1.3317722226916284,6.079479844371754,7.8119907781814675,14.878832868621275
2024-07-04,22.200418768507753,25.661124560524133,14.845308050806787,10.696726993505177,1.1766755183948867,5.371470417808681,6.902215065001546,13.146060625451028
2024-07-11,19.213661079139612,26.646265609946067,15.415225488278006,11.107378710303765,1.2218485719875527,5.57768336034197,7.167193919549947,13.65074326045308
2024-07-12,19.35181489632041,26.431613212694206,15.291046169732079,11.017901801897466,1.2120058146985915,6.045382477544938,7.109457673168534,13.540777953943778
2024-07-15,19.114876552050855,26.509267318151604,15.335970121299592,11.050271574470898,1.215566597258181,6.063143359737937,7.1303447288111315,13.5805597482198
2024-07-17,19.124709271350415,26.47146358221788,15.343858965832723,11.055955849662515,1.2161918864201704,6.066262249183388,7.1340125881371685,13.587545607195741
2024-07-18,19.11066562393294,26.452025069668565,15.332591670613635,10.900973340529664,1.2152988129724887,6.282103531709753,7.128773943405994,13.57756800716696
2024-07-23,19.072057701643665,26.29753870076398,15.754067184745274,10.837308960034457,1.208201167319436,6.245414493303791,7.087140140384945,13.498271651804453
2024-07-31,19.19004523237632,26.25919864703803,15.731098807775156,10.821508887925033,1.2064396907723767,6.236309096409475,7.07680756375724,13.478592073946368
2024-08-07,19.28281833131288,26.41544676440535,15.294406334579788,10.87382481019334,1.2122721496039057,6.266458150973664,7.111019956709798,13.543753502221278
2024-08-12,19.341899641708235,26.396111857298138,15.28321152389283,10.865865664376868,1.2113848214579803,6.261871388261644,7.105815013120285,13.533840089884022
2024-08-15,21.65305400835314,25.390262602357506,14.619749965866244,11.094345699671965,1.1587972314898771,6.340126242381171,6.797343518612524,12.94632073126757
2024-08-22,21.562468405841564,25.28404237887889,14.558588207404103,11.047932478271935,1.5722996363839201,6.3136023092933025,6.768906815971218,12.89215976795507
2024-08-27,21.423018327226583,25.28404237887889,14.558588207404103,11.047932478271935,1.5722996363839201,6.453052387908284,6.768906815971218,12.89215976795507
2024-09-09,21.31328964778087,25.31935023268317,14.578918520742493,11.06336034296766,1.5744952712775058,6.4620637408750845,6.778359243264756,12.910163000408462
2024-10-03,21.085311203896524,25.074659036785434,14.518097211454556,11.712516644011112,1.567926686390327,6.435104870307084,6.750080829923412,12.856303517231549
2024-10-07,21.129385697513595,25.127072439128906,14.548444298898067,11.527969871899833,1.571204113698043,6.448556129612146,6.764190481499159,12.88317696775025
2024-10-08,21.169561753542464,25.092105858245695,14.528198830368666,11.511927665155632,1.5690176418812904,6.50916188017715,6.754777502165661,12.865248868463441
2024-10-09,21.172508098440854,25.095598136401755,14.5302208412636,11.499612040319972,1.5692360151843592,6.5100678146561775,6.755717621024283,12.867039432709001
2024-10-10,21.175455263588308,25.09909138679222,14.532243415077204,11.487292986870173,1.5694544492815659,6.510974001343259,6.756658001607733,12.868830495439534
2024-10-14,20.688263195075184,25.58628345530535,14.532243415077204,11.487292986870173,1.5694544492815659,6.510974001343259,6.756658001607733,12.868830495439534
2024-10-15,20.492016615711357,25.51525015529513,14.491898626115262,11.455401667817643,1.6345029341236323,6.8399262912052645,6.737899993406464,12.833103716325247
2024-10-22,20.492016615711357,25.51525015529513,14.491898626115262,11.455401667817643,1.9815311579290742,6.492898067399821,6.737899993406464,12.833103716325247
2024-10-23,18.770262368478416,25.439327938108303,14.448777078482186,11.303676895450504,4.051608706633774,6.473578044501957,6.717850952006947,12.794918016337913
2024-10-24,19.22015218382764,25.21251898868737,14.045627715425157,11.202896910716307,4.564143185847384,6.415861683486443,6.6579567315111055,12.680842600498593
2024-10-25,18.225300725954664,25.43558978296096,13.914414123673868,11.641771777790613,5.472685828427393,6.152100580559906,6.595758413702437,12.562378766930166
2024-10-28,18.20056925545593,25.401074054096227,13.895532464184063,11.625974061220406,5.600958031828097,6.143752268710287,6.586808064565375,12.545331799939612
2024-10-29,18.065737058500662,25.212899576052884,13.792592542706188,11.539847325159695,6.3002784783699415,6.098238548545145,6.538012129130453,12.452394341535031
2024-10-31,18.065737058500662,24.539433143303555,13.792592542706188,12.078620471359157,6.4349717649198075,6.098238548545145,6.538012129130453,12.452394341535031
2024-11-04,18.068170719796857,24.542738885464974,13.794450562588615,12.066776456483156,6.435838629176476,6.099060050988276,6.538892874102064,12.454071821399584
2024-11-07,18.000815004159215,24.542738885464974,13.794450562588615,12.066776456483156,6.503194344814115,6.099060050988276,6.538892874102064,12.454071821399584
2024-11-11,18.27604378194951,24.46036162735667,13.748149739369184,12.026274540078072,6.481366490898899,6.078588666503318,6.516945198720508,12.412269955123838
2024-11-18,18.173565056022642,24.32320575679798,13.671060141316573,12.386060591900831,6.445023714082594,6.178010820697504,6.4804029224561175,12.342670996725754
2024-11-26,18.0400586093301,24.32320575679798,13.671060141316573,12.386060591900831,6.578530160775138,6.178010820697504,6.4804029224561175,12.342670996725754
2024-12-11,18.494985173992948,24.30698006410705,13.66194035575746,12.37779801274803,6.574141709276844,6.4407243229901505,6.476079930356124,11.667350430771387
2024-12-12,17.066531494909665,23.98695241449454,13.482066152970104,12.741474140172674,9.449954083295205,6.4875860321054875,6.39081534243329,10.39462033961904
2024-12-13,17.481312231009387,23.85829796034943,13.446658196847782,12.57669617971774,9.42513566483154,6.470547682125728,6.374031141357338,10.367320943761058
2024-12-16,17.808026530525474,23.768564336197226,13.396083869427427,12.513041231550131,9.389686716095252,6.446211256504262,6.350057724824292,10.328328334875932
2024-12-18,18.184404408222907,23.494250495423998,13.241479192192182,12.368627780597482,9.281320009956971,6.94401789668672,6.276771484267661,10.20912873265208
2024-12-19,18.495724176253752,23.479069947759676,13.232923358241985,12.360635929842246,9.27532298865057,6.681075562706158,6.27271581844791,10.202532218097703
2024-12-20,18.810482378649056,23.38839703795244,13.181819644644403,12.312900869240599,9.23950297846047,6.655274176055817,6.248491460459368,10.163131454537847
2024-12-23,18.862705873650423,23.373352930392915,13.173340709031908,12.30498084784084,9.233559857331691,6.650993307196773,6.244472246253991,10.156594228301456
2024-12-27,19.381269353307918,23.22396950126386,13.089147447839938,12.226337435409084,9.174546465514762,6.608485576692626,6.20456266716944,10.091681552802374
2025-01-02,19.356527123074322,23.19432165984215,13.072437773472782,12.338389753966252,9.162834191318446,6.600049149302175,6.196641889886414,10.078798459137461
2025-01-15,19.165036335376964,23.19432165984215,13.072437773472782,12.338389753966252,9.354324979015802,6.600049149302175,6.196641889886414,10.078798459137461
2025-01-20,20.493966998473752,23.253693233631225,13.105899894730443,12.36997289868845,7.8424220317344515,6.61694359919496,6.2125037196310124,10.104597623915708
2025-01-21,20.546560977252824,23.31336953976345,13.139533764688144,12.78666542628099,7.220969361404545,6.6339247620544635,6.2284469622847904,10.130529206270792
2025-01-22,20.86735037580478,23.31336953976345,13.139533764688144,12.78666542628099,7.092653601983762,6.441451122923289,6.2284469622847904,10.130529206270792
2025-01-23,20.999034269012228,23.17273109365024,13.14164161434287,12.788716668645186,7.093791408523459,6.442484463281367,6.229446132423856,10.132154350120796
2025-01-24,21.45730460411993,23.11340529504194,13.107996966215547,12.755975563314252,6.819614632569661,6.425990700234574,6.213497780665064,10.106214457839037
2025-02-03,22.125666093097625,23.14303017485845,13.124797728794768,12.77232513353905,6.059324342077858,6.434227011577123,6.221461735895488,10.119167780159637
2025-02-04,20.969139585931202,21.806999375001887,18.019269265491346,12.03498781706577,5.709523823901498,6.06278362686103,5.8623011403951075,9.534995365352158
2025-02-06,21.280056385372333,21.75445254682968,17.97584947033292,12.005987933771284,5.695765976608504,5.927692988876539,5.848175156098927,9.512019542109813
2025-02-07,22.06195971477145,21.55133573226483,17.925905456467802,11.972630554537645,5.6799408877648485,5.911223515135496,5.831926614322702,9.065077524735226
2025-02-11,22.155487420723254,21.52547356041833,17.904393896665727,11.9582630817878,5.673124808745792,5.904129890857599,5.824928148419265,9.054199192382233
2025-02-13,22.815501941042704,21.52547356041833,17.904393896665727,11.9582630817878,5.673124808745792,5.904129890857599,5.824928148419265,8.394184672062785
2025-02-20,23.046367916345122,21.46108887732333,17.850840197890683,11.922494810454467,5.6561559675287,5.886470092065828,5.807505249367384,8.369076889024484
2025-02-21,23.64458642163637,21.46108887732333,17.850840197890683,11.922494810454467,5.6561559675287,5.886470092065828,5.807505249367384,7.770858383733242
2025-02-28,23.54251386873518,21.422642613592256,17.81886147984928,12.139995103395975,5.646023300669402,5.875924831156733,5.797101449275362,7.756937353325808
2025-03-10,24.13966070116981,21.422642613592256,17.81886147984928,12.139995103395975,5.646023300669402,5.875924831156733,5.797101449275362,7.159790520891182
2025-03-12,24.08145802012087,21.318255557602374,17.732034727215463,12.746385552907899,5.618511673787608,5.609598117456903,5.768853657232163,7.124902693676723
2025-03-13,24.02435337289472,21.267703325172068,17.689986542805144,12.9532910844602,5.605188430369392,5.596296010860608,5.7551739060841935,7.1080073273536755
2025-03-17,23.981702301414934,20.57899315315742,17.658581040696404,12.930294763378564,5.595237390743447,6.414846463845475,5.744956593266778,7.095388293496979
2025-03-18,24.38151676987042,20.211966903828298,17.648137305347078,12.922647457166006,5.591928224599753,6.4110525599853325,5.741558879366939,7.091191899836175
2025-03-19,24.972942282784196,20.211966903828298,17.648137305347078,12.922647457166006,5.591928224599753,6.4110525599853325,5.741558879366939,6.499766386922399
2025-03-21,24.98772065829107,20.223927850730547,17.658581040696404,12.871117212974086,5.595237390743447,6.414846463845475,5.744956593266778,6.503612789452193
2025-03-25,25.19432661089651,20.2472924615494,17.563452378131146,12.708249401616229,5.601701542763704,6.422257506457806,5.751593715193024,6.511126383392184
2025-03-26,25.267907834973506,20.211369227857684,17.532290878122634,12.62656131718395,5.591762869038607,6.529144587433762,5.741389099167297,6.499574186222559
2025-03-27,25.991392288482317,20.17321691078798,17.50175637460666,12.368419499005213,5.5820241700760995,6.517773330263367,5.731389808894635,6.134027617883731
2025-03-31,26.16575275498725,20.125689851162957,17.460523138358962,12.33928013994334,5.568873208742925,6.502417792122886,5.717886949812407,6.119576164869274
2025-04-01,26.3579733974529,20.137550609076925,17.470813222302763,12.346552100092525,5.572155136342474,6.270516197851288,5.721256696310179,6.123182640570947
2025-04-02,26.680307576670465,19.160905072390282,17.684465469209524,12.497539267328033,5.6402975547774,6.347198940542734,5.791222491991434,6.198063627090131
2025-04-03,26.724019721819797,19.149481616616885,17.673922245473463,12.490088414325148,5.636934890570132,6.343414831905468,5.787769848509238,6.19436843077987
2025-04-09,26.73756919259401,19.10848921549914,17.682883183813704,12.496421072723802,5.639792899408284,6.34663103645734,5.790704332887955,6.197509066615766
2025-04-11,26.76528764119918,19.145298126876696,17.66181306896716,12.481530908917591,5.633072780134407,6.339068681187741,5.783804394452123,6.190124398265097
2025-04-14,26.80889322885655,19.133898587658084,17.65129682997118,12.474099125919928,5.629718722461714,6.335294257746445,5.780360587800986,6.18643865958511
2025-04-15,27.252777315222303,19.111140186026596,17.630301876917954,12.102433570426054,5.623022575350286,6.327758879082712,5.773485262982611,6.179080333991484
2025-04-16,26.301234626638436,19.111140186026596,17.630301876917954,12.102433570426054,6.5745652639341525,6.327758879082712,5.773485262982611,6.179080333991484
2025-04-23,26.22616613570444,19.09978127526033,17.619823118254004,12.21411250059436,6.570657600684704,6.323997907850316,5.770053730207788,6.175407731444059
2025-04-24,26.269988357450043,19.088435859053867,17.609356808515695,12.20685722432105,6.566754579798988,6.320241404709293,5.766626274146411,6.171739492004657
2025-04-25,26.566992182859316,19.088435859053867,17.609356808515695,12.20685722432105,6.566754579798988,6.023237579300021,5.766626274146411,6.171739492004657
2025-04-30,26.313758548632222,19.07710391337386,17.598902925531913,12.19961056231003,6.859683700607904,6.019661854103344,5.763202887537994,6.168075607902736
2025-05-02,27.774818287283658,18.783886166157636,17.54681913961692,11.571607831995644,7.0169519615502995,6.001846722068329,5.74614674337666,5.557923147950849
