date,BOCI SECURITIES LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,FUTU SECURITIES INTERNATIONAL,CMB INTERNATIONAL SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,GUOSEN SECURITIES (HK) BROKERAGE CO LTD,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,HANG SENG SECURITIES LTD,TOTAL_CCASS_PCT
2024-06-07,0.002567359018792047,0.0,0.0,0.1241878222825993,0.0013680421059282662,0.004104126317784799,0.00030400935687294807,0.002584079533420059,0.0,0.00030400935687294807,0.13541944797227035
2024-06-11,0.0007600233921823702,0.0,0.0,0.1241878222825993,0.0013680421059282662,0.004104126317784799,0.00030400935687294807,0.002584079533420059,0.0,0.00030400935687294807,0.13361211234566067
2024-06-12,0.017176528663321568,0.0,0.0,0.11248346204299078,0.00015200467843647404,0.03252900118540545,0.00030400935687294807,0.02553678597732764,0.0009120280706188443,0.023864734514526423,0.21295855448950013
2024-06-13,0.013984430416155613,0.0,0.0,0.09409089595217743,0.00015200467843647404,0.026904828083255908,0.00030400935687294807,0.005624173102149539,0.0018240561412376885,0.02781685615387475,0.17070125388416035
2024-06-14,0.01094433684742613,0.0,0.0,0.09941105969745402,0.00015200467843647404,0.03252900118540545,0.00030400935687294807,0.006232191815895436,0.0009120280706188443,0.01352841638084619,0.1640130480329555
2024-06-17,0.009120280706188442,0.0,0.0,0.06338595090800968,0.00015200467843647404,0.02675282340481943,0.00030400935687294807,0.035569094754134924,0.0007600233921823702,0.013984430416155613,0.1500286176167999
2024-06-18,0.009424290063061391,0.0,0.0,0.08041047489289477,0.00015200467843647404,0.03359303393446076,0.00030400935687294807,0.03207298715009602,0.0013680421059282662,0.011856364918044975,0.1691812070997956
2024-06-19,0.009272285384624917,0.0,0.0,0.087858704136282,0.00015200467843647404,0.02994492165198539,0.00030400935687294807,0.03131296375791365,0.0019760608196741623,0.011400350882735553,0.1722213006685251
2024-06-20,0.008968276027751968,0.0,0.0,0.08177851699882303,0.00015200467843647404,0.030248931008858337,0.00030400935687294807,0.028272870189184174,0.0016720514628012144,0.01276839298866382,0.16416505271139198
2024-06-21,0.00866426667087902,0.0,0.0,0.08025847021445828,0.00015200467843647404,0.028576879546057123,0.00030400935687294807,0.028880888902930068,0.0016720514628012144,0.011552355561172028,0.16006092639360717
2024-06-24,0.007752238600260176,0.0,0.0,0.0808664889282042,0.00015200467843647404,0.02903289358136654,0.00030400935687294807,0.024168743871399372,0.0016720514628012144,0.010792332168989657,0.1547407626483306
