date,BANK OF CHINA (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,STANDARD CHARTERED BANK (HONG KONG) LTD,BOCI SECURITIES LTD,BOCOM INTERNATIONAL SECURITIES LTD,HANG SENG BANK LTD,GF SECURITIES (HONG KONG) BROKERAGE LTD,TOTAL_CCASS_PCT
2024-03-01,0.0,7.582066819213601,0.0,0.0,0.0,0.0,0.0,7.582066819213601
2024-03-15,8.136432800049885,7.582066819213601,0.0,0.0,0.0,0.0,0.0,15.718499619263484
2024-03-18,8.160237386958116,7.582066819213601,0.0,0.0,0.0,0.0,0.0,15.742304206171717
2024-03-19,8.159047157612704,7.582066819213601,0.0,0.0,0.0,0.0,0.0,15.741113976826307
2024-03-21,8.158749600276352,7.582066819213601,0.0,0.0,0.0,0.0,0.0,15.740816419489953
2024-03-25,8.301577121725744,7.43923929776421,0.0,0.0,0.0,0.0,0.0,15.740816419489953
2024-04-03,8.301577121725744,7.340212216225966,2.891183722480603,0.0,0.0,0.0,0.0,18.53297306043231
2024-04-05,8.298303991025861,7.32830992277185,2.891183722480603,0.0,0.0,0.0,0.0,18.517797636278313
2024-04-08,8.298303991025861,7.47935002670458,2.891183722480603,0.0,0.0,0.0,0.0,18.668837740211046
2024-04-15,8.296518647007742,7.47935002670458,2.891183722480603,0.0,0.0,0.0,0.0,18.667052396192926
2024-04-18,8.296518647007742,7.457330783814466,2.8900530046024624,0.0,0.0,0.0,2.000954064038695,20.64485649946337
2024-04-22,8.293662096578757,7.4555454397963485,2.8900530046024624,0.0,0.0,0.0,2.000954064038695,20.640214605016265
2024-05-06,8.28175980312464,7.4555454397963485,2.8900530046024624,0.0,0.0,0.0,2.012856357492811,20.640214605016265
2024-05-07,8.28175980312464,7.4555454397963485,2.8900530046024624,0.0,0.0,0.0,2.024758650946927,20.65211689847038
2024-05-09,8.272356991295888,7.4555454397963485,2.8900530046024624,0.0,0.0,0.0,2.024758650946927,20.642714086641625
2024-05-13,8.272118945426806,7.454236187516396,2.8900530046024624,0.0,0.0,0.0,2.024758650946927,20.64116678849259
2024-05-14,8.271226273417748,7.454236187516396,2.8900530046024624,0.0,0.0,0.0,2.024758650946927,20.640274116483532
2024-05-21,8.2664653560361,7.454236187516396,2.8900530046024624,0.0,0.0,0.0,2.024758650946927,20.635513199101887
2024-06-04,8.2664653560361,7.4560810430017845,2.8900530046024624,0.0,0.0,0.0,2.024758650946927,20.637358054587274
2024-06-07,8.261347369850832,7.4560810430017845,2.8900530046024624,0.0,0.0,0.0,2.024758650946927,20.632240068402005
2024-06-11,8.261347369850832,7.448939666929315,2.8900530046024624,0.0,0.0,0.0,2.0366609444010426,20.63700098578365
2024-06-14,8.257776681814596,7.448939666929315,2.8900530046024624,2.6072806971782674,0.0,0.0,2.0604655313092746,23.264515581833916
2024-06-19,8.257181567141892,7.448939666929315,2.8900530046024624,2.6072806971782674,0.0,0.0,2.0604655313092746,23.26392046716121
2024-06-24,8.257181567141892,7.448344552256608,2.8900530046024624,2.6072806971782674,0.0,0.0,2.0604655313092746,23.263325352488504
2024-06-27,8.256943521272808,7.448344552256608,2.8900530046024624,2.6072806971782674,0.0,0.0,2.0604655313092746,23.263087306619422
2024-07-05,8.256943521272808,7.447154322911197,2.8900530046024624,2.6072806971782674,0.0,0.0,2.0604655313092746,23.26189707727401
2024-07-12,8.256943521272808,7.3876428556406175,2.8900530046024624,2.6072806971782674,0.0,0.0,2.0604655313092746,23.202385610003432
2024-07-17,8.256943521272808,7.3876428556406175,2.8900530046024624,2.6063880251692084,0.0,0.0,2.0604655313092746,23.201492937994374
2024-07-19,8.254563062581985,7.3876428556406175,2.8900530046024624,2.6063880251692084,0.0,0.0,2.0604655313092746,23.199112479303547
2024-07-22,8.254444039647444,7.3876428556406175,2.8900530046024624,2.6063880251692084,0.0,0.0,2.0604655313092746,23.198993456369006
2024-07-31,8.254444039647444,7.3876428556406175,2.8900530046024624,2.6063880251692084,2.575834837872493,0.0,2.0604655313092746,25.774828294241498
2024-08-02,8.254444039647444,7.3876428556406175,2.884101857875404,2.6063880251692084,2.575834837872493,0.0,2.0604655313092746,25.76887714751444
2024-08-13,8.353828189989313,7.3876428556406175,2.884101857875404,2.6063880251692084,2.575834837872493,0.0,2.0604655313092746,25.86826129785631
2024-08-14,8.353828189989313,7.328131388370037,2.884101857875404,2.6063880251692084,2.575834837872493,0.0,2.0604655313092746,25.808749830585732
2024-09-17,8.353828189989313,7.328131388370037,2.884101857875404,2.6063880251692084,2.575834837872493,2.2163927169342656,2.0604655313092746,28.025142547519994
2024-10-04,8.353233075316606,7.328131388370037,2.884101857875404,2.6063880251692084,2.575834837872493,2.2163927169342656,2.0604655313092746,28.024547432847292
2024-10-10,8.351447731298489,7.328131388370037,2.884101857875404,2.6063880251692084,2.575834837872493,2.2163927169342656,2.0604655313092746,28.02276208882917
2024-10-28,8.350912128093054,7.328131388370037,2.884101857875404,2.6063880251692084,2.575834837872493,2.2163927169342656,2.0604655313092746,28.022226485623737
2024-11-07,8.350019456083995,7.328131388370037,2.884101857875404,2.6063880251692084,2.575834837872493,2.2163927169342656,2.0604655313092746,28.021333813614678
2024-11-14,8.348829226738582,7.328131388370037,2.884101857875404,2.6063880251692084,2.575834837872493,2.2163927169342656,2.0604655313092746,28.02014358426927
2024-11-18,8.348829226738582,7.344020950131283,2.884101857875404,2.6063880251692084,2.575834837872493,2.2163927169342656,2.0604655313092746,28.036033146030515
2024-11-20,8.34763899739317,7.344020950131283,2.884101857875404,2.6063880251692084,2.575834837872493,2.2163927169342656,2.0604655313092746,28.0348429166851
2024-12-10,8.344068309356937,7.344020950131283,2.884101857875404,2.6063880251692084,2.575834837872493,2.2163927169342656,2.0604655313092746,28.031272228648866
2025-01-24,8.344068309356937,7.344020950131283,2.884101857875404,2.6063880251692084,2.575834837872493,2.2157976022615595,2.0604655313092746,28.03067711397616
2025-02-12,8.342937591478796,7.344020950131283,2.884101857875404,2.6063880251692084,2.575834837872493,2.2157976022615595,2.0604655313092746,28.02954639609802
2025-02-14,8.342937591478796,7.343723392794931,2.884101857875404,2.6063880251692084,2.575834837872493,2.2157976022615595,2.0604655313092746,28.029248838761667
2025-02-20,8.342937591478796,7.343723392794931,2.884101857875404,2.6063880251692084,2.575834837872493,2.2157976022615595,2.0616557606546864,28.03043906810708
2025-03-14,8.34234247680609,7.343723392794931,2.884101857875404,2.6063880251692084,2.575834837872493,2.2157976022615595,2.0616557606546864,28.02984395343437
2025-04-01,8.342163942404278,7.343723392794931,2.884101857875404,2.6063880251692084,2.575834837872493,2.2157976022615595,2.0616557606546864,28.02966541903256
2025-04-15,8.344544401095101,7.343723392794931,2.884101857875404,2.6063880251692084,2.575834837872493,2.2157976022615595,2.0616557606546864,28.032045877723384
2025-04-28,8.342163942404278,7.343723392794931,2.884101857875404,2.6063880251692084,2.575834837872493,2.2157976022615595,2.0616557606546864,28.02966541903256
2025-04-29,8.338593254368043,7.343723392794931,2.884101857875404,2.6063880251692084,2.575834837872493,2.2157976022615595,2.0616557606546864,28.026094730996327
