date,THE HONGKONG AND SHANGHAI BANKING,FUTU SECURITIES INTERNATIONAL,INTERACTIVE BROKERS HONG KONG LTD,SINO-RICH SECURITIES & FUTURES LTD,HANG SENG SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD
2024-06-20,82.93191933388701,3.528610064098469,8.31895909197385,0.0,3.0750228923103133,2.1454886177303605
2024-06-24,82.93923592635947,3.528785782696605,8.31435564541875,0.0,3.0733212727466213,2.1443013727785463
2024-07-02,82.93923592635947,3.5819942534851545,8.31435564541875,0.0,3.0201128019580716,2.1443013727785463
2024-07-03,82.9374707359639,3.584046311667305,8.314178691525136,0.0,3.0200485250925806,2.144255735751075
2024-07-08,82.93993699982974,4.858036778477779,7.676017367614508,0.0,2.381661842329304,2.1443470117486805
2024-07-09,82.93905436899402,5.923230001383435,6.611754940459087,0.0,2.381636497142675,2.1443241920207727
2024-07-10,82.93905436899402,5.913652374719322,6.611754940459087,0.0,2.381636497142675,2.1539018186848855
2024-07-11,82.9337589784517,5.9132748071295556,6.6113328012769355,0.0,2.3878691141260973,2.1537642990156955
2024-07-15,82.9222879516534,5.9199046686811085,6.616802144954676,0.0,2.387538834744861,2.153466399965953
2024-07-16,82.90200082969015,5.93760304645201,6.6205018561657685,0.0,2.3869547180649073,2.1529395496271713
2024-07-17,82.90200082969015,5.939730457074172,6.618374445543607,0.0,2.3869547180649073,2.1529395496271713
2024-07-19,82.903764533183,5.9398568222191495,6.6185152485400325,0.0,2.387005499473455,2.1508578965843697
2024-07-24,82.89582845838031,5.943542725861006,6.623199812801804,0.0,2.3867770001489075,2.150652002807973
2024-07-25,82.89582845838031,5.944606351975153,6.623199812801804,0.0,2.3867770001489075,2.1495883766938246
2024-07-26,82.6295310694331,6.250993946204981,6.601923219643558,0.0,2.379109636242194,2.138442128476161
2024-08-05,82.61026255260062,6.272855431775542,6.600383706263316,0.0,2.378554847736451,2.137943461624074
2024-08-06,82.61026255260062,6.276035317935618,6.600383706263316,0.0,2.378554847736451,2.134763575463998
2024-08-07,82.62371882518788,6.316046085196138,6.600103871877219,0.0,2.378454004896817,2.0816772128419556
2024-08-08,82.66752918968791,6.32151606095634,6.603603508064944,0.0,2.3797151553071676,2.027636085983647
2024-08-09,82.66402265087326,6.358363113858815,6.603323400600206,0.0,2.379614214059236,1.9946766206084772
2024-08-12,82.71077115668199,6.347269814663541,6.6061255450292276,0.0,2.380624012051644,1.9552094715736095
2024-08-13,82.7564245454256,6.38261737201329,6.626755405534503,0.0,2.4435032746340584,1.7906994023925527
2024-08-14,82.76433121019107,6.382165605095541,6.627388535031847,0.0,2.443736730360934,1.7823779193205946
2024-08-21,82.76608845198412,6.380177923098156,6.627529246905454,0.0,2.443788615469543,1.782415762542729
2024-08-28,82.75378932620049,6.386659873476839,6.633974440623275,0.0,2.443425465970365,1.7821508937290367
2024-08-29,82.8126825641298,6.4007647777364705,6.6386956290827985,0.0,2.445164374103776,1.702692654947156
2024-08-30,82.81532153555268,6.422213252320962,6.638907182766459,0.0,2.445242293556542,1.678315735803361
2024-09-02,82.81620123006978,6.613484029275236,6.63897770365728,0.0,2.4452682678110493,1.4860687691866457
2024-09-03,82.80564612917273,6.6094548235319115,6.638131551835842,0.0,2.444956613172177,1.5018108822873408
2024-09-09,82.80564612917273,6.614765328773379,6.638131551835842,0.0,2.4396461079307086,1.5018108822873408
2024-09-10,82.79245603602074,6.629640642256393,6.637074165321553,0.0,2.439257497238977,1.501571659162348
2024-09-12,82.78190698662137,6.630919515820769,6.636228498619665,0.0,2.4389466978126992,1.5119983011255045
2024-09-16,82.7783912341799,6.634884906141171,6.635946657606387,0.0,2.4388431156034995,1.5119340864690392
2024-09-17,82.78014907307129,6.635025801108492,6.633964027096473,0.0,2.43889490560829,1.5119661931154573
2024-09-25,82.78014907307129,6.664755473445032,6.604234354759933,0.0,2.43889490560829,1.5119661931154573
2024-09-26,82.86813630662614,6.670776556620821,6.506026657596564,0.0,2.44148721328203,1.5135732658744498
2024-09-27,80.22143107031877,6.45257547383368,6.2982322556746855,3.199020435042084,2.3635091474080627,1.4652316177227172
2024-09-30,80.23051196295343,6.448160535117056,6.292770774376126,3.1993825572420893,2.3637766915358887,1.4653974787754052
2024-10-04,80.25115800308801,6.424086464230571,6.2943901183736495,3.2002058672156464,2.3643849716932577,1.4657745753988678
2024-10-07,80.23216325522522,6.4205077542115605,6.2929002912331615,3.199448406450352,2.3638253424305105,1.4911549504491988
2024-10-09,80.25343297716839,6.420233463035019,6.29464929075824,3.2003376361353015,2.3047783748172854,1.5265682580857678
2024-10-10,80.19894663210303,6.419989301732297,6.357239846932478,3.198164835617002,2.3001275562687735,1.5255318273464182
2024-10-14,80.17997634596597,6.4184707152774205,6.355736103255001,3.19740834061809,2.2995834833136217,1.5488250115699078
2024-10-16,80.19254108983193,6.449920803077366,6.362495628741282,3.1977043177750812,2.2997963507703703,1.497541809803962
2024-10-17,80.18594318859658,6.426764300553304,6.39282555484707,3.197441224263118,2.2996071333072794,1.4974185984326471
2024-10-18,80.18759256211948,6.426896494981076,6.393985519170643,3.1975069935823592,2.2965690307717623,1.4974493993746916
2024-10-23,80.17439947351103,6.4422918723264235,6.392933530766699,3.196980914774597,2.2961911813096414,1.4972030273116157
2024-10-24,80.12086579374704,6.560258175913174,6.3896482969845225,3.1953380336697568,2.295011202696869,1.438878496988633
2024-10-25,80.11284802515955,6.5684128305532425,6.389582626748476,3.1953051932702285,2.2949876154945064,1.4388637087739853
2024-10-29,80.11284802515955,6.588968026392871,6.389582626748476,3.1953051932702285,2.2949876154945064,1.4183085129343571
2024-10-31,80.10852139597976,6.594524602293747,6.3889916553623545,3.1950096600485054,2.2947753524890038,1.4181773338266124
2024-11-01,80.09535160905841,6.637622785746579,6.360198923184416,3.1944844026139494,2.294398092967819,1.4179441864288358
2024-11-04,80.09637415364382,6.6896813899248935,6.332131225020292,3.1943202950816305,2.2942802248045293,1.3932127115248283
2024-11-14,80.09472829828113,6.691598771203419,6.332001109615641,3.1942546567897177,2.2942330809300224,1.3931840831800764
2024-11-18,80.09513731211409,6.691461272127644,6.331870999558217,3.194189021195278,2.2941859389929418,1.3931554560118358
2024-11-26,80.09102303314225,6.691117549158602,6.331545747806612,3.194024944009534,2.294068092625696,1.3982206332573097
2024-12-02,80.06799087977323,6.71795082472321,6.329724955323214,3.1931064231867388,2.2934083766407163,1.3978185403528953
2024-12-04,80.07950530035336,6.704536116361245,6.330635220642616,3.193565617552798,2.293738187196976,1.3980195578930068
2024-12-06,80.08032788569199,6.703577775266818,6.330700249612228,3.193598422204189,2.2937617487236905,1.398033918501094
2024-12-12,80.08444106588868,6.698785774454009,6.331025414500853,3.1937624555708504,2.2938795636184333,1.3981057259671688
2024-12-13,80.16148583403529,6.698785774454009,6.253980646354242,3.1937624555708504,2.2938795636184333,1.3981057259671688
2024-12-16,80.08937743990138,6.77830285596877,6.246147524142183,3.1939593178549415,2.2940209574686667,1.398191904664064
2024-12-30,80.09102303314225,6.776387433479217,6.246275863485997,3.194024944009534,2.294068092625696,1.3982206332573097
2025-01-03,80.0877319142816,6.779190893961497,6.246019190072117,3.193893694397074,2.2939738242485257,1.3991904830391815
2025-01-07,80.07539262713517,6.845938145177029,6.260464065244411,3.1934016044044085,2.293620386823752,1.3311831712152182
2025-01-08,80.05813595184782,6.863329156309702,6.2603997617042255,3.1933688037962984,2.2935968282010726,1.3311694981408821
2025-01-10,80.05813595184782,6.863329156309702,6.31278374658477,3.1933688037962984,2.2412128433205285,1.3311694981408821
2025-01-14,80.03840545480683,6.861637674313529,6.335873159310755,3.1925817912961327,2.240660491671972,1.3308414286007682
2025-01-15,80.03676168569785,6.861496755113776,6.337796763328678,3.192516224431118,2.240614474657028,1.3308140967715436
2025-01-20,80.02361396303903,6.860369609856262,6.353182751540041,3.1919917864476384,2.240246406570842,1.3305954825462014
2025-01-21,80.02361396303903,6.859342915811088,6.354209445585216,3.1919917864476384,2.240246406570842,1.3305954825462014
2025-01-23,80.00225812411472,6.858538788413771,6.3525137027076966,3.1911399421099094,2.239648553774147,1.355900888879765
2025-02-03,80.00061583938908,6.858397996469187,6.354436096399392,3.191074434454161,2.2396025783142424,1.3558730549739295
2025-02-04,79.99815253871971,6.8581868193901325,6.357319538955773,3.190976178013158,2.2395336186634642,1.3558313062577618
2025-02-05,79.99733147220626,6.859142786764102,6.357254290171607,3.1909434272107724,2.2395106330569012,1.3558173905903605
2025-02-11,79.99589301298835,6.828892653626983,6.4007392576620985,3.1921556548077414,2.225986960316238,1.3563324605985934
2025-02-12,79.99507166618753,6.828822538913302,6.401700275165305,3.1921228797897245,2.2259641053020656,1.3563185346420796
2025-02-13,79.93351868760965,6.823568035620851,6.473720388628412,3.189666670086487,2.2242513157759745,1.3552749022786266
2025-02-14,79.92121945715283,6.822518105163819,6.488111113390641,3.1891758816650593,2.2239090741234637,1.3550663685041955
2025-02-17,79.93761927236164,6.823918084255022,6.489442472246733,3.1898302997968524,2.224365419736113,1.334824451603636
2025-02-19,80.03369320691533,6.857800285570473,6.497241882299767,3.19366403352885,2.2270387985495486,1.1905617931360362
2025-02-20,80.04849431321985,6.88578150846082,6.49844345583627,3.1942546567897177,2.227450658063721,1.145575407629635
2025-02-21,80.04849431321985,6.9166041651683425,6.49844345583627,3.1942546567897177,2.227450658063721,1.1147527509221111
2025-02-24,80.0493167574232,6.915647796157402,6.508784547416008,3.1942874755984794,2.227473543614507,1.1044898797904037
2025-02-25,80.05096169653132,6.912707545618938,6.508918296892981,3.194353115239191,2.2275193161269113,1.1055400295906626
2025-02-28,80.03862630081258,6.906505860719313,6.507915309780878,3.1938608836793607,2.22717606813022,1.1259155768776388
2025-03-04,80.03780407626562,6.902325772518081,6.50784845496384,3.1938280736357663,2.2271531886916502,1.1310404339250493
2025-03-05,80.01643216596489,6.89432063263839,6.506110711718188,3.1929752490500154,2.226558488240731,1.1636027523877992
2025-03-06,80.03698186861163,6.870409368740048,6.5077816015203656,3.193795264266269,2.2271303097231496,1.1639015871385279
2025-03-07,80.02465078060806,6.868323746918653,6.506778964667214,3.193303204601479,2.2267871815940836,1.1801561216105179
2025-03-14,80.0221850189497,6.961576779680166,6.506578474369114,3.1932048108624427,2.226718568655444,1.08973634748313
2025-03-18,79.95135867334373,7.043756670224119,6.500903045726952,3.190419505787702,2.2247762909449142,1.0887858139725803
2025-03-19,79.89314902736902,7.012992339954266,6.496169977132661,3.1880966785959663,2.223156513089757,1.1864354638583252
2025-03-20,79.86530398860107,7.0105481123081805,6.477504535995818,3.1869855360675734,2.2223816797023157,1.2372761473250438
2025-03-21,79.86202937769714,7.010260668122226,6.449562819684902,3.186854864335722,2.2222905583402524,1.2690017118197565
2025-03-24,79.82030161462174,7.055774116875665,6.446192935005328,3.185189738546021,2.2211294156216703,1.271412179329563
2025-04-01,79.81948385907037,7.055701830773802,6.427685971580489,3.185157106414368,2.2211066602464937,1.2908645719144751
2025-04-03,79.81866612027456,7.0494826349759245,6.427620120889253,3.185124474951337,2.2210839053375677,1.2980227435713554
2025-04-07,79.68431928148368,7.203576214491034,6.382151661773581,3.1803349120779076,2.2791206767801797,1.270497253393619
2025-04-08,79.68431928148368,7.317123070470657,6.268604805793959,3.1803349120779076,2.2791206767801797,1.270497253393619
2025-04-09,79.67105465034214,7.28262092526108,6.2679636278089745,3.180009614696165,2.374011680833001,1.2243395010586393
2025-04-10,79.6572036324961,7.258856254601979,6.2668739262046955,3.179456761842428,2.4390493332242493,1.1985600916305326
2025-04-11,79.67757444327377,7.183993289620393,6.268476559702943,3.1802698472774886,2.490819259607811,1.1988666005175994
2025-04-14,79.66658143697263,7.1828176936844805,6.041421631296344,3.1797494246995655,2.730759396573766,1.1986704167732039
2025-04-16,79.66453592431603,7.17872666837126,6.041421631296344,3.1797494246995655,2.730759396573766,1.2048069547430325
2025-04-17,79.6629064094828,7.17857982961228,6.04129805577999,3.1796843838530533,2.7307035396872474,1.2068277815846262
2025-04-22,79.6539452693582,7.1787949441649275,5.993577944124024,3.179326706753385,2.7303963676524727,1.2639587679469872
2025-04-23,79.6547598351519,7.183981510834774,5.987503451379018,3.1793592195281577,2.7304242895272375,1.2639716935789012
2025-04-24,79.6539452693582,7.184930666339429,5.987442221949523,3.179326706753385,2.7303963676524727,1.2639587679469872
2025-04-25,79.66453592431603,7.185885962669395,5.947328049092303,3.1797494246995655,2.730759396573766,1.2917412426489387
2025-04-28,79.64133079770157,7.166227020837168,5.9474878841788845,3.178741590495471,2.729893871541623,1.3363188352452815
2025-04-30,79.63277240476823,7.175864395689778,5.947001451734925,3.1784816079497826,2.7296705993007135,1.3362095405565666
2025-05-02,79.65216146578872,7.1612612981064165,5.947609504723733,3.178806592777392,2.7248374299619647,1.3353237086417733
