date,MINERVA HOLDING FINANCIAL SECURITIES LTD,BRADBURY SECURITIES LTD,CHINA DEMETER SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,GET NICE SECURITIES LTD,VC BROKERAGE LTD,LUK FOOK SECURITIES (HK) LTD,VALUABLE CAPITAL LTD
2024-03-04,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
2024-03-05,0.0,0.0,94.35255257548245,0.0,0.0,0.0,0.0,5.647447424517546
2024-03-06,72.00100427663614,0.0,13.44278220786603,13.751599292714307,0.0,0.0,0.0,0.8046142227835229
2024-03-07,71.6238793945408,0.0,13.624131742396873,13.936520011190698,0.0,0.0,0.0,0.8154688518716372
2024-03-08,71.40351274886166,0.0,13.73093358823881,14.043692214402048,0.0,0.0,0.0,0.8218614484974809
2024-03-11,71.40353044422214,0.0,13.73093699106607,14.043670912538966,0.0,0.0,0.0,0.821861652172819
2024-03-13,71.61306298424313,0.0,13.771230210276759,14.073657041151352,0.0,0.0,0.0,0.5420497643287586
2024-03-14,71.61535975090759,0.0,13.771671879731432,14.07090122046888,0.0,0.0,0.0,0.5420671488920953
2024-03-15,62.8586903340835,0.0,12.087759680068812,12.353214792891073,0.0,12.224548557645388,0.0,0.475786635311232
2024-03-19,62.908650102456455,0.0,12.071957593703834,12.337065682368612,0.0,12.207161972508166,0.0,0.47516464896293564
2024-03-20,62.90956093710762,0.0,12.072132379798687,12.337202135947628,0.0,12.205933018422924,0.0,0.47517152872313684
2024-03-22,62.932119139560406,0.0,12.07646122269957,12.338673004129525,0.0,12.177404717184999,0.0,0.4753419164254998
2024-03-25,62.409334302140074,0.0,11.278880413147732,12.23575229074612,0.0,12.076245521653108,0.0,1.999787472312967
2024-03-26,60.54623857306562,0.0,10.993503264206675,12.133471459205019,0.0,11.978028330155556,0.0,4.3487583733671205
2024-03-28,60.54623982925955,0.0,10.993503492296352,12.133469636178495,0.0,11.978028578671843,0.0,4.348758463593763
2024-04-02,60.54724480109724,0.0,10.993685967069988,12.132011190720263,0.0,11.978227395005057,0.0,4.348830646107444
2024-04-03,60.54732855025631,0.0,10.993701173574557,12.131889651413305,0.0,11.978243963330746,0.0,4.348836661425082
2024-04-05,60.54733064398825,0.0,10.99370155373771,12.131886612926323,0.0,11.978244377539474,0.0,4.348836811808235
2024-04-08,60.55151839764886,0.0,10.994461932658393,12.12580921843885,0.0,11.979072852324508,0.0,4.349137598929391
2024-04-09,60.55151923525754,0.0,10.994462084744697,12.125808002875868,0.0,11.979073018030927,0.0,4.349137659090976
2024-04-11,60.552696098331936,0.0,10.994675770158604,12.125483429758562,0.0,11.979305840078643,0.0,4.347838861672248
2024-04-12,60.55269634962431,0.0,10.99467581578627,12.125483065081227,0.0,11.979305889792503,0.0,4.347838879715685
2024-04-15,60.56945381084701,0.0,10.997718501987645,12.115001603690965,0.0,11.98262106427728,0.0,4.335205019197107
2024-04-16,60.56861571750816,0.0,10.997566327681305,12.114833969652594,0.0,11.982455261974899,0.0,4.336528723183047
2024-04-17,60.56945381084701,0.0,10.997718501987645,12.115001603690965,0.0,11.98262106427728,0.0,4.335205019197107
2024-04-19,60.57050146013705,0.0,10.997908725792811,12.113481486694976,0.0,11.982828323607867,0.0,4.335280003767296
2024-04-23,60.562121280443,0.0,10.99638711957924,12.125640950461513,0.0,11.981170449689476,0.0,4.334680199826767
2024-04-24,60.56295961302464,0.0,10.996539337325379,12.125808108149963,0.0,11.981336299321915,0.0,4.333356642178101
2024-04-29,60.56296086991251,0.0,10.996539565541056,12.125806284460932,0.0,11.981336547975486,0.0,4.3333567321100235
2024-04-30,17.240474264171414,4.839875170751886,3.1724962185445698,3.4982891076756206,0.0,3.456609660249229,0.0,1.2461797056395632
2024-05-02,50.84962147316244,14.408321191484214,9.444529638242312,10.414411772342394,0.0,10.290336106069626,0.0,4.592779818699015
2024-05-03,50.84962237952397,14.4083214483032,9.44452980658493,10.414410175537364,0.0,10.290336289488195,0.0,4.592779900562339
2024-05-07,50.85385241862139,14.409520036615215,9.44531547083314,10.406957798709572,0.0,10.291192314032592,0.0,4.593161961188084
2024-05-08,49.98929584451867,14.336752707794847,9.32903863334621,10.353336096730944,0.0,10.239222326609973,0.0,5.752354390999352
2024-05-09,49.32191724824379,14.30265955088284,9.306853945889621,10.324705046158515,0.0,10.214873199541035,0.0,6.528991009284195
2024-05-10,49.3221499651239,14.30272703549199,9.30689785865974,10.324281928890795,0.0,10.214921396641927,0.0,6.529021815191643
2024-05-13,49.325059111429496,14.303570646841953,9.307446803252406,10.318992626131033,0.0,10.215523898780702,0.0,6.529406913564408
2024-05-14,49.32892880779441,14.304692804145658,9.308176999905184,10.311956886600484,0.0,10.216325336759875,0.0,6.529919164794384
2024-05-16,49.327721280977656,14.304342638419703,9.307949144291568,10.311792937982304,0.0,10.21607525051006,0.0,6.532118747818708
2024-05-17,49.02391161314225,14.391779916260836,9.364845274091662,10.371267391809939,0.0,10.278522427056682,0.0,6.569673377638625
2024-05-20,49.02682146428391,14.392634151180934,9.365401131525628,10.365947410981743,0.0,10.279132516485182,0.0,6.570063325542602
2024-05-21,48.40803047011085,14.564301735795132,9.477106589630402,10.500397233703454,0.0,10.401736470181143,0.0,6.648427500579017
2024-05-22,45.20623932763059,13.60099354413319,8.850274313242803,9.754284180834274,0.0,9.713747568893304,6.665772097241238,6.208688968024599
2024-05-23,45.028650848345954,13.645073439393165,8.878957450506556,9.785902779325358,0.0,9.745229164265677,6.68737541136089,6.228810906802399
2024-05-24,45.03175476417123,13.646014021857614,8.879569494972099,9.779684139442729,0.0,9.745900922589634,6.6878363856512095,6.229240271315482
2024-05-27,44.780375711546334,13.569838396570855,9.389570576002736,9.723748414476162,0.0,9.691496750384335,6.650503130850467,6.194467020169114
2024-05-28,44.609383647465485,13.620139703831125,9.424376272340643,9.726094252674882,0.0,9.727421640689306,6.675155524758476,6.217428958240085
2024-05-29,44.613893925308076,13.621516782133858,9.425329133644832,9.715843615752357,0.0,9.728405141708695,6.675830423257347,6.2191809781948315
2024-05-30,44.60397251766969,13.618487577355745,9.423233093056727,9.73592135028672,0.0,9.726241701923682,6.674345826663631,6.217797933043809
2024-06-04,44.60447349305791,13.61864053519147,9.423338931339522,9.734907537406576,0.0,9.726350943487551,6.674420790457276,6.217867769059697
2024-06-06,44.455679169094246,13.573210643231118,9.727728916238725,9.70131382247782,0.0,9.693905188612877,6.652155850383055,6.196006409962155
2024-06-07,44.307379923886394,13.527931908746332,10.029982943751818,9.66783562677856,0.0,9.661567389495703,6.629964991755872,6.175337215585316
2024-06-11,44.277739992168314,13.518882243007779,10.023273271230062,9.728264367737035,0.0,9.65510417279893,6.625529800372709,6.171206152685173
2024-06-12,44.282677226595716,13.52038967972072,10.02439092650964,9.718198526050802,0.0,9.656180775008767,6.626268586811132,6.171894279303221
2024-06-14,44.283664805611664,13.520691207405392,10.024614487476292,9.718415258406166,0.0,9.656396124262805,6.626416363870249,6.169801752967427
2024-06-17,44.28939190392145,13.522439805406503,10.025910946406224,9.706739361353666,0.0,9.65764496241034,6.627273342129028,6.170599678372792
2024-06-19,44.28939239784971,13.52243995621271,10.025911058218115,9.706738354376803,0.0,9.65764507011522,6.627273416038319,6.170599747189125
2024-06-21,44.28949118372277,13.522470117521426,10.02593342064676,9.706536958552645,0.0,9.657666611140021,6.627288197929761,6.170613510486618
2024-06-24,44.289493653375246,13.52247087155587,10.025933979708753,9.70653192364553,0.0,9.657667149666873,6.627288567477891,6.170613854569842
2024-06-25,44.62535715470045,13.522862980857095,9.69164545566228,9.703913695881603,0.0,9.657947191765206,6.627480738088861,6.1707927830445
2024-06-26,44.43801986175547,13.466093988848419,9.650959918568375,9.663176656703271,0.0,10.037203217739762,6.599658567473747,6.144887788910953
2024-06-27,41.22857921099893,12.43448998899197,8.706523195757581,8.922904704151199,7.743817288419639,9.195467283935164,6.094075123489854,5.67414320425566
2024-07-02,41.228748331872275,12.434540995644317,8.70655891017789,8.922531103163891,7.743849053791328,9.195505004018846,6.094100121569507,5.674166479761937
2024-07-03,42.45935736511297,12.434540995644317,7.475949876937199,8.922531103163891,7.743849053791328,9.195505004018846,6.094100121569507,5.674166479761937
2024-07-05,42.64919716882872,12.436071389823352,7.281999576119932,8.921577985554467,7.744802136138268,9.196636750444899,6.09485015933574,5.674864833754621
2024-07-08,40.64031039978826,12.196395163009472,10.259843894483529,8.745637088139905,7.595539165926573,9.01939305936025,5.977386159379857,5.56549506991215
2024-07-09,39.131870557263596,11.92342580858541,12.88194508693692,8.549899669167361,7.425542261520432,8.817528666824208,5.843605380775876,5.426182568926201
2024-07-10,38.623537282108394,11.866945836984724,13.633242844453763,8.509399724079802,7.390368275219583,8.77576099227451,5.814946160929365,5.385798883949857
2024-07-16,38.62316022358331,11.86682998708051,13.633109751246856,8.510292892163998,7.390296127468296,8.775675319761604,5.814889393083197,5.38574630561223
2024-07-18,38.6235384161301,11.8669461854089,13.633243244738003,8.509397037833697,7.390368492207426,8.775761249938725,5.814946331661401,5.385799042081744
2024-07-19,38.96997171697227,11.799964394151518,13.556291766327917,8.461366597043869,7.348654296160189,8.72622734298541,5.782124448484822,5.3553994378740075
2024-07-22,38.671858513713374,11.857754911297096,13.622683925285678,8.50202392645371,7.38464444985164,8.768964183033079,5.81044249682094,5.381627593544485
2024-07-23,38.96471448027671,11.801319590959062,13.557848673002395,8.460586452598754,7.349498270981574,8.727229528673615,5.782788511216851,5.356014492291031
2024-07-24,39.25147354307161,11.74587403488719,13.494150503232568,8.420836497778629,7.314968486804217,8.686226817878895,5.755619522005164,5.3308505943417215
2024-07-25,39.251853780273656,11.745987819616156,13.494281223879925,8.419949351341769,7.315039348427982,8.686310963167806,5.755675277890624,5.330902235402083
2024-07-26,37.868875859478415,11.918667727902776,13.69266311222498,8.54215982227171,7.422579075456308,8.814010004193877,6.331771597457923,5.409272801014014
2024-07-30,38.114077053462005,11.872570674192097,13.639704892284946,8.50422116994744,7.393871250544633,8.779920632642844,6.307282617474996,5.388351709451045
2024-07-31,15.53727328725525,4.839875170751886,5.560250669895049,3.46675985194412,3.014125151432908,3.5791507195211443,2.5711753059165896,2.196571438950411
2024-08-01,38.10988041933482,11.882032997605876,13.638203062634041,8.503525934667373,7.393057132118558,8.778953900206709,6.306588140275792,5.387758413156832
2024-08-02,38.1098807924506,11.882033113937233,13.63820319615923,8.503525038868732,7.393057204500479,8.778953986157289,6.3065882020206105,5.387758465905822
2024-08-06,38.2915032852289,11.847351563470811,13.59839569622354,8.47772856021926,7.371478179759479,8.753329774139551,6.288180387894696,5.372032553063766
2024-08-07,38.585115103041545,11.847582874482972,13.305796991340824,8.475941653742423,7.371622102565328,8.753500676603194,6.2883031600908605,5.372137438132852
2024-08-15,38.58485143353305,11.847501914601292,13.305706066823856,8.475883733807134,7.371571728944012,8.753440859981813,6.28826018927688,5.372784073031961
2024-08-16,39.775825943536205,11.847502377226043,13.305706586388993,8.475880159946424,7.371572016791321,7.562468198458267,6.28826043482272,5.37278428283002
2024-08-19,39.77598126196199,11.847548639883703,13.305758543107729,8.475522772466025,7.371600801635735,7.5624977287226365,6.2882849895035715,5.37280526271861
2024-08-20,40.0775108131221,11.937361283353242,12.649244536263577,8.53977311894014,7.427482653208668,7.619826711526933,6.3359545551634175,5.412846328421921
2024-08-21,40.077905024025014,11.937478701772562,12.649368956917673,8.538873496735862,7.427555711504548,7.619901661759797,6.336016876957245,5.412899570327298
2024-08-22,40.07908770326564,11.93783097089036,12.649742233566325,8.536174523933395,7.427774895015844,7.620126521305363,6.33620384969507,5.413059302328
2024-08-23,40.079679069061555,11.938007113245842,12.649928880152181,8.53482497779726,7.427884491622564,7.620238956054841,6.336297340202149,5.4131391718636115
2024-08-30,37.83614448066048,12.384989563590432,13.123567080724325,8.854385600072748,7.705999086416042,7.905555680067297,6.573540766543634,5.615817741925045
2024-09-02,38.80593263280472,11.415612699447593,13.123674556705872,8.853639159390028,7.706062195006148,7.90562042293417,6.573594600820687,5.615863732890786
2024-09-03,39.24072882077866,11.334861618613198,13.030841089692395,8.789085573402723,7.651551511470614,7.849698116297989,6.527094699066915,5.5761385706775
2024-09-04,40.04122372442229,11.334861618613198,12.23034618604877,8.789085573402723,7.651551511470614,7.849698116297989,6.527094699066915,5.5761385706775
2024-09-05,40.04179175670492,11.33502241707837,12.230519688025362,8.78779163832524,7.651660057810272,7.849809473582413,6.527187293652095,5.576217674821328
2024-09-09,39.86324081917396,11.369353672232183,12.267563204714017,8.811358795132021,7.67483522977986,7.873584795944398,6.546956688380195,5.593106794643363
2024-09-11,45.25222383644433,11.052095113758146,10.991758193020011,7.894992967373845,6.876665855252709,7.054745815860433,5.866084699787595,5.011433518502932
2024-09-13,46.10251277375643,11.081360531137923,10.290400620508052,7.9250270373656475,6.894874936369348,6.799502736432099,5.881617810510711,5.024703553919785
2024-09-16,46.11093335897825,11.083384532328141,10.292280153535176,7.908209620917367,6.896134279483257,6.800744659893822,5.882692083061941,5.0256213118020465
