date,REALORD ASIA PACIFIC SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,CHINA SKY SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,KGI ASIA LTD,BRIGHT SMART SECURITIES INTERNATIONAL,OCBC BANK (HONG KONG) LTD
2024-03-01,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-04,0.0,71.28991419327613,0.0,0.0,0.0,28.710085806723875,0.0,0.0
2024-03-05,0.0,70.07188277578103,0.0,0.0,0.0,28.213989494055845,0.0,1.7141277301631186
2024-03-06,0.0,70.42467837875225,0.0,0.0,0.0,28.233503942454004,0.0,1.3418176787937475
2024-03-07,0.0,55.197831978319776,0.0,21.64769647696477,0.0,22.102981029810298,0.0,1.0514905149051492
2024-03-08,0.0,55.182133564614055,0.0,21.660884648742414,0.0,22.105377276669557,0.0,1.0516045099739808
2024-03-11,0.0,46.991840760333545,0.0,18.13861741235542,15.780507486774859,18.219313189276427,0.0,0.8697211512597508
2024-03-12,0.0,47.02983603619747,0.0,18.1256159842308,15.769196308574502,18.206253919899652,0.0,0.8690977510975719
2024-03-13,0.0,47.071991404011456,0.0,18.257521489971346,15.616045845272206,18.185888252148995,0.0,0.8685530085959885
2024-03-14,0.0,47.081468218442254,0.0,18.254252461951655,15.613249776186214,18.182632050134288,0.0,0.8683974932855865
2024-03-18,0.0,47.100411669948095,0.0,18.247717916592087,15.607660640773224,18.17612314301056,0.0,0.8680866296760336
2024-03-22,0.0,47.12407192056535,0.0,18.239556310940156,15.600679846140084,18.167993559352357,0.0,0.8676983630020575
2024-03-26,0.0,47.237347139159155,0.0,18.20048201374632,15.567258769972328,18.129072569847363,0.0,0.865839507274837
2024-04-02,0.0,47.28440203335415,0.0,18.18425042361545,15.55337554624097,18.11290466422902,0.0,0.865067332560421
2024-04-09,0.0,47.47178530169733,0.0,18.11961254776504,15.498089398382653,18.04852039456145,0.0,0.8619923575935307
2024-04-10,0.0,47.52,0.0,18.124444444444446,15.502222222222223,17.99111111111111,0.0,0.8622222222222222
2024-04-12,0.0,47.51533469641746,0.0,18.126055649391056,15.503600320028447,17.99271046315228,0.0,0.8622988710107564
2024-04-15,0.0,47.58473445423005,0.0,18.13895560893159,15.407881861044393,18.005515523529937,0.0,0.8629125522640335
2024-04-17,0.0,48.290331220426744,0.0,17.310954379073298,15.462905097759128,18.069815195071868,0.0,0.8659941076689581
2024-04-18,0.0,48.29956261715612,0.0,17.307863965009375,15.460144604123895,18.066589306435777,0.0,0.865839507274837
2024-04-19,0.0,48.31340353382117,0.0,17.303230412279134,15.456005711226128,18.061752632518292,0.0,0.865607710155274
2024-04-22,0.0,48.33987861478043,0.0,17.306319171724386,15.423063191717242,18.064976794002142,0.0,0.8657622277757944
2024-04-23,0.0,48.527311674402,0.0,17.306319171724386,15.235630132095679,18.064976794002142,0.0,0.8657622277757944
2024-04-24,0.0,43.87771392081737,0.0,15.477330779054919,13.625478927203066,16.15581098339719,10.089399744572159,0.7742656449553001
2024-04-26,49.92036948558688,22.085523172479693,0.0,7.720178372352285,6.796464405160058,8.058608058608058,5.032648510909381,0.3862079949036471
2024-04-29,49.850900560613894,22.04683710389249,0.0,7.709435012524353,6.934117927716592,8.047393741799532,5.02564510357441,0.38567054987873245
2024-04-30,49.88858825401878,22.075441667992997,0.0,7.715263409199427,6.851822377844978,8.053477638070985,5.029444532866465,0.38596212000636637
2024-05-02,49.06039190491487,22.55460970125281,0.0,7.7858978477353045,7.006906521040797,8.12720848056537,5.075489881143591,0.38949566334725344
2024-05-03,48.60110301517652,22.821142466084297,0.0,7.805643895173302,7.145445030393302,8.147820136065375,5.088361982206836,0.39048347490036633
2024-05-07,48.35762015940745,23.065775702439417,0.0,7.805329683600354,7.145157394734723,8.147492150390468,5.088157153208276,0.390467756219306
2024-05-08,48.36346068682314,23.056483755384676,0.0,7.806272394218769,7.146020371190466,8.148476186641975,5.088771689681549,0.3905149160594227
2024-05-13,47.9081015719468,23.32124143490528,0.0,7.815397017331721,7.327690447400243,8.141878274889159,5.09471987101975,0.3909713825070536
2024-05-14,47.53887571824647,23.538393538795354,0.0,7.791216297665447,7.546108410013259,8.116687427170811,5.078956885120746,0.38976172298790535
2024-05-16,47.57137112987535,23.687173301166066,0.0,7.79654201849618,7.350221149979895,8.122235625251307,5.082428628870125,0.3900281463610776
2024-05-17,47.60391099666037,24.12586005713596,0.0,7.8018750251478695,7.3552488633163,8.127791413511448,4.595018710014888,0.39029493421317346
2024-05-20,47.63649540988887,24.194717345788373,0.0,7.807215332581737,7.239491061362538,8.133354807537446,4.598163955548397,0.39056208729263975
2024-05-21,47.634577444941016,24.19776945685872,0.0,7.806900994484035,7.2391995812698795,8.133027338245359,4.597978821918911,0.3905463622820792
2024-05-22,47.634577444941016,24.20582195917381,0.0,7.806900994484035,7.231147078954785,8.133027338245359,4.597978821918911,0.3905463622820792
2024-05-23,47.63074197834051,24.211924795684205,0.0,7.806272394218769,7.230564837553846,8.132372478763235,4.597608599380007,0.3905149160594227
2024-05-24,47.586678465127505,24.249859222910466,0.0,7.811117367870645,7.223875794385005,8.12484916740407,4.613466334164588,0.3901536481377202
2024-05-29,46.2726846057572,23.627190237797247,0.0,7.595431789737171,7.024405506883605,7.900500625782228,4.4860763454317905,3.0937108886107634
2024-05-30,46.26906531091122,23.64098552991787,0.0,7.594837700430192,7.016034415330466,7.899882675009777,4.485725459522878,3.0934689088775906
2024-05-31,46.17696420904727,23.675890870770072,0.0,7.579719761133445,7.119160064009991,7.884157527028609,4.476796377971196,3.087311190039421
2024-06-04,36.21476017019192,18.669074657932597,21.476017019192504,5.944473353944106,5.583274664054608,6.180170804126236,3.5109737059597785,2.421255624598243
2024-06-05,36.18596115614008,18.733751338125096,21.45893867563848,5.9397461385532955,5.578834684202477,6.17525615537544,3.5081816791558342,2.4193301728092984
2024-06-07,36.15057903260305,18.85293488556849,21.437956427414672,5.933938338375042,5.548935130014972,6.1539401717236535,3.504751428484126,2.4169645858159927
2024-06-11,36.13291390526219,18.89258772867483,21.427480682894053,5.931038695293651,5.546223620315793,6.150933023852426,3.5030388174571665,2.4157835262498857
2024-06-12,36.09983828151222,18.966832453544075,21.407866231348976,5.925609495621396,5.5411466756171235,6.145302535623837,3.499832178927776,2.413572147804595
2024-06-13,36.11195897686344,18.93962517550821,21.415054026005738,5.927599047677187,5.543007142421097,6.147365850680667,3.501007264513766,2.4143825163298946
2024-06-14,36.11085675914904,18.94209931935415,21.414400390684612,5.927418124103409,5.5428379574520035,6.147178219332784,3.500900405945732,2.4143088239782684
2024-06-17,36.10755050967466,18.94952084477812,21.412439724104253,5.926875419642312,5.54233046450589,6.146615394005981,3.500579869376793,2.414087773911982
2024-06-18,36.084423704517036,19.065483270808553,21.398725104462134,5.923079269222558,5.474730838442065,6.142678500625247,3.4983377558178548,2.4125415561045536
2024-06-19,36.054732736027304,19.132077771682816,21.381117815566526,5.918205643932468,5.470226122996282,6.137624184799171,3.4954592551959527,2.410556469799476
2024-06-24,36.04814137720902,19.146861669713587,21.37720901889092,5.917123705057891,5.469226081657526,6.136502132845826,3.494820231566118,2.4101157830591102
2024-06-25,36.03716113310996,19.171489491318916,21.37069753274444,5.915321352421565,5.467560158391715,6.134632957660676,3.4937557112397197,2.4093816631130065
2024-06-26,36.02509058798453,19.198562772144577,21.363539478091408,5.913340032276728,5.465728814591516,6.132578179714381,3.4925854876526294,2.4085746475442282
2024-06-27,36.007547858903735,19.237909730042304,21.353136317983992,5.910460480262958,5.46306723072709,6.1295918677907295,3.4908847429771432,2.4074017713120495
2024-07-02,35.97251360637295,19.310407735109003,21.33236036364742,5.910790841922831,5.457751831919487,6.123627960716349,3.4874882179452094,2.4050594423667486
2024-07-03,35.920089868536905,19.324771533533717,21.301272125573064,5.902176883140541,5.556061572092176,6.111667729301393,3.482405805021708,2.401554482800498
2024-07-08,35.95939333150968,19.345916537491263,21.32457980000608,5.914713838485152,5.455761223063129,6.109236801313029,3.4862162244308688,2.404182243700799
2024-07-09,35.945190496445285,19.377772376496324,21.316157258309534,5.912377711612081,5.453606368110835,6.106823843956978,3.4848392781187334,2.4032326669502337
2024-07-10,35.955022033125665,19.389150585017475,21.321987539887555,5.913994833611913,5.45509800942106,6.0750645798510865,3.4857924327609786,2.4038899863242666
2024-07-11,35.9484670778767,19.403846738172646,21.31810033119626,5.91291665400626,5.4541034912339335,6.073957035641579,3.4851569384096504,2.403451733462976
2024-07-12,35.94737481769567,19.40629557608167,21.31745260087506,5.912736995624696,5.45393777345649,6.073772484200292,3.4850510452114727,2.403378706854643
2024-07-16,35.94737481769567,19.409333981526494,21.31745260087506,5.9096985901798735,5.45393777345649,6.073772484200292,3.4850510452114727,2.403378706854643
2024-07-17,35.936455865378775,19.43381325557378,21.31097746187959,5.907903529554705,5.452281149383391,6.071927586416378,3.483992467043315,2.4026486847700625
2024-07-19,35.88522551487761,19.54866692953987,21.280596924383513,5.899481330947253,5.4445084776608335,6.0632715581303644,3.479025751463496,2.399223512997058
2024-07-23,35.73672446082281,19.878571860085785,21.192533075575422,5.875067963511146,5.424998489699752,6.0381803902615845,3.4646287681991175,2.3892949918443787
2024-08-01,35.73780395710618,19.879172330463675,21.193173236671196,5.875245431203745,5.42516236218094,6.035342093339375,3.4647334239540855,2.3893671650808033
2024-08-06,35.73780395710618,19.882193022202085,21.193173236671196,5.875245431203745,5.42516236218094,6.032321401600966,3.4647334239540855,2.3893671650808033
2024-08-07,35.68498522048621,20.000603245460578,21.161850757073054,5.866562104120167,5.417144235989625,6.023405923870423,3.459612716414309,2.385835796585631
2024-08-09,35.68498522048621,20.030765518489474,21.161850757073054,5.866562104120167,5.417144235989625,6.023405923870423,3.429450443385414,2.385835796585631
2024-08-13,35.69467491325992,20.030170463116608,21.16759692261276,5.868155076180419,5.418615175742947,6.00392216020516,3.430381656358425,2.3864836325237593
2024-08-15,35.60765665442725,20.234153975802084,21.115993499066995,5.853849395052068,5.405405405405405,5.989285499307771,3.4129898272437247,2.380665743694697
2024-08-19,35.57981474798508,20.386743654517023,21.09948273788043,5.849272224227114,5.401178876458559,5.984602429929027,3.3201010465535905,2.3788042824491757
2024-08-21,35.41897434362183,20.7466395233961,21.00410142801545,5.822830284704967,5.3767625662365655,5.9575487231685775,3.3050923569739243,2.3680507738825853
2024-08-26,35.39989826755633,20.789324077675715,20.99278896502199,5.8196942042428415,5.373866730498788,5.9543400855749375,3.3033122886807695,2.366775380748631
2024-09-04,35.39989826755633,20.804284731157058,20.99278896502199,5.8196942042428415,5.373866730498788,5.9393794320935935,3.3033122886807695,2.366775380748631
2024-09-05,35.39989826755633,20.813261123245862,20.99278896502199,5.8196942042428415,5.373866730498788,5.930403040004788,3.3033122886807695,2.366775380748631
2024-09-09,35.374495440275076,20.87008521453132,20.977724622514575,5.8155180146509196,5.3700104649424425,5.926147406189266,3.300941844819853,2.3650769920765433
2024-09-10,35.374495440275076,20.8760651816415,20.977724622514575,5.8155180146509196,5.3700104649424425,5.920167439079085,3.300941844819853,2.3650769920765433
2024-09-11,35.36920777279522,20.887892376681613,20.9745889387145,5.814648729446936,5.3692077727952165,5.9192825112107625,3.3004484304932733,2.3647234678624813
2024-09-12,35.36075079203778,20.90680853607508,20.9695737940104,5.813258413533385,5.367923964373244,5.9178671767589215,3.299659274314065,2.3641580488971248
2024-09-13,35.3596939537942,20.909172419976688,20.968947069547806,5.813084670791118,5.367763531486296,5.917690307540572,3.299560656325652,2.364087390537673
2024-09-16,35.3596939537942,20.912161152455244,20.968947069547806,5.813084670791118,5.367763531486296,5.914701575062016,3.299560656325652,2.364087390537673
2024-09-17,35.3596939537942,20.939059744762247,20.968947069547806,5.813084670791118,5.367763531486296,5.887802982755014,3.299560656325652,2.364087390537673
