date,GUOSEN SECURITIES (HK) BROKERAGE CO LTD,THE HONGKONG AND SHANGHAI BANKING,HAITONG INTERNATIONAL SECURITIES CO LTD,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,BANK OF CHINA (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,GF SECURITIES (HONG KONG) BROKERAGE LTD,CITIBANK N.A.,STANDARD CHARTERED BANK (HONG KONG) LTD,TOTAL_CCASS_PCT
2024-03-01,0.0,0.0,0.0,0.0,4.361785406013538,2.3249196991700973,0.0,2.7302803891409733,1.3894862382966242,10.806471732621231
2024-03-04,0.0,12.760781730556129,0.0,0.0,4.354923476640433,2.337663282291576,0.0,2.7105289244978197,1.3862186528808602,23.55011606686682
2024-03-05,0.0,12.730502105703383,11.638442166061939,0.0,4.355794832751304,2.3348313749312477,0.0,2.710855683039396,1.3862186528808602,35.15664481536813
2024-03-06,0.0,12.690528644117208,11.639531361200527,0.0,4.363528118235278,2.3360294895836944,0.0,2.710855683039396,1.385891894339284,35.126365190515386
2024-03-07,0.0,12.690528644117208,11.639531361200527,0.0,4.367122462192618,2.338861396944023,0.0,2.710202165956243,1.385891894339284,35.1321379247499
2024-03-08,0.0,12.687261058701443,11.639531361200527,0.0,4.365488669484736,2.346267923886421,0.0,2.7095486488730907,1.385891894339284,35.1339895564855
2024-03-11,0.0,12.6606846973199,11.640620556339115,0.0,4.36603326705403,2.3717550901293785,0.0,2.710202165956243,1.385891894339284,35.13518767113795
2024-03-12,0.0,12.653604928919076,11.641165153908409,0.0,4.370281128094524,2.369903458393779,0.0,2.709439729359232,1.385891894339284,35.1302862930143
2024-03-13,0.0,12.647832194684561,11.638442166061939,0.0,4.367993818303488,2.376547548739165,0.0,2.709439729359232,1.3894862382966242,35.12974169544501
2024-03-14,0.0,12.653713848432934,11.635937017243187,0.0,4.37594494281518,2.3903803269992316,0.0,2.686566631448885,1.391120031004506,35.13366279794393
2024-03-15,0.0,12.609601445320124,11.637026212381775,0.0,4.390104479616824,2.396697658803042,0.0,2.687329068045897,1.391120031004506,35.11187889517217
2024-03-18,0.0,12.61090847948643,11.63648161481248,0.0,4.393807743088023,2.393974670956572,0.0,2.687111229018179,1.391120031004506,35.11340376836619
2024-03-19,0.0,12.215094966123576,11.682772408202467,0.0,4.2904431244360275,2.492437911484921,1.9465006321704923,2.686675550962744,1.3897040773243416,36.70362867070457
2024-03-20,15.094066230551553,12.116631725595225,11.737232165131864,5.474423999546136,4.252103455557733,2.5723848346572753,1.9545606761960428,2.685913114365732,1.397437362808316,57.28475356440988
2024-03-21,15.094066230551553,12.058141946653054,11.74213354325551,5.441965984416217,4.232389023549291,2.575652420073039,1.9545606761960428,2.6837347240885565,1.3893773187827652,57.17202186756602
2024-03-22,15.094066230551553,11.870473624274354,11.737558923673442,5.442401662471651,4.252212375071592,2.561492883271396,1.9545606761960428,2.6774173922847466,1.3900308358659181,56.9802146036607
2024-03-25,15.089600530483343,11.834203426159377,11.737341084645724,5.442401662471651,4.256024558056649,2.561492883271396,1.9552141932791958,2.6774173922847466,1.3900308358659181,56.943726566517995
2024-03-26,15.086877542636874,11.724412556189712,11.739628394436757,5.442401662471651,4.247202077434087,2.5549577124398684,1.9552141932791958,2.6774173922847466,1.3873078480194483,56.81541937919234
2024-03-27,15.085897267012143,11.544586438808844,11.74474761158812,5.442401662471651,4.24687531889251,2.557898539314056,1.9589174567503949,2.5641356518959086,1.3871989285055895,56.532658875239214
2024-03-28,15.085897267012143,11.416606010024763,11.75019358728106,5.442401662471651,4.277699541314549,2.550927690427093,1.9589174567503949,2.5643534909236267,1.3839313430898257,56.430928049295105
2024-04-02,15.085897267012143,11.190162340712332,11.748233036031602,5.442401662471651,4.276283587634384,2.555611229523021,1.9589174567503949,2.5626107787018855,1.3646525891368193,56.18476994797423
2024-04-03,15.085897267012143,11.142128835100603,11.747143840893013,5.442401662471651,4.281076046244172,2.553541758759704,1.9512930907802792,2.5626107787018855,1.437410824394493,56.20350410435795
2024-04-05,15.085897267012143,11.153892142597353,11.747143840893013,5.442401662471651,4.286413102423253,2.5522347245933985,1.9512930907802792,2.5626107787018855,1.437410824394493,56.219297433867474
2024-04-08,15.085897267012143,11.165764369607963,11.747143840893013,5.442401662471651,4.285541746312382,2.545263875706436,1.9512930907802792,2.5626107787018855,1.4483027757803724,56.23421940726613
2024-04-09,15.085897267012143,11.164675174469373,11.746926001865297,5.442401662471651,4.284997148743088,2.545590634248012,1.9512930907802792,2.5620661811325918,1.4483027757803724,56.23214993650281
2024-04-10,15.085897267012143,11.143762627808487,11.746926001865297,5.442401662471651,4.2819474023550415,2.5517990465379636,1.9540160786267489,2.567838915367108,1.4488473733496665,56.22343637539411
2024-04-11,15.085897267012143,11.065449497344014,11.787770819562345,5.442401662471651,4.2746497949265025,2.5389465439026258,1.9585906982088181,2.7125414848151457,1.4455797879339027,56.31182755617715
2024-04-12,15.085788347498285,11.030704172423059,11.784938912202016,5.442401662471651,4.260817016666436,2.5423230488322486,1.9352819222430366,2.707531187177641,1.4431835586290092,56.23296982814339
2024-04-15,15.085788347498285,11.003909972013796,11.783414039007994,5.442401662471651,4.2733427607601975,2.548313622094482,1.9352819222430366,2.705026038358889,1.4547290270980413,56.232207391546375
2024-04-16,15.085788347498285,10.998463996320854,11.776987787690324,5.442401662471651,4.266916509442528,2.5405803366105078,1.9352819222430366,2.6995800626659494,1.463769346748321,56.20976997169146
2024-04-17,15.085788347498285,10.997919398751561,11.767620709498468,5.442401662471651,4.2668075899286695,2.546570909872741,1.9352819222430366,2.6989265455827964,1.4703045175798486,56.211621603427055
2024-04-18,15.085788347498285,10.97286791056404,11.747797357976166,5.443490857610239,4.27944225353629,2.608872871799971,1.924389970857157,2.64533814476427,1.4935043740317715,56.2014920886382
