date,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,CITIBANK N.A.,YUANTA SECURITIES (HONG KONG) CO LTD,BOCI SECURITIES LTD,UBS SECURITIES HONG KONG LTD,HANG SENG BANK LTD,DBS BANK (HONG KONG) LTD,FUBON SECURITIES (HONG KONG) LTD
2024-03-01,0.0,0.0,78.10200071361179,0.0,15.255341599163083,0.0,6.642657687225135,0.0,0.0,0.0
2024-03-04,32.8596635830882,30.322945807934616,26.72627141699663,0.0,5.219868845978204,0.0,2.272895804440481,0.0,0.0,2.5983545415618674
2024-03-05,27.854980946473685,25.707246858496912,22.659824390887703,12.889367023768974,4.425657045378597,2.337872004484082,1.927070895293424,0.0,0.0,2.1979808352166224
2024-03-06,27.82866659256536,25.68296144996825,22.63841785538628,12.971659667577255,4.421476166346845,2.335663437497927,1.925250408478422,0.0,0.0,2.1959044221796598
2024-03-07,27.941835508302525,25.835540861843125,22.22122903943338,13.047231638920803,4.445580537697927,2.349999120291715,1.937067084935936,0.0,0.0,2.2215162085745876
2024-03-08,27.941270446989954,25.835018395642724,22.220779664629628,13.046967787756367,4.445490635745243,2.3499515968000297,1.937027912073823,0.0,0.0,2.2234935603622383
2024-03-11,28.064449716712016,25.934589586033646,21.74049363279326,13.20729914801536,4.518889349552761,2.358177930304194,1.9438087485954318,0.0,0.0,2.232291887993334
2024-03-13,28.22762670173555,26.086790375078238,21.29663019168498,13.281690204080718,4.541281136538633,2.366358569090121,1.9547573902500597,0.0,0.0,2.2448654315417063
2024-03-14,27.55555912002059,25.48466858553332,20.79333999412295,12.967812166729093,4.43395982514705,2.3100772081391816,1.9085618079316464,0.0,2.3542073885349306,2.1918139038412385
2024-03-15,27.703172429982985,25.643447234605166,20.361647333483994,13.022846337164385,4.457228797925198,2.322200259720919,1.918577747296343,0.0,2.36656203084072,2.20431782898029
2024-03-18,27.757808706881974,25.78911711011937,19.92839134542174,13.096823770362809,4.524850737245227,2.3353917241780104,1.9697642611102721,0.0,2.3800054962716857,2.2178468484089087
2024-03-19,27.734631122128928,25.772971043296277,19.911157940639516,13.164008164691607,4.523270945742774,2.3330184179468665,1.9677625182136183,0.0,2.3775868519748937,2.2155929953655167
2024-03-20,27.73435206656049,25.772711725223758,19.910957601955616,13.163875713325476,4.52423159716739,2.332994943981126,1.967742719317226,0.0,2.3775629295781053,2.2155707028908114
2024-03-21,27.71929140036475,25.752682595196564,19.89109474783085,13.22611483527222,4.521774790470999,2.331728050923616,1.9666741702419266,0.0,2.3762718346372242,2.214367575061857
2024-03-22,27.718345835032075,25.755897638862972,19.88969464944589,13.225183872836274,4.521456510875957,2.331563924779749,1.9665357395841676,0.0,2.3761045731365336,2.215217255446375
2024-03-25,27.7180671171902,25.75563865413682,19.8894946514806,13.225050888901032,4.521411046019997,2.3315404800738784,1.9665159653667386,0.0,2.376080680558577,2.216200516272156
2024-03-26,27.518559983012956,25.575248038381766,20.3003908786106,13.287591649376559,4.491862048985787,2.314758683658165,1.9523615164686485,0.0,2.358978295852316,2.200248905653197
2024-03-27,27.517735855950303,25.574482109711965,20.304774262370927,13.287193711988756,4.489730990191666,2.3146893611617885,1.95230304705881,0.0,2.3589076490650194,2.200183012500763
2024-03-28,27.452785433712425,25.519097930858514,20.431133262626904,13.313594690833334,4.478137915577243,2.3092259737616048,1.947695004162165,0.0,2.353339892741281,2.194989895726527
2024-04-02,27.41445601221932,25.488091503818634,20.535620099881,13.296423594189092,4.468867248928668,2.306420198774259,1.9453284995464406,0.0,2.352469921831851,2.19232292081074
