date,CMB WING LUNG BANK LTD,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,GF SECURITIES (HONG KONG) BROKERAGE LTD,EVERBRIGHT SECURITIES INVESTMENT,BRIGHT SMART SECURITIES INTERNATIONAL,KGI ASIA LTD,FUTU SECURITIES INTERNATIONAL,BOCI SECURITIES LTD
2024-03-01,98.1029571242049,0.0,1.4430486006621224,0.0,0.0,0.0,0.0,0.4539942751329733,0.0
2024-03-04,94.82916607414028,1.5318100324366264,1.3948891356869053,1.4058092072068218,0.0,0.0,0.0,0.43812292944231407,0.4002026210870466
2024-03-05,94.81403987746047,1.537562830010933,1.3945448906138957,1.4055831879499088,0.0,0.0,0.0,0.4380524901405643,0.41021672382422003
2024-03-06,94.81688394527967,1.5402486231844201,1.3906272137343172,1.4056253502068616,0.0,0.0,0.0,0.4363858387976979,0.41022902879703455
2024-03-07,94.22469875813037,1.5306288974433453,1.3789610655863747,1.3968464231166777,0.0,0.6194295491328332,0.0,0.43401806901988205,0.41541723757050836
2024-03-08,94.22481799384724,1.5305096617264768,1.3789610655863747,1.3968464231166777,0.0,0.6174025419460655,0.0,0.42316761878483145,0.4282946949923266
2024-03-11,94.2259343190043,1.5306246399559842,1.3775144780906456,1.396951360009688,0.0,0.6174489237840516,0.0,0.4231994088903169,0.42832687026502764
2024-03-12,94.22245130609232,1.530568061208075,1.3754364744496062,1.3968997224254127,0.0,0.6174261001040365,0.0,0.4243761682084426,0.4328421675120997
2024-03-13,94.21060383204099,1.5380765896581745,1.3925071364396155,1.396679888988878,0.0,0.6238861168654545,0.0,0.42466704762427043,0.4135793883826221
2024-03-14,94.17914465039414,1.5533723663713286,1.4066411368591196,1.3963902142449443,0.0,0.6237567213951167,0.0,0.4152816222470758,0.42541328848828047
2024-03-15,94.08460572800576,1.6179008628668259,1.481319403404969,1.3949884896213194,0.0,0.61122286958824,0.0,0.4096253608016716,0.4003372857112143
2024-03-18,94.07205967821493,1.6176851180632514,1.444808192220325,1.3948024698690653,0.0,0.6349536126173048,0.0,0.42100061723075116,0.41469031178437515
2024-03-19,94.04184727247515,1.6170632475799684,1.447942258781033,1.394266279929295,0.0,0.6347095237612403,0.0,0.44964052093094464,0.414530896542359
