date,DEUTSCHE BANK AG,THE HONGKONG AND SHANGHAI BANKING,GOLDMAN SACHS (ASIA) SECURITIES LTD,CHINA MERCHANTS BANK CO LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,CITIBANK N.A.,MERRILL LYNCH FAR EAST LTD,BANK OF CHINA (HONG KONG) LTD,UBS SECURITIES HONG KONG LTD,FUTU SECURITIES INTERNATIONAL
2024-03-01,0.0,31.637158223953676,60.257905723981985,0.0,0.0,7.778165498314478,0.3267705537498632,0.0,0.0,0.0
2024-03-04,0.0,30.850915481811796,59.297553842267206,0.0,0.0,8.296532857106003,0.29400096264979236,0.0,0.0,1.2609968561652
2024-03-05,0.0,30.734165898191158,59.40991773921982,0.0,0.0,8.298268611306831,0.29522477414723625,0.0,0.0,1.2624229771349575
2024-03-06,0.0,30.710197042399468,59.432626322956295,0.0,0.0,8.29932970757153,0.2952625244201869,0.0,0.0,1.2625844026525268
2024-03-07,0.0,28.398093114039717,55.20040466898505,0.0,7.245207676874752,7.71012560159846,0.2743006036557143,0.0,0.0,1.1718683348463064
2024-03-08,0.0,27.985331984917533,54.51851514247017,0.0,7.144246804815749,7.6793571732593255,0.2640890158882554,0.0,1.2529213516288809,1.1555385270200866
2024-03-11,0.0,27.85417964381432,54.02023806745664,0.0,7.084347878333373,7.614971764507364,0.2629307827850663,0.7750650384105972,1.2424165852091615,1.1458502394834815
2024-03-12,96.63056043791485,0.9450359290002985,1.807663100189574,0.0,0.23701508829078763,0.26453060053794264,0.009397229614748773,0.025930701267765408,0.04156649019705736,0.038300422986968924
2024-03-13,96.6303556128834,0.9447866308427134,1.8080478749538602,0.0,0.2370145858966931,0.26453003982000484,0.009397209695710295,0.02593064630320059,0.04156640208975856,0.03837099751465707
2024-03-14,96.62929736405361,0.9447762839973546,1.8863515460190734,0.0,0.23701199022780028,0.18761676965000737,0.009397106782023382,0.025753724977800926,0.04156594687466501,0.0382292674176646
2024-03-15,96.6570071908476,0.9449475233757436,1.7116121063224274,0.0,0.41364697281618,0.15784081720589116,0.009397053101810906,0.02575357786172989,0.04156570943255524,0.038229049036066366
2024-03-18,96.83289094223501,0.9451874682509692,1.7121640356623873,0.0,0.2370087942839089,0.15780426348404375,0.009396980068493033,0.025753377706509106,0.041565386386421876,0.03822875192225207
2024-03-19,96.83352995466312,0.9448870653414524,1.7115394443826475,0.0,0.2370103583347561,0.15780530485422897,0.009397042080346567,0.025753547656288154,0.04156566068163522,0.038511622005522585
2024-03-20,96.83346153751178,0.7682503932085265,1.7116442167074082,0.0,0.23701019087650518,0.3344058706855512,0.009397035440922697,0.02575352946027311,0.04156563131366631,0.03851159479536643
2024-03-21,96.83370099796446,0.9448887343563392,1.6255851695930807,0.0,0.23701077698141865,0.24376288158783668,0.009291076814147132,0.02575359314643825,0.04156573410173906,0.03844103545454776
2024-03-22,96.83394045960145,0.944537797230805,1.6257304990316463,0.0,0.2370113630892309,0.243657502266154,0.009291099790202375,0.025753656832918366,0.041565836890320194,0.03851178526726698
2024-03-25,96.83503515645296,0.9431353641248077,1.6265260887828603,0.0,0.23701404247614535,0.24355427346192696,0.009503171475045924,0.02575394797512446,0.041566306787450866,0.03791164846368321
2024-03-26,96.83383783304058,0.9453846523071188,1.6257641033879,0.0,0.23701111189981358,0.24355126201846203,0.00925576260512016,0.025753629538674036,0.04156579283800889,0.03787585236432644
