date,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,THE HONGKONG AND SHANGHAI BANKING,CHINA SECURITIES DEPOSITORY AND CLEARING,FUTU SECURITIES INTERNATIONAL,BANK OF CHINA (HONG KONG) LTD,BOCI SECURITIES LTD,TIGER BROKERS (HK) GLOBAL LTD,CHINA INTERNATIONAL CAPITAL CORPORATION,HANG SENG SECURITIES LTD
2024-03-01,76.7491214345795,6.608317641428596,8.70601942430501,5.413958219335855,1.579682265860739,0.23649985772600826,0.6170382931244153,0.04634399672486805,0.0,0.04301886691501205
2024-03-04,76.79881697097028,6.564237536998983,8.71844258192771,5.363792450152846,1.6199519336560066,0.23655846778276804,0.6102917331545846,0.04637400475274754,0.0,0.04153432060407107
2024-03-05,76.74189298966083,6.649116539162455,8.696590349613373,5.33917148208902,1.6277438767920003,0.2457478131746521,0.6118565036307538,0.04636822493699803,0.0,0.04151222093992855
2024-03-06,76.81163902354189,6.66341842019533,8.658001351746094,5.307507676667555,1.6395415479517368,0.23964336296308208,0.6074297519618866,0.02635565783713441,0.0,0.04646320713529299
2024-03-07,76.75073121879313,6.7786242116138675,8.635476103747303,5.2662206914238325,1.6454406270277826,0.2444733584112145,0.6199733855769185,0.018109838532357946,0.0,0.04095056487358682
2024-03-08,76.81304259105606,6.80930451525067,8.59813814131251,5.202037061016238,1.6506170621290017,0.2474912061386367,0.6134424943336799,0.024930988003555258,0.0,0.04099594075964558
2024-03-11,73.53372213943949,8.060763941479305,8.549105904364076,6.38606070161551,1.7320673059571225,0.29263511846617934,0.6288529926939178,0.01501559199364656,0.6524650111039271,0.14931129288682296
2024-03-12,71.64098497091814,8.271507024139172,9.90781539462975,6.593027526141242,1.7456308177964361,0.3806606942413456,0.635829878745805,0.017436124882280694,0.6496404856997229,0.15746708280610625
2024-03-13,71.34039127007117,8.50205293930831,9.88564701568227,6.690611017766307,1.749007183329589,0.3796923922839676,0.6368762793659768,0.009423731169381415,0.6486885998218549,0.15760957120117908
2024-03-14,71.11419816213557,8.698215063119473,9.811032052460487,6.750329380189523,1.7575523275748344,0.40951587503587583,0.6294037094147451,0.01092714773289488,0.6493154008391314,0.16951088149747187
2024-03-15,71.05260083398541,8.638979201773356,9.815636555345602,6.833628307102159,1.765732693720253,0.42257968991812567,0.6296829868656157,0.010129950992287666,0.6542415765406453,0.17678820375654802
2024-03-18,70.85061757781314,8.766464957732461,9.85341047362025,6.839958468903765,1.7847294689877917,0.42997410030014965,0.6295509294717253,0.009333870974257578,0.6534643069077731,0.1824958452886842
2024-03-19,70.69987488134043,8.75332277306498,9.886091561731309,6.919865645010057,1.8042877687626315,0.44230209503218754,0.6461463172477632,0.009687351083174861,0.6521263935894922,0.1862952131379781
2024-03-20,70.71702774671147,8.748812743716371,9.929056385481067,6.9176872631922,1.786948641200597,0.4413099958242046,0.6384581508645324,0.009726969464182528,0.652284609374922,0.1586874941704567
2024-03-21,70.56803892195622,8.80446209272356,9.828958325675128,7.111286456430646,1.7662075673396227,0.4533695370896964,0.6390647565421405,0.016581924286643384,0.6514593262109446,0.16057109174540868
2024-03-22,70.57389188405222,8.718404545126932,9.806478198056059,7.232277354662199,1.7668565820507371,0.46312260832782226,0.6416303821682813,0.0216457659239343,0.6515133586993296,0.12417932093249327
2024-03-25,70.40863549775894,8.755298133876527,9.812817252810575,7.352108116668673,1.765833032100275,0.4650962645935719,0.6393376240483568,0.027976834057862342,0.6511496517257122,0.12174759235951398
2024-03-26,70.19010691463463,8.777111837244878,9.792234555146587,7.565661271124633,1.766532071953415,0.469991707592622,0.6410900625357437,0.028182433437280625,0.6494575921474709,0.11963155418274224
2024-03-27,70.07438426643743,8.946949536142123,9.819245832875643,7.523320751143116,1.7583015169210217,0.45481369576733666,0.6384150181313907,0.016109607141999494,0.6489261196843409,0.11953365575559576
2024-03-28,69.98922408981336,9.108567132081344,9.763676814550294,7.513618586592983,1.7421417956381073,0.46070614243444935,0.6379107893776657,0.016101091404606336,0.6485830893190389,0.11947046878814918
2024-04-02,69.80568478748306,9.209251602395657,9.745145880755082,7.625882556984961,1.7553874533284262,0.4442674713228433,0.6414849422200066,0.004317954399458661,0.648712419540989,0.11986493156952198
2024-04-03,69.96410162944888,9.127789628786708,9.77109309226246,7.595573407286407,1.7097655388248059,0.4158874087257027,0.6405955235747279,0.005702685893911775,0.6502362205745331,0.11925486462186839
2024-04-05,69.67291710786064,9.483757031511185,9.507560163791256,7.684884116983455,1.7493391360307982,0.42562541431491235,0.699972431556186,0.005013016092804609,0.6475299938325659,0.12340158802619759
2024-04-08,69.66738075753229,9.460844333213162,9.495051842481155,7.613190471655868,1.754286734745821,0.4522269052834747,0.7805441194346331,0.00556752008222528,0.6459988002382655,0.12490851533311399
2024-04-09,69.63021167728184,9.45579676463179,9.526810956167221,7.609128667056268,1.7665873874242146,0.45645945628241485,0.783473806538769,0.0055645496877812515,0.6456541456669773,0.12031258926272553
2024-04-10,69.65587507078877,9.51341420178637,9.61350520813628,7.450410283117234,1.754866456992828,0.45390918242630385,0.7874614157314219,0.005511120288585338,0.6458922016068556,0.11915485912535348
2024-04-11,69.71262358647752,9.467581905797942,9.634447252578967,7.426218297926858,1.7538159698188922,0.4503551245053958,0.7857893642477634,0.005441575152251617,0.6464184088176453,0.11730851467677125
2024-04-12,69.66563811788853,9.502281117153673,9.634129845484555,7.444056027405634,1.754002644021651,0.45452769138656596,0.7783791339066027,0.005437907596144315,0.6459827305963952,0.11556478456023701
2024-04-15,69.71182477452221,9.475672706464543,9.646809949768397,7.40605143012877,1.7515193221974663,0.45823460504226715,0.7805424413863192,0.006366940145994825,0.6464110017408992,0.1165668286031262
2024-04-16,69.64807348052386,9.65732298930551,9.672668445837973,7.106371338838197,1.8463143818720353,0.48122594269012126,0.8160907058385767,0.0061762013855864014,0.6458198604539074,0.11993665325423172
2024-04-17,69.63562099835632,9.717158922181008,9.68301099290962,7.02902288899359,1.8401819411350904,0.4889243610037215,0.8360073766231713,0.005809075577235075,0.6461209061622133,0.11814253705803564
2024-04-18,69.6882466166053,9.66954958004744,9.712466073995891,7.011824329624666,1.8402320513867876,0.48163040387143385,0.8308870900256332,0.006101282310026635,0.6476817163455326,0.11138085578729474
2024-04-19,69.56615098457203,9.709722703529868,9.714088816089529,7.085697037775579,1.8598536791096958,0.4647731367988256,0.8324741082229483,0.0060890553151467805,0.6483544417118943,0.1127960368744873
2024-04-22,69.47290796935587,9.730145619373129,9.710619163188726,7.138856786585909,1.8662821708553072,0.47648414568251946,0.8343577869324971,0.006571939046661415,0.6483756248718924,0.1153987941074784
2024-04-23,69.42072415613866,9.757510645513005,9.734043949948115,7.115637925578325,1.867316657521217,0.4685546567012522,0.8333014689325785,0.039222481360039876,0.6479873043989558,0.1157007539078565
2024-04-24,69.41793173406914,9.699270103435765,9.871682709791157,7.05639047574715,1.8666664044518582,0.45629087246269373,0.829557362788665,0.038552998006728366,0.6479612393575497,0.1156960998892965
2024-04-25,69.51113834160859,9.714912670917988,9.9091375418472,6.908176253532777,1.8676307934281555,0.4591514479217832,0.8306711993091924,0.03487061572928129,0.648831248985162,0.11547988671987879
2024-04-26,69.28387482552316,9.834325156809065,9.915006204332016,7.076055052124134,1.8224734798568367,0.4607668621830861,0.8322560863220807,0.013803525084123858,0.6479678945739593,0.11347091319153431
2024-04-29,69.23086436684687,10.011514191323549,9.928746875291676,6.916364442035515,1.8143117201049128,0.4593262407091559,0.8386590271004786,0.027432164389932606,0.648658321813403,0.12412265038450887
2024-04-30,65.5777862199695,9.42984344885503,9.49814758050984,6.458258444040825,1.7289597805993842,0.43502288107798204,0.8020695656537661,0.023750079590197794,0.6145465825406992,0.11926362619846716
2024-05-02,69.2513033008495,9.993553170309868,10.047050708808792,6.763856425100573,1.825008516765593,0.4627558665837141,0.8428881038242434,0.02676250559136863,0.6489720716901366,0.1378493304762116
2024-05-03,69.16348477098325,10.03719311924914,10.061281120967758,6.813327860571995,1.7990080584298433,0.46646203571397676,0.85488486646136,0.021968941460339748,0.6481491012831756,0.13424012487915332
2024-05-06,69.18122697879502,10.039767916727293,10.061827068834784,6.815075653922666,1.8055372965656153,0.46818731424469473,0.8416057643068289,0.01510402110395813,0.6483153681519729,0.12335261734715867
2024-05-07,69.16939782901981,10.038051238322158,10.033581100525451,6.813910358738405,1.8249220420904346,0.48895807177067846,0.8356938197717609,0.017789457219113406,0.6482045140962363,0.12949156844594933
