date,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,DAIWA CAPITAL MARKETS HONG KONG LTD,CHINA SECURITIES (INTERNATIONAL),NEW HARVEST WEALTH SECURITIES COMPANY,THE HONGKONG AND SHANGHAI BANKING,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,CITIBANK N.A.,HAITONG INTERNATIONAL SECURITIES CO LTD,TOYO SECURITIES ASIA LTD
2024-03-01,0.0,0.0,0.0,0.0,0.0,76.1650289650738,11.118252587440479,12.716718447485725,0.0,0.0
2024-03-04,0.0,80.91783205867524,0.0,0.0,0.0,14.506122085027991,2.1519713004962875,2.4240745558004755,0.0,0.0
2024-03-05,0.0,80.82865236435669,0.0,0.0,0.0,14.615373709970973,2.134570946981536,2.4214029786908102,0.0,0.0
2024-03-06,0.0,61.592387034529395,15.826688522715287,0.0,8.092377472094583,11.011115061208935,1.6322942624971193,1.8451376469546774,0.0,0.0
2024-03-07,0.0,61.582983708900265,15.955950355754144,0.0,8.091142006736805,10.891114541357362,1.6415869508455587,1.837222436405872,0.0,0.0
2024-03-08,0.0,61.396686430548044,15.90768133814936,0.0,8.066665152192998,10.856264766831748,1.6347183118930666,2.1379840003847828,0.0,0.0
2024-03-11,0.0,61.38991198644794,15.905926101763606,0.0,8.065775085068454,10.868383664558724,1.6326355436590754,2.1373676185021933,0.0,0.0
2024-03-12,0.0,61.40509816561075,15.909860791286945,0.0,8.071576067991982,10.838723486086645,1.6406508760013878,2.134090613022292,0.0,0.0
2024-03-13,0.0,61.43666271085976,15.918039062079666,0.0,8.075725163680126,10.792891214320013,1.649109608369024,2.127572240691412,0.0,0.0
2024-03-14,0.0,61.43081497666281,15.916523933209309,0.0,8.07495649083689,10.78044193682147,1.669892930775171,2.1273697316943507,0.0,0.0
2024-03-15,0.0,61.43549307495668,15.917736013229483,0.0,8.075571417404237,10.823146661309606,1.6205210972923019,2.1275317358076946,0.0,0.0
2024-03-18,0.0,61.42146091707473,15.914100326858605,0.0,8.073726918606486,10.839708331713881,1.6277644539564022,2.1232390517898994,0.0,0.0
2024-03-19,0.0,61.42146091707473,15.919810445382772,0.0,8.073726918606486,10.828288094665542,1.6353779453219606,2.1213356789485096,0.0,0.0
2024-03-20,0.0,61.41531624649217,15.919204441754953,0.0,8.073419584055017,10.8392957072925,1.6372189934000014,2.1155450270053584,0.0,0.0
2024-03-22,0.0,61.41297849957655,15.918598484261656,0.0,8.073112272900657,10.84268957016244,1.6371566733813816,2.1154644997173135,0.0,0.0
2024-03-25,0.0,61.32660680107694,16.131878793333946,0.0,8.061758183973131,10.759020481746402,1.6082464461497625,2.1124892937198148,0.0,0.0
2024-03-26,0.0,60.93599369401284,16.06222769519365,0.0,8.007129098422345,11.023541805625554,1.8719435733657783,2.0991641333798325,0.0,0.0
2024-03-27,0.0,60.86899136188496,16.015375364062553,0.0,7.991274233372149,11.38187767362344,1.6492685997483196,2.093212767308576,0.0,0.0
2024-03-28,0.0,56.46043665645042,14.780640489987857,0.0,7.393470274934963,10.722351915954961,2.1581205129354757,1.9189177393131123,3.6981351507746085,2.867927259648603
2024-04-02,0.0,55.94584191132698,14.645925982340891,0.0,7.326084310939356,10.836181797732443,2.9812071926166777,1.8979601030826256,3.525704085637639,2.8410946163233857
2024-04-03,0.0,56.05470881758563,14.674425985138557,0.0,7.329915740717801,10.190090978313714,3.4734918813034574,1.898178526015589,3.5325648724820877,2.8466231984431696
2024-04-05,0.0,55.94778225486897,14.646433940160907,0.0,7.315933638024015,10.205335512413798,3.6975049073183857,1.8893552957471547,3.4564612987838883,2.841193152682883
2024-04-08,0.0,56.02745238887374,14.66729059091051,0.0,7.32635159186991,9.697152576325395,4.083084730919819,1.8920457543056208,3.4613833300737427,2.8452390367212623
2024-04-09,0.0,56.02939839755935,14.667800031794705,0.0,7.326606058978865,9.697489388768842,4.083226549225161,1.8921114709733338,3.4615035547446373,2.8418645479551095
2024-04-10,0.0,56.19628351501249,14.711488481092635,0.0,7.2839808821019645,8.986096267340388,4.602260817516335,1.897747177479181,3.471813739108909,2.8503291203480927
2024-04-11,0.0,56.25801838232511,14.727649901965048,0.0,7.2937264989272315,8.20430887861065,5.287376276668057,1.8998319625017226,3.4756277272787988,2.8534603717233726
2024-04-12,0.0,56.43757834980823,14.775572420475633,0.0,7.334953829572606,7.1848538871529035,6.011345246417046,1.9060138539097902,3.486937123903864,2.8627452887599247
2024-04-15,0.0,56.46227235863665,14.794288679994164,0.0,7.338163205664205,7.09173757616661,6.0577300342122085,1.903347457652333,3.488462817575342,2.8639978700984794
2024-04-16,0.0,56.47512178524742,14.892186834396536,0.0,7.334581450423723,7.070593937243166,5.966327867519722,1.9072817734443057,3.4892567060443374,2.8646496456807915
2024-04-17,0.0,56.65562980548915,14.939785831575664,0.0,7.358024530050043,7.488332759590764,5.265365684757278,1.9186464297634955,3.5004092064766215,2.873805752296981
2024-04-18,0.0,56.7762778331936,15.279585259751366,0.0,7.373693425628458,7.011502842069735,5.2519394531386805,1.9192123519871576,3.507863319481274,2.8799255147497274
