date,THE HONGKONG AND SHANGHAI BANKING,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,CITIBANK N.A.,STANDARD CHARTERED BANK (HONG KONG) LTD,MERRILL LYNCH FAR EAST LTD,BANK OF CHINA (HONG KONG) LTD,INDUSTRIAL AND COMMERCIAL BANK OF CHINA,UBS SECURITIES HONG KONG LTD,MORGAN STANLEY HONG KONG SECURITIES LTD
2024-03-22,42.676105412590914,13.059715314838535,17.143680446030395,12.035362711408554,4.874816652637855,2.285366100881412,1.2916047432721567,2.1461221286194028,1.6912124462616585,2.79601404345912
2024-03-25,42.812126825550976,13.075940098835837,17.141771268368892,12.288221866386555,4.929631007120479,1.9372900160485091,1.2899335635311961,2.156241413720083,1.5294478614942737,2.8393960789431945
2024-03-26,42.62616194952234,12.910071174452625,17.108415885378804,12.708692493255763,4.95618538936854,1.6895058317200902,1.3014942115285753,2.149335133342916,1.6868758771662706,2.8632620542640796
2024-03-27,42.49395577782201,12.876780953163674,17.1509326340699,13.205633667684868,5.076297494671384,1.1532030582942534,1.3307238361542446,2.1525152921075685,1.59385747811574,2.966099807916355
2024-03-28,42.03768018174424,12.818119704979381,17.097766570765543,12.455839991824275,5.218231620160144,1.9722502288176,1.329886606871311,2.147852097203209,1.719648243559238,3.2027247540750565
2024-04-02,41.98663394655544,12.841331551281682,17.122228190822657,13.184508049983416,5.3240750804393775,1.4488332394678252,1.3331670900324735,2.1495830927216986,1.6655809585407664,2.9440588001546617
2024-04-03,41.84635032587909,12.921450612032679,17.148204561766033,13.342950081454985,5.347642088538126,1.2759936589965786,1.3337203988716895,2.1509694793536096,1.7262311373486678,2.9064876557585473
2024-04-05,41.899874772383114,12.907435134865427,17.157689258981815,13.539691529412007,5.324463770495684,1.1993565912516442,1.3348140333992629,2.1560328711935655,1.6256731812299943,2.8549688567874796
2024-04-08,42.160790619429065,12.773143822442462,17.113216119508227,13.347062043099092,5.323978865533777,1.2386556252416197,1.3341063088433909,2.14979289722118,1.7805486281429233,2.7787050705382703
2024-04-09,42.15378132223405,12.771914298421184,17.11156882651656,13.38129532115738,5.310565257667485,1.2294341268484923,1.336181881780977,2.1495859613215575,1.7933269058871988,2.7623460981651147
2024-04-10,41.97270953156019,12.703254024878492,17.219502251166457,13.458851326961188,5.280033255213042,1.2580097039098859,1.3532915241527337,2.143718735315801,1.7857068809451606,2.824922765897045
2024-04-11,41.82056440462881,12.651084354173905,17.16849366803845,13.483235645959304,5.280536364208096,1.2921741540510183,1.3636376353735047,2.1485986591732487,1.8073849369338213,2.9842901774598363
2024-04-12,41.87086942599742,12.645588722470755,17.116953446328832,13.43817608863568,5.308532675136925,1.2606804328241004,1.3583103188982582,2.149139276778373,1.7943226714249294,3.057426941504727
2024-04-15,42.2201430340914,12.605184516385604,17.060927396254062,13.26958563947722,5.303588634283984,1.225888089319687,1.3581628400341268,2.1460825326100683,1.805591490450156,3.0048458270936926
2024-04-16,42.30229955678629,12.656032085982208,16.837217359230593,13.179654167495011,5.27558491249973,1.278890574810896,1.3719051207210995,2.144371455526207,1.7633604844568436,3.190684282491124
2024-04-17,42.3215171377527,12.646754639512931,16.84659121060724,13.18968162574551,5.2347169503631035,1.2880190099134674,1.3756156207815746,2.14751210514192,1.7710251509360657,3.1785665492454873
2024-04-18,42.37627228680319,12.559527227271888,16.826140435383632,13.162980856157608,5.210825651411855,1.2806206157959978,1.3449702332702647,2.141349725172332,1.7472999397350333,3.3500130289981978
2024-04-19,42.393997140605386,12.5814034991483,16.901221164743436,13.18865750281288,5.217977930601727,1.2664443990804646,1.3493700514305467,2.1436406540804565,1.8995409536928936,3.0577467038039106
2024-04-22,42.34042431145134,12.67477442063997,16.798562482445057,13.211354493461947,5.1934839838081235,1.2654099141624555,1.348948232037614,2.139716836397092,1.9623428702728378,3.0649824553235607
2024-04-23,42.270041915975725,12.659348200669191,16.86644390852238,13.189956270522698,5.252499691262381,1.249269715952436,1.346110026456977,2.136919897544856,1.9941464225438177,3.0352639505495342
2024-04-24,42.21328271237586,12.588921859155395,16.829150946209342,13.110888307692187,5.151464304791302,1.3626777531883854,1.3402718719214517,2.1361312222130153,2.049437059911695,3.217773962541369
2024-04-25,42.441142562246185,12.721917659536993,16.88172892179029,12.860274201757493,5.117075823263606,1.308682164165928,1.3331117123467626,2.149473050717576,1.9580159421642078,3.2285779620109567
2024-04-26,42.72404543644676,12.728985440808508,16.913389892358722,12.353808525955492,5.18536107666889,1.3529043481795349,1.3316385859742488,2.1579457974063456,1.9417445151702584,3.310176381031245
2024-04-29,42.45285248320584,12.659693693501199,16.71982242085226,12.497512330261795,5.165669807164956,1.682833125518404,1.3172546328838084,2.1455447161568797,2.088987980405751,3.2698288100491095
2024-04-30,42.432951001340044,12.594424153229888,16.6616244345822,12.543048998735465,5.180235665514536,1.7016678566155068,1.3071728611672082,2.1432136439857943,2.093663069585542,3.34199831524382
2024-05-02,42.443477269521225,12.570594820164727,16.56987716834021,12.388566493237029,5.147312071524374,1.9977899848979426,1.314761265644936,2.146161243004589,2.0787921328011385,3.3426675508638253
2024-05-03,41.88487742258625,12.61082736802466,16.659916383800457,12.01475180242606,5.23448177469134,2.697272883230984,1.3220785235855304,2.143655656941559,2.0705681161150427,3.36157006859812
2024-05-06,41.498117765478135,12.585322024295879,16.62622177507566,12.154795336245687,5.201167511921114,2.8096779254640762,1.320507402145465,2.139320122660511,2.2719644404327703,3.392905696280704
2024-05-07,41.43295977339633,12.574634946700256,16.612103286737476,12.16344594181515,5.190946310755521,2.805964912770605,1.3113271886831575,2.137503476244264,2.2433471230565605,3.5277670398406813
2024-05-08,41.3975390780863,12.549513465954027,16.92003258798879,12.267928724711673,5.133275085791721,2.792082478393029,1.328839528153997,2.1511827427180017,1.8100936054884669,3.649512702713995
2024-05-09,41.437508555842996,12.544788364124393,16.98776962790602,12.19188175552335,5.138145687349211,2.760750774755329,1.3354072742687606,2.1527618723800717,1.8112750232693338,3.6397110645805366
2024-05-10,41.331242978181116,12.60754450874563,16.953507189495834,12.104762118752262,5.097627507696328,2.7533942436876657,1.338148929438926,2.158263521024426,2.061752937833096,3.5937560651447154
2024-05-13,41.19087473722843,12.512392275301732,16.971578919807932,12.3529166235164,5.107157721527199,2.758991214853749,1.3183247622346952,2.1476063752255885,2.019704972276682,3.620452398027597
2024-05-14,41.01014254037968,12.405808052223186,17.017956132719778,12.92377381649603,5.095096426216069,2.4492863354158976,1.322939522071035,2.1361707751968875,2.01083191413372,3.6279944851477177
2024-05-16,41.150678769315185,12.394628966232506,16.964478906537202,13.000182102693081,5.033483287303037,2.3551805319947325,1.3287982790919777,2.130362921962953,2.052665877283638,3.5895403575856903
2024-05-17,41.28499090100047,12.255766727344145,16.934783262128388,13.099375147556309,5.013223016845324,2.3085157337779587,1.3342686462969424,2.11279126263165,2.0594956000993894,3.5967897023194273
2024-05-20,40.46676104074708,11.795247046944468,16.7106080054018,12.818832533235103,4.982116247497282,2.3911999589067006,1.3475130567485272,2.0717408921829183,2.048733447840441,5.367247770495678
2024-05-21,41.828908177657596,12.157005531991866,17.31706723304875,8.799768186481808,5.17617630137281,2.9207465217756496,1.4086380624827093,2.1436415254564958,2.5188132564200303,5.729235203312282
2024-05-22,42.05512175279834,12.182298615184115,17.25346599566264,8.555320830511578,4.959831048329894,2.9733016887716226,1.409083500335693,2.1518204020185268,2.688717188072957,5.771038978314634
2024-05-23,42.071420879465784,12.168390051543907,17.169855964302265,8.547999708683138,5.0462773261065275,2.957169884959428,1.428847002474799,2.1504182669456786,2.688695940532097,5.770924974986375
2024-05-24,41.047773610031555,12.260469253388104,16.878979362532785,9.92996428250373,5.1522782690973665,2.9048146818543463,1.4295231257459324,2.1040566080913017,2.667505823320974,5.624634983433903
2024-05-27,41.01083761483951,12.416179005961979,16.865337379966363,11.530647155253506,5.272334496191823,2.9501610280891897,1.4481217379688853,2.104549753759054,2.16918039170481,4.232651436264887
2024-05-28,41.22094052548794,12.629872242688556,17.149419733420178,11.564139803697751,5.439877208801808,2.310347803055912,1.473350107621453,2.1204015487011816,2.1849586535004146,3.906692373024799
2024-05-29,41.03648600932714,12.618646232377884,17.026010878110327,11.9185576411295,5.487144324823136,2.234298149527945,1.5042411446242707,2.106504692320838,2.1696734521933254,3.8984374755656326
2024-05-30,41.0503860179466,12.630824460375123,17.06546882528857,11.71055641828341,5.619932502462274,2.1650290588733556,1.5069881020414595,2.1039755288445683,2.2659268532736445,3.8809122326109953
2024-05-31,41.01687554691391,12.700500854097665,17.013874179948463,12.461670616272343,5.513184336795026,1.6354936870701196,1.5128748417744797,2.0979272602045507,2.2598366632170652,3.787762013706381
2024-06-03,40.98156042919637,12.641757847789068,16.940929578445697,12.346534471316138,5.53441863891376,1.6828564162339779,1.5528510171497438,2.103501305382756,2.3909409662762027,3.82464932929628
2024-06-04,40.91427450014825,12.675084273767537,17.07140411756745,12.347276766686297,5.407315928795851,1.6910804362487752,1.5734793240657665,2.0933173225297472,2.3849031811893995,3.8418641490009278
2024-06-05,40.99849047739997,12.344237027069926,17.06612935605707,12.445418948896988,5.318022023505502,1.7068279608065162,1.585351186997464,2.0735669274558566,2.151253428347373,4.310702663463336
2024-06-06,41.05769849741941,12.370144791321621,17.161561229423523,12.591027981984002,5.225445641222083,1.6833945665556904,1.6042128999247607,2.0781093359455305,2.099921464485243,4.128483591718139
2024-06-07,41.01216146436556,12.441210382625435,17.133653636820217,12.845385558144523,5.21636376173895,1.4650833573040292,1.611550305705898,2.0687513917491818,2.0882235683684325,4.117616573177772
2024-06-11,41.098215072804464,12.414174818291727,17.126323274306728,12.660360035064985,5.222343733600772,1.5976652288437916,1.6202071489688101,2.057137535160586,2.0925023659583744,4.111070786999756
2024-06-12,41.98850578643237,12.411736611387203,17.117328594419355,12.359250718067258,5.365288797277421,1.6901454635762776,1.6264962888573375,2.0517563270006693,1.9294392187194487,3.4600521942626576
2024-06-13,42.03768724244997,12.43516703820419,17.42116707827352,12.419993903023187,5.213848244820141,1.5711077758095473,1.6459045824720717,2.0552723364738883,1.8884628850962655,3.31138891337722
2024-06-14,41.24140434500376,12.196809069596094,17.052144833152997,14.257680693061742,5.068064870519306,1.489560076327045,1.6167265043159635,2.0232039550011143,1.8164176240659944,3.237988028955984
2024-06-17,41.449716671509286,12.066516117490021,16.816462902651992,15.013229762449459,5.000932531821851,1.453202994859995,1.6032561000491088,1.9966370654352066,1.7673549752268451,2.8326908785062335
2024-06-18,42.325459815619666,12.155830655957601,16.964352415239432,13.697883302532574,5.128004075339457,1.461879620113027,1.6204370870819371,2.0165643985440003,1.77438675660704,2.855201872965266
2024-06-19,42.255447957172215,12.128878530469374,17.026652918499792,13.639185703625664,5.19839283949401,1.4820679590272772,1.6157545271941445,1.9717363141992559,1.8636780817473917,2.8182051685708753
2024-06-20,42.431984333611645,12.067117383243147,17.094965594269855,13.306823688213221,5.304312142619659,1.4951505871107253,1.6291669268249516,1.9485974201642622,1.9005299758435692,2.8213519480989655
2024-06-21,42.41877123590022,11.985882787724996,16.950665382035986,13.35485777928469,5.398981680833535,1.5330843966599994,1.630469742757834,1.9462339598822542,1.8604415614793903,2.9206114734410913
2024-06-24,42.55951283970999,11.890017747772685,16.87958417778767,13.10085648398704,5.515967646490893,1.58539114053994,1.676141583029333,1.9423829748366002,1.8427991291158987,3.0073462767299506
2024-06-25,43.01577914587706,11.762729216098581,16.65877285007624,13.064654080431994,5.4612369078268514,1.543423838883016,1.688248132816569,1.96997482110277,1.813254806427223,3.021926200459694
2024-06-26,43.39312159622678,11.629486782642289,16.59861453289782,12.985016647382071,5.5025381933968,1.5126761671552251,1.6982255669311996,1.987477608685548,1.839306410325595,2.853536494356678
2024-06-27,43.85012878733615,11.634362481529184,16.59491159716472,12.624540565064402,5.663304110335283,1.547287165653801,1.7232202215032824,1.998806213317628,1.6643365090400646,2.6991023490554773
2024-06-28,44.06285129943162,11.6611503347103,16.499328005478773,12.283022469653389,5.715882791087715,1.6248203799170733,1.736211648247761,1.997803603838178,1.7033450283490386,2.71558443928615
2024-07-02,44.11830570334234,11.650470019606901,16.53613874220367,12.081915570823924,5.596816665118063,1.6209977164304672,1.75092320654181,1.9955620429501548,1.7055830930461413,2.943287239936534
2024-07-03,44.09525413522528,11.627883707397144,16.47820122956997,12.293402662973737,5.616116942777034,1.482737917962251,1.7601387964002175,1.9951624026877348,1.7210505463148147,2.9300516586918133
2024-07-04,44.08516033745061,11.525330052108531,16.37965750951525,12.394997500818164,5.530049027988374,1.5554724356049572,1.7616416476320986,1.9926684659208302,1.9513933880204293,2.8236296349407546
2024-07-05,44.19401840795926,11.595004193774077,16.32206849428218,12.462056973133354,5.515683917699129,1.5335823456914053,1.769926021501563,1.9962843463692304,1.8264597470655632,2.784915552524233
2024-07-08,44.547228782703264,11.701088496852687,16.293379800947687,11.965835932351235,5.564639641875256,1.5626490148071919,1.7187406288840512,2.0062889343226047,1.8616804333767512,2.7784683338792706
2024-07-09,44.6007398845682,11.639477837603916,16.175751974558548,12.26861281154455,5.538000087831311,1.5284844622280291,1.7220398939612385,2.0142581074410857,1.7794825316200753,2.7331524086430465
2024-07-10,44.95776609156493,11.640163742925319,16.076677915133704,12.066161518895829,5.5417417521324825,1.5108815945124052,1.741165392924509,2.0195756091083115,1.7668086505945229,2.6790577322079887
2024-07-11,44.92243453386431,11.722630383922086,15.858247642335582,11.966268235805275,5.500686223356074,1.599162590184704,1.7481319013483514,2.0198042267368583,1.76262724405092,2.900007018395837
2024-07-12,44.70488536076719,11.959459197283955,15.612991165764164,12.030617782205798,5.496077290694396,1.4538814576845411,1.7456789470058114,2.0165590972092433,1.7688061569907962,3.2110435443940997
2024-07-15,44.64502508197607,12.151486637425908,15.292443244531992,12.01077862450343,5.573012708457034,1.4932933096362158,1.7520893265421296,2.022319799186257,1.789554231591523,3.2699970361494386
2024-07-16,44.366262555524955,12.356502531285226,15.228815976588209,11.787043350850904,5.810082902626649,1.6312610466725552,1.7468836975772277,2.018168459603907,1.7813321318394328,3.27364734743093
2024-07-17,44.38383283703594,12.376217169951394,15.218841787399962,11.81241962847931,5.836763586012105,1.5603770269395534,1.7466394091669253,2.0196687575288768,1.789187430613828,3.256052366872112
2024-07-18,44.385974836368916,12.48452322216704,15.047540983958593,11.828757887570745,5.921562595831536,1.5219797046292645,1.7508984751338073,2.0216059077307187,1.8072999278973905,3.229856458711993
2024-07-19,44.538823129735505,12.563363470456009,14.803401433354392,11.95841752405661,5.902160658642679,1.5055579398506989,1.7479671853503804,2.0243485158760315,1.8102001698236756,3.1457599728540178
2024-07-22,46.744451471978905,12.094176145980692,14.173018513088692,11.621134448911976,5.700234145899566,1.4673052874696475,1.6904573116016761,1.95432871259203,1.7694712702763995,2.7854226922004184
2024-07-23,47.14003861456385,12.111761428205918,14.189545189437766,11.195555479360637,5.605084961094885,1.4648380903741616,1.7032622290341186,1.9641642966034958,1.7971208592665808,2.828628852058589
2024-07-24,46.937624175945196,12.017297759830669,13.96158380955975,11.882108179062849,5.55819360125623,1.4449175499954934,1.6897187866170122,1.9486159028627006,1.7894749476803367,2.770465287189766
2024-07-25,47.05445080424521,11.940708411207057,13.84015351569733,11.950728868162587,5.540693285471059,1.4414821830405302,1.6896943211981301,1.9448063754046931,1.8341395334352504,2.7631427021381594
2024-07-26,47.46456976264343,12.24111156391167,13.525301895693117,11.712334433669499,5.51054799348978,1.3844102258508855,1.7211173237521022,1.9354823719226386,1.8656639374595736,2.6394604916073074
2024-07-29,47.490624765698776,12.265381753942895,13.51361971995691,11.76718978543353,5.346327557707391,1.4187133988217098,1.7362258805999022,1.8496229900386523,1.9572783366493804,2.6550158111508564
2024-07-30,47.60642456260324,12.307192030465457,13.410603921996476,11.753956933134498,5.341593571359357,1.3748585004240614,1.739138780340283,1.8374886248498705,1.9460468101129267,2.682696264713833
2024-07-31,47.57340712525665,12.346953426785321,13.523567806216196,11.729975136309983,5.3463548472082465,1.2175821096411066,1.7588966625940883,1.8376038378479953,1.920674713990796,2.744984334149618
2024-08-01,47.521255214074074,12.32968434458337,13.466811875081286,11.790425106701571,5.345869065865067,1.2248821051351002,1.7631247540347377,1.8367220300784342,2.010948077978652,2.710277426467707
2024-08-02,47.829906353393255,12.385936682956064,13.543098835525837,11.49851052441513,5.390045754665207,1.232152557305439,1.7741349417837546,1.8418875841555395,1.8139950405712246,2.6903317252285426
2024-08-05,47.953381515286914,12.341687640083428,13.490124385292487,11.717938805857276,5.365608367932417,0.9554368939759667,1.7686239336104204,1.8346726826146003,1.8219709623420843,2.7505548130044044
2024-08-06,48.19679610977681,12.274952286365961,13.421341735766621,11.82107794282396,5.352105335193726,0.9154308286911775,1.7527627858000079,1.7934441406728945,1.8138006063772552,2.658288228531583
2024-08-07,48.397924147202275,12.245699333594521,13.341234351055906,11.835547628320768,5.336874564341413,0.9065525193683492,1.7383851248977609,1.7887308347108153,1.8500879374337074,2.558963559074487
2024-08-08,48.42009225325866,12.313786379217733,13.250936195587116,11.8144134709541,5.333311165350589,0.9451150724127375,1.7361725893755016,1.7892752988176446,1.827456047660387,2.5694415273655298
2024-08-09,48.511029213988074,12.243930609789105,13.118775754061259,11.775805755936537,5.31839076889247,0.9883409741233877,1.7329400480699801,1.7827742515161096,1.737248686818079,2.7907639368049995
2024-08-12,52.068031149188734,11.508806781917944,12.077041463181242,11.139948860100283,4.9237545842264065,0.9064702641405094,1.6164074563285291,1.6621701926234522,1.6413415821373272,2.456027666155578
2024-08-13,52.10453302137944,11.508783863062847,12.038572051530739,11.11910473988175,4.921435562015493,0.8427208104134316,1.612878289326109,1.6613048508305848,1.6316230056816126,2.5590438058779963
2024-08-14,52.08362388781212,11.502491169252913,12.033983088690837,11.098779146676355,4.915380893333253,0.8798154508249741,1.6157322948474404,1.659213935134964,1.619250706609598,2.5917294268175506
2024-08-15,52.082292200521266,11.362082271527951,11.957972311231478,11.036800488231895,4.900386105365127,1.0832759159757022,1.628667189740624,1.6542110212918897,1.6081500459147242,2.68616245019935
2024-08-16,52.24312894882506,11.366940369783949,11.940809351265655,11.059422660433514,4.90406616908303,1.0180719076300666,1.6289778465441072,1.6574634634993566,1.6114195305565366,2.569699752378727
2024-08-19,52.258736952931685,11.406689361507267,11.94228977536408,10.94170293550705,4.9273823475940715,1.0109224932369991,1.627489471702237,1.6113300890964828,1.6272687714329719,2.6461878016271543
2024-08-20,52.38307411574716,11.410329338285264,11.798428757708445,10.854135732129796,4.899875083179645,0.9299094557834499,1.6328898211043794,1.6410637038617142,1.7965415471023742,2.6537524450977665
2024-08-21,52.42400960049524,11.406199246160847,11.804960159058481,10.778060665010075,4.909928143146477,0.9001632000469508,1.6548530104129031,1.6422728537049598,1.8301488555757646,2.649404266388299
2024-08-22,52.866944610762886,11.490616836979848,11.830392788290897,10.241104356398088,4.971234666485589,1.197022912622434,1.717622282850883,1.6495922190313408,1.7184952713094843,2.316974055268548
2024-08-23,53.002353323418326,11.332430773601141,11.702754126557707,10.478564621938942,5.032499934598766,0.8237622018875808,1.7037528770038737,1.6468316797690719,1.9635696389321395,2.313480822292451
2024-08-26,53.23807226320352,11.357213321964506,11.540827218814522,10.408790830599898,5.050448453960776,0.7959917231080428,1.717114910947857,1.6479649600251112,1.9740411081719855,2.2695352092037875
2024-08-27,53.45983912333254,11.361992843455996,11.463544177307963,9.817206879464589,5.053178686550374,0.8144540606721028,1.7611798179796971,1.6472827010003874,2.108481059347628,2.512840650888723
2024-08-28,53.80642844512402,11.483981432493222,11.468766280916189,9.454863391174054,5.087141376987105,0.8021293957792731,1.7600824332123715,1.657432248455001,2.0528645818963187,2.4263104139624434
2024-08-29,53.76844926987094,11.620124408256492,11.425770505074293,9.318818829841675,5.113903891040969,0.8856036913038795,1.7422786106659778,1.6630837724848115,2.147856132236064,2.3141108892249
2024-08-30,54.99299391549432,12.001814017396766,11.62151109172109,6.957873437268203,5.280191691419886,0.8119639196424385,1.7884496912505745,1.7011946697543654,2.281853124380757,2.5621544416716007
2024-09-02,54.79225119476154,12.046321502361081,11.609924071224128,6.282639720657112,5.29362899311711,1.6118997698731055,1.7748815753363654,1.701606085465626,2.3211141191888767,2.5657329680150487
2024-09-03,54.49546208431101,12.273512964724857,11.753499930087791,6.089311960601028,5.218505719815276,1.6971708535386285,1.7657671766306857,1.7032493845693208,2.4584435486062515,2.5450763771151483
2024-09-04,53.92877853384701,12.532911474714947,11.62613733885363,6.072176091948298,5.317817452143123,1.8430495630320614,1.7630146636247814,1.6965312458461712,2.616950180414325,2.60263345557566
2024-09-05,53.479664929156215,12.767196574292377,11.516110762021722,6.475377067371987,5.325092107540025,1.8342271908668606,1.7470043093014753,1.685147726987409,2.5791302539148875,2.5910490785470466
2024-09-09,53.55511557547842,12.841215763854919,11.491230792736756,6.271561556817776,5.311304799619167,1.8895535322626542,1.740401434979668,1.681220139364888,2.5729051566718,2.645491248213952
2024-09-10,51.68491823378613,12.574350564761996,11.07961609205748,10.310409578226182,5.125492723922901,0.9564831094228565,1.6801051803034646,1.6223428279341878,2.4799108252752324,2.486370864309575
2024-09-11,53.27029236015753,13.122252023677753,11.168197066602753,8.301044431325703,5.237705371578694,0.9390817336944688,1.698335198190772,1.6576664510057733,2.220142565757747,2.3852827980088027
2024-09-12,52.832785433955934,13.23334904530119,11.060444544810707,8.869050644835953,5.1747328789104134,0.9590915630384304,1.6912593059935688,1.6450835628679075,2.0869725959295584,2.447230424356336
2024-09-13,53.299394656299356,13.392006705352902,11.16016068549217,8.140625164035864,5.214642319366099,0.8802471589498286,1.6863594080271038,1.6586910479271795,2.1865898248632263,2.3812830296862675
2024-09-16,53.13993227223517,13.294475480829101,11.049274524147872,8.49860083760485,5.194716668423116,0.9499624816755861,1.675821434651172,1.6542732029976335,2.1943415634195973,2.34860153401591
2024-09-17,53.25275100708028,13.45474446854626,11.103312597805827,8.29730274321978,5.216200488225698,0.9911342305854205,1.690443989808737,1.6640657054021828,1.9845406563981574,2.345504112927662
2024-09-19,53.13672757388337,13.48333571940928,11.126907070122751,8.305264735292827,5.247478105191631,0.9350439542923994,1.705358544964641,1.6676018349917807,2.054238259750406,2.3380442021009107
2024-09-20,53.19429981083314,13.488007569157439,11.13076243937819,8.410597360992488,5.246070241847978,0.8929346579710448,1.7079860648925125,1.606428543010642,1.9739126728954282,2.349000639021146
2024-09-23,53.08948439397147,13.892536721994716,11.09510343610402,7.940942967128641,5.240661700907933,1.0134578635118823,1.6932491330083133,1.5762053727629455,2.073754218824609,2.3846041917854754
2024-09-24,52.76200579139319,14.179542754543931,11.048167445912302,7.740010372816976,5.317120867064436,1.1556362342049553,1.6615307072225156,1.586546153631691,2.073056373747067,2.4763832994629276
2024-09-25,52.63086362796435,14.144429514832806,11.024994511619395,7.692265516510184,5.573793908825353,1.0870911421601772,1.6524751496041088,1.5832435753037204,2.0707430760960848,2.540099977083812
2024-09-26,52.68823047630369,14.19541286809597,10.964952259477597,7.668814345041616,5.655247910909105,1.1189420433863995,1.575232923806848,1.6012908655499627,1.9772861511138373,2.5545901563149744
2024-09-27,52.70268838766944,14.138481322380642,10.92399629566097,7.725778957341445,5.655619553426217,0.9905722287904773,1.56929563664935,1.605830772163121,2.096055230160758,2.5916816157575804
2024-09-30,52.26642570809125,13.980674885515404,10.845422298385312,8.209004890744456,5.838838360418703,1.0186291924176814,1.5236202849256786,1.6178357251028828,2.2123070366788653,2.487241617719776
2024-10-02,52.02462493125049,13.12106113949714,10.759081677021971,8.130064963816325,6.200872970508497,1.1584184622567346,1.5368524645947064,1.629237692814211,2.3184188012761404,3.121366896963778
2024-10-03,51.484965532568495,13.290045593961683,11.322527669173782,8.172785654311868,6.342621658874832,1.0583189509878688,1.5152762286776498,1.6350999532565642,2.445582607526776,2.7327761506604817
2024-10-04,51.57544769228336,13.216078323037802,11.259510844609279,8.5829197852471,6.439859146051082,1.03601792116237,1.4649231594827663,1.625999617191118,2.3211028256607125,2.4781406852744157
2024-10-07,51.66553627770987,13.222518821592672,11.264997862887373,8.454461433491874,6.360625974020703,1.0737235619313505,1.4110902067895603,1.626792004155599,2.221219519131413,2.6990343382895876
2024-10-08,51.74588343058469,13.246493976038018,11.285423627995621,8.519353731840667,6.096861972311924,1.1349047101966785,1.4044967957414973,1.6253846433846235,2.2507583571455823,2.6904387547606903
2024-10-09,51.99009889759005,13.25345687019886,11.291355704092446,8.518004186566646,5.991780214366749,0.9736923312165439,1.404607308269292,1.6265180105100807,2.183298188715062,2.7671882884742707
