date,FUTU SECURITIES INTERNATIONAL,TIGER BROKERS (HK) GLOBAL LTD,CITIBANK N.A.,VALUABLE CAPITAL LTD,BANK OF CHINA (HONG KONG) LTD,SBI CHINA CAPITAL FINANCIAL SERVICES LTD,THE HONGKONG AND SHANGHAI BANKING,BOCI SECURITIES LTD,BRIGHT SMART SECURITIES INTERNATIONAL,TOTAL_CCASS_PCT
2024-03-04,3.6130893406771425,0.0,0.0,0.0,0.0,0.0,1.999676008423781,0.8802851125870728,0.0,6.4930504616879965
2024-03-05,3.6130893406771425,0.0,0.0,0.0,0.0,0.0,1.999676008423781,0.8802851125870728,0.5809168961606997,7.073967357848695
2024-03-06,3.6130893406771425,0.0,1.9627409687348127,0.0,1.60732220962255,0.0,2.0068038231005993,0.8802851125870728,0.5815648793131378,10.651806334035314
2024-03-07,3.62054114693018,0.0,1.9585290782439657,0.0,1.60732220962255,0.0,2.0106917220152276,0.8802851125870728,0.5880447108375183,10.665413980236513
2024-03-08,3.621513121658837,0.0,1.9585290782439657,0.0,1.60732220962255,0.0,2.0106917220152276,0.8802851125870728,0.5880447108375183,10.666385954965172
2024-03-11,3.634796776283817,0.0,1.9585290782439657,0.0,1.60732220962255,0.0,2.0106917220152276,0.8799611210108537,0.5880447108375183,10.679345618013931
2024-03-12,3.6438685404179494,0.0,1.9585290782439657,2.1216588368702416,1.6047302770127978,0.0,2.0106917220152276,0.8799611210108537,0.5880447108375183,12.807484286408554
2024-03-13,3.6328528268265026,4.080025919326098,1.9569091203628703,2.1216588368702416,1.6047302770127978,0.0,2.011663696743885,0.8799611210108537,0.5922566013283654,16.880058399481612
2024-03-14,3.6176252227442083,4.078405961445002,1.9556131540579946,2.1359144662238783,1.5901506560829417,1.3050380690102057,2.0093957557103517,0.8799611210108537,0.6139640369350396,18.186068443220478
2024-03-15,3.64354454884173,4.073222096225498,1.9556131540579946,2.1385063988336306,1.5723311193908958,1.3050380690102057,2.0084237809816945,0.8767212052486635,0.6129920622063826,18.186392434796694
2024-03-18,3.6351207678600352,4.074194070954156,1.9556131540579946,2.1385063988336306,1.5674712457476105,1.3050380690102057,1.9922242021707435,0.8763972136724444,0.6129920622063826,18.157557184513205
2024-03-19,3.594945812408877,4.074194070954156,1.9559371456342136,2.1385063988336306,1.5739510772719911,1.3050380690102057,1.9954641179329338,0.8763972136724444,0.618823910578325,18.133257816296776
2024-03-20,3.5975377450186294,4.074194070954156,1.9559371456342136,2.1385063988336306,1.5739510772719911,1.3050380690102057,1.9954641179329338,0.8763972136724444,0.6214158431880771,18.138441681516284
2024-03-21,3.6111453912198286,4.074194070954156,1.9559371456342136,2.1385063988336306,1.5788109509152763,1.3050380690102057,1.9954641179329338,0.8763972136724444,0.6236837842216103,18.1591771423943
2024-03-22,3.6111453912198286,4.074194070954156,1.9559371456342136,2.137858415681192,1.5846427992872187,1.3050380690102057,1.9928721853231814,0.8767212052486635,0.62044386845942,18.15885315081808
2024-03-25,3.609525433338733,4.074194070954156,1.9559371456342136,2.153410011339705,1.5846427992872187,1.3050380690102057,1.996112101085372,0.8456180139316378,0.6097521464441925,18.134229791025433
2024-03-26,3.613737323829581,4.074194070954156,1.9559371456342136,2.150170095577515,1.5836708245585616,1.3050380690102057,1.995788109509153,0.8449700307791997,0.6097521464441925,18.133257816296776
2024-03-27,3.6127653491009237,4.073222096225498,1.9559371456342136,2.148874129272639,1.5836708245585616,1.3050380690102057,1.9970840758140287,0.8439980560505427,0.6097521464441925,18.130341892110806
2024-03-28,3.6101734164911714,4.070306172039527,1.9559371456342136,2.163453750202495,1.5836708245585616,1.3050380690102057,1.9970840758140287,0.8439980560505427,0.6097521464441925,18.139413656244937
2024-04-02,3.6241050542685893,4.070306172039527,1.9559371456342136,2.163453750202495,1.5836708245585616,1.3050380690102057,2.0032399157621903,0.8439980560505427,0.6097521464441925,18.15950113397052
2024-04-03,3.6289649279118743,4.070630163615746,1.9559371456342136,2.1754414385225984,1.5836708245585616,1.3050380690102057,1.9977320589664667,0.8096549489713268,0.6178519358496679,18.14492151304066
2024-04-05,3.6179492143204275,4.070630163615746,1.9559371456342136,2.1754414385225984,1.5836708245585616,1.3050380690102057,1.9977320589664667,0.8096549489713268,0.6178519358496679,18.133905799449217
2024-04-08,3.6195691722015226,4.070630163615746,1.9559371456342136,2.1754414385225984,1.5917706139640369,1.3050380690102057,1.9880123116798962,0.8096549489713268,0.6178519358496679,18.133905799449217
2024-04-09,3.6445165235703874,4.081321885630974,1.9559371456342136,2.1754414385225984,1.5917706139640369,1.3050380690102057,1.9698687834116313,0.8096549489713268,0.602300340191155,18.13584974890653
2024-04-10,3.6448405151466066,4.081321885630974,1.9559371456342136,2.1754414385225984,1.5917706139640369,1.3050380690102057,1.963064960311032,0.8096549489713268,0.602300340191155,18.12936991738215
2024-04-11,3.64678446460392,4.081321885630974,1.9559371456342136,2.175765430098817,1.5917706139640369,1.3050380690102057,1.9591770613964037,0.8109509152762028,0.602300340191155,18.12904592580593
2024-04-15,3.6500243803661103,4.081321885630974,1.9559371456342136,2.175765430098817,1.5917706139640369,1.3050380690102057,1.9588530698201847,0.8109509152762028,0.602300340191155,18.1319618499919
2024-04-16,3.641276607808197,4.092337599222421,1.9559371456342136,2.175765430098817,1.5943625465737892,1.3050380690102057,1.9588530698201847,0.8109509152762028,0.602300340191155,18.136821723635187
2024-04-17,3.6338248015551597,4.092337599222421,1.9559371456342136,2.1754414385225984,1.5943625465737892,1.3050380690102057,1.9588530698201847,0.8109509152762028,0.602300340191155,18.12904592580593
2024-04-18,3.6328528268265026,4.092337599222421,1.9559371456342136,2.1754414385225984,1.5943625465737892,1.3050380690102057,1.9588530698201847,0.8109509152762028,0.602300340191155,18.128073951077273
2024-04-19,3.6315568605216266,4.092337599222421,1.9559371456342136,2.1767374048274744,1.5943625465737892,1.3050380690102057,1.9607970192774988,0.8109509152762028,0.602300340191155,18.130017900534586
2024-04-22,3.628640936335655,4.092337599222421,1.9559371456342136,2.1767374048274744,1.5976024623359792,1.3050380690102057,1.9607970192774988,0.8109509152762028,0.602300340191155,18.130341892110806
2024-04-23,3.627992953183217,4.092337599222421,1.9494573141098333,2.1767374048274744,1.5976024623359792,1.3050380690102057,1.9595010529726227,0.8109509152762028,0.6149360116636968,18.134553782601653
2024-04-24,3.6299369026405315,4.092337599222421,1.9494573141098333,2.1767374048274744,1.6066742264701117,1.3050380690102057,1.9595010529726227,0.8109509152762028,0.6149360116636968,18.145569496193097
2024-04-25,3.6309088773691887,4.092337599222421,1.948161347804957,2.1767374048274744,1.6066742264701117,1.3050380690102057,1.9591770613964037,0.8109509152762028,0.6149360116636968,18.14492151304066
2024-04-26,3.6299369026405315,4.092337599222421,1.948485339381176,2.1767374048274744,1.6066742264701117,1.3050380690102057,1.9591770613964037,0.8109509152762028,0.6149360116636968,18.14427352988822
2024-04-29,3.6513203466709867,4.092337599222421,1.948809330957395,2.1767374048274744,1.6066742264701117,1.3050380690102057,1.9559371456342136,0.8109509152762028,0.6149360116636968,18.162741049732706
2024-04-30,3.660392110805119,4.092337599222421,1.948809330957395,2.182569253199417,1.6066742264701117,1.3050380690102057,1.9559371456342136,0.8109509152762028,0.6149360116636968,18.17764466223878
2024-05-02,3.6626600518386523,4.090069658188887,1.9491333225336143,2.183541227928074,1.611534100113397,1.3050380690102057,1.9559371456342136,0.8109509152762028,0.6149360116636968,18.18380050218694
2024-05-03,3.671083832820347,4.085533776121821,1.9491333225336143,2.187753118418921,1.611534100113397,1.3050380690102057,1.9559371456342136,0.8109509152762028,0.6149360116636968,18.191900291592418
2024-05-06,3.6681679086343753,4.08261785193585,1.9491333225336143,2.187753118418921,1.611534100113397,1.3050380690102057,1.9413575247043575,0.8109509152762028,0.6146120200874777,18.1711648307144
2024-05-07,3.6701118580916896,4.08261785193585,1.9491333225336143,2.187753118418921,1.611210108537178,1.3050380690102057,1.9462173983476427,0.8109509152762028,0.6146120200874777,18.17764466223878
2024-05-08,3.670435849667909,4.08261785193585,1.9491333225336143,2.187105135266483,1.611210108537178,1.3050380690102057,1.9462173983476427,0.8109509152762028,0.6152600032399157,18.177968653815
2024-05-09,3.6827475295642316,4.08261785193585,1.9491333225336143,2.187105135266483,1.6021383444030455,1.3050380690102057,1.9462173983476427,0.6965818888708893,0.6152600032399157,18.066839543171877
2024-05-10,3.7669853393811765,4.08261785193585,1.9491333225336143,2.1932609752146446,1.6066742264701117,1.3050380690102057,1.9258059290458447,0.6965818888708893,0.5942005507856796,18.120298153248015
2024-05-13,3.859322938603596,4.081321885630974,1.9510772719909282,2.20460068038231,1.625141746314596,1.308925967924834,1.9134942491495222,0.6113721043252875,0.5873967276850802,18.142653572007127
2024-05-14,3.8732545763810142,4.089745666612668,1.9514012635671472,2.204276688806091,1.629353636805443,1.308925967924834,1.9141422323019603,0.6113721043252875,0.5857767698039851,18.16824890652843
2024-05-16,3.9212053296614284,4.090393649765106,1.9514012635671472,2.20460068038231,1.6235217884335007,1.308925967924834,1.9141422323019603,0.6113721043252875,0.5851287866515471,18.21069180301312
2024-05-17,3.938700874777256,4.090393649765106,1.9514012635671472,2.200064798315244,1.6235217884335007,1.308925967924834,1.9141422323019603,0.6113721043252875,0.5815648793131378,18.220087558723474
2024-05-20,4.0449701117770935,4.081969868783411,1.931313785841568,2.202980722501215,1.5878827150494088,1.3050380690102057,1.908634375506237,0.6081321885630974,0.5718451320265673,18.242766969058806
2024-05-21,4.0449701117770935,4.081321885630974,1.9215940385549974,2.204276688806091,1.6050542685890168,1.3050380690102057,1.9096063502348941,0.6081321885630974,0.5773529888222906,18.25734658998866
2024-05-22,4.169382877045197,4.202170743560667,1.9183541227928074,2.1896970678762355,1.5979264539121982,1.3050380690102057,1.8461040012959662,0.5954965170905556,0.5426858901668556,18.366855742750687
2024-05-23,4.160959096063502,4.202170743560667,1.9170581564879312,2.18807710999514,1.6050542685890168,1.3050380690102057,1.8273124898752633,0.6052162643771262,0.5371780333711323,18.348064231329985
2024-05-24,4.1557752308439975,4.202170743560667,1.9170581564879312,2.18807710999514,1.6018143528268265,1.3050380690102057,1.8269884982990443,0.6052162643771262,0.5404179491333225,18.342556374534265
2024-05-27,4.171326826502511,4.201846751984449,1.9170581564879312,2.18807710999514,1.5865867487445326,1.3050380690102057,1.8357362708569576,0.6026243317673741,0.5339381176089422,18.34223238295804
2024-05-28,4.228673335493277,4.188563097359468,1.9170581564879312,2.186457152114045,1.5865867487445326,1.3050380690102057,1.8357362708569576,0.6026243317673741,0.5342621091851611,18.384999271018955
2024-05-29,4.2260814028835245,4.188563097359468,1.9170581564879312,2.186457152114045,1.5865867487445326,1.3050380690102057,1.8383282034667099,0.6026243317673741,0.531022193422971,18.38175935525676
2024-05-30,4.224137453426211,4.188563097359468,1.9170581564879312,2.186457152114045,1.5843188077109998,1.3050380690102057,1.8438360602624333,0.6026243317673741,0.5332901344565042,18.385323262595172
2024-05-31,4.236125141746315,4.188239105783249,1.9170581564879312,2.1773853879799123,1.5810788919488092,1.3050380690102057,1.8480479507532805,0.6026243317673741,0.5365300502186943,18.392127085695773
2024-06-03,4.269172282520654,4.188239105783249,1.9170581564879312,2.1773853879799123,1.5745990604244289,1.3050380690102057,1.8480479507532805,0.6026243317673741,0.5284302608132189,18.410594605540258
2024-06-04,4.2724121982828445,4.188239105783249,1.9170581564879312,2.1773853879799123,1.5745990604244289,1.3050380690102057,1.8480479507532805,0.6026243317673741,0.5268103029321238,18.41221456342135
2024-06-05,4.275004130892597,4.188239105783249,1.9170581564879312,2.1773853879799123,1.5745990604244289,1.3050380690102057,1.8561477401587558,0.6026243317673741,0.5268103029321238,18.42290628543658
2024-06-06,4.286343836060262,4.188239105783249,1.9170581564879312,2.1773853879799123,1.5745990604244289,1.3050380690102057,1.8561477401587558,0.6026243317673741,0.5235703871699335,18.431006074842056
2024-06-07,4.2869918192127,4.188239105783249,1.9170581564879312,2.1773853879799123,1.5745990604244289,1.3050380690102057,1.8561477401587558,0.6026243317673741,0.5235703871699335,18.431654057994493
2024-06-11,4.300923456990118,4.188239105783249,1.9170581564879312,2.1773853879799123,1.5574275068848211,1.3050380690102057,1.8561477401587558,0.6026243317673741,0.5235703871699335,18.428414142232302
2024-06-12,4.319390976834602,4.188239105783249,1.9170581564879312,2.1773853879799123,1.5574275068848211,1.3050380690102057,1.8554997570063176,0.6026243317673741,0.5044548841730114,18.427118175927426
2024-06-13,4.337534505102867,4.188239105783249,1.9170581564879312,2.1773853879799123,1.5574275068848211,1.3050380690102057,1.8554997570063176,0.6026243317673741,0.4882553053620606,18.42906212538474
2024-06-14,4.339478454560181,4.186619147902155,1.9170581564879312,2.1799773205896646,1.5574275068848211,1.3050380690102057,1.8554997570063176,0.6026243317673741,0.4882553053620606,18.43197804957071
2024-06-17,4.352762109185162,4.186619147902155,1.9170581564879312,2.1806253037421026,1.556455532156164,1.3050380690102057,1.8393001781953668,0.6026243317673741,0.4882553053620606,18.42873813380852
2024-06-18,4.3553540417949135,4.186619147902155,1.9170581564879312,2.1806253037421026,1.557103515308602,1.3050380690102057,1.8393001781953668,0.6026243317673741,0.48728333063340357,18.431006074842056
2024-06-19,4.357621982828446,4.186619147902155,1.9170581564879312,2.182569253199417,1.557103515308602,1.3050380690102057,1.8393001781953668,0.6026243317673741,0.48728333063340357,18.4352179653329
2024-06-20,4.363453831200389,4.186619147902155,1.9147902154543983,2.182569253199417,1.557103515308602,1.3050380690102057,1.838652195042929,0.6026243317673741,0.48728333063340357,18.438133889518873
2024-06-21,4.38289332577353,4.186619147902155,1.9147902154543983,2.182569253199417,1.5613154057994492,1.3050380690102057,1.838652195042929,0.6026243317673741,0.46427992872185325,18.43878187267131
2024-06-24,4.398444921432042,4.1652357038717,1.9147902154543983,2.1793293374372267,1.5596954479183542,1.3050380690102057,1.8467519844484044,0.6026243317673741,0.46427992872185325,18.43618994006156
2024-06-25,4.400712862465576,4.1652357038717,1.9147902154543983,2.1793293374372267,1.557103515308602,1.3050380690102057,1.8467519844484044,0.6026243317673741,0.46427992872185325,18.43586594848534
2024-06-26,4.381597359468654,4.1652357038717,1.9147902154543983,2.1803013121658834,1.557103515308602,1.3050380690102057,1.8467519844484044,0.6026243317673741,0.4568281224688158,18.410270613964038
2024-06-27,4.388077190993034,4.1652357038717,1.9147902154543983,2.183541227928074,1.5502996922080026,1.3050380690102057,1.8467519844484044,0.6026243317673741,0.4568281224688158,18.413186538150008
2024-06-28,4.388401182569253,4.1652357038717,1.9147902154543983,2.1828932447756357,1.5502996922080026,1.3050380690102057,1.8467519844484044,0.6026243317673741,0.4568281224688158,18.412862546573788
2024-07-02,4.3926130730601,4.164587720719261,1.9147902154543983,2.1828932447756357,1.5502996922080026,1.3050380690102057,1.8467519844484044,0.6026243317673741,0.4568281224688158,18.416426453912198
2024-07-03,4.3926130730601,4.164587720719261,1.9147902154543983,2.1828932447756357,1.5502996922080026,1.3050380690102057,1.8467519844484044,0.6026243317673741,0.4616879961121011,18.42128632755548
