date,THE HONGKONG AND SHANGHAI BANKING,BNP PARIBAS,BANK OF CHINA (HONG KONG) LTD,CITIBANK N.A.,KGI ASIA LTD,HANG SENG BANK LTD,SHANGHAI COMMERCIAL BANK LTD,HANG SENG SECURITIES LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,HSBC BROKING SECURITIES (HONG KONG) LTD
2024-03-01,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-04,55.63899195400857,25.70332033403847,13.01719775935978,0.0,0.0,0.0,5.6404899525931835,0.0,0.0,0.0
2024-03-06,55.63835830751067,25.70368747670793,13.017383695210563,0.0,0.0,0.0,5.640570520570836,0.0,0.0,0.0
2024-03-07,55.65362384318604,25.707113452084368,13.021289575462633,0.0,0.0,0.0,5.6179731292669635,0.0,0.0,0.0
2024-03-08,55.66157685136244,25.71078704724956,13.008860153128381,0.0,0.0,0.0,5.618775948259626,0.0,0.0,0.0
2024-03-11,55.66047138926636,25.712256779312114,13.008174691315519,0.0,0.0,0.0,5.6190971401060015,0.0,0.0,0.0
2024-03-12,53.90725207613632,24.908755607403815,12.615517114965472,0.0,0.0,0.0,5.443501851995219,3.124973349499181,0.0,0.0
2024-03-13,51.89495912636433,24.000514962348145,12.16752686704399,0.0,0.0,0.0,5.245017041620013,3.0110283634282076,3.6809536391953204,0.0
2024-03-14,51.86290649464513,24.01456273425101,12.163814119393463,0.0,0.0,0.0,5.256175890314614,3.0097796201444944,3.692761141251278,0.0
2024-03-15,51.85979616294234,24.01744498880613,12.215949615083288,0.0,0.0,0.0,5.256806742396744,2.9501303005882775,3.6998721901832154,0.0
2024-03-19,51.8550544599685,24.015150645841445,12.215460910677239,0.0,0.0,0.0,5.2565964415443585,2.9580133667900586,3.6997241751783956,0.0
2024-03-21,50.82616045321906,23.545424032973113,11.97783887797739,0.0,0.0,0.0,5.153779545739045,2.900155824270659,3.6208219120197005,1.9758193538010307
2024-03-22,50.82037354355332,23.54819492178668,11.97924846226482,0.0,0.0,0.0,5.154386056374441,2.900497122406544,3.6212480200786548,1.976051873535541
2024-03-25,50.817736987467455,23.54757911235799,11.978935192641558,0.0,0.0,0.0,5.154251263897006,2.904343925149962,3.6211533207319824,1.9760001977540491
2024-03-26,50.80324889493517,23.544500548272804,11.998287174932065,0.0,0.0,0.0,5.153577407244849,2.903964216949117,3.6206798982834596,1.9757418593825293
2024-03-27,46.60420863447967,21.539014045217574,10.992167965904494,8.301016101858472,0.0,0.0,4.728314597971418,2.660512609465661,3.3417409028445886,1.8330251422581216
2024-03-28,46.56633522424199,21.53927273647266,10.989897914304768,8.262682656591833,0.0,0.0,4.72837138671928,2.6725549204965686,3.341781038346915,1.8991041228259848
2024-04-02,45.96629902158409,22.142915448501903,10.985443020021227,8.26294796104388,0.0,0.0,4.729038756701156,2.6717309239702605,3.3422527027253226,1.8993721654521611
2024-04-03,45.86850511912165,22.14557558666449,10.986762755729854,8.251927134377237,0.0,0.0,4.7296068795618655,2.6840653877984297,3.4339567903036965,1.899600346442782
2024-04-05,45.86314874416721,22.145309544086775,10.992637443505037,8.251828001078247,0.0,0.0,4.729550061133241,2.6840331431782016,3.4339155369746655,1.8995775258766234
2024-04-08,45.84882799423845,22.138394680001774,10.989204996841504,8.249251371071487,0.0,0.0,4.72807326101036,2.6795921748784637,3.431642338209325,1.9350131837486402
2024-04-10,45.84882799423845,22.137193719995178,10.989204996841504,8.202413930814219,0.0,0.0,4.72807326101036,2.6795921748784637,3.4436519382752913,1.9710419839465394
