date,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,CITIBANK N.A.,STANDARD CHARTERED BANK (HONG KONG) LTD,BOCI SECURITIES LTD,CHINA MERCHANTS SECURITIES (HK) CO LTD,HUATAI FINANCIAL HOLDINGS (HONG KONG),HAITONG INTERNATIONAL SECURITIES CO LTD,INTERACTIVE BROKERS HONG KONG LTD
2024-04-02,16.786754052211162,24.068649602217764,1.3244941828480084,12.433971186820457,14.30537902582022,7.488144655049285,11.254559554373017,0.772090594146899,5.791130376230896,5.774826770282292
2024-04-03,16.592840446095522,23.95989260382417,1.3229360541440731,12.381907121842792,14.644264015368954,7.45678997004761,11.207433973082063,0.7688576628284705,5.766881503230305,5.898196649536042
2024-04-05,16.594163947144175,23.96180372585838,1.3230415759961422,12.382894744613788,14.645432091374024,7.4494084107589496,11.208327915904222,0.7689189895149002,5.767341489194839,5.898667109640578
2024-04-08,16.580765203744022,23.953970062366015,1.3289880276790031,12.378846492170002,14.640644163552869,7.48126006900251,11.20466365630967,0.7686676122527515,5.765456012918145,5.896738700005014
2024-04-09,16.578637471790536,23.954352073457535,1.3298066077595545,12.379043906487878,14.640877648375758,7.481379378007133,11.204842345094132,0.768679870744885,5.76554795876841,5.896832739514179
2024-04-10,16.530128749442888,23.96251700473574,1.3306146036489326,12.379142616008064,14.640994393579888,7.4814390339364865,11.204931691623637,0.8085556059538384,5.765593932793297,5.896082368277232
2024-04-11,16.45485013388057,23.984127977395445,1.3318146393469512,12.390306940380679,14.65419860453519,7.488186287340029,11.215037035415097,0.8092848145378392,5.7707937243186995,5.901399842849499
2024-04-12,16.46141915584732,23.91385981205783,1.3323463196448773,12.39525333599072,14.660048779514304,7.531097176904063,11.219514245723557,0.8096078931244446,5.773097511374322,5.903755769818559
2024-04-15,16.48089423656558,23.902182959399344,1.3355213331884388,12.352362878409838,14.677392705369765,7.540007023863714,11.232787763850183,0.8105657193555528,5.779927514241266,5.88835786575632
2024-04-16,16.51151564786373,23.946593084530754,1.4293007314664175,12.375313501038349,14.704663220692801,7.55401631565059,11.253658222042832,0.8120717460262112,5.790666587931479,5.622200942756835
2024-04-19,16.511647882999096,23.946784864682595,1.4285113121278854,12.375412610731905,14.70478098535917,7.5540768132082565,11.253748348779231,0.8120782496337268,5.79071296341853,5.622245969059603
2024-04-22,16.51151564786373,23.946593084530754,1.4293007314664175,12.375313501038349,14.704663220692801,7.55401631565059,11.253658222042832,0.8120717460262112,5.790666587931479,5.622200942756835
2024-04-23,16.508607010654348,23.947979728638778,1.4810956596570117,12.373133489336544,14.7020728751723,7.472613751279954,11.251675799002792,0.8119286930111184,5.7896465151129695,5.661246478134182
2024-04-24,16.512573588255464,23.993779340098893,1.4926642817378484,12.376106423038504,14.705605390842397,7.474409220898225,11.254379276356788,0.8121237778032707,5.791037612627762,5.58732108834085
2024-04-25,16.512044601113818,23.94736022356939,1.4958200050824986,12.375709949337633,14.705134290676195,7.474169775099656,11.254018737650172,0.8120977610813112,5.790852094336656,5.632792562052668
2024-04-26,16.516145138186214,23.81311747349049,1.4993958082361147,12.3948049702103,14.728813213022814,7.532101779244579,11.256813516986226,0.8235146138536171,5.792290172071255,5.643003314698392
2024-04-29,16.51939194781012,23.806251980585284,1.519785707354615,12.39123145885971,14.724566790322019,7.529930220170708,11.253568096749998,0.8232771886720952,5.7906202131872275,5.641376396288223
2024-04-30,16.518730493821725,23.805298752986406,1.5237289596684767,12.390735300799205,14.72397720303808,7.529628713771913,11.253117491938102,0.8232442237795784,5.7903883506073335,5.641150509589175
2024-05-02,16.56569269451802,23.90188795033822,1.5931118032914078,12.045293326281438,14.7465626293979,7.5510351974576295,11.30518717865868,0.8271908755674474,5.806850231859795,5.657188112629458
2024-05-03,16.601691211236556,23.953828580220218,1.5973786001684562,12.030421669911949,14.77860803740737,7.567444174239378,11.329754214710956,0.828988424581102,5.819468961363501,5.492416126160513
2024-05-06,16.629396205714208,24.146172065002037,1.582308216784565,11.748984444148421,14.803270660561488,7.580072767097155,11.34866137145528,0.8303718450671734,5.829180523480035,5.501581900689632
2024-05-07,16.648184148220345,24.133666777960567,1.5801409896341458,11.74486032469335,14.818222009676877,7.577412015802587,11.34467777309633,0.8300803685827619,5.827134369029982,5.4956212233030595
2024-05-08,16.64831831756214,24.13386127353786,1.6212551221761018,11.703853579638215,14.818341431175098,7.57747308290598,11.344769200962348,0.8300870582815124,5.8271813304749,5.494859603285841
2024-05-09,16.653418355504044,24.14125442916066,1.6241702466437473,11.674386510055205,14.822880874865055,7.5797943624183866,11.348244552181816,0.8303413467574754,5.828966426441525,5.496542895972083
2024-05-10,16.653955383377518,24.15815657244774,1.6040680556653475,11.674762977566425,14.823358872836703,7.580038790364703,11.348610502493601,0.83036812302876,5.829154394904077,5.497526327315128
2024-05-13,16.63473182045927,24.243750659978932,1.6050913547983021,11.614383293499984,14.794900529830482,7.584874400109904,11.355850234777044,0.8308978480471763,5.832873045504403,5.5026468129945005
2024-05-14,16.51101760847669,24.129963177117208,2.1002840636146463,11.556026252547491,14.720562823360044,7.546763825075374,11.29879220591277,0.8267229608817971,5.803565487575116,5.506301595438865
2024-05-16,16.534162858757266,24.192596251860923,2.1261921758577005,11.544165962602,14.705454676369865,7.543027458562149,11.287195922842157,0.8258744707688146,5.79760911746172,5.443721104917409
2024-05-17,16.514033707338253,24.231207497106656,2.117938711806115,11.641769861732403,14.676875577088639,7.509161794807487,11.265259988184937,0.8242694371936298,5.786341839420469,5.43314158532141
2024-05-20,16.441902242081092,24.283680816377117,2.1557858604951163,11.64736242379251,14.6839261663451,7.483145200199138,11.270671679564808,0.8246654060228117,5.769105375745582,5.439754829376728
2024-05-21,16.598919988095993,24.059164141756177,2.272825619903038,11.63171677228727,14.664201564055915,7.47229368161773,11.275521292003639,0.823557650714648,5.761355860540187,5.440443429025402
2024-05-22,16.53465983851949,24.034922023663867,2.4722486801751478,11.610735831187565,14.637750718036118,7.450834099935559,11.255182845605114,0.8220721421779357,5.750963700007838,5.430630120691364
2024-05-23,16.58678681961638,23.686636489190196,3.0644985476970104,11.574707235990445,14.512764003190881,7.4277138524705855,11.220257546079768,0.7797386347922243,5.733118220948331,5.41377865002418
2024-05-24,16.599730270635522,23.615141488873604,3.066889920256489,11.58373952523364,14.524088996516626,7.445454135736123,11.229013241534787,0.7803471015758712,5.73759204313504,5.418003276502299
2024-05-27,16.588502646690774,23.599168824034095,3.047309408583455,11.57590458640374,14.514265282110768,7.440418225045345,11.22141823029719,0.7798192951802234,5.818854821041816,5.414338680612595
2024-05-28,16.58101500800664,23.587522526008556,3.0578645506939686,11.570679510166839,14.507713902729957,7.437059804787981,11.216353160409838,0.7794673040906365,5.850429450692688,5.411894782412896
2024-05-29,16.58062758560413,23.56959840511384,3.0670431309725026,11.569299220808595,14.505983248700971,7.436172623140943,11.215015139346164,0.7793743198865549,5.865637139699427,5.411249186726874
2024-05-30,16.58062758560413,23.56482672560433,3.0678384108907544,11.569299220808595,14.505983248700971,7.436172623140943,11.215015139346164,0.7793743198865549,5.8704088192089365,5.4104539068086215
2024-05-31,16.580363864995746,23.564451918896417,3.0677896158612556,11.569115207108672,14.505752526027308,7.436054348247061,11.214836760656919,0.7793619236688161,5.874291784674389,5.407982049863417
2024-06-05,16.578913551592308,23.562390695105375,3.0675212709422275,11.568103236383093,14.504483682503322,7.435403903577825,11.213855779286197,0.7792937515193247,5.885705915690435,5.404328213399892
2024-06-06,16.464658919698376,23.594662059457303,3.0717225889609643,11.583947064763361,14.524349216680713,7.445587531868394,11.229214425627568,0.780361082628374,5.893767056961343,5.4117300533536055
2024-06-12,16.41103534114311,23.63210975508895,3.0670271914517886,11.602332245394525,14.547401185271887,7.457404615537132,11.247036600954077,0.7815996137940847,5.833734301910716,5.4203191494537295
2024-06-14,16.41155890310639,23.6328636912985,3.0639347346691723,11.602702395097014,14.547865291634887,7.45764252943594,11.247395415644407,0.7816245492000351,5.833920415785976,5.420492074127678
2024-06-18,16.41247521693087,23.63418319542606,3.0664986664979965,11.60335021390988,14.548677549029938,7.458058915288625,11.248023396445596,0.7816681899890798,5.8262699376236755,5.4207947188582795
2024-06-19,16.41182069661565,23.633240677443208,3.066376376249433,11.602887478805075,14.548097355921366,7.457761492078069,11.247574831575168,0.7816370174996564,5.8300255332100415,5.420578540602334
2024-06-20,16.404836943962895,23.643115215333275,3.0650715353943054,11.597451799597174,14.54190667693577,7.454587976929037,11.24278863009155,0.7813044060426242,5.850664904001407,5.418271911711964
2024-06-21,16.435104590233895,23.73066742310809,3.0715254476498113,11.618849608664966,14.568737134861495,7.468342019883105,11.26353207000001,0.7827459470632909,5.632226896644348,5.428268861890987
2024-06-24,16.553463693684733,23.7178623091632,2.9696847315743558,11.621265246449841,14.566759224456789,7.462536416204267,11.262002887541108,0.7826396783223144,5.636253914346396,5.427531898257001
2024-06-26,16.552141819914375,23.715968323671365,2.9774330693878843,11.620337232470899,14.56559599860302,7.46194049674406,11.261103562391146,0.7825771807760874,5.635803832336353,5.427098483704807
2024-06-27,16.55227399779112,23.715359154088002,2.9774568458142547,11.620430027199166,14.565712312828301,7.4620000844072125,11.2611934884427,0.7825834300815407,5.635848837302622,5.42714182204508
2024-06-28,16.5524061777789,23.714749974775458,2.977480622620363,11.620522823409479,14.565828628911268,7.462059673022053,11.261283415930484,0.7825896794868034,5.635893842987675,5.427185161077519
2024-07-03,16.552802730409006,23.714519538518168,2.975954795259453,11.620801220933034,14.566177588306681,7.462238444576928,11.261553207011548,0.7826084283014685,5.636028864355712,5.427315182327999
2024-07-04,16.553199302040305,23.71269189289683,2.976026093109555,11.621079631796274,14.566526564422816,7.4624172246978135,11.26182301101991,0.7826271780145012,5.636163892193426,5.427445209808571
2024-07-05,16.553860296987725,23.74957717477318,2.976144930451814,11.621543679548013,14.567108228443459,7.462715210603201,11.262272713097026,0.7826584295327692,5.596457400440757,5.427661936122054
2024-07-09,16.553728093775145,23.74779025544529,2.980114285586506,11.621450867032864,14.566991891923081,7.461856986845813,11.262182769808456,0.7826521790294497,5.5956140810786925,5.427618589474694
2024-07-10,16.557033807700623,23.752532595086368,2.9807094026041083,11.623771624734559,14.569900862499171,7.463347090127176,11.264431783094317,0.7828084715692549,5.576761899178023,5.4287024634064
2024-07-11,16.562193358572923,23.728772138260048,2.981638259908919,11.627393858144382,14.574441177242594,7.46567283998288,11.267942037980998,0.783052412614447,5.578499745887506,5.4303941714052995
2024-07-12,16.625826522041613,23.819939823825294,2.949780370156907,11.672067159444003,14.630437250819178,7.494356503429211,11.31123429898382,0.7860609575032587,5.259038969092283,5.451258144704438
2024-07-15,16.605107996233315,24.316268487281945,2.4732319882057086,11.670796997351522,14.633860872710033,7.494055953184407,11.310780678417993,0.7860294336742149,5.258828062999297,5.451039529941566
2024-07-19,16.605107996233315,24.316268487281945,2.472429917355021,11.670796997351522,14.633860872710033,7.49325388233372,11.310780678417993,0.7860294336742149,5.260432204700673,5.451039529941566
2024-07-23,16.613369557894853,24.318736954096273,2.473660028729225,11.676603584641095,14.641141677145253,7.496982010991992,11.31640814630535,0.7864205079530183,5.263049434593747,5.413628097649193
2024-07-24,16.628817404167172,24.332730856225947,2.4758863960233426,11.683322734902841,14.649566732446576,7.437061518007533,11.322920026768458,0.7868730434461995,5.266077988207792,5.416743299804137
2024-07-26,16.628817404167172,24.31185463262431,2.4758863960233426,11.683322734902841,14.649566732446576,7.457937741609168,11.322920026768458,0.7868730434461995,5.266077988207792,5.416743299804137
2024-07-29,16.629217967943273,24.310031416422138,2.475946036488439,11.6836041689795,14.649919618982398,7.458117392370317,11.323192779273471,0.7868919980615477,5.266204840288305,5.416873781190612
2024-07-30,16.639238337970305,24.317449147675326,2.4766345476442417,11.69064443011795,14.658747311044133,7.410388210242641,11.330015865106759,0.7873661604068297,5.269378129690101,5.420137860101713
2024-07-31,16.639104653603532,24.317253774382102,2.4774180780613926,11.69055050416016,14.65862953850478,7.410328673079021,11.329924836541286,0.7873598344834651,5.269335794009571,5.420094313174688
2024-08-01,16.64284862804385,24.29861713806837,2.4795827416827696,11.693181001605305,14.661927885108444,7.411996075365619,11.332474189399015,0.7875369987694654,5.270521450265777,5.421313891691386
2024-08-05,16.645388089560253,24.39469854566278,2.4793967969705517,11.583561399521596,14.665581357820285,7.41384300338312,11.335298025768491,0.7877332379650961,5.2718347636613,5.422664779686527
2024-08-06,16.64485291797313,24.353725044187602,2.479317081032911,11.583188972462198,14.665109839679094,7.457008951850293,11.334933580710056,0.7877079112833194,5.271665267091899,5.422490433729498
2024-08-07,16.653549925003176,24.383969659610198,2.394452321756187,11.592600093517369,14.677024962907828,7.46306763000207,11.344142998974231,0.7883479090012904,5.275948395003296,5.426896104224356
2024-08-09,16.65368389333863,24.384165814774818,2.3888404819714726,11.592693349390446,14.677143031224347,7.463127666135643,11.344234256151323,0.7883542508117516,5.27599083700681,5.431766419194759
2024-08-12,16.65166381266773,24.381208031838987,2.388550717225462,11.603417096308839,14.675362703632489,7.462222393762313,11.34285820815535,0.7882586239706222,5.275350862861873,5.43110754957633
2024-08-16,16.641089515693057,24.365725246621224,2.3814070739073845,11.596048584688756,14.666043416071496,7.457483662751982,11.4047849477377,0.7877580565272433,5.27200085968519,5.427658636315967
2024-08-20,16.634187714920156,24.367390171798338,2.381569796935498,11.596840949908682,14.668251390466875,7.457993237253967,11.405564243794224,0.7878118845257335,5.272361098786478,5.428029511610051
2024-08-26,16.65963347896964,24.404665623502968,2.232240260417161,11.614580949215414,14.690689808879426,7.469401929968644,11.423011641982384,0.789017021540692,5.280426371272434,5.436332914251237
2024-08-27,16.788939426766287,24.373605210234338,2.2192376026278855,11.597120634075878,14.668605148675004,7.458173103705231,11.405839314889079,0.7878308843992149,5.272488253753028,5.42816042087405
2024-08-28,16.902504238074158,24.34034059544005,2.216208830997605,11.58129311298132,14.648585726204203,7.447994336418899,11.390272850759429,0.7867556683748911,5.265292465963093,5.420752174786346
2024-08-29,16.9231797068248,24.33428448091161,2.215657416589625,11.578411574113586,14.644941014968971,7.446141202666244,11.387438839599072,0.7865599158785406,5.263982409759295,5.419403438688258
2024-08-30,16.922895717234326,24.338340026214116,2.215515160637104,11.577668183932948,14.644000738724955,7.445663124285779,11.386707710794244,0.7865094149169704,5.263644436557236,5.4190554867023195
2024-09-11,16.92313523301855,24.3380717317172,2.214743945627674,11.577832046803751,14.644208000495027,7.44576850541393,11.386868870933302,0.786520546665488,5.263718934795962,5.419132184529117
2024-09-19,16.92728394658953,24.338267063830628,2.213959142257147,11.57792496798615,14.640312639611025,7.445828263545728,11.386960259486447,0.7865268591097245,5.2637611802686255,5.419175677314996
2024-09-20,16.910861472530158,24.302627622170935,2.320855978998939,11.565890523139482,14.626108934202426,7.438604486719249,11.375912884132756,0.786565588044171,5.2586543963503996,5.413918113711485
2024-09-23,16.86549760992074,24.302244461826483,2.3842544007953292,11.562274977603714,14.621536751649177,7.436279147983725,11.372356726397975,0.7863197043662346,5.257010519090035,5.412225700366585
2024-09-24,16.86549760992074,24.302244461826483,2.3842544007953292,11.562274977603714,14.621536751649177,7.456317876433426,11.372356726397975,0.7863197043662346,5.257010519090035,5.392186971916884
2024-09-25,16.86590317542529,24.302828859172166,2.413168197949564,11.562553016235809,14.621888356509416,7.456497178900009,11.372630198055932,0.786338613037358,5.2571369346973835,5.361055470017073
2024-09-26,16.87484557616907,24.31081337979078,2.4240715947857083,11.568683549633095,14.629640967440158,7.460450657419661,11.378660033261554,0.786755534380078,5.2599242995213125,5.306154407598586
2024-09-27,16.875928326832383,24.308363024499645,2.4234250870523457,11.569425837894668,14.630579657716765,7.46092934671264,11.379390128932242,0.7868060154391713,5.260261795144523,5.304890779775611
2024-09-30,16.871327595849824,24.245608221425655,2.5021452058522025,11.566271770463711,14.626591055737634,7.458895341344796,11.394729872125398,0.7865915156651504,5.258827737773064,5.289011683762563
2024-10-02,16.872284492835032,24.240116686216158,2.5922199480773025,11.567477534336494,14.536698135104222,7.459672918312721,11.395917753051299,0.7866735164732802,5.259375961489853,5.289563054103636
2024-10-03,16.840485320848984,24.19915925052037,2.698697257570556,11.45665388307466,14.54871489490824,7.526032408656151,11.405338187121817,0.7873238200431681,5.2637236240099705,5.273871353246083
2024-10-04,16.701647293253593,24.781257364143112,1.8037175001003516,11.698213142902334,14.845668277649867,7.709915654260506,11.658138775016345,0.8033052350100172,5.370568799228343,4.627567958435529
2024-10-07,16.73763893663695,24.934011097498583,1.7184458106951856,11.691894258589418,14.852380853936559,7.6975668677642455,11.651841537196914,0.8053265871845336,5.36766784311459,4.543226207383022
2024-10-08,16.735731547837464,24.94710410710854,1.7324156871165806,11.692277026945293,14.838135023871757,7.685542148302243,11.652222994309804,0.8053529519058441,5.367843569421187,4.543374943181285
2024-10-09,16.70866295291624,24.719565671623663,1.7552878739032434,11.675649737283168,14.817034089595307,7.968835056301975,11.656902054386114,0.8009385430538875,5.3602100956603405,4.536913925276063
2024-10-10,16.340986662024434,24.77777356195943,1.7742739223301642,11.676890371265797,14.822695376901814,8.243501119397855,11.65814069627297,0.8010236493731818,5.367318630713172,4.537396009761176
2024-10-14,16.36533198106827,24.793404963893114,1.7179788970095267,11.694286972059125,14.844778697542353,8.296711989037066,11.675509363207153,0.6925261384004155,5.375315031859395,4.544155965923588
2024-10-15,16.36942492514865,24.793404963893114,1.7138859529291457,11.694286972059125,14.844778697542353,8.296711989037066,11.675509363207153,0.6925261384004155,5.375315031859395,4.544155965923588
2024-10-16,16.441403600559436,24.78058942106971,1.6969168734226332,11.690172111075428,14.837918673569787,8.293792630504287,11.671401109488203,0.6718249401940783,5.3734236233320924,4.542557016784348
2024-10-17,16.40926397031799,24.793215722171396,1.700615972723654,11.681855544869062,14.827362752592672,8.267449334603546,11.663097897257808,0.6664406819465897,5.369600888055514,4.621097235461768
2024-10-18,16.407117345439957,24.80550694808838,1.6979406668051482,11.680327349468007,14.825423068654509,8.266367804532992,11.661572155692163,0.6663534995994602,5.368898448331693,4.62049271338769
2024-10-21,16.443702049702267,24.828649168064274,1.5849523330439617,11.691224474266845,14.83925440064899,8.274079886472478,11.672451782891741,0.666975172008805,5.3739073453149135,4.624803387585722
2024-10-22,16.44352365261735,24.83332344823733,1.569698676899408,11.693425482400189,14.842048061800606,8.275637577642136,11.67464925684896,0.6671007377937713,5.37491904548378,4.625674060276473
2024-10-24,16.441504976525277,24.830274805051673,1.581782394490264,11.691989948328875,14.840225989584651,8.274621625582371,11.67321602782603,0.667018841702712,5.374259197825626,4.625106193082526
2024-10-25,16.442043241685436,24.831087703376,1.5818341791872932,11.692372722950244,14.840711831764583,8.274892521740657,11.67359818782317,0.6670406786941658,5.374435141359506,4.621983791418949
2024-10-28,16.47622346045233,24.82093029835021,1.5811871140794904,11.687589840827714,14.834641090009452,8.271507594109123,11.668822985612199,0.6667678190263531,5.372236674857848,4.620093122675281
2024-10-29,16.476240309879966,24.820035295533767,1.5811887310821924,11.687601793154029,14.834656260671109,8.272334173835253,11.668834918746567,0.66676850089718,5.372242168781459,4.62009784741848
2024-10-30,16.49500665975535,24.847071412418757,1.4780775582932015,11.7003329341223,14.850815444001695,8.321476700962878,11.681545617221346,0.667494802488247,5.378094076946787,4.580084793789439
2024-10-31,16.49541195797916,24.847681928929486,1.4781138760844814,11.700620422587992,14.851180342861436,8.321681167671862,11.68183264406454,0.6675112034793731,5.378226221905671,4.577740234435995
2024-11-04,16.504421311645757,24.847681928929486,1.4781138760844814,11.700620422587992,14.851180342861436,8.321681167671862,11.672823290397947,0.6675112034793731,5.378226221905671,4.577740234435995
2024-11-05,16.50482685116114,24.84583531861367,1.4781501956605316,11.70090792518177,14.851545259653454,8.32188564442898,11.673110109972592,0.6675276052764954,5.378358373358575,4.5778527166927905
2024-11-06,16.506854847717058,24.839058364391313,1.4783318203169404,11.702345650108384,14.85337011264393,8.322908178962534,11.6745444193,0.6676096263541283,5.379019228050116,4.575957752155603
2024-11-07,16.527062906775967,24.838651431316435,1.4602865322105432,11.693962538080465,14.832648285607794,8.358813964319872,11.674353157691423,0.6675986890458744,5.378931104708153,4.56769139024347
2024-11-08,16.52256118082413,24.838041056703627,1.460250647741165,11.693675175544858,14.832283794323747,8.35860855832788,11.674066277028512,0.6741352386879841,5.378798925108972,4.5675791457091215
2024-11-11,16.507021451187082,24.85731140003726,1.4608543765676503,11.691951296871608,14.83419221581295,8.357376334342227,11.672345289094183,0.6740358578394986,5.37800598391508,4.566905794332462
2024-11-12,16.504532586329656,24.849910911066143,1.459503258817686,11.694249914739817,14.837108592936147,8.359019380407483,11.674640052454395,0.6741683721501815,5.379063290803904,4.567803640294589
2024-11-13,16.504397388969743,24.850526505212116,1.4594913032541856,11.694154120950664,14.83698705432849,8.358950907256498,11.6745444193,0.6741628496803038,5.379019228050116,4.567766222997884
2024-11-14,16.508860071654784,24.82938719749936,1.461524689115215,11.697316144857497,14.840998880005312,8.360391739299907,11.677701140869887,0.6743451389699557,5.380473680182223,4.569001317545856
2024-11-18,16.510528853310387,24.827611709265078,1.4615273476498132,11.697337422445148,14.841025875997438,8.360406946973688,11.677722382777564,0.67434636561354,5.380483467341852,4.569009628625493
2024-11-19,16.510258291155488,24.82720485299871,1.461503397236587,11.69714573525889,14.84078267240429,8.36026994289953,11.677531017027851,0.6759740398765853,5.380395296017102,4.568934755124963
2024-11-21,16.5102655285777,24.82717190031876,1.4615040378999227,11.697150862809341,14.84078917799665,8.360273607700064,11.677536135980013,0.6759743361959671,5.380397654562423,4.568936757959158
2024-11-22,16.51190195083249,24.828369528560202,1.4617192607142764,11.679205795279083,14.842974650175506,8.36150475148616,11.679255783772103,0.6760738809767507,5.381189978288891,4.577804419914536
2024-11-25,16.512172579889448,24.828776464009024,1.4617432182030166,11.67939721674342,14.843217925616697,8.360002802187779,11.679447206055745,0.6760849617860595,5.381278175661517,4.577879449847294
2024-11-28,16.516097698351945,24.810087775581945,1.4637300735144214,11.682173533271392,14.845926624139338,8.361990063475574,11.682223534466708,0.6762456743484363,5.382557362529081,4.578967660321158
2024-11-29,16.519789922930666,24.809477691873873,1.4620547370363068,11.68188626690571,14.845561560619752,8.36178444090983,11.68193626687149,0.6762290453678256,5.382425004651738,4.5788550628328055
2024-12-02,16.521821293010795,24.800231825065726,1.462234519846027,11.683322740029931,14.847387057779077,8.362812654876773,11.683372746143998,0.6763121984500671,5.3830868591404455,4.579418105657156
2024-12-05,16.527227001521698,24.8108082167872,1.4628581093825943,11.688305249821719,14.85207868133672,8.327013234271238,11.688355277261564,0.6766006208643119,5.385382548781357,4.581371059971595
2024-12-06,16.523486908290806,24.866891397315165,1.4784944397056856,11.714725885847118,14.885650816618362,8.284187708743579,11.71477602637066,0.5425040252257467,5.397555847573416,4.5917269443094595
2024-12-09,16.51723422579617,24.858718091480874,1.4574658441519335,11.801263082339338,14.880758167403679,8.281464843281611,11.710925587418968,0.5061706661962347,5.395781766768743,4.590217725162451
2024-12-10,16.517912868893653,24.859739460870838,1.4575257270064983,11.80174796047468,14.877260875717724,8.281805103574353,11.71140675386042,0.5061914632149165,5.396003463089174,4.590406323297741
2024-12-11,16.46574389362001,24.87527461551074,1.4584365526246155,11.809123016833405,14.88655785763848,8.286980504675562,11.718725354896378,0.5065077884391135,5.39937549151966,4.593274924242037
2024-12-12,16.544422265151045,24.68430455021204,1.7665646425698904,11.72040024443739,14.782576577768488,8.34386682474371,11.630681746497025,0.5035184350340195,5.358809603423494,4.664855110162898
2024-12-13,16.597263745238696,24.713200721477904,1.6702576480175197,11.731793335721747,14.796946329727126,8.392821104367389,11.641987624800972,0.5040078919957323,5.3640187605950915,4.587702838057821
2024-12-16,16.86466479285098,24.63417755013408,1.663013457159331,11.692347248615379,14.757777791563576,8.364601722822114,11.602843493567354,0.5023132543013035,5.345983193038137,4.572277495947748
2024-12-17,16.859449046672346,24.63876697430037,1.6885429817621946,11.688731148548742,14.745888812083056,8.362014796843596,11.599255074387003,0.5021579035446309,5.34432983723459,4.57086342462347
2024-12-18,16.7630765124539,24.52400665470514,1.6871588674597322,11.634288386714541,15.154343457857012,8.323066926946261,11.545229066478747,0.4998189958566706,5.319437479561697,4.549573651966296
2024-12-19,16.749508080833067,24.50415634219741,1.7667356122992517,11.624871317818213,15.142077172917382,8.316330039216254,11.53588408430802,0.49941443050954976,5.315131800729465,4.545891119171388
2024-12-20,16.746525973084267,24.49979358514489,1.7842252112478731,11.62280160814863,15.139381254598327,8.314849387239382,11.533830218060064,0.4993255140090831,5.314185486625651,4.545081761841832
2024-12-23,16.749001404132954,24.473847482096836,1.8276073195482845,11.61049267145559,15.123348142125339,8.346464810239622,11.521615505052932,0.49879671154403465,5.308557585975253,4.540268367829155
2024-12-27,16.73750007755527,24.525710331965,1.8328152641183555,11.602519893573486,15.106500191690781,8.340733398841687,11.513703757992394,0.4984541941761679,5.304912266891473,4.5371506231953855
2024-12-30,16.759754816307694,24.503603353408867,1.9180815136786262,11.596183696437873,15.09896547422931,8.291765759544488,11.501810077916765,0.4979392899505167,5.299432281418694,4.532463737107165
