date,FUTU SECURITIES INTERNATIONAL,THE HONGKONG AND SHANGHAI BANKING,FIRST SHANGHAI SECURITIES LTD,LONG BRIDGE HK LTD,CHINA MERCHANTS SECURITIES (HK) CO LTD,BANK OF CHINA (HONG KONG) LTD,ORIENT SECURITIES (HONG KONG) LTD,CHINA MERCHANTS BANK CO LTD,SINOPAC SECURITIES (ASIA) LTD,GET NICE SECURITIES LTD
2024-03-01,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-04,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-05,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-06,72.64159733777038,0.0,0.0,0.0,0.0,27.35840266222962,0.0,0.0,0.0,0.0
2024-03-07,72.6316396869854,0.0,0.0,0.0,0.0,27.368360313014605,0.0,0.0,0.0,0.0
2024-03-08,72.63544549856282,0.0,0.0,0.0,0.0,27.364554501437187,0.0,0.0,0.0,0.0
2024-03-11,72.65211381092129,0.0,0.0,0.0,0.0,27.347886189078707,0.0,0.0,0.0,0.0
2024-03-13,53.97280263219872,0.0,0.0,0.0,25.716822778238658,20.31037458956262,0.0,0.0,0.0,0.0
2024-03-14,53.96591448882585,0.0,0.0,0.0,25.721284987671066,20.312800523503086,0.0,0.0,0.0,0.0
2024-03-15,53.96551005369462,0.0,0.0,0.0,25.721510963513833,20.31297898279155,0.0,0.0,0.0,0.0
2024-03-20,53.9522330138396,0.0,0.0,0.0,25.7344547045269,20.3133122816335,0.0,0.0,0.0,0.0
2024-03-21,50.117922695798796,0.0,0.0,0.0,23.905640095028943,18.869750228561873,0.0,0.0,0.0,7.106686980610386
2024-03-27,50.11008087728344,0.0,0.0,0.0,23.90939823224475,18.872716687954096,0.0,0.0,0.0,7.107804202517716
2024-03-28,50.11038644883931,0.0,0.0,0.0,23.909251789192805,18.87260109415272,0.0,0.0,0.0,7.107760667815172
2024-04-02,50.110692016651996,0.0,0.0,0.0,23.90910534793475,18.87248550176734,0.0,0.0,0.0,7.1077171336459175
2024-04-03,37.52512681282062,25.1156808474159,0.0,0.0,17.904134201727178,14.132503421880655,0.0,0.0,0.0,5.32255471615564
2024-04-05,37.53682367715662,25.114461263557065,0.0,0.0,17.904681674858043,14.121315915041354,0.0,0.0,0.0,5.322717469386923
2024-04-08,37.537301173707185,25.114269277344885,0.0,0.0,17.90454480343648,14.121207965365468,0.0,0.0,0.0,5.322676780145983
2024-04-09,37.527749855408565,25.118109559372602,0.0,0.0,17.907282629525056,14.123367272513136,0.0,0.0,0.0,5.323490683180644
2024-04-10,37.527845383050625,25.118071150738793,0.0,0.0,17.90725524711957,14.123345676172832,0.0,0.0,0.0,5.323482542918187
2024-04-12,37.51645393331769,25.11883934573365,0.0,0.0,17.917283752523012,14.12377761552813,0.0,0.0,0.0,5.32364535289751
2024-04-15,37.51589924524119,25.118263195082484,0.0,0.0,17.916872783904637,14.125441531292271,0.0,0.0,0.0,5.323523244479425
2024-04-16,37.5123638249517,25.119684414500927,0.0,0.0,17.917886540601128,14.126240764568967,0.0,0.0,0.0,5.323824455377281
2024-04-17,37.521066060327996,25.102465812862413,0.0,0.0,17.92197012766532,14.129460214246869,0.0,0.0,0.0,5.325037784897408
2024-04-19,37.51822911016881,25.09248684045446,0.0,0.0,17.94251978843137,14.123843336021904,0.0,0.0,0.0,5.322920924923455
2024-04-22,31.382591300369818,20.98883846042899,0.0,16.33478041138796,15.017775440031112,11.823608847382031,0.0,0.0,0.0,4.452405540400085
2024-04-24,31.42870531730997,20.932686948189687,0.0,16.345860020393026,15.027961746538507,11.809360434779656,0.0,0.0,0.0,4.45542553278916
2024-04-26,31.41673690501245,20.927357248619963,0.0,16.34169817899478,15.024135456991797,11.83578107947747,0.0,0.0,0.0,4.454291130903544
2024-04-29,29.78811662697484,20.064262281416763,0.0,15.396105222930817,12.749251348666341,11.154570610162962,0.0,6.6547561371812725,0.0,4.192937772667001
2024-04-30,42.15224173473835,28.355218835573755,0.0,21.786463821578046,17.992937350415225,15.779651779215067,0.0,9.416901334773097,0.0,5.933272458691883
2024-05-02,26.435245154770588,17.97863336934981,0.0,13.66293945100751,11.28390617118002,9.922074639963592,10.796729778638122,6.199539804636992,0.0,3.7209316304533653
2024-05-03,26.43349351813809,17.97744207974279,0.0,13.668660266423228,11.283158483640472,9.92141718930225,10.79601437209354,6.199129014384704,0.0,3.7206850762749286
2024-05-06,26.445213151615743,17.980977980927143,0.0,13.671348692941871,11.28537771668089,9.89717949315419,10.798137790977897,6.200348292829696,0.0,3.721416880872571
2024-05-07,26.44544902840179,17.980920319210238,0.0,13.671304851420077,11.285341526532848,9.897147754704665,10.79810316331943,6.200328409443578,0.0,3.7214049469673687
2024-05-08,26.444320944000154,17.980516697546676,0.0,13.673777148186245,11.285088201995507,9.896925591257501,10.797860775928534,6.20018922931137,0.0,3.721321411774018
2024-05-09,26.431406279043724,17.985168262871166,0.0,13.67804638435829,11.288611640050298,9.890927000167968,10.80123209149889,6.202125056686969,0.0,3.7224832853226926
2024-05-10,26.43132761581822,17.985187493513962,0.0,13.678061009610627,11.28862371039932,9.89093757604256,10.801243640717285,6.202131688309747,0.0,3.7224872655882826
2024-05-13,26.45243676061147,17.97185130938662,0.0,13.66930759430974,11.280253090721292,9.915657070610264,10.79323441790274,6.197532749866255,0.0,3.719727006591623
2024-05-14,26.46880745344279,17.95874580169024,0.0,13.675248008820805,11.27202725793687,9.929779895914914,10.785363730887944,6.19301335941762,0.0,3.7170144918888197
2024-05-16,26.469196877574085,17.958285633657038,0.0,13.676392310517446,11.271738427821962,9.929525459033,10.785087370853104,6.192854672012126,0.0,3.7169192485312372
2024-05-17,26.46876994929044,17.956981952285535,0.0,13.681057611184908,11.270920156205584,9.928164081405283,10.784304427660071,6.19315240311237,0.0,3.7166494188558135
2024-05-20,26.439531970151375,17.94916383723624,0.0,13.711702967988726,11.266013020322353,9.923841554979466,10.779609154647822,6.215106231521187,0.0,3.7150312631528286
2024-05-21,26.436862975485063,17.94981508679772,0.0,13.712200469745687,11.266421785104134,9.924201621750232,10.780000271236789,6.215331734237887,0.0,3.7151660556424915
2024-05-22,26.418678881060636,17.94826365829999,0.0,13.756898665354775,11.265448011962723,9.902002760527594,10.779068540210847,6.2147945341202995,0.0,3.714844948463134
2024-05-23,26.41455571697144,17.945027590576938,0.0,13.771808158764626,11.263416854331473,9.900217431755019,10.777125076684143,6.21367400812513,0.0,3.714175162791231
2024-05-24,26.414477211335463,17.945046735474644,0.0,13.7718228514062,11.263428870861535,9.900227993937165,10.777136574407184,6.213680637268087,0.0,3.714179125309717
2024-05-27,26.396767274677757,17.945046735474644,0.0,13.7894261016985,11.263428870861535,9.900227993937165,10.777136574407184,6.213787323633495,0.0,3.714179125309717
2024-05-28,26.395992309195094,17.945027590576938,0.0,13.790264880289381,11.263416854331473,9.900217431755019,10.777125076684143,6.213780694376718,0.0,3.714175162791231
2024-05-29,22.466748424259713,15.27371224109432,14.873027433684548,11.750416891028461,9.58673298306251,8.426460835105937,9.172831101914344,5.28879087959797,0.0,3.161279210252195
2024-05-30,22.467859324113228,15.270319333271598,14.873702735678544,11.746319156138755,9.587168263635224,8.426843434131564,9.173247589489677,5.293117417068107,0.0,3.1614227464733027
2024-05-31,42.16706895091305,28.658921125497034,27.91456185314597,22.01960901384238,17.992937350415225,15.815271183588786,17.2161022565542,9.933979195394434,0.0,5.933272458691883
2024-06-03,22.47022427427988,15.249098783506621,14.875148088000284,11.760265910934498,9.588099896877804,8.427662312788677,9.174138999983553,5.293631775845069,0.0,3.161729957783615
2024-06-04,22.470113049650315,15.249084934627245,14.875134578734295,11.760436865914105,9.588091189186889,8.427654658980378,9.174130668242366,5.293626968290932,0.0,3.161727086373479
2024-06-05,22.474794747391027,15.24905723694395,14.875107560275925,11.755874628548003,9.588073773852509,8.427639351405489,9.174114004805391,5.293617353208855,0.0,3.1617213435688534
2024-06-07,22.467449170069386,15.24407329247304,14.870245836109813,11.752123170576073,9.584940043909118,8.424884893480936,9.171115571914799,5.324480043001407,0.0,3.160687978465425
2024-06-12,22.467265592156366,15.244765819516207,14.870124333723137,11.75202714586811,9.584861726905867,8.42481605510171,9.17104063620474,5.32443653753148,0.0,3.1606621529923857
2024-06-13,22.468480548847577,15.240047744327686,14.865522205655065,11.74839003209751,9.58189532526779,8.42220867391475,9.168202307312656,5.345569197236648,0.0,3.1596839653403173
2024-06-14,22.463161420763193,15.236562949027945,14.862123049512022,11.746066593624962,9.579704325321316,8.419375465863082,9.166105902574065,5.367938822548955,0.0,3.1589614707644604
2024-06-17,22.4563512992091,15.233321777443493,14.863741501400836,11.750612646709298,9.580747533650836,8.420292316980515,9.167104070962367,5.36852337905528,0.0,3.159305474588276
2024-06-20,22.456260551076895,15.233321777443493,14.863741501400836,11.750703394841503,9.580747533650836,8.420292316980515,9.167104070962367,5.36852337905528,0.0,3.159305474588276
2024-06-21,22.45890042017378,15.216345877724754,14.86488811810817,11.751609865990384,9.581486610362429,8.420941874015018,9.16781123844672,5.378466805881063,0.0,3.1595491892976844
2024-06-25,22.44459672703735,15.208437081179158,14.857161994060789,11.74931162334169,9.5765065692399,8.416565033705323,9.163046207838455,5.426467770916023,0.0,3.1579069926813115
2024-06-26,22.45005732555646,15.202920977259671,14.85177329770294,11.745050145087818,9.573033167920643,8.41351234347008,9.159722768695321,5.447168355278996,0.0,3.1567616190280736
2024-06-27,22.444236846393682,15.198979415620059,14.84792277581981,11.745268538875058,9.57055123037944,8.411331027290313,9.157347987431342,5.468418992049006,0.0,3.1559431861412897
2024-06-28,22.43037872601085,15.189533505621016,14.838695041616223,11.73796905208065,9.5646032938048,8.406103526569161,9.151656849720457,5.527078184030119,0.0,3.1539818205467194
2024-07-04,22.41521867741854,15.179206028216136,14.828606101906292,11.729988319155593,9.558100248509374,8.400388153927754,9.145434569800027,5.59122049634215,0.0,3.1518374047241373
2024-07-08,22.414088547244944,15.178134205711501,14.827559035695922,11.735768537683473,9.557425339233562,8.399794992134293,9.144788799357993,5.590825693350135,0.0,3.15161484958818
2024-07-10,22.402842890535794,15.178029938235916,14.827545612730178,11.735757913627372,9.557416687169349,8.39978738803977,9.144780520841854,5.602227052298502,0.0,3.151611996521262
2024-07-11,22.389389354420246,15.17646126343413,14.825103791949221,11.73468498303314,9.556542909366419,8.399019445403258,9.143944467911096,5.623529921114375,0.0,3.1513238633681153
2024-07-15,22.389509591964075,15.176420050863323,14.82506353351024,11.734653116807719,9.556516958013566,8.398996637373271,9.143919636993514,5.623605168710985,0.0,3.1513153057633096
2024-07-18,22.382519771744423,15.171682097702815,14.820435270956365,11.730989654895364,9.553533492244108,8.396374539900364,9.172284155876392,5.621849525562387,0.0,3.1503314911177833
2024-07-19,22.382317233343706,15.171544809843382,14.820301161513447,11.73088350170494,9.553447042755202,8.396298561490049,9.173106051735086,5.621798653702402,0.0,3.150302983911783
2024-07-24,22.381762374467385,15.160931782253467,14.822930149084964,11.733054960082722,9.555141737975417,8.397787989020863,9.174733277898671,5.622795910008403,0.0,3.1508618192081084
2024-07-25,22.38285241222056,15.163293653639029,14.827009608203173,11.736465107213956,9.557771434647849,8.379277151217252,9.177258281319128,5.624343375038205,0.0,3.15172897650085
2024-07-30,22.387293879680836,15.161948487173255,14.825694274175602,11.737868048418413,9.556923545401943,8.378533808584132,9.176444148165094,5.623844428155493,0.0,3.1514493802452312
2024-08-01,22.387203357207685,15.161948487173255,14.825694274175602,11.737958570891562,9.556923545401943,8.378533808584132,9.176444148165094,5.623844428155493,0.0,3.1514493802452312
2024-08-05,22.387102030415562,15.161879862630117,14.825627171553723,11.738810664314405,9.556880289779972,8.378043276158506,9.176402614632128,5.62381897405539,0.0,3.1514351164601955
2024-08-06,22.38691964450115,15.161756340017888,14.825506388365046,11.739529721104457,9.556802430647144,8.377975020915738,9.17632785522023,5.623773157255846,0.0,3.151409441972508
2024-08-09,22.386718337094948,15.161742615407434,14.825492968132231,11.73979065806817,9.556793779710695,8.377967437068525,9.1763195486941,5.623768066546423,0.0,3.1514065892774763
2024-08-13,22.389323186077622,15.116468309782768,14.825479547923711,11.739870552235319,9.556785128789908,8.377959853235044,9.176311242183008,5.66639844318501,0.0,3.15140373658761
2024-08-14,22.373461729996396,15.116002020791688,14.825466127739489,11.740040967337963,9.556776477884783,8.371163188404987,9.176302935686955,5.68938566825483,0.0,3.1514008839029084
2024-08-15,22.371348358742296,15.113840389363517,14.823346043773181,11.738452616110376,9.55540983157459,8.369966088178783,9.174990698179121,5.701695749495333,0.0,3.1509502245828025
2024-08-16,22.370923161128538,15.11355313046588,14.823064306111924,11.73832001741975,9.555228218137898,8.37161713400015,9.174816315120552,5.701587381086413,0.0,3.1508903365288923
2024-08-19,22.3709934203595,15.113539451743122,14.82305089029995,11.738309393496722,9.555219570051207,8.37160955715645,9.174808011330725,5.7015822207887386,0.0,3.1508874847735853
2024-08-20,22.36849377050876,15.111911860503872,14.821454582046348,11.737135780534741,9.554190559493424,8.38147710446576,9.173819967650507,5.700968212051603,0.0,3.1505481627449856
2024-08-21,22.368423516581988,15.111925536280637,14.821467994968954,11.73714640225159,9.554199205717575,8.381484689423303,9.173828269651944,5.700973371237902,0.0,3.1505510138861097
2024-08-26,22.36833301991358,15.111925536280637,14.821467994968954,11.737236898919996,9.554199205717575,8.381484689423303,9.173828269651944,5.700973371237902,0.0,3.1505510138861097
2024-08-27,22.37234069373013,15.11047604167645,14.820046360258454,11.736111095228583,9.556721336588645,8.380680760314254,9.172948341111752,5.700426549450011,0.0,3.1502488216417213
2024-08-28,22.381802564860113,15.107700898790918,14.817324556782077,11.734046149050661,9.557408905940406,8.379141590633315,9.17126366603878,5.701641411131899,0.0,3.1496702567718304
2024-08-29,22.38174181765511,15.107659894470512,14.817284340581892,11.734285714652122,9.557382965854643,8.3791188485226,9.171238774002829,5.7016259361146995,0.0,3.1496617081455875
2024-08-30,22.27001462491793,15.09325383109271,14.80315516777893,11.610115298854089,9.538959785735418,8.708173975693228,9.13347990739346,5.696189092476046,0.0,3.146658316058187
2024-09-02,22.157605012660778,15.066039572823955,14.794182756728006,11.580495718777057,9.527848607110503,8.908396733542789,9.127943970282368,5.692736548110858,0.0,3.144751079963686
2024-09-03,22.150483921210164,15.058680611215355,14.786956582761638,11.574839260555828,9.523194758182694,8.949188428619866,9.123485453568797,5.689955948106263,0.0,3.1432150357793995
