date,FUTU SECURITIES INTERNATIONAL,THE HONGKONG AND SHANGHAI BANKING,FIRST SHANGHAI SECURITIES LTD,LONG BRIDGE HK LTD,CHINA MERCHANTS SECURITIES (HK) CO LTD,BANK OF CHINA (HONG KONG) LTD,ORIENT SECURITIES (HONG KONG) LTD,CHINA MERCHANTS BANK CO LTD,SINOPAC SECURITIES (ASIA) LTD,GET NICE SECURITIES LTD
2024-09-04,21.86585173990817,15.153620316294921,15.035728574463967,11.51457340568041,9.417835396589611,9.733928992533057,9.075982880278085,5.075629202470386,0.0,3.1268494917813903
2024-09-05,21.973514341198243,14.964185484372234,15.04881227617739,11.480545019772334,9.432143346440018,9.806853217509186,9.083880565593008,5.08049535368613,0.0,3.1295703952514566
2024-09-09,21.90314641084131,14.921843338575558,15.087125640084523,11.332606584599517,9.398687306000692,9.710929598167189,9.055457196472979,5.076068966814911,0.3943569568598639,3.11977800158346
2024-09-10,21.894358387115215,14.941796199235855,15.08465188814066,11.330838038278255,9.397146255601326,9.7138172535758,9.053972423602604,5.075236672064182,0.38891641342190714,3.119266468964197
2024-09-11,21.90242419084817,14.980630953655844,15.07189049493698,11.341394822549642,9.389196408349331,9.710075619831855,9.046312896355328,5.063602272120991,0.3778447258536042,3.116627615498257
2024-09-12,21.948289677999103,14.983028187231628,15.085571001794303,11.35267485849221,9.397718827344635,9.596311696677711,9.05452408563206,5.068198420535802,0.3942267172201325,3.119456527072414
2024-09-13,21.957929884569566,14.983430957624277,15.085976528719822,11.352980038543478,9.397971454707728,9.584652075650038,9.054767487311322,5.068334662705432,0.3944165265674239,3.119540383600918
2024-09-16,22.01366783492643,15.069988938691923,15.097285988137823,11.118835608486089,9.405016804180214,9.65936121117402,9.061555548080356,5.0721342261659474,0.38027483994077876,3.121879000216421
2024-09-17,22.002078313148672,15.068745778557343,15.096040576203073,11.135941193106119,9.404240961410617,9.65856438691409,9.060808038267279,5.071715813445617,0.38024347014196064,3.1216214688052277
2024-09-20,21.939927351375314,15.115855653320587,15.098314961695511,11.13779830422936,9.405657814333212,9.666745496703944,9.06217314922124,5.072479923531943,0.37895556998064966,3.1220917756082396
2024-09-23,21.987542321086025,15.122955417231015,15.101822648993405,11.09661225367228,9.407842965890016,9.643426794238632,9.064278501356723,5.073658377779434,0.37904361011245635,3.122817109640013
2024-09-24,21.98685584368447,15.133807245451775,15.101104727072492,11.091599945817206,9.404704855500427,9.64296835768768,9.063847596797412,5.073417182352016,0.37902559084928494,3.1226686547872373
2024-09-25,21.978317024627533,15.13490685056364,15.102201956056804,11.093033764807577,9.405388190590331,9.645911561995478,9.064506165589055,5.0737858110373075,0.3790531304148725,3.122895544317398
2024-09-26,21.95648544476801,15.153792782025672,15.09903261837804,11.047029940592077,9.407898555602427,9.677249526901054,9.062603894581581,5.095141896279267,0.37852516525794544,3.1222401756139293
2024-09-27,21.979233565607743,15.15451310993189,15.099750343287461,11.015177785506015,9.405206684813788,9.686767990689155,9.063034680892452,5.095384091282644,0.3785431582609951,3.1223885897278585
2024-09-30,41.757360586729234,28.79372949324636,28.693075916204062,20.931598116608825,17.872104059979982,18.40713674203614,17.221896800806384,9.710889241685361,0.7193210040304311,5.933272458691883
2024-10-02,21.96717483281382,15.151577870446737,15.098612848640405,11.013361499251001,9.404498171625475,9.686038266919809,9.0623519442113,5.115716550351974,0.3785146418414244,3.1221533738980534
2024-10-03,21.939884357239382,15.25904769227841,15.079855392195062,10.99967927223386,9.392814683439312,9.67176577411078,9.051272653592237,5.109361143312804,0.3780444018280245,3.1182746297701223
2024-10-04,21.905012185468255,15.3447200989266,15.09452469984735,11.00921394923156,9.403206973228746,9.520778408295449,9.060077506142017,5.1627460152091365,0.3784121540041833,3.121308009646702
2024-10-07,21.828694416760428,15.561519662608921,15.063637486913795,10.982570546151733,9.383965634941138,9.44859675674345,9.041538297475874,5.196918346822359,0.37763782708698723,3.114921024495315
2024-10-08,21.699736113636657,15.457200993498802,15.099479495683118,11.04816406820592,9.565486450249349,9.367939452493193,9.063051487449266,5.186862222788014,0.38974713325139076,3.1223325827442907
2024-10-09,21.678586187480317,15.43472104432242,15.081895219039376,11.015768993496918,9.599137687871396,9.379604490396751,9.052497004121722,5.249799691063575,0.38929324863807296,3.11869643356945
2024-10-10,21.667191499973246,15.435468210256287,15.08481407652949,11.018528110943123,9.621244822832162,9.359020008493596,9.054248968864945,5.250815705094127,0.38936859006553526,3.119300006947485
2024-10-14,21.678818513670077,15.407449853630526,15.079315133151988,11.014690604003102,9.617737541918164,9.35560831771408,9.05094837781006,5.288042093753722,0.38922665156905223,3.118162912779229
2024-10-15,21.68316753642843,15.406594307930243,15.07847780813403,11.014078979673593,9.617203487673068,9.355088818994577,9.050445796264011,5.287748459069254,0.3892050385707074,3.1179897672620833
2024-10-16,21.682701472605935,15.38387329155475,15.078153707285166,11.014200477910414,9.616996772920176,9.354887738204724,9.050251263553049,5.311815854719436,0.38919667289315096,3.1179227483531995
2024-10-17,21.679420173706383,15.381545210500544,15.0758718915608,11.012712762462025,9.619391881729053,9.364575730413183,9.048881665786404,5.31101200398429,0.38913777476110384,3.1174509050962156
2024-10-18,21.679381347712816,15.3815176634642,15.075844891959314,11.012782585370175,9.619374654218154,9.36464850499427,9.04886546001067,5.311002492414504,0.38913707784851953,3.117445322007377
2024-10-21,21.67775078155199,15.380360777029022,15.074710996017707,11.012043822571924,9.62178501958161,9.368242036054054,9.048184869841775,5.310603037245313,0.38910780977389653,3.117210850332712
2024-10-22,21.669233121237998,15.374317498373157,15.068787813816309,11.007985462230861,9.644318534158366,9.377270592371644,9.04462964098265,5.308516385673869,0.3889549208426337,3.1159860303125093
2024-10-23,21.66909290292798,15.374345019625702,15.06881478814639,11.008184175364164,9.644335798256497,9.377108370469914,9.044645831589913,5.308525888340905,0.38895561710291365,3.1159916081756225
2024-10-24,21.67507904775274,15.371290762002127,15.065821226964685,11.006265755084492,9.651726425489151,9.375245520072642,9.042849027989602,5.307471299957224,0.3888783474268883,3.1153725872604476
2024-10-25,21.672880014001198,15.369667821652493,15.064230538872955,11.005103685283766,9.66117615146045,9.374255657576523,9.04189426076866,5.306910923508649,0.3888372886523905,3.1150436582229135
2024-10-28,21.67018965804899,15.369282767470024,15.06385313676889,11.005006924950221,9.665407836875598,9.374020805633698,9.041667735430376,5.306777970196267,0.388827547165064,3.114965617460869
2024-10-29,21.65188684156133,15.356174938743017,15.051005796403501,10.995800003874384,9.657164608325559,9.450954380637004,9.033956469141922,5.302252037673715,0.3884959321528548,3.1123089914867137
2024-10-30,21.653637847531463,15.355831742807439,15.050669420708623,10.995554258180237,9.656948779862025,9.450743160776348,9.033754568788822,5.302133537372957,0.3884872496374865,3.112239434334597
2024-10-31,41.28544608572051,29.340120930672864,28.693075916204062,20.962275115590977,18.410314964344575,18.0171979994186,17.222237656350632,10.10815637850419,0.7406244755458123,5.933272458691883
2024-11-01,21.624042410939715,15.397419169385262,15.047804109434008,10.99346095025446,9.655110312519218,9.448943950377453,9.032034743703669,5.301124129579889,0.38841329034269934,3.1116469334636236
2024-11-04,21.624774317360067,15.397240264323827,15.047629266605542,10.993511971776003,9.654998128257388,9.448834161595363,9.031929799055938,5.301062534975777,0.3884087773069232,3.111610778743169
2024-11-05,21.62410520461548,15.397336597301836,15.047723412239067,10.993759510197295,9.65505853484366,9.448893278314845,9.031986307409369,5.301095701123206,0.3884112073900784,3.1116302465651664
2024-11-06,21.616448386569402,15.395066212009691,15.045504578501198,11.011352034197323,9.653634866356985,9.447500009538095,9.030654512865448,5.300314038032579,0.3883539349464327,3.111171426982848
2024-11-07,21.59138189159874,15.37729678290836,15.030232569127087,11.10694758915322,9.643835899402832,9.437910280728747,9.021487905015558,5.294933929625297,0.3879597344791748,3.108013417960987
2024-11-08,21.58339479641829,15.364937748080088,15.086749632308374,11.098199123799922,9.638315036048931,9.430324847247665,9.014237158359952,5.290678287442312,0.3876479236363404,3.105515446658124
2024-11-11,21.583375543386136,15.376074415066537,15.086736174477549,11.098278426858915,9.638306438384335,9.430316435116524,9.014229117391444,5.290673567999419,0.37649720487345417,3.1055126764456844
2024-11-12,21.578243249955314,15.372481684433536,15.106665952849838,11.095774416237969,9.63605437860258,9.428023791557596,9.012122877774706,5.289437363979858,0.376409233587372,3.104787051021232
2024-11-13,21.577975703532807,15.372481684433536,15.106665952849838,11.096041962660474,9.63605437860258,9.428023791557596,9.012122877774706,5.289437363979858,0.376409233587372,3.104787051021232
2024-11-14,21.584279569260207,15.284921682624175,15.108269344337117,11.097308866098306,9.641536710577213,9.495918168094256,9.013079406577926,5.293120480570298,0.3764491849150012,3.105116586945503
2024-11-18,21.583817546373737,15.28673505354934,15.107945943864584,11.097071322349954,9.64133032839954,9.495714902958275,9.012886476860258,5.293007178535128,0.3764411268216808,3.1050501202875025
2024-11-20,21.570864478466518,15.277687307839056,15.09900401789897,11.090503309029794,9.64248746511721,9.542596322162971,9.00755202809323,5.289874411281276,0.3762183229607881,3.1032123371501856
2024-11-21,19.825984632460454,15.617512044052512,15.434854264999895,11.337191651677813,9.85058892204083,9.761597102164572,9.207908857644595,5.4075381741397806,0.3845866243785831,3.1722377264409656
2024-11-22,19.813157234665642,15.654321212399742,15.440693106533734,11.34148039094003,9.851489519138102,9.719712776345954,9.211392111827287,5.40958378843227,0.38473210941635716,3.173437750300883
2024-11-25,19.827065296279322,15.639466119178147,15.440876081362168,11.341614789403517,9.851606260957405,9.719827956588537,9.211501268383904,5.409830203214291,0.38473666855701405,3.1734753560756954
2024-11-26,19.768154755785915,15.594503464152046,15.396484362408556,11.309008234337705,9.823283403233942,9.981287529769443,9.185018679359017,5.394277221589258,0.38363057056284994,3.1643517788012705
2024-11-27,19.799145261113612,15.491933968573912,15.413534333427132,11.321531759715686,9.834161646174994,9.992340745497453,9.195190111914783,5.400250810632664,0.3840554006705534,3.1678559622792126
2024-11-28,20.131641608865124,15.753907355219921,13.985464394104168,11.512982357370543,10.000460355974486,10.161314312705333,9.350683615783232,5.491570719203739,0.39054989607554613,3.2214253846979055
2024-11-29,20.12658265968599,15.755379818260568,13.986771566919282,11.514058435871362,9.998988995227032,10.162264055485487,9.351557591725744,5.492083997258305,0.39058639941878237,3.221726480147448
2024-12-02,20.11953902556084,15.770003026640522,13.985542041108506,11.513046277206586,9.99616682811941,10.161370728108803,9.350735530582114,5.4916012082889365,0.3905520644003597,3.2214432699839266
2024-12-03,20.115473451115655,15.770805652470713,13.986253845492591,11.513632242111644,9.996675590336233,10.161887898498863,9.351211443101308,5.491880707346194,0.39057194183312827,3.221607227693675
2024-12-04,20.128851327269654,15.768164591754925,13.983911635056021,11.511704109682599,9.995001495317126,10.16018613617179,9.349645440848056,5.490961008586879,0.39050653463485346,3.2210677206781018
2024-12-05,20.13121680943362,15.758265919393693,13.98555498235972,11.513056930581596,9.996176077879321,10.161380130736951,9.350744183104638,5.491606289836051,0.39055242579016947,3.2214462508842376
2024-12-06,20.13284268712618,15.757945130569723,13.985270280365327,11.512822560885592,9.995972587115512,10.161173276937253,9.350553831307993,5.491494497971868,0.3905444753688471,3.2213806723517013
2024-12-09,20.129819803935725,15.757172374759254,13.984584454974987,11.512257982163234,9.995482393385684,10.167614480457035,9.350095288347958,5.491225199897385,0.39052532341025814,3.221222698668479
2024-12-10,20.12908078509865,15.757318171941323,13.984713850843578,11.512364502212208,9.995574879088812,10.167708558855388,9.350181802445329,5.4912760088332275,0.39052893684357765,3.2212525038379036
2024-12-11,20.131265405832032,15.754658965979818,13.984817369262528,11.512449719670666,9.995648868883599,10.167783822827579,9.350251014875944,5.491316656658883,0.39053182763837885,3.2212763483705693
2024-12-13,20.13305376582283,15.747175035174713,13.986059709838624,11.513472427585928,9.996536831868479,10.168687077412786,9.351081643973611,5.491804477509069,0.39056652051444013,3.2215625102995196
2024-12-17,20.127510430857008,15.748268001290253,13.987030442006052,11.514271544583574,9.997230662730558,10.169392856728141,9.351730675648033,5.4921856478582685,0.3905936286129932,3.221786109685122
2024-12-18,20.129136555532455,15.74794738217182,13.986745679937652,11.514037125434008,9.997027129028847,10.1691858179749,9.351540283685896,5.49207383240526,0.3905856765140792,3.22172051731508
2024-12-19,20.14513808057687,15.735506056662194,13.985969115044462,11.513397848992218,9.996472079235113,10.168621209675067,9.35102107228049,5.4917689043092865,0.3905639906172234,3.2215416426070766
2024-12-23,20.14370755797141,15.724781929776954,13.976437339780121,11.505551190678961,9.99234095197393,10.21486287645627,9.344648125892583,5.488026131350975,0.39029781183802803,3.219346084280767
2024-12-27,20.148752230128263,15.722368471475084,13.974292219492993,11.50378530494759,9.990807315556372,10.220506854042839,9.34321389814315,5.487183822549064,0.3902379084639534,3.2188519752006926
2024-12-30,20.1488260593662,15.72235393481454,13.974279299076917,11.503774668724285,9.990798078209293,10.22049740431909,9.343205259551002,5.4871787491831325,0.39023754765597346,3.218848999099567
2025-01-02,20.147056431750627,15.720973074628297,13.973051968487901,11.502764317189303,9.989920608121022,10.228382542968747,9.342384666132975,5.486696822195547,0.39020327394002935,3.218566294585548
2025-01-03,20.1542167488166,15.719563393948164,13.971799021783585,11.501732878197004,9.989024823998086,10.227465376251942,9.34154694577637,5.486204836714033,0.3901682848834368,3.2182776896307734
