date,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,STANDARD CHARTERED BANK (HONG KONG) LTD,BANK OF CHINA (HONG KONG) LTD,BNP PARIBAS,ABN AMRO CLEARING HONG KONG LTD,BANK CONSORTIUM TRUST CO LTD,HANG SENG BANK LTD,HANG SENG SECURITIES LTD,CCB INTERNATIONAL SECURITIES LTD
2024-03-01,39.91821805817327,21.596378412077584,9.111489533811671,10.659407176467013,3.3719094705054804,0.356832652169704,3.9853689205839253,3.1075450928775514,4.291346478740762,3.601504204593047
2024-03-04,39.995627923702614,21.630278595001613,9.135772834180566,10.691437121263224,2.82139375003611,0.7024892893816809,3.9935276301890443,3.116771809827869,4.302651640640965,3.610049405776314
2024-03-05,40.25701916102393,21.04594369393077,9.085187834614993,10.618772411983626,3.613085636939084,0.4249711762209756,3.972371335525894,3.1166163873531305,4.276574102304907,3.58945826010269
2024-03-06,40.457118252387545,20.974767901709406,9.628624656825775,10.596909213283972,2.9337050011223456,0.4851114358400439,3.965155828951008,3.110491664534372,4.264649203193724,3.583466842151809
2024-03-07,39.55930445325996,21.118704947668256,9.861594032908787,10.86953701439026,2.723989516070858,0.5786745894998592,4.0541979750578845,3.1862140876577065,4.378534556430607,3.669248827055812
2024-03-08,39.847682617723926,21.09217798040307,9.867259636642094,10.865239055329898,2.5774257443535364,0.45461911817761796,4.065729403175501,3.190561378807535,4.367785992057241,3.6715190733295793
2024-03-11,40.07049789151567,21.12367564160686,9.933540957512292,10.939054646702191,2.473531479486161,0.05934072564410402,4.091972924983466,3.215042299867836,4.397869530300208,3.695473902381207
2024-03-12,39.30000727887966,20.748768201527614,9.739549748005635,10.70235786774518,2.980435370958638,1.4223160348355102,4.01854508689749,3.155509435011118,4.308171879752915,3.6243390963862367
2024-03-13,39.16607530382621,20.754979177778825,10.311268544198015,10.680716674811295,3.4057020488967846,0.5739335032656052,4.022216206080211,3.156391919553302,4.303403633654427,3.6253129879353203
2024-03-14,38.79038463850993,20.769190517289356,10.216951643001527,10.707663405119458,3.774421440850415,0.7708841579707133,3.9996093411207614,3.1450439010633136,4.224710427079154,3.6011405279953683
2024-03-15,39.30020671639606,20.976565695709557,10.453061120712109,10.932660055712946,2.834923922297371,0.2358451390143553,4.078003227140745,3.2160440534652515,4.2908885778522565,3.681801491699347
2024-03-18,39.30563753876816,20.767246772883237,10.324183432368061,10.799197930998417,3.438893519493922,0.2791220944837759,4.031749411519437,3.1797398248742827,4.238138096643166,3.636091377967542
2024-03-19,39.45303811925073,20.747437162596714,10.371476406713228,10.859134117790774,3.2077907120575615,0.2356610495590951,4.025420436141924,3.1917558235137937,4.259858090442325,3.648428081933857
2024-03-20,39.63297443379573,20.822341597754235,10.63837149657709,10.89311734204336,2.8188407025744526,0.03612844695836741,4.023057317646985,3.20186990733222,4.273269349772761,3.6600294055447993
2024-03-21,39.42383993319868,20.861186985437254,10.58665265975844,10.821041772746467,2.735325446670551,0.4907634022856355,4.002733343811214,3.1834006735058082,4.25378241576094,3.6412733668250143
2024-03-22,39.86826397525854,20.9266664599334,10.640034010093961,10.850970431395812,2.485427794147464,0.07727805139713013,4.023599964234685,3.203460039559148,4.273478676065639,3.6508205979142136
2024-03-25,39.413859982818224,20.745090903186252,10.475353249551393,10.67716600763782,3.118601542766738,0.6495031403844426,3.961524765473999,3.1591904966993085,4.2020546033779524,3.597655308103874
2024-03-26,38.06012499404512,20.082224220980283,10.08838840467236,10.309152904832827,2.7707648887704157,4.283631077509267,3.8249686954566764,3.049895453640375,4.057207329510958,3.4736420305817175
2024-03-27,36.874099371320646,19.471855948866672,9.772037589903634,10.008082795042347,2.682528225242524,7.207282500752809,3.7093065138656014,2.962104228530639,3.9459301027023503,3.3667727237727827
2024-03-28,38.869845761760864,20.728811381361115,10.350403625859085,10.594966734337378,2.154238026550325,2.4985505462633686,3.92243615724483,3.137652844361489,4.176719502172299,3.566375420089251
2024-04-02,39.64859964437891,21.047105132529968,10.494996504723456,10.736852606050732,2.935197518552771,0.12039123062732748,3.992724303131444,3.1775710773122494,4.233567335598335,3.6129946470948084
2024-04-03,38.74523155227418,21.125393344526625,10.54997480082536,10.752260842162867,3.096856439842177,0.6753719939923603,4.001430823233495,3.19503706640776,4.237570006645972,3.6208731300892047
