date,CITIBANK N.A.,STANDARD CHARTERED BANK (HONG KONG) LTD,BNP PARIBAS,MERRILL LYNCH FAR EAST LTD,SOOCHOW SECURITIES INTERNATIONAL
2024-03-19,0.0,0.0,100.0,0.0,0.0
2024-04-11,0.0,0.0,100.0,0.0,0.0
2024-04-15,0.0,0.0,100.0,0.0,0.0
2024-04-23,0.0,0.0,54.62012320328542,0.0,45.37987679671458
2024-05-09,0.0,0.0,54.73251028806584,0.0,45.267489711934154
2024-05-13,20.5761316872428,0.0,54.73251028806584,0.0,24.691358024691358
2024-06-17,20.5761316872428,0.0,79.21810699588477,0.0,0.205761316872428
2024-06-19,20.5761316872428,0.0,62.757201646090536,0.0,16.666666666666664
2024-06-26,20.5761316872428,0.0,60.69958847736625,0.0,18.72427983539095
2024-07-04,13.92757660167131,54.59610027855153,18.802228412256266,0.0,12.674094707520892
2024-07-05,15.94896331738437,62.51993620414673,5.582137161084529,0.0,15.94896331738437
2024-07-08,13.368983957219251,52.406417112299465,15.508021390374333,0.0,18.71657754010695
2024-07-15,9.819967266775777,32.0785597381342,40.098199672667754,0.0,18.00327332242226
2024-07-16,11.456628477905074,32.0785597381342,38.46153846153847,0.0,18.00327332242226
2024-09-27,19.784172661870503,35.25179856115108,42.26618705035971,0.0,2.697841726618705
2024-09-30,19.784172661870503,35.25179856115108,39.74820143884892,0.0,5.215827338129497
2024-10-02,12.589928057553957,35.25179856115108,46.94244604316547,0.0,5.215827338129497
2024-10-04,11.965811965811966,33.5042735042735,49.31623931623932,0.2564102564102564,4.957264957264957
2024-11-07,10.687022900763358,29.923664122137406,54.73282442748092,0.22900763358778628,4.427480916030534
2024-11-08,48.78632478632478,33.5042735042735,12.495726495726496,0.2564102564102564,4.957264957264957
2025-02-11,55.149758454106276,37.874396135265705,6.5893719806763285,0.2898550724637681,0.0966183574879227
2025-03-03,35.54614522356458,24.411508282476024,39.793249470668826,0.18682276746792875,0.06227425582264292
2025-03-05,47.882125603864736,37.874396135265705,13.857004830917873,0.2898550724637681,0.0966183574879227
2025-03-25,47.835907335907336,37.83783783783784,13.94015444015444,0.28957528957528955,0.09652509652509653
2025-04-25,52.205804749340366,34.47669305189094,12.70184696569921,0.5277044854881267,0.08795074758135445
