date,BOCI SECURITIES LTD,HANG SENG SECURITIES LTD,PHILLIP SECURITIES (HONG KONG) LTD
2024-03-07,100.0,0.0,0.0
2024-03-08,88.88888888888889,11.11111111111111,0.0
2024-03-11,88.88888888888889,11.11111111111111,0.0
2024-03-13,81.48148148148148,7.4074074074074066,11.11111111111111
2024-03-25,84.84848484848484,6.0606060606060606,9.090909090909092
2024-04-05,87.8048780487805,4.878048780487805,7.317073170731707
2024-04-17,91.22807017543859,3.508771929824561,5.263157894736842
2024-04-22,92.53731343283582,2.9850746268656714,4.477611940298507
2024-04-25,91.22807017543859,3.508771929824561,5.263157894736842
2024-04-29,92.53731343283582,2.9850746268656714,4.477611940298507
2024-04-30,93.67088607594937,2.5316455696202533,3.79746835443038
2024-05-13,76.28865979381443,20.618556701030926,3.0927835051546393
2024-05-16,76.28865979381443,20.618556701030926,3.0927835051546393
2024-07-24,76.28865979381443,20.618556701030926,3.0927835051546393
