date,KGI ASIA LTD,CONSTANCE CAPITAL LTD,FB SECURITIES (HONG KONG) LTD,HUAAN SECURITIES (HONG KONG) BROKERAGE,JIN YI FINANCIAL GROUP LTD,LEGO SECURITIES LTD,CMB WING LUNG BANK LTD,CITIBANK N.A.,FUTU SECURITIES INTERNATIONAL,THE HONGKONG AND SHANGHAI BANKING
2024-03-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.80752673495962,29.192473265040377,0.0
2024-03-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.02175645384134,22.684327900430542,22.29391564572811
2024-03-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.90372184021144,22.850188208642724,22.24608995114584
2024-03-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.82531304268349,22.960366968284436,22.21431998903208
2024-03-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.70811886154671,23.12504631450542,22.166834823947877
2024-03-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.30185551378127,23.69592092495622,22.002223561262507
2024-03-18,52.75619496155787,0.0,0.0,0.0,0.0,0.0,0.0,26.054242198987538,11.32808473003695,9.861478109417645
2024-03-19,54.261775528256564,0.0,0.0,0.0,0.0,0.0,0.0,25.13373252448273,11.091424892569078,9.51306705469163
2024-03-20,63.511766308005846,0.0,0.0,0.0,0.0,0.0,0.0,20.04357775906383,8.8582021878623,7.586453745068022
2024-03-21,63.495201541515875,0.0,0.0,0.0,0.0,0.0,0.0,20.038350110637356,8.881973257161697,7.584475090685075
2024-03-22,63.636278089358974,0.0,0.0,0.0,0.0,0.0,0.0,20.109011597512367,8.653383688201318,7.601326624927332
2024-03-25,64.59148235040917,0.0,0.0,0.0,0.0,0.0,0.0,19.588096690784205,8.43998753346321,7.380433425343414
2024-03-26,61.66489162344464,0.0,0.0,0.0,0.0,0.0,0.0,21.20709533685704,9.137570795648012,7.990442244050308
2024-03-27,61.82923698409808,0.0,0.0,0.0,0.0,0.0,0.0,21.16928626755696,9.025280264015395,7.976196484329572
2024-03-28,62.955550324497224,0.0,0.0,0.0,0.0,0.0,0.0,20.498766026477437,8.802060421564127,7.74362322746121
2024-04-02,62.7800166124602,0.0,0.0,0.0,0.0,0.0,0.0,20.44161102625491,9.056340032842536,7.722032328442359
2024-04-03,62.78835316151389,0.0,0.0,0.0,0.0,0.0,0.0,20.44432546473792,9.04426363778328,7.723057735964909
2024-04-05,63.83169844708306,0.0,0.0,0.0,0.0,0.0,0.0,19.80348134194288,8.724331801254879,7.640488409719179
2024-05-30,64.08124585597345,0.0,0.0,0.0,0.0,0.0,0.0,19.880902240589148,8.758439218858813,7.279412684578592
2024-06-05,63.452302416669056,0.0,0.0,0.0,0.0,0.0,0.0,20.258419673294473,8.871636831442938,7.417641078593533
2024-06-06,64.92501569878067,0.0,0.0,0.0,0.0,0.0,0.0,19.431339540100485,8.317547118637666,7.326097642481189
2024-06-07,65.13859056216772,0.0,0.0,0.0,0.0,0.0,0.0,19.45578539213421,8.04226850299666,7.3633555427014095
2024-06-11,62.65484754848741,0.0,0.0,0.0,0.0,0.0,0.0,21.01466936408895,9.163679788478461,7.166803298945176
2024-06-12,62.616484321017495,0.0,0.0,0.0,0.0,0.0,0.0,21.11220272744055,9.061501435389745,7.2098115161522065
2024-06-13,61.5788932705534,0.0,0.0,0.0,0.0,0.0,1.3311622844092814,20.804325322582184,9.200128735188011,7.085490387267123
2024-06-17,61.393066760856286,0.0,0.0,0.0,0.0,0.0,1.341522849190756,20.838887634159363,9.285885311683305,7.14063744411029
2024-06-18,44.22757161951051,0.0,0.0,0.0,0.0,0.0,1.3237272809021898,20.394895216094287,27.00789041995667,7.04591546353634
2024-06-19,44.35764185510565,0.0,0.0,0.0,0.0,0.0,1.3276202714731375,20.454875195291823,26.807230096759433,7.052632581369958
2024-06-20,44.69948791915614,0.0,0.0,0.0,0.0,0.0,1.3332215752378564,20.5552389701229,26.329663505000145,7.082388030482958
2024-06-21,49.014054948684596,0.0,0.0,0.0,0.0,0.0,2.0986433939833327,21.39781574149483,17.822013576791864,9.66747233904538
2024-06-24,49.1753071886511,0.0,0.0,0.0,0.0,0.0,2.1055477594459537,21.468212808669115,17.551654709308796,9.69927753392504
2024-06-25,46.2983219934805,0.0,0.0,0.0,0.0,0.0,2.154328955396579,20.488914169589748,21.20443092899283,9.854003952540346
2024-06-26,46.929095859363365,0.0,0.0,0.0,0.0,0.0,2.127820487580011,19.966699159195787,21.168602613167636,9.807781880693195
2024-06-27,47.60235533014258,0.0,0.0,0.0,0.0,0.0,2.0948964276064497,19.663459650033268,20.914684152703668,9.724604439514032
2024-06-28,47.65687053216839,0.0,0.0,0.0,0.0,0.0,2.0778538237266533,19.657864572681483,20.892924238893144,9.714486832530332
2024-07-02,47.678129799188,0.0,0.0,0.0,0.0,0.0,2.0787807341337583,19.666633755116656,20.857635340818923,9.718820370742662
2024-07-03,47.856462030178584,0.0,0.0,0.0,0.0,0.0,2.071695482696156,19.614421608702663,20.77172583199765,9.685695046424946
2024-07-04,46.43561305847867,0.0,0.0,0.0,0.0,0.0,2.128146703899593,20.14889111074035,21.337730488335076,9.949618638546308
2024-07-05,46.6314582452412,0.0,0.0,0.0,0.0,0.0,2.129443347058444,20.1611674833087,21.4116594791607,9.66627144523096
2024-07-08,46.48983097588858,0.0,0.0,0.0,0.0,0.0,2.1229758837228796,20.115120569236954,21.650344960802396,9.621727610349188
2024-07-09,46.33503130573553,0.0,0.0,0.0,0.0,0.0,2.1159068976748636,20.04814217925697,21.850689016778325,9.650230600554313
2024-07-10,46.99654410988109,0.0,0.0,0.0,0.0,0.0,2.1461151324757877,20.180850880920392,22.11659146564619,8.559898411076533
2024-07-11,46.766805741926184,0.0,0.0,0.0,0.0,0.0,2.1356240421772,20.036369769095963,22.54314632721549,8.51805411958517
2024-07-18,47.250418885597625,0.0,0.0,0.0,0.0,0.0,2.157708421051332,19.47185224605408,22.513881566193803,8.606138881103167
2024-07-19,47.25771276004554,0.0,0.0,0.0,0.0,0.0,2.158041498613173,19.474858044709435,22.53279358626362,8.576594110368232
2024-07-23,44.69661850511873,0.0,0.0,0.0,0.0,0.0,2.2628330799650898,20.420530856108417,23.626955618688996,8.993061940118768
2024-07-26,44.819947619709225,0.0,0.0,0.0,0.0,0.0,2.252845922219034,20.314567408136476,23.594763009698276,9.017876040236997
2024-07-29,42.783820328829705,0.0,0.0,0.0,0.0,0.0,2.3366625724567416,21.070366539530674,24.455766371452583,9.353384187730299
2024-07-30,42.747837881844134,0.0,0.0,0.0,0.0,0.0,2.3178767844959944,21.052645743651574,24.5361218725484,9.345517717459902
2024-08-02,24.565041975348738,0.0,0.0,0.0,42.593002858414344,0.0,1.3319677281038231,12.097901367886394,14.041684983639415,5.370401086607287
2024-08-07,24.862176643714484,0.0,0.0,0.0,42.62184149569245,0.0,1.3328695695237536,12.106092548736793,13.702982493947921,5.374037248384597
2024-08-08,25.342290617567443,0.0,0.0,0.0,42.48622873470968,0.0,1.309345254095898,12.067573785172504,13.437623293464188,5.356938314990287
2024-08-09,25.892473974493797,0.0,0.0,0.0,42.17313024639866,0.0,1.2996961505641522,11.978642872209816,13.338595922361243,5.317460833972334
2024-08-12,26.110100333065507,0.0,0.0,0.0,42.16909438412738,0.0,1.2995717729183023,11.958357050358694,13.145924493157437,5.316951966372671
2024-08-13,27.64390545868555,0.0,0.0,0.0,42.17313024639866,0.0,1.2996961505641522,11.959501544513731,11.606305765865576,5.317460833972334
2024-08-14,22.97771831685004,0.0,0.0,0.0,44.892841962933275,0.0,1.3835125243540993,12.730760312465996,12.354787218218844,5.660379665177744
2024-08-15,22.806130725999928,0.0,0.0,0.0,45.01667041933287,0.0,1.377112713610818,12.745443779679947,12.378649604090311,5.6759927572861315
2024-08-16,23.294761435453523,0.0,0.0,0.0,44.66079284081359,0.0,1.366226001348388,12.644685157880184,12.260520244266615,5.7730143202376984
2024-08-20,22.70132798298335,0.0,0.0,0.0,44.76969287370933,0.0,1.3695573809998907,12.675517719105814,12.69681291399139,5.7870911292102205
2024-08-21,23.14639910557966,0.0,0.0,0.0,44.51191745602548,0.0,1.3616717288261055,12.602534487265945,12.623707068450067,5.753770153852742
2024-08-23,22.23517814922039,0.0,0.0,0.0,45.03967661788161,0.0,1.3778165001907274,12.741736269567957,12.783602266487701,5.82199019665162
2024-08-26,21.62383750437397,0.0,0.0,0.0,44.97990934810418,0.0,1.3759881493531019,12.724828093349977,13.481172439896469,5.814264464922306
2024-08-27,21.645622368272296,0.0,0.0,0.0,44.96155131789944,0.0,1.375426555691103,12.719634601814011,13.485873716251543,5.811891440071603
2024-08-28,26.700806143875944,14.282863423539327,0.0,0.0,33.873755476763215,0.0,1.03623788454957,9.559832590696182,10.167861312627435,4.378643167948332
2024-08-29,26.83167923644848,14.299351772981089,0.0,0.0,33.91285984264864,0.0,1.037434132937487,9.724790581452586,9.941020176400745,4.252864257130974
2024-09-02,26.84707143426654,14.299351772981089,0.0,0.0,33.91285984264864,0.0,1.037434132937487,9.724790581452586,9.92562797858268,4.252864257130974
2024-09-03,27.036857528331954,13.837175321628681,0.0,0.0,32.8167454546592,0.0,1.0113500584914827,9.306207901995265,12.107126249553533,3.884537485339892
2024-09-04,30.075151883116668,13.933680480458502,0.0,0.0,33.0456205797311,0.0,1.0184035571831347,9.37111255564098,8.64440137518977,3.911629568679846
2024-09-05,30.072896629441985,13.932635631733294,0.0,0.0,33.04314257870439,0.0,1.018327189875878,9.370409841449906,8.65125188255553,3.911336246239013
2024-09-09,29.820950806725843,13.99033597588542,0.0,0.0,33.17998680179714,0.0,1.0225444701427557,9.409216273125091,8.6494310948093,3.927534577514443
2024-09-10,29.126755698650058,14.172824242638752,0.0,0.0,33.61278257545084,0.0,1.035882417734307,9.653996965276427,8.11387322690951,4.283884873340109
2024-09-11,29.565868148403684,14.281765552135518,0.0,0.0,32.64129032139046,0.0,1.0361582327383572,9.728203704404041,8.122435162475453,4.624278878452491
2024-09-12,29.572687580978148,14.285059672799862,0.0,0.0,32.595000259868144,0.0,1.0440856316287521,9.730447536004041,8.147373840165404,4.62534547855565
2024-09-13,29.906074809527798,14.352814743013548,0.0,0.0,32.11616108400367,0.0,1.041312931839734,9.77659975175347,8.159752853490978,4.647283826370802
2024-09-16,31.953602016315795,14.03408484926124,0.0,0.0,30.405924951938168,0.0,1.0257420465714082,9.559492887634566,8.477070661994883,4.544082586283941
2024-09-17,32.70042541052699,13.889308342346185,0.0,0.0,29.845567038114712,0.0,1.0151604267441399,9.460876554398993,8.591456684943541,4.497205542925438
2024-09-19,32.23519194942331,13.786250493055082,0.0,0.0,28.84502087823016,0.0,1.0076279962093004,9.390677407971213,9.900397679161156,4.834833595949781
2024-09-20,32.920708600627584,14.024550965278593,0.0,0.0,27.68301435153888,0.0,1.0250452212512555,9.552998763001392,9.913017591225252,4.880664507077039
2024-09-23,36.03379972432276,13.39176698959709,0.0,0.0,26.433964173491564,0.0,0.9787954559673224,9.121970022623294,9.379253399620417,4.660450234377545
2024-09-25,36.300674198944016,13.49094944626115,0.0,0.0,25.51154514501536,0.0,0.9860446365997114,9.073353298195872,9.94246669158644,4.6949665833974485
2024-09-26,36.32441185898973,13.499771419370907,0.0,0.0,25.52822760062416,0.0,0.993955183083929,9.079286526181855,9.87631070574015,4.698036706009273
2024-09-27,36.25066310420068,13.472363093092143,0.0,0.0,25.47639813109755,0.0,0.9919371749919297,9.060853025364878,10.059287098812895,4.688498372439924
2024-09-30,36.26907220413871,13.47920473562622,0.0,0.0,25.489335758139248,0.0,1.006950278420301,9.06545437978392,9.999103320933626,4.690879322957973
2024-10-02,36.26118030091108,13.476271752428847,0.0,0.0,25.483789452184475,0.0,1.0067311728940387,9.06348179861953,10.018686903413863,4.689858619548167
2024-10-03,36.73005663866717,13.650527110181942,0.0,0.0,25.81330839699906,0.0,1.0270956350933451,9.188024329382959,8.840486905044935,4.750500984630594
2024-10-04,36.1549538396403,12.870426530645606,0.0,0.0,24.33812896416757,0.0,0.9822532196154721,8.662946942532507,11.542486677238243,5.448803826160298
2024-10-07,29.37438515206391,10.61945122242572,17.96390483965772,0.0,20.081508003225387,0.0,0.8276084698639635,7.147839450358238,9.432313172531902,4.552989689873159
2024-10-08,29.88516794557407,10.479888653721241,17.727820257613487,0.0,19.817593533288257,0.0,0.8844168680858399,7.053901372628517,9.815989399632109,4.335221969456483
2024-10-09,29.870004818979336,10.474571371293901,17.718825522054217,0.0,19.80753848925787,0.0,0.9403436516317668,7.050322366490932,9.782821206846513,4.355572573445462
2024-10-10,29.577407630680973,10.530971826192943,17.814232750120784,0.0,19.914192417292195,0.0,0.9454069432771705,7.093952818979056,9.744810407366103,4.379025206090779
2024-10-14,29.90514171009367,10.516666028949926,17.790033008067606,0.0,19.88713998531516,0.0,0.9384624475779858,7.084316039738281,9.505164260361406,4.37307651989597
2024-10-15,30.308906856267342,10.523218024992472,17.80111638996305,0.0,19.899529887411763,0.0,0.9277196515036421,7.088729644822702,9.579050889557411,3.8717286554816224
2024-10-16,30.530092717999956,10.529181473446176,17.811204182476494,0.0,19.91080683904905,0.0,0.9395792724958966,7.092746788032957,9.199127109321466,3.9872616171780026
2024-10-17,28.67133477479426,9.888135280760244,16.726807958788722,5.651883567366727,18.698580898251407,0.0,0.8291558001843089,6.655598483379312,9.13399732498799,3.744505911487033
2024-10-18,28.7862333902354,9.927761376370302,16.79383961567915,5.6745331440824875,18.53306799458579,0.0,0.8324785911940222,6.682270386054199,9.015646964103395,3.75416853769525
2024-10-21,23.49711545371707,9.905531722332059,16.756235846765154,11.15305294032221,18.491569848712995,0.0,0.8306145545421608,6.667307842814033,9.011453524290092,3.687118266504226
2024-10-22,20.992178873205628,8.711186926880792,14.735877562533005,12.855799006193289,16.201026063421192,8.573814603437516,0.721087486197129,5.863407088674444,7.9436647822747135,3.401957607182294
2024-10-23,21.0020256208389,8.715273061044062,14.742789682917914,12.861829242940159,16.20862543726467,8.577836300716509,0.716735050445389,5.8661574220353625,7.85826808292512,3.4504600988719116
2024-10-24,20.743345412046786,8.74464214175771,14.79247053366226,12.905171556888934,15.79259779691496,8.606742241459807,0.709737370816503,5.881218956049749,8.361986391115368,3.462087599287928
2024-10-28,20.73358718813531,8.740528428451107,14.78551176029162,12.899100619382633,15.785168536957853,8.602693399950773,0.7094034913942018,5.878452273515879,8.35805268929783,3.507501612622791
2024-10-29,20.732611870678628,8.740117269982504,14.78481624303284,12.898493839769658,15.78442599538552,8.60228872530517,0.709370120728397,5.87817574842311,8.362363568556953,3.5073366181372205
2024-10-30,20.72383814096536,8.736418583725923,14.778559531028298,12.893035391053004,15.307540742368001,8.598648366017006,0.7090699259557962,5.875688192800815,8.354122686776918,4.023078439308881
2024-10-31,21.13395757853765,8.96013444252532,15.15699814470241,13.223190872661153,15.69952512251947,6.262931431920146,0.7320497354011536,6.026148546490656,8.62591853434191,4.17914559090013
2024-11-05,21.132327021024697,8.959443137336594,15.155828730166263,13.222170658006965,15.698313850161078,6.262448225220147,0.7300644192641337,6.025683608404632,8.634897194970986,4.1788231554445066
2024-11-06,21.27422204383981,8.950164060649934,15.140132208085438,13.208476778418794,15.633884531129905,6.255962360369252,0.7293083093554359,6.019442954891366,8.56333199674981,4.225074756510256
2024-11-07,21.265002843743925,8.946285500334259,15.133571220425496,13.202752875089633,15.603034533817633,6.253251334383261,0.7289922630519949,6.016834424767324,8.627031187194236,4.2232438171922375
2024-11-11,21.22327868100604,8.951026419691564,15.141590977982016,13.209749430997991,15.611303074817284,6.256565129845766,0.7390136990208214,6.020022935439494,8.641238043538795,4.2062116076602285
2024-11-18,21.22225628608299,8.950595219399418,15.140861557896862,13.209113074054468,15.610551027160287,6.2562637305888185,0.7389780983077884,6.019732931195647,8.626369783098848,4.22527829221487
2024-11-19,21.224301174442807,8.951457661532377,15.142320468351055,13.210385849258225,15.612055194938465,6.256866558144295,0.7390493031641909,6.020312967626943,8.617565400081979,4.2256854224596605
2024-11-20,21.233508050841657,8.955340708780996,15.14888904612415,13.216116374315117,15.618827538646297,6.259580720394983,0.7393698949015095,6.0229245154428055,8.577924670643005,4.227518479909479
2024-11-21,21.231461388080884,8.954477518285351,15.147428869736737,13.214842494692375,15.617322065663982,6.258977369750908,0.7392986282588659,6.022343975699341,8.57709785865574,4.236749831175809
2024-11-22,20.825970449378435,8.783459639293852,14.858134362917424,12.962457659280807,15.153595195778493,6.139439738186719,0.7251790681742071,5.907325707891064,10.261690368771049,4.382747810327949
2024-11-25,20.819074610714413,8.784539362017393,14.859960826060636,12.964051092923407,15.155457978981026,6.140194439963395,0.7252682121278083,5.905215103961099,10.262951805690907,4.3832865675599155
2024-11-28,20.821043429611784,8.785370098609867,14.861366103299686,12.965277077711656,15.156891200804054,6.140775106062776,0.7253367993147223,5.905773548527302,10.263922352837486,4.374244283220661
