date,KGI ASIA LTD,CONSTANCE CAPITAL LTD,FB SECURITIES (HONG KONG) LTD,HUAAN SECURITIES (HONG KONG) BROKERAGE,JIN YI FINANCIAL GROUP LTD,LEGO SECURITIES LTD,CMB WING LUNG BANK LTD,CITIBANK N.A.,FUTU SECURITIES INTERNATIONAL,THE HONGKONG AND SHANGHAI BANKING
2024-11-29,20.81809034088642,8.78412405263364,14.8592582870977,12.963438187471175,15.154741469707819,6.139904148092199,0.7252339233982779,5.904935921280632,10.27664979371019,4.373623875721948
2024-12-03,21.001570681913034,8.76795756044275,14.83191098626026,12.939579995012929,15.126850355220256,6.128604135493541,0.7238991871754134,5.894068349296553,10.219984185586988,4.365574563598272
2024-12-04,20.999588728169705,8.76713011345931,14.830511273736604,12.938358864965247,15.125422808769546,6.128025768756515,0.7238308715848536,5.893512116098319,10.228456877516305,4.365162576943599
2024-12-06,21.005535711959467,8.769612923067745,14.834711204091455,12.942022946744755,15.129706256670428,6.12976119654902,0.7240358570498343,5.89518113073822,10.231353527923712,4.338079245205362
2024-12-12,20.82379390558101,8.792520924590836,14.873462468239504,12.975830126602835,15.169228107522025,6.145773371779397,0.7164626845979831,5.910580535421934,10.243883140677116,4.3484647349873615
2024-12-13,20.82389244945081,8.792562533196891,14.873532853518748,12.975891531768502,15.169299892444906,6.145802455254469,0.7117338024719121,5.910608505900386,10.248663890147673,4.3480120858456965
2024-12-16,23.384051938395654,8.792562533196891,14.873532853518748,12.975891531768502,15.169299892444906,6.145802455254469,0.6786078941121821,5.910608505900386,7.721630309562561,4.3480120858456965
2024-12-19,23.42391361928128,8.787987946172485,14.865794464381121,12.969140445858427,15.156677811361535,6.142604922332728,0.6782548285689636,5.907533339488393,7.722342716772893,4.345749905782174
2024-12-23,23.42502157841621,8.788403621011494,14.866497621549582,12.969753890642366,15.15739472741191,6.1428954696488836,0.6782869102546006,5.8652424596632144,7.765278294402629,4.341225426999111
2024-12-27,23.417268064830708,8.785494722650727,14.861576917810137,12.96546099542965,15.128735395651777,6.140862215450214,0.678062402167984,5.863301106612971,7.819449666775359,4.339788512620472
2024-12-30,22.78756540689916,8.854999900869753,14.979152146627362,13.068035375772263,15.248424210351333,6.1894447638641275,0.6834267953631447,5.909687770225239,7.905141504614131,4.374122125413487
2025-01-02,22.746411030707893,8.857532735686647,14.983436699818691,13.071773283774373,15.25278578462294,6.191215158146528,0.6836222789545022,5.911378144376449,7.9264716089856,4.375373274926375
2025-01-03,22.72322394167779,8.859644538472601,14.987009033594934,13.074889840953647,15.256422336298755,6.1926912605567095,0.6837852673934182,5.912787528367075,7.933129806285637,4.376416446399436
2025-01-07,23.831292521156684,8.854999900869753,14.979152146627362,13.068035375772263,15.248424210351333,6.1894447638641275,0.6834267953631447,5.909687770225239,6.86141439035661,4.374122125413487
2025-01-08,23.834922455247685,8.854577902557324,14.978438292646754,13.067412598930131,15.247697523806329,6.18914979658299,0.6833942256333263,5.909406135183574,6.8610873993542345,4.373913670057649
2025-01-17,23.851404235090705,8.860700817530796,14.988795839343,13.076448676894211,15.18670707934705,6.193429575741251,0.6838667907609883,5.913492472410219,6.870600766960898,4.374553745920882
2025-01-23,18.818449096232467,9.446338796347307,15.979463313734977,13.940721732822558,16.190455272856834,6.602777284615849,0.729066191278904,6.284001481316078,7.345041912662954,4.66368491813207
2025-01-24,18.816535776836112,9.445378363149482,15.977838641215728,13.939304344325015,16.188809148250552,6.602105963521115,0.7289920652721398,6.283362570964887,7.354462376994027,4.663210749470947
2025-01-27,17.280513132409993,15.623516717115326,14.948162265416581,13.040999341957452,15.145536981934175,6.176639622684224,0.6820128758704225,5.859413271076433,6.880511153906811,4.362694637628581
2025-02-03,17.325080700182085,15.646585500659299,14.97023385953491,13.060254929317445,15.167900008173376,6.18575969245243,0.6830198967411092,5.668017274211436,6.9240117978588795,4.369136340869034
2025-02-04,17.350699742549082,15.669722509010208,14.99237072932088,13.079567464141856,14.966135273065307,6.194906734384036,0.6983401446937884,5.671628634159251,7.001031673541629,4.375597095133962
2025-02-05,17.354010945421937,15.672712914639868,14.99523186931906,13.082063565279306,14.96899140629607,6.196088968719269,0.6984734157392014,5.672711006242558,6.983283775435835,4.376432132906896
2025-02-07,17.350699742549082,15.669722509010208,14.99237072932088,13.079567464141856,14.966135273065307,6.194906734384036,0.6983401446937884,5.671628634159251,7.001031673541629,4.375597095133962
2025-02-13,17.30200586062995,15.625746206677679,14.95029538130531,13.042860304021367,14.924133553562013,6.177521034585175,0.6963802875670052,5.655711488505253,6.981383623913547,4.6439622592326995
2025-02-19,17.30118289596326,15.625002972793563,14.949584275035061,13.042239924322665,14.923423691671175,6.177227202668798,0.6963471644496128,5.655442476301841,6.985808026219183,4.643741370574842
2025-02-20,17.292957553096425,15.61757452079006,14.942476931154689,13.036039371691427,14.916328785077262,6.174290420137001,0.6960161064973104,5.65275376110179,7.006257869403417,4.665304681050619
2025-02-21,15.923745540314831,15.61757452079006,14.942476931154689,14.405251384473022,14.916328785077262,6.174290420137001,0.6960161064973104,5.65275376110179,7.006257869403417,4.665304681050619
2025-02-24,15.918447967006886,15.612378805642091,14.937505810086178,14.400458989679004,14.911366363075206,6.172236333299051,0.6957845531646886,5.650873181098461,7.037195387518727,4.6637526094297055
2025-02-25,15.92265600962676,15.607186546405652,14.932537995541237,14.395669782529415,14.906407241810573,6.170183612729687,0.695553153848946,5.648993851956263,7.0586102353877305,4.6622015701637345
2025-02-26,15.920386854854755,15.604962349524934,14.930409943548515,14.39361824020108,14.90428291373957,6.169304293250542,0.695454029823577,5.648188807788477,7.071855412446992,4.661537154821558
2025-03-03,17.048575648605052,15.225253100714331,14.567114306102022,14.043384138558423,14.541623014761404,6.0191891025563775,0.6831666079285518,5.51075370981715,7.81746529800988,4.543475072946807
2025-03-04,15.405883324159658,15.603479903762866,14.928991579155765,14.392250870137438,14.784119086898606,6.16871821948762,0.7001378806132866,5.642902321360817,7.997417564701954,4.376099249721987
2025-03-05,17.76421965126577,15.187242753073093,14.53074702371651,14.00832436584824,14.29727495095237,6.004161997995746,0.6814610599095812,5.492372721659311,7.77483269067641,4.259362784902965
2025-03-06,17.93837869997735,15.336137317672701,14.673205354473456,14.145660904885323,14.320730965589348,6.063026342301838,0.6881420519406259,5.546219523103552,6.987377588679289,4.301121251376518
2025-03-07,17.937541279593162,15.33542137816561,14.672520362731966,14.14500054059111,14.320062428469713,6.062743301011773,0.6881099272881616,5.545960607994138,6.991719712752853,4.300920461401515
2025-03-10,18.10443228054681,15.31468817057122,14.652683385115782,14.125876760070257,14.30070196749687,6.05454658359843,0.6871796153248699,5.533800565743696,6.930984975475053,4.295105696057006
2025-03-11,18.342940212442418,15.264872725812776,14.605021302048568,14.079928267644659,14.25418480561056,6.034852422835023,0.6849443652312946,5.432157143523632,7.0199641301048565,4.281134624746213
2025-03-13,20.128442362623858,14.961744390917179,14.314996231553332,13.800330442763789,13.971126611609877,5.915012919477667,0.6576791141699971,5.187648968418468,6.889671504767991,4.173347453697842
2025-03-14,19.981752973810828,14.988367931444618,14.340468921927075,13.824887315761703,13.895608686518901,5.9255383356368725,0.6679747534744268,5.242506774194785,6.952120628210181,4.18077367902061
2025-03-17,19.99817708537871,15.000687702760438,14.35225614909469,13.836250757797297,13.802002612357207,5.930408864406386,0.6822230571666391,5.246815881422143,6.966967800715612,4.184210088900879
2025-03-18,20.007313263705655,15.007540775282704,14.358812985300926,13.842571856653452,13.808308064929061,5.933118174995326,0.6825347311498435,5.249212892176507,6.924465608198751,4.186121647607775
2025-03-20,20.089751378680596,15.041900277833284,14.391687236904113,13.874264183206957,13.839921945129714,5.946701945455734,0.6978342777296173,5.229178117895163,6.935740086220081,3.9530205509447414
2025-03-21,14.623868736705045,15.282626709956121,14.622007838475524,14.096304088635328,14.061412246831775,6.041871326703201,0.7090022254481927,5.312864445287638,11.23375877808956,4.016283603867617
2025-03-24,15.327890595392606,15.159908654743395,14.504594490672297,13.983112092503038,13.948500428907733,5.993355668162936,0.7033090042565885,5.27020264344504,11.12509319767284,3.984033224243523
2025-03-25,15.44944616176051,15.013439427695916,14.364456657914234,13.848012622806277,13.813735363838935,5.935450162784988,6.948685937859625,5.118737339123112,6.248040483362367,3.2599958428540328
2025-03-26,15.46452313959329,15.005895466876575,14.357238798293173,13.841054266251454,13.806794230938948,5.932467714713123,6.945194358550729,5.116165273333871,6.272308992994326,3.2583577584545087
2025-03-27,15.474419350456516,15.015498188175593,14.366426424790227,13.84991157082863,13.815629611494895,5.936264078229421,6.949638796134604,5.119439260504312,6.2077589124409505,3.2650138069448484
2025-03-28,15.674312110954904,15.209462776772867,14.552006547152855,14.028819547525659,13.994094746665448,6.012946516954314,7.039411630382182,5.074450899038984,5.047115535801825,3.367379688750961
2025-03-31,15.680846282128504,15.215803165591108,14.55807286132507,14.03466776004294,13.99992848340917,6.015453141903553,7.042346159197783,5.076566292081538,4.956581462492049,3.4197343918282845
2025-04-01,16.017290937195227,15.201017140083875,14.543925988214191,14.021029508205219,13.98632398962055,6.00960759812083,7.021620520049702,5.071633115839247,4.655611123461134,3.4719400792100243
2025-04-02,17.40211798175141,14.959427845829639,14.312779823270185,13.7981937208109,13.764039775957407,5.914097090830731,6.910026122758568,4.981922089296081,4.599835077431091,3.3575604720639856
2025-04-03,17.40984312011498,14.962153267470102,14.315387433686006,13.800707580040916,13.766547412763586,5.915174565742289,6.911285043549204,4.982829733519723,4.582454354273546,3.3536174888396455
2025-04-07,18.46667658657153,14.776400006549295,14.137663689675628,13.62937352202264,13.595637448948326,5.841738413548119,6.856969305931125,4.9209685257731905,4.476084182927604,3.2984883180525415
2025-04-08,18.46750728147173,14.777064700062024,14.138299650622507,13.629986618322048,13.51977715556664,5.842001195120411,6.857277756095753,4.912193197098244,4.444797114725262,3.4110953309153826
2025-04-09,18.48550066314608,14.777064700062024,14.138299650622507,13.629986618322048,13.51977715556664,5.842001195120411,6.852779410677165,4.912193197098244,4.431302078469497,3.4110953309153826
2025-04-10,18.56692496956146,14.763118682531198,14.124956474640962,13.617123168362111,13.507017717000766,5.836487742162334,6.841817924592236,4.853628060010258,4.481049189003692,3.4078760721349797
2025-04-11,18.650189706737315,14.786376692241172,14.147209115285847,13.638575761793225,13.384259085046917,5.845682621069592,6.852596613780201,4.8612745289560015,4.420590990545901,3.41324488454383
2025-04-15,18.65270848275518,14.788373646244816,14.149119747381263,13.640417701102525,13.386066677963154,5.846472101789389,6.867027445960987,4.861931061779117,4.394177279331805,3.4137058556917634
2025-04-16,18.65102922315677,14.787042283648692,14.14784593531441,13.639189686287834,13.384861561774548,5.845945757617825,6.875411989054799,4.861493353528337,4.393781681857033,3.4133985277597576
2025-04-17,17.910383226063608,14.920020514687568,14.275075944494073,13.761845406241502,13.505230137115214,5.898517699368263,6.9372418064334225,4.905212224006872,4.442378199492801,3.4440948420966766
