date,BRIGHT SMART SECURITIES INTERNATIONAL,BANK OF CHINA (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,HANG SENG SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,REALINK FINANCIAL TRADE LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,BOCI SECURITIES LTD,INTERACTIVE BROKERS HONG KONG LTD,NANYANG COMMERCIAL BANK LTD
2024-05-21,10.65872630043753,28.38680926916221,20.689515475611735,9.75530708151029,8.005185545292496,7.162534435261708,5.951223464592449,5.266569437692432,4.124128990439151,0.0
2024-05-22,10.660453808752026,28.387358184764995,20.69286871961102,9.756888168557538,8.002431118314425,7.163695299837926,5.952188006482982,5.26742301458671,4.116693679092383,0.0
2024-05-27,10.6578627562181,28.380458559507417,20.687839261119663,9.754516730130439,8.00048610548489,7.1619541440492585,5.975046585108969,5.266142752977395,4.115693105403873,0.0
2024-06-12,10.6578627562181,28.339949769099892,20.687839261119663,9.754516730130439,8.040994895892409,7.1619541440492585,5.975046585108969,5.266142752977395,4.115693105403873,0.0
2024-06-13,10.71457539135372,28.372130748641418,20.71133100819207,9.765593316570687,7.924405872333523,6.890258739557141,5.945332143726174,5.27212263768351,4.4042501419417635,0.0
2024-06-14,10.725436924698917,28.368679291188514,20.708811483719234,9.764405336361055,7.923441871781354,6.889420542557074,5.9446088966384165,5.271481286241434,4.403714366813998,0.0
2024-06-19,10.721089538324348,28.35718049531839,20.700417494223988,9.760447488954643,7.92023022982449,6.927161444611082,5.942199343358599,5.269344574601759,4.4019293907827,0.0
2024-06-21,10.647290878351178,28.161983737219227,20.557926092907174,9.693261412124627,7.893889380887208,7.539650591739795,5.9012961919330165,5.233073021495853,4.371628693341921,0.0
2024-06-26,10.587335453484158,28.163117426834667,20.558753673362588,9.693651624330743,7.950565597198181,7.5399541081276915,5.901533754679764,5.233283684231714,4.371804677750493,0.0
2024-06-27,10.589466902882911,28.168787244322758,20.56289257529393,9.695603156708005,7.932034143984539,7.541472056691899,5.942985988081817,5.194073119665003,4.372684812369141,0.0
2024-07-02,10.580946250402318,28.14612166076601,20.54634695848085,9.687801738010943,8.006115223688445,7.535403926617315,5.9382040553588675,5.1898937882201475,4.369166398455102,0.0
2024-07-03,10.525894500920515,27.99967982069959,20.439446089810293,9.637396942287682,8.240614744256785,7.7403345873689275,5.907308092531817,5.162891219082686,4.346434003041703,0.0
2024-07-09,10.526315789473683,28.000800480288174,20.440264158495097,9.63778266960176,8.23694216529918,7.7406443866319785,5.90754452671603,5.163097858715229,4.346607964778867,0.0
2024-07-15,10.611256808553561,27.4198103691749,20.605204760944122,9.715553762356263,8.303409320153317,7.803106717772847,5.955214847690135,5.204760944119427,4.381682469235424,0.0
2024-07-23,10.619826367857863,27.44195437108823,20.605693519079345,9.723399959620432,8.245507773066828,7.809408439329698,5.960024227740763,5.208964264082374,4.385221078134464,0.0
2024-07-29,10.610400613224675,27.4175979344011,20.58740468794126,9.714769839028522,8.326945576310163,7.802477104934039,5.954734336547383,5.204340985193852,4.38132892241901,0.0
2024-08-06,10.526315789473683,28.000800480288174,20.42425455273164,9.63778266960176,8.252951771062637,7.7406443866319785,5.90754452671603,5.163097858715229,4.346607964778867,0.0
2024-08-08,10.52463083756853,27.99631838008724,20.42098523350274,9.636239945576053,8.247628956740966,7.759414142222577,5.906598903517548,5.162271399415743,4.345912201368602,0.0
2024-08-09,10.525894500920515,27.99967982069959,20.42343712478988,9.641399183542784,8.23261026174658,7.760345793644441,5.907308092531817,5.162891219082686,4.346434003041703,0.0
2024-08-20,10.525894500920515,27.99967982069959,20.42343712478988,9.637396942287682,8.23661250300168,7.760345793644441,5.907308092531817,5.162891219082686,4.346434003041703,0.0
2024-08-22,10.526315789473683,28.000800480288174,20.42425455273164,9.63778266960176,8.232939763858313,7.760656393836301,5.90754452671603,5.163097858715229,4.346607964778867,0.0
2024-09-03,10.53053053053053,28.01201201201201,20.43243243243243,9.577577577577577,8.236236236236236,7.787787787787788,5.90990990990991,5.165165165165165,4.348348348348349,0.0
2024-09-13,10.526315789473683,28.000800480288174,20.42425455273164,9.573744246547928,8.248949369621773,7.784670802481489,5.931558935361217,5.163097858715229,4.346607964778867,0.0
2024-09-24,10.526315789473683,27.98078847308385,20.42425455273164,9.573744246547928,8.268961376826095,7.784670802481489,5.931558935361217,5.163097858715229,4.346607964778867,0.0
2024-09-26,10.53095219027789,27.9530711940418,20.449267237927444,9.577961079522703,8.252582685993433,7.788099623608553,5.934171538399935,5.165371986866341,4.348522463361896,0.0
2024-10-02,10.531795611084414,27.9553099471408,20.486945378824284,9.578728175556623,8.209194297613328,7.788723370174595,5.934646804420952,5.165785679961557,4.34887073522345,0.0
2024-10-04,10.489202291758485,27.96586401698786,20.497616090388238,9.58371729636604,8.213470090949157,7.7927801594615165,5.937737890139829,5.16847630113386,4.351135862815016,0.0
2024-10-07,10.709429736863154,27.86931136527234,20.459089818443573,9.565704230984563,8.19003439174598,7.778133248020475,5.926577621370871,5.158761897144686,4.342957690154363,0.0
2024-10-09,10.722770283873565,27.674652707871957,20.406684115160058,9.631568351117375,8.23837326353936,7.831689148379303,5.927118985302999,5.194282262935373,4.372860881820012,0.0
2024-10-10,10.740068562210123,27.719298245614034,20.439604759023997,9.64710627142569,8.090340794515024,7.844323452308934,5.936680782415809,5.202661826981246,4.3799153055051425,0.0
2024-10-14,10.839303158580266,27.975415174210355,20.628459785086292,9.695538912406382,7.383588407684794,7.896450667535005,5.910126994464344,5.250732660371214,4.420384239661348,0.0
2024-10-16,10.835774739583332,27.96630859375,20.621744791666664,9.6923828125,7.5439453125,7.763671875,5.908203125,5.2490234375,4.4189453125,0.0
2024-10-17,10.835333848720348,27.965170688041663,20.62090572486471,9.691988444480613,7.543638361069292,7.767424828091304,5.907962729381129,5.248809862879929,4.418765512471009,0.0
2024-10-23,10.841950981190458,27.982249002524224,20.63349890074098,9.697907336536113,7.487175311456721,7.772168390196238,5.911570718996825,5.252015308199658,4.421464050158782,0.0
2024-10-24,10.879156793855707,28.07827436882098,20.704305907345372,9.731187188495792,7.169703407141107,7.7988397744913796,5.93185717787401,5.270038401830215,4.436636980145437,0.0
2024-10-28,10.914829084351178,27.760472169849987,20.77219444216739,9.763095335683253,7.271087794081482,7.828510533650299,5.951307484220019,5.287318632674809,4.451184523321584,0.0
2024-10-29,10.915276468418249,27.761610034020578,20.773045866295035,9.763495511743248,7.267286961511661,7.828831413698406,5.951551420256589,5.2875353527073,4.4513669713489366,0.0
2024-10-31,10.923783739437196,27.783247190089426,20.78923619657068,9.771105094757567,7.195011895971779,7.83493313643449,5.956190007383707,5.2916564115185825,4.454836327836574,0.0
2024-11-01,10.953005823013203,27.774132699089645,20.78241614040843,9.767899614532928,7.192651521364718,7.832362831132617,5.954236037070451,5.289920446157632,4.453374887230378,0.0
2024-11-12,10.915852711594262,27.684008337079568,20.658792758183825,9.775634476276105,7.515632024193877,7.805795087661939,5.934038988107401,5.271976786954922,4.438268829948098,0.0
2024-11-13,10.840075181825611,27.678352537386612,20.6545721990684,9.773637329410803,7.6080738743156004,7.804200375909128,5.932826673204216,5.27089973032606,4.437362098553567,0.0
2024-11-15,10.829144701892035,27.68174573985534,20.65710432757141,9.774835519594623,7.609006579216215,7.805157124759921,5.93355400269707,5.271545911487066,4.437906092926322,0.0
2024-11-18,10.814560888018283,27.644466209598434,20.763956904995105,9.761671563826315,7.598759386222658,7.794645772118838,5.925563173359452,5.264446620959843,4.431929480901077,0.0
2024-11-19,10.816768031348218,27.650108167680315,20.76819462018858,9.763663823013184,7.5799012204579785,7.796236581084942,5.926772521327401,5.2655210416751705,4.432833993224214,0.0
2024-11-20,10.743666352883395,27.72479842835509,20.820202185568697,9.790038063275079,7.436663528833955,7.817296279621823,5.942782302623502,5.279744607702697,4.4448082511357585,0.0
2024-11-22,11.085180863477246,27.658632760632518,20.472377580171408,9.624592604514545,7.588621092021083,8.168028004667445,5.842353035850803,5.190520259123646,4.369693799541303,0.0
2024-11-25,11.051829268292684,27.575417201540436,20.410783055198973,9.595635430038511,7.86665596919127,8.143453145057766,5.824775353016689,5.174903722721438,4.356546854942234,0.0
2024-11-27,11.374124761298535,27.347231063017187,20.245862507956716,9.516231699554424,7.741884150222789,8.545512412476128,5.7765754296626355,5.132081476766391,4.320496499045194,0.0
2024-11-28,11.42106729276931,27.354848979266983,20.255481714353934,9.518882565959649,7.620677305105655,8.595646464244497,5.778184567631024,5.133511082812686,4.321700027856261,0.0
2024-12-02,11.415615926176367,27.341792291476075,20.24581361123265,9.514339127321904,7.664770693289845,8.591543693568275,5.775426594009785,5.131060816992164,4.319637245932938,0.0
2024-12-04,11.3668950135415,27.37772821411502,20.27242313206946,9.526844033774095,7.607137167436674,8.602835749561892,5.783017364983272,5.137804683766131,4.325314640751952,0.0
2024-12-11,11.129743009788246,26.80653589673595,19.849471590687518,9.226689544905042,9.63615801583278,8.42335140194205,5.6623639979721565,5.030612642826502,4.235073899309754,0.0
2024-12-12,11.171566133009748,26.511919207734763,19.924061533643872,9.2613614122989,9.617567620464243,8.455004501507027,5.683641914901946,5.049516577288919,4.3253610991505855,0.0
2024-12-19,11.196547665751275,26.571204393879956,19.964692036092586,9.282071400549235,9.69399764613574,8.473911337779521,5.696351510396234,5.06080816006277,4.060415849352688,0.0
2024-12-20,11.197426239799121,26.690991839296924,19.96625863151287,9.243565599497803,9.694758317639673,8.38826114249843,5.696798493408663,5.06120527306968,4.0607344632768365,0.0
2024-12-23,11.244207053648575,26.71824679915168,19.849187023800173,9.25300447726023,9.704657921608671,8.396826643625795,5.702615662555965,5.066373419212945,4.064880999135967,0.0
2024-12-30,11.247741023021922,26.72664414237448,19.855425473403002,9.255912626699143,9.676278777402372,8.399465702836489,5.704407951598963,5.067965742123046,4.066158560540583,0.0
2025-01-03,11.248624862486249,26.732673267326735,19.856985698569858,9.256639949709257,9.665252239509666,8.4001257268584,5.704856199905705,5.068363979255068,4.066478076379067,0.0
2025-01-13,11.251277214493436,26.738976656448948,19.86166784563389,9.258822604731588,9.643951898137232,8.402106421441484,5.70620136760198,5.069559066257958,4.067436925253478,0.0
2025-02-03,11.283647972253972,26.81590667244709,19.91881133488354,9.285460923028415,9.644109880581722,8.166160879675246,5.722618531509872,5.084144563118275,4.0791392425018715,0.0
2025-02-05,11.96026282853567,26.61138923654568,19.766896120150186,9.214643304130163,9.570556946182728,8.103879849812264,5.678973717146433,5.045369211514393,4.048028785982478,0.0
2025-02-06,11.961198466713604,26.61347101619338,19.7684424626457,9.21536415551905,9.567394195415787,8.104513807400455,5.675506532112962,5.045763905186576,4.048345458812486,0.0
2025-02-13,11.963538202730723,26.618676890575486,19.77230937756739,9.217166777512617,9.58882672821877,8.086538085364422,5.676616720785572,5.046750909588827,4.029576307656195,0.0
2025-02-14,11.961198466713604,26.61347101619338,19.7684424626457,9.21536415551905,9.606508644293202,8.084956582961746,5.675506532112962,5.045763905186576,4.028788234373778,0.0
2025-02-18,11.949046577055329,26.58643326039387,19.748358862144418,9.20600187558612,9.69834323226008,8.076742732103783,5.669740543919975,5.040637699281025,4.024695217255393,0.0
2025-02-21,11.968220421901297,26.237720637157057,19.780047747641973,9.220774137998513,9.843058980079057,8.19146021682126,5.678838401628116,5.048726077257251,4.031153379515478,0.0
2025-02-24,16.405262766669143,24.916375529621646,18.78391436854233,8.756411209395674,9.343640823608117,7.77893406675091,5.392849178621869,4.794469635025645,3.8281424217646625,0.0
2025-02-25,16.405262766669143,24.916375529621646,18.78391436854233,8.756411209395674,9.33992418048019,7.77893406675091,5.392849178621869,4.794469635025645,3.831859064892589,0.0
2025-02-26,16.411476140924634,24.914523561766018,18.78251821019771,8.755760368663594,9.339229968782519,7.778355879292404,5.392448342500371,4.794113274862495,3.8315742530102574,0.0
2025-02-28,27.016678564475306,21.753520669738467,16.399506781750926,7.644882860665844,8.154325394250113,6.791485495489649,4.708287364527224,4.185865403335713,3.34544746576676,0.0
2025-03-03,27.049977312504055,21.72813897711804,16.380372074933558,7.635962922149478,8.196668179166396,6.78356128864977,4.702793803072535,4.180981396253322,3.3415440461528485,0.0
2025-03-04,27.070569548445654,21.699244708094266,16.38302700249603,7.637200557554539,8.197996693571914,6.784660766961652,4.70355603098966,4.181659048915686,3.3420856429705985,0.0
2025-03-05,27.072933549432737,21.701782820097247,16.379254457050244,7.636952998379254,8.197730956239871,6.784440842787682,4.703403565640194,4.181523500810372,3.341977309562399,0.0
2025-03-06,27.056003627765364,21.75687493926732,16.367052116736307,7.631263563631652,8.191623748906812,6.779386518964792,4.6998995886373205,4.178408317947721,3.3394875781427134,0.0
2025-03-10,27.059242703980825,21.75687493926732,16.367052116736307,7.631263563631652,8.188384672691349,6.779386518964792,4.6998995886373205,4.178408317947721,3.3394875781427134,0.0
2025-03-12,27.076454975076064,21.774454586651128,16.35592671716191,7.626076260762607,8.182818670291967,6.774778274098531,4.696704861785459,4.175568071470188,3.337217582702143,0.0
2025-03-14,27.073825937793313,21.77234035666893,16.354338608926433,7.625335793119073,8.19173382529048,6.774120464770042,4.696248826746934,4.175162637149238,3.336893549535554,0.0
2025-03-17,27.01186484395151,21.9660820221821,16.291591436677844,7.596079442868198,8.160304359040495,6.812612844983235,4.678230590662884,4.159143667784369,3.3240907918493683,0.0
2025-03-24,27.02406296367976,21.976001548287208,16.29894845493839,7.599509709051029,8.118831043158506,6.815689310367073,4.68034320366428,4.161021869556803,3.3255918972969485,0.0
2025-03-25,26.981417667707962,21.941322340665355,16.27000740716885,7.529548162700074,8.099578113426299,7.030369392290103,4.672957392676564,4.154455573089433,3.3203439502753533,0.0
2025-03-27,26.929381890649612,21.89900678216708,16.238629423676514,7.515026839381569,8.283243868728103,7.016810774324194,4.663945228375815,4.140014785767092,3.313940406930025,0.0
2025-03-28,26.269592476489027,21.0564263322884,15.836990595611287,7.329153605015675,7.714733542319749,6.833855799373041,4.58307210031348,4.037617554858934,3.2319749216300937,3.1065830721003134
2025-04-01,26.271903702078305,21.05576627691922,15.836494153788284,7.328923858186263,7.714491708723864,6.833641578633899,4.582928434845303,4.037490987743331,3.2318736089777746,3.1064856901037587
2025-04-02,26.357661708751294,21.436432816578094,15.886292883871574,7.351970063834471,7.01235810194648,6.949466997893149,4.597339706298544,4.050187101034559,3.2420364139492466,3.1162542058425835
2025-04-25,26.36014843700862,21.438455248757784,15.887791685011635,7.352663689540223,7.003585131140324,6.950122649223221,4.597773444870747,4.050569218189824,3.2423422856783444,3.116548210579282
2025-04-28,26.37504324035347,21.437781062297557,15.874713041290606,7.352432466429762,7.003364885688229,6.949904085034121,4.597628856253341,4.050441837793641,3.2422403220227056,3.116450202836567
2025-04-29,26.37504324035347,21.43149155633825,15.874713041290606,7.352432466429762,6.978206861851001,6.949904085034121,4.597628856253341,4.050441837793641,3.2736878518192394,3.116450202836567
