date,UOB KAY HIAN (HONG KONG) LTD,HAITONG INTERNATIONAL SECURITIES CO LTD,GET NICE SECURITIES LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,TSE\,QUAM SECURITIES LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,FUTU SECURITIES INTERNATIONAL,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD
2024-04-05,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-13,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-12,0.0,99.86979166666666,0.0,0.0,0.0,0.0,0.0,0.13020833333333331,0.0,0.0
2024-09-20,0.0,99.86962190352021,0.0,0.0,0.0,0.0,0.0,0.1303780964797914,0.0,0.0
2024-10-08,0.0,99.86945169712794,0.0,0.0,0.0,0.0,0.0,0.13054830287206268,0.0,0.0
2024-10-15,0.0,99.86945169712794,0.0,0.0,0.0,0.0,0.0,0.13054830287206268,0.0,0.0
2024-10-21,0.0,99.86945169712794,0.0,0.0,0.0,0.0,0.0,0.13054830287206268,0.0,0.0
2024-10-23,0.0,87.81456953642383,0.0,0.0,0.0,0.0,0.0,3.0463576158940397,9.13907284768212,0.0
2024-10-30,0.0,6.687680594440024,0.002418482736064069,0.0,0.0,0.0,0.0,0.02648814425213028,0.07946443275639084,0.0
2024-11-01,0.0,98.28598517000395,0.03385086453246218,0.0,0.0,0.0,0.0,0.21780661766122142,1.1543144805569605,0.30804286724540586
2024-11-04,0.0,97.23679133146975,0.03362209897182612,0.0,0.0,0.0,0.0,0.4348783147312907,1.3751438479476887,0.9195644068794445
2024-11-05,0.0,97.12906530669926,0.03367100525425936,0.0,0.0,0.0,0.0,0.4533565160449242,1.355257961483939,1.0286492105176233
2024-11-06,0.0,97.20272932794798,0.033736890645546296,0.0,0.0,0.003373689064554629,0.0,0.4997884190903165,1.179104328061843,1.0812673451897588
2024-11-07,0.0,97.34555995821735,0.03382990789164809,0.0,0.0,0.0033829907891648084,0.0,0.4487300472471876,1.1857382716022653,0.9827588242523768
2024-11-08,0.0,93.30724145196247,3.994914700938575,0.0,0.0,0.003247898130844369,0.0,0.5574789788725201,1.1692433271039728,0.9678736429916222
2024-11-11,0.37831458137891005,92.80994384033211,3.977153291419311,0.0,0.0,0.0032334579605035048,0.0,0.6196695839247732,1.2351809409123389,0.9765043040720586
2024-11-12,0.3789701618652821,92.70193190243053,3.984045291404247,0.0,0.0,0.0032390612125237786,0.0,0.6094066937078613,1.342590872591106,0.9798160167884429
2024-11-13,72.06364478866313,25.943017944123497,1.1171221857588174,0.0,0.0,0.000907860370385061,0.0,0.16989971329497144,0.41897756093270566,0.2864299468564867
2024-11-14,72.06724327334253,25.913898562800703,1.1171779690470796,0.0,0.0,0.0009079057042235511,0.0,0.192151886958985,0.4199063882033924,0.2887140139430892
2024-11-15,72.0366551827226,25.831205606486506,1.1039985110858057,0.0,0.0,0.0009075203543656439,0.0,0.2281615073317753,0.4655579417895754,0.33351373022937414
2024-11-18,72.0110226065546,25.7537790670301,1.1035778729452292,0.0,0.0,0.0009071745770203281,0.0,0.24168219341313968,0.5202646199211582,0.3687664655587634
2024-11-19,71.9886356206028,25.6940797854684,1.1032347896026509,0.0,0.0,0.0009068925520778061,0.0,0.26135917836840705,0.5677147376007066,0.38406899580495085
2024-11-20,71.99271663708716,25.665512670077952,1.099153773118301,0.0,0.0,0.0009068925520778061,0.0,0.27450912037353525,0.5690750764288233,0.3981258303621569
2024-11-21,72.0864026460098,25.48113491570117,1.104223376543277,0.0,0.0,0.0009080784346573003,0.0,0.31482352866820873,0.5970615707871748,0.4154458838557148
2024-11-22,71.36923045195132,25.17257605411921,1.306703069397413,0.0,0.18879094913894515,0.0008990045197092627,0.0,0.9108641873332672,0.6477327564505238,0.40320352708960433
2024-11-25,71.35819597847549,25.168842615080184,1.306509267370906,0.0,0.1887629488461577,0.0008988711849817033,0.0,0.9125268360239454,0.6701084684038598,0.39415501461447694
2024-11-26,71.59831655764802,25.254755878690084,1.3109221887997442,0.0,0.18940052263360596,0.0009019072506362189,0.0,0.6067057922449793,0.675528530726528,0.36346862200639624
2024-11-27,71.9696742913319,25.38574427840055,0.8644289473583531,0.0,0.19038288300498601,0.0009065851571666001,0.0,0.7439256482677686,0.575681574800791,0.2692557916784802
2024-11-28,72.00311067477766,25.39817810849836,0.8648523409979175,0.0,0.19546479232831804,0.0009070291987392948,0.0,0.7134510271443544,0.5437640046442072,0.2802720224104421
2024-11-29,68.27331434389163,24.082110044535348,0.8200525669606248,0.0,5.3434573660475735,0.0008600446428533034,0.0,0.7053054107111371,0.5065662946405957,0.2683339285702307
2024-12-02,67.12547081503585,23.67847387344268,0.8062502174169767,0.0,6.94212300471251,0.0008455691844960425,0.0,0.7086546221424433,0.46548583606507143,0.27269606199997376
2024-12-03,67.14435765716954,23.68896703467132,0.8069152194478679,0.0,6.948013700371606,0.0008458230811822517,0.0,0.6813781577387983,0.453784083054278,0.275738324465414
2024-12-04,67.08024369636655,23.671417303992797,0.8061447223792213,0.0,6.937576698881978,0.0008450154322633349,0.0,0.7018529177292806,0.47785622694491586,0.3240634182729889
2024-12-05,66.53934215956319,23.480542833470604,1.6374269241132628,0.0,6.881635550022977,0.0008382016504291081,0.0,0.6995463334151251,0.45011428628043104,0.3105537114839846
2024-12-06,66.00572187669533,23.285170210607294,1.6242953813287633,0.0,6.826447443413948,0.8323110707499831,0.0,0.6710705484324639,0.4552350761594563,0.29974839261275615
2024-12-09,66.04668956662627,23.297958597133505,1.6253035307383379,0.0,6.8306844061232415,0.8328276602350018,0.0,0.6343800543216626,0.4488616610357477,0.2832945237862319
2024-12-10,66.0607124966258,23.302611638379016,1.6256281344727581,0.0,6.832048622483411,0.8329939916085135,0.0,0.6120383825656638,0.45061563082518485,0.28335110303965916
2024-12-11,66.1170000664446,23.31013410671229,1.6261529141134705,0.0,6.834254120743073,0.8332628958421214,0.0,0.5828678118567966,0.45825297118989794,0.23807511309774898
2024-12-12,66.05819708286035,23.360841747630403,1.6163693983007321,0.0,6.828089920272194,0.832511328890678,0.0,0.5904093829964959,0.4599188460305144,0.2536622930186382
2024-12-13,65.48926936936003,23.207227790635798,1.6024887313750984,0.0,6.769453297962212,1.6498996405873796,0.0,0.5820410576165073,0.44236439638936986,0.25725571607359443
2024-12-16,69.98848397518287,24.801600414452825,1.7125821982178147,0.0,0.3612856708357623,1.7632503105911228,0.0,0.6299588440987475,0.452928865389224,0.2899097212316239
2024-12-17,70.12907706400814,24.851634117403393,1.7160980611721013,0.0,0.36202737590973066,1.660910961185862,0.0,0.5879854380933893,0.43708183189101624,0.2551851503363711
2024-12-18,70.09596362033092,24.789151551158504,1.7152877565328235,0.0,0.3618564343598959,1.6424751813262595,0.0,0.6940582926356638,0.4408470462506537,0.26036011740529097
2024-12-19,70.11640274192945,24.754172235152605,1.7157231054731221,0.0,0.3619482754020994,1.6609894638269511,0.0,0.6686332287550002,0.4643531533207421,0.25777779614003177
2024-12-20,70.08510501707576,24.740630786956668,1.7147845414472027,0.0,0.3617502763022141,1.6605220000018703,0.0,0.6735613681197811,0.488362873007989,0.27528313708851415
2024-12-23,67.68107939152925,23.91648606837261,5.064176454567636,0.0,0.3493416919950754,1.603137545094474,0.0,0.6308599725686679,0.47374141646161444,0.2811774594106704
2024-12-24,67.09949397729467,23.710971032528622,5.02065984420082,0.0,0.34633978903379087,2.4340929319533378,0.0,0.6400105881986626,0.46967054317753104,0.2787612936125634
2024-12-27,67.15080193340997,23.716768248189744,5.024214286767324,0.0,0.34658498486995926,2.3834057679045126,0.0,0.6419430183176758,0.4552097911035929,0.28107196943722307
2024-12-30,67.05764982608524,23.684301913346857,5.01828978811202,0.0,0.3460889509042772,2.3972990745564573,0.0,0.6594260693815156,0.5009848594187526,0.3359595181948838
2024-12-31,18.27985378658079,6.45631896041787,1.4784321519953247,0.0,0.09434353032188064,0.653501527107661,0.0,0.17975894118891012,0.13656801279521014,0.09158225626367925
2025-01-02,66.9460698915318,23.646999432954047,5.406858336873297,0.0,0.3455130795071777,2.1510295986391976,0.0,0.6553371860457481,0.4950949614889436,0.35309751295977426
2025-01-03,66.90366138384461,23.633804713493905,5.327618243267429,0.0,0.3697453812021819,2.1826768915386205,0.0,0.6678157465950114,0.5061890070672239,0.40848863299102095
2025-01-06,66.83133088259457,23.616667211009794,5.322279146322578,0.0,0.36934564420417515,2.197143849292035,0.0,0.7213598071541225,0.5334057822903122,0.40846767713240784
2025-01-07,65.96936435096207,23.313535369964846,5.253965007762513,0.0,1.6104075482218643,2.168942399268385,0.0,0.7419585266652926,0.5111943506604216,0.4306324464946037
2025-01-08,65.96963830146098,23.31363218391339,5.253986825864738,0.0,1.5003678787424357,2.16895140621969,0.0,0.7951160745718632,0.5302988599928288,0.4680084692340784
2025-01-09,64.75630272489266,22.876687459895177,5.154500328404242,0.0,3.3478775165823675,2.127428803000533,0.0,0.78130729770284,0.49567990504860093,0.46021596447357765
2025-01-10,64.74933179704081,22.873936839419855,5.217463435815711,0.0,3.2822617802221643,2.1271730076964457,0.0,0.7647062650009716,0.5208904203556347,0.4642364544484099
2025-01-13,64.72311007080964,22.864673514332384,5.197424137530304,0.0,3.2809325530713758,2.103903601646664,0.0,0.7963381060764076,0.5284204049836799,0.5051976115495475
2025-01-14,64.70913734672456,22.857700735589777,5.150681192557074,0.0,3.2806315796642687,2.061494465443365,0.0,0.8531923152178764,0.5503021187144806,0.5368602460885903
2025-01-15,64.70281205975552,22.85546640636622,5.128591364120098,0.0,3.280310899509472,2.147231073033764,0.0,0.8274496676736333,0.5229599199118651,0.5351786096294321
2025-01-16,64.71867521178874,22.86049426151731,5.129719576253224,0.0,3.281032518038712,2.1305935025257594,0.0,0.7714133568609518,0.5405922710997482,0.5674793019155607
2025-01-17,64.6615380780682,22.84816453648044,5.1251262619951845,0.0,3.2780945770417103,2.130720773629669,0.0,0.7914803469723505,0.5360380628214468,0.6288373629909911
2025-01-20,64.68128274179355,22.855141316478615,5.126691240150683,0.0,3.180975115890826,2.132185675402567,0.0,0.8194074642572478,0.5545229883326898,0.6497934576938127
2025-01-21,64.65443294975566,22.845653938286162,5.124563103728433,0.0,3.17965466402718,2.1313005856278435,0.0,0.8235439879848203,0.5599903772816331,0.6808603933082648
2025-01-22,64.64217369700829,22.841322129421236,5.123591425354001,0.0,3.1790517635237303,2.1308964655796463,0.0,0.8211906142510677,0.5733116517093224,0.6884622531527136
2025-01-23,64.67743816878439,22.853782836007888,5.1276078598318255,0.0,3.180786042784125,2.1312447118872258,0.0,0.7874409783633758,0.5667034649373482,0.6749959374038242
2025-01-24,65.03829740072479,22.98143715925463,4.594977388404481,0.0,3.1985529522099263,2.1431492006679846,0.0,0.8747815113633906,0.5309769843870824,0.6378274029877211
2025-01-27,64.98238962845397,22.970441104952336,4.619367323139588,0.0,3.195883901150235,2.1237718180944607,0.0,0.9509523734025428,0.5342153302063493,0.6229785206005131
2025-02-03,64.89938391874789,22.94037763335567,4.637832240036452,0.0,3.1917011619311895,2.121809271095686,0.0,0.9760077540077766,0.5988780114413316,0.6340100093840018
2025-02-04,64.92115256684828,22.947783437653477,4.639329463773771,0.0,3.1927315335562825,2.0497557112912212,0.0,0.9930772197898128,0.5929416939959256,0.6632283730912385
2025-02-05,64.90046606789079,22.940471347843136,4.637851186196722,0.0,3.191714200454064,2.0107023287642267,0.0,1.035246165686251,0.6090932897577127,0.6744554134070985
2025-02-06,64.94767193604842,22.95744629079358,4.641282992723475,0.0,3.1940759290186307,1.9762143915110792,0.0,1.040100358004687,0.5903296610140667,0.6528784408860557
2025-02-07,64.8548518622652,22.924925221699326,4.6347082420748,0.0,3.1895512635717793,1.9391230643755217,0.0,1.037402262890482,0.7674844970581013,0.6519535860647807
2025-02-10,64.88107381232926,22.934194169621097,4.636582135617001,0.0,3.1908408548908334,1.8949829216297793,0.0,1.039863710214507,0.769836811912098,0.6526255837854283
2025-02-11,64.93066205951583,22.9517226478457,4.640125849793294,0.0,3.193279596973047,1.8220453658397344,0.0,1.051285026717283,0.7671554848993228,0.6437239684157877
2025-02-12,64.43189244980397,22.775417318681058,5.415630519558874,0.0,3.168750187172432,1.6928661565669694,0.0,1.0655160779131791,0.7957363198812635,0.6541909704222619
2025-02-13,64.4704297381617,22.75852592837894,5.411614016697129,0.0,3.080076876125079,1.6891790025907012,0.0,1.1109269909600716,0.8064938136169615,0.6727536334694252
2025-02-14,64.51966647038282,22.775047839929716,5.415542663412307,0.0,3.0823129066077684,1.6275423281864438,0.0,1.1072722436003153,0.794912275914635,0.6777032719659974
2025-02-17,64.53037076036155,22.779112765645845,5.4165092378315585,0.0,3.0828630425761885,1.5949759846591545,0.0,1.1261293054656794,0.790592114471183,0.679446788988831
2025-02-18,59.8623731692869,21.131051775788027,12.249432446349946,0.0,2.8598189596123125,1.4735593481370808,0.0,1.0420201929709503,0.7597334841391129,0.622010623715678
2025-02-19,60.00930009083726,21.182383475163817,12.279188853675613,0.0,2.866766051913331,1.3349322444370104,0.0,0.9374249548544701,0.7853430158004678,0.6046613133180355
2025-02-20,59.9903345226069,21.17169648657665,12.27299372689525,0.0,2.865319704002823,1.269412032023356,0.0,1.0081401169083617,0.7849467925965627,0.6371566183901014
2025-02-21,58.90873629034239,20.79128715483653,12.348668004759293,0.0,2.8138361417614792,2.717573326385429,0.0,0.9940986895565227,0.7934277436572172,0.6323726487011325
2025-02-24,58.86797614430668,20.775595495914825,12.339348183190527,0.0,2.81171247540695,2.7007238250619388,0.0,1.0277549021948036,0.7965285473093636,0.6803604266149186
2025-02-25,58.29405765584008,20.56908294471705,12.210053280725493,0.0,2.78475542218629,3.605358356031655,0.0,1.0241304480277211,0.799517938317169,0.7130439541545421
2025-02-26,57.93539353768157,20.442271173325626,12.134776298787404,0.0,2.767586948077432,4.141382150110042,0.0,1.028741201094572,0.8240854294077933,0.7257632615155688
2025-02-27,57.94730584081004,20.446217349992196,12.137118796383604,0.0,2.768121203148438,4.091554122750121,0.0,1.006721974408195,0.8646736495097883,0.7382870629976163
2025-02-28,18.303863659000477,6.45836366827224,3.833761802013606,0.0,0.874368745170105,1.28319871993152,0.0,0.3063742063668407,0.2887717829443373,0.2312475233936725
2025-03-03,57.857744221557326,20.41461628922004,12.276190004189841,0.0,2.763842877976206,3.9899504927371807,0.0,0.9742546144866125,0.9928014548519792,0.7306000449808155
2025-03-04,57.874485771828,20.42078011250578,12.279896577202823,0.0,2.7646773702266625,3.9438646519890335,0.0,0.9767314130340248,0.9949200799434108,0.7446440232702604
2025-03-05,57.85596488924399,20.41424509339168,12.275966788114987,0.0,2.763792623446216,3.8891449760948666,0.0,1.0004201983027026,1.044786343047497,0.7556790883580574
2025-03-06,57.85429987038005,20.41417085584586,12.275922145874102,0.0,2.763782572759522,3.8902217998063406,0.0,1.0084169834555465,1.0404186764032886,0.7527670954752907
2025-03-07,57.85072345464033,20.41290890017228,12.275163277453249,0.0,2.763611722269298,3.8445271753431496,0.0,1.0632632468309775,1.0468997563701723,0.7429024669205495
2025-03-10,58.382492574560594,20.34005539957873,11.509142957102517,0.0,2.7543372004275946,3.9744158025429,0.0,1.163345054391129,1.243438280877247,0.632772730519287
2025-03-11,59.01082557346965,20.584176840477568,11.588457970694066,0.0,2.787891506355446,1.7180542812160544,0.0,1.34589130747607,2.1554803278085,0.8092221925026467
2025-03-12,58.773921868541876,20.503086297493148,11.539926582527544,0.28273568974949576,2.6447111030831385,1.5550462936222265,0.1011857701041477,1.451668773985137,2.2344886488341933,0.9132289720590948
2025-03-13,58.506380687155314,20.408808314249743,11.487681980177172,0.6727299440767234,2.6327377270894474,1.4152783472143824,0.20581899910671647,1.4261874814426536,2.1941905311129455,1.0501859883749065
2025-03-14,58.64338794229115,20.458694367007894,11.339980766319531,0.6575592331471323,2.6389849489940342,1.4022341296657528,0.18553084793342037,1.4532642253645323,2.1541990398556274,1.0661644994209323
2025-03-17,57.37642425109398,20.01182521483415,11.095054607739696,0.5748843826195361,2.5819869293830284,3.461075020671587,0.3067001048714647,1.3495874498431208,2.2417637897930547,1.0006982491503837
2025-03-18,57.14203130895248,19.932452144675732,11.050221866093219,0.8051829831072681,2.571471017951752,3.450175340936922,0.4311831237283738,1.4391713487210633,2.1534293897571093,1.0246814760760778
2025-03-19,57.029775482949184,19.9520987567902,11.057173076616614,0.8874312539313346,2.573088617726417,3.3542555765334146,0.4669942601785237,1.4219513203761593,2.1846375322050116,1.072594122693139
2025-03-20,56.96716848110306,19.942321108432022,11.051874302544466,0.8642157928292951,2.571690234313233,3.3982542087948477,0.45430826100643995,1.3838819271939717,2.200500138338464,1.165785545444203
2025-03-21,56.92262527332738,19.953789234032314,10.864622438656372,0.9467437681329162,2.5739485096816797,3.22276840335144,0.49097001268928175,1.5809874340544792,2.2173642064757786,1.2261807195983583
2025-03-24,57.59406951322591,19.96535780614826,10.132443988178334,1.2945252843092707,2.3507070840108986,2.9775148748745797,0.5890997171794867,1.6018816584898725,2.2482549592840315,1.2461451142993611
2025-03-25,57.700394913686324,20.002216195944566,10.007523176931855,1.2366846660952115,2.355046764713878,2.8825088125008844,0.6807111562656639,1.6540211917429037,2.173998980743743,1.3068941413749684
2025-03-26,57.500838483340225,19.931959007203336,9.798701917407435,1.703319115472492,2.3468583642706897,2.484658159267213,0.8005173657787733,1.7001227284751501,2.1905905555117453,1.5424343032729426
2025-03-27,57.47597965100597,19.922972835561513,9.468754756475754,1.696516289176232,2.3458003010831847,2.3571601088366143,0.9982431063326143,1.9989711706112911,2.117894158030006,1.6177076228868148
2025-03-28,57.482545800636245,19.924387443130005,9.469427074420132,1.723618207412355,2.1588717444437755,2.40490004881798,0.9688473919728768,2.0072785467990637,2.1649070708137055,1.6952166715538608
2025-03-31,18.62841553138533,6.45675298900482,3.0732910907538176,0.6106775393898576,0.6996100446551853,0.7945250729137823,0.35181837141186595,0.6310411272707929,0.7012207239226039,0.5574100750459419
2025-04-01,57.21189828940454,19.83082155883162,7.813673018253868,1.9883117656452998,3.7741528290132305,2.3868928340028432,1.1321398431006826,1.996438861897271,2.1391930743231997,1.7264779255274456
2025-04-02,57.20830897110319,19.829210019847302,7.813038045131737,2.098033731831604,3.7738461249062576,2.2898882815763932,1.1119084126093057,1.9934500362064516,2.1443190836116544,1.737997293176096
2025-04-03,57.24233823555761,19.844662941730242,7.590056807097673,2.1445472351695227,3.776114246430213,2.1445472351695227,1.32363746265656,2.0193956161042386,2.1431330925812144,1.771567127503211
2025-04-07,56.53262479051382,19.598620859309513,7.495952241653886,2.196517562636574,3.7292964690067145,3.3179949765912187,1.2150502492410231,2.032415948514941,2.1333209835812212,1.7482059189510926
2025-04-08,56.54367022538921,19.609438616832673,7.501487127115514,2.1767692585599017,3.731354911038085,3.3201757395848666,1.198253660224757,2.0655741136517674,2.1044548248378825,1.7488215227653452
2025-04-09,57.39376684500675,19.921560540692184,6.199498242635794,1.9524889159975263,3.789666384112225,3.537755221045127,1.151340456553148,2.080468302142533,2.170693655837337,1.8027614359773632
