date,ADVENT SECURITIES (HONG KONG) LTD,SILVERBRICKS SECURITIES CO LTD,FUTU SECURITIES INTERNATIONAL,BANK OF CHINA (HONG KONG) LTD,IMPERIUM INTERNATIONAL SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,BOCI SECURITIES LTD,RIFA SECURITIES LTD,KGI ASIA LTD,SBI CHINA CAPITAL FINANCIAL SERVICES LTD
2024-03-01,0.0,0.0,51.89054486912815,48.10945513087185,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-04,0.0,0.0,47.240567722593916,43.798306202777596,0.0,0.0,8.961126074628496,0.0,0.0,0.0
2024-03-05,0.0,0.0,47.275232557645325,43.76952914823941,0.0,0.0,8.955238294115267,0.0,0.0,0.0
2024-03-06,0.0,0.0,33.7551883607118,31.01232172350367,0.0,28.88585438352258,6.346635532261949,0.0,0.0,0.0
2024-03-07,0.0,0.0,33.82407610728084,30.9739021619524,0.0,28.84827763668698,6.353744094079785,0.0,0.0,0.0
2024-03-08,0.0,0.0,33.833796465055585,30.954360174046165,0.0,28.868902457386703,6.342940903511543,0.0,0.0,0.0
2024-03-11,0.0,0.0,33.83514298048458,30.95161229975939,0.0,28.870051380257866,6.343193339498164,0.0,0.0,0.0
2024-03-12,0.0,0.0,31.080755020053818,28.289761684271358,0.0,26.649972994120972,5.355393004059051,0.0,8.624117297494802,0.0
2024-03-13,0.0,0.0,31.07597874388351,28.297528813526913,0.0,26.647614489255066,5.355150758575702,0.0,8.623727194758809,0.0
2024-03-14,0.0,0.0,30.78413758740793,28.29610520392271,0.0,26.93949603803492,5.354805016948472,0.0,8.625456153685967,0.0
2024-03-15,0.0,0.0,31.030178574532208,28.30983527188982,0.0,26.671187101939108,5.358075248275237,0.0,8.630723803363622,0.0
2024-03-18,0.0,0.0,30.98251773979125,28.35764124292809,0.0,26.62871476137924,5.413658821652758,0.0,8.617467434248665,0.0
2024-03-19,0.0,0.0,30.96275937674948,28.33955683237787,0.0,26.668419705108676,5.417292236202656,0.0,8.611971849561312,0.0
2024-03-20,0.0,0.0,30.963033625881597,28.339807846790737,0.0,26.667770178947027,5.417340219254687,0.0,8.612048129125958,0.0
2024-03-21,0.0,0.0,30.9616624288015,28.338552819191065,0.0,26.673674793024,5.417100312494248,0.0,8.609009646489188,0.0
2024-03-22,0.0,0.0,30.971216831388304,28.345949415196014,0.0,26.655605642702433,5.417532159963198,0.0,8.609695950750051,0.0
2024-03-25,0.0,0.0,30.96851962893944,28.34996726349985,0.0,26.6522967312986,5.418300058828783,0.0,8.610916317433333,0.0
2024-03-26,0.0,0.0,30.969891433468977,28.346793400472905,0.0,26.65347734121527,5.418540071869515,0.0,8.611297752973336,0.0
2024-03-27,0.0,0.0,30.975414706863656,28.343767406079568,0.0,26.652131454256473,5.417823513646047,0.0,8.610862919154254,0.0
2024-03-28,0.0,0.0,30.97376834556538,28.349347662541074,0.0,26.648943191932297,5.417535553176811,0.0,8.610405246784438,0.0
2024-04-02,0.0,54.36066725780987,14.082622808170841,12.955122034346786,0.0,12.178107025127408,2.48867430942756,0.0,3.934806565117536,0.0
2024-04-03,0.0,54.37614739263409,14.086633077189711,12.958811228131047,0.0,12.154151049502468,2.4883301835901506,0.0,3.9359270689525307,0.0
2024-04-05,0.0,54.37854752017404,14.064577757172398,12.958451840894766,0.0,12.17412503558026,2.4881970479824607,0.0,3.936100798196076,0.0
2024-04-08,0.0,54.37867964343891,14.06461192980144,12.958240356512658,0.0,12.17415461498648,2.4882030935414656,0.0,3.9361103617190465,0.0
2024-04-09,0.0,54.378767836075525,14.064634740123743,12.958180382542878,0.0,12.174174156845243,2.488126139016115,0.0,3.936116745396493,0.0
2024-04-11,0.0,54.37238259189749,14.06622246532101,12.955768026866476,0.0,12.182381317973908,2.4878339791607966,0.0,3.9354116187803165,0.0
2024-04-12,0.0,54.36639503587873,14.061434614000898,12.954098406617035,0.0,12.179339376609342,2.4875600157145485,0.0,3.951172551179444,0.0
2024-04-15,0.0,54.373439356338736,14.034103045465379,12.955776885029783,0.0,12.197113871799294,2.487882331915625,0.0,3.951684509451183,0.0
2024-04-16,0.0,54.38920763709738,13.999290290554075,12.958521487595146,0.0,12.213611911251386,2.4865381767534966,0.0,3.9528304967485153,0.0
2024-04-17,0.0,54.39119033062841,13.999800617942611,12.958588832731465,0.0,12.211302856434033,2.4861427698056175,0.0,3.95297459245786,0.0
2024-04-18,0.0,54.391608917742516,13.999908358481166,12.958688560247438,0.0,12.210627246704489,2.486161902818169,0.0,3.953005014006216,0.0
2024-04-19,0.0,54.39338523079329,13.997125096479898,12.95908644700203,0.0,12.211026019547724,2.4862430955227453,0.0,3.9531341106543176,0.0
2024-04-22,0.0,54.39001446577193,14.002738229067917,12.95816186070776,0.0,12.210269300707614,2.4859270093155685,0.0,3.952889134429206,0.0
2024-04-23,0.0,54.38871473989065,14.005643804623794,12.958702757260507,0.0,12.20827641904657,2.4858676045938615,0.0,3.952794674584613,0.0
2024-04-24,0.0,54.40210125579116,14.009090967778576,12.939001343334908,0.0,12.209559427096435,2.486479443030835,0.0,3.9537675629680904,0.0
2024-04-25,0.0,54.40278449106831,14.009266907768561,12.937907945393032,0.0,12.20971276679337,2.486510670693594,0.0,3.953817218283131,0.0
2024-04-26,0.0,54.40318121620143,14.00936906850042,12.937880753911676,0.0,12.209194107167747,2.4865288032448234,0.0,3.9538460509739006,0.0
2024-04-29,0.0,54.37154953821782,14.062767784934174,12.926957146796465,0.0,12.202095307285026,2.4850830591423114,0.0,3.951547163624204,0.0
2024-04-30,0.0,27.683174712035978,7.176524586735727,6.58173651899012,0.0,6.219250693748066,1.2648631769809455,0.0,2.0119229899189786,0.0
2024-05-02,0.0,54.36490187442777,13.996272979034439,12.990152090568746,0.0,12.21149380560659,2.486115217294894,0.0,3.951064033067555,0.0
2024-05-03,0.0,54.36298712054752,14.008734656475843,12.989168290227832,0.0,12.202157402448794,2.48602765530922,0.0,3.9509248749907884,0.0
2024-05-06,0.0,54.36492388387716,14.004861394741344,12.990440742256165,0.0,12.202592122692312,2.4861162237903556,0.0,3.9510656326426643,0.0
2024-05-07,0.0,54.36547412590357,14.00471974617687,12.990005430931323,0.0,12.202553688105153,2.48614138644177,0.0,3.951105622441322,0.0
2024-05-08,0.0,54.36727899793469,14.001945773326291,12.990355711525533,0.0,12.202958799036569,2.486223923513799,0.0,3.9512367946631155,0.0
2024-05-09,0.0,54.37091992156049,14.006122600528762,12.989201206374496,0.0,12.203614062752523,2.4786408036478877,0.0,3.9515014051358475,0.0
2024-05-10,0.0,54.370963950223164,14.006133942452866,12.987349223234506,0.0,12.205405468283983,2.4786428108098044,0.0,3.9515046049956752,0.0
