date,THE HONGKONG AND SHANGHAI BANKING,CITIC SECURITIES BROKERAGE (HK) LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,STANDARD CHARTERED BANK (HONG KONG) LTD,UBS SECURITIES HONG KONG LTD,CITIBANK N.A.,GOLDMAN SACHS (ASIA) SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,SDICS INTERNATIONAL SECURITIES (HONG
2024-03-01,35.58732933519156,0.0,8.799572668163323,21.845482420779746,5.306803441451924,0.0,10.26419618239689,9.741274887718996,8.45534106429756,0.0
2024-03-04,31.386859830034147,0.0,7.832630042431068,20.296680991821823,4.8409316072122195,6.575205993108897,9.073225439609924,8.813427384255343,7.626941480941881,3.5540972305846954
2024-03-05,26.40130352308876,16.365121909223472,6.564496083083133,17.03355214053545,4.0388251965532636,5.431817491466082,7.517855384906048,7.314313712233352,6.369368571191816,2.9633459877186255
2024-03-06,26.350199578074392,16.340945741488756,6.5575281292310965,17.226087295478916,4.046799948770492,5.452981385806507,7.556279108482046,7.336167982207412,6.165463326104905,2.9675475043554798
2024-03-07,26.23865401679971,16.320581510621672,6.5847316071511095,17.27305296756011,4.038756822404366,5.445626563134249,7.657112296915278,7.313824938257149,6.163796376400634,2.963862900755727
2024-03-08,26.24088198220354,16.325519739862745,6.679580022283117,17.194991955841296,4.030454044126498,5.45275627235518,7.661618906013799,7.293567242170776,6.155855138651888,2.964774696491162
2024-03-11,26.18516203631543,16.30740797358833,6.8894236885231965,17.16433778051155,4.019950467254827,5.420729816337042,7.597679799889702,7.286798053098649,6.166051926943601,2.9624584575376725
2024-03-12,25.90625835404326,16.36888753073856,6.935444260377555,17.22776574860099,4.059993575747714,5.426824842550596,7.632956974795984,7.2815191386277895,6.189806286227435,2.970543288290116
2024-03-13,25.04898802952792,16.385120517431144,7.035628528634391,17.399615126171632,4.064547965295354,5.450543534990363,7.530451859784006,7.8852769814930594,6.227309006234785,2.9725184504373487
2024-03-14,25.551511048738227,16.38611980895701,7.088093773256252,17.379100321684497,4.0771947121989225,5.440399891524626,7.774165028963662,7.092092454193353,6.235694358453121,2.9756286020303233
2024-03-15,25.36890353197479,16.376612109167585,7.147181331717377,17.46310792932774,4.078925222549309,5.428985796128351,7.834726691348575,7.082576761296052,6.24843234073869,2.970548285751534
2024-03-18,25.299396622055465,16.389411362894474,7.080596474804013,17.601565900180013,4.1119971134654625,5.475064962813836,7.671576376848685,7.134537056682172,6.262984192079301,2.972869938176581
2024-03-19,25.149922275423357,16.38167407942666,7.1465597030102375,17.72376623115487,4.121769554056971,5.450175740898697,7.670608237243788,7.123054066858921,6.261003637054076,2.9714664748724204
2024-03-20,25.22579473516659,16.345206624594496,7.137367521582238,17.73026747302436,4.130251450797068,5.438307505009632,7.723688060555331,7.064492861251612,6.236689667582897,2.967934100435776
2024-03-21,25.047298112594884,16.342515985828566,7.249160251428599,17.855995599154877,4.144374212086652,5.4374504624135875,7.65277199385377,7.064792785106923,6.238195058588965,2.967445538943177
2024-03-22,24.964744416527726,16.443864728856614,7.3029819276426,17.89784114082689,4.148446992279227,5.44642531976355,7.5972542764799496,7.068100949685179,6.159699305583847,2.9706409423544198
2024-03-25,24.892189476343404,16.442681706432268,7.287543675704422,17.914008415727498,4.18236657484436,5.474799541481555,7.588560899788968,7.086798847412674,6.160622756457225,2.970428105807626
2024-03-26,24.784844723893578,16.453866566689534,7.3223512323743885,18.004819491295514,4.186187060885296,5.467481890789722,7.592307537690806,7.070389406240082,6.145303400108758,2.972448690032322
2024-03-27,24.596923787620568,16.47108552611165,7.311167198287537,18.096412390515862,4.193302163443361,5.471843311854689,7.640707247618778,7.092924650397044,6.15007436872106,2.9755593554294517
2024-03-28,24.409370268595637,16.424191926751526,7.166899395198209,18.40679257367473,4.179540138715075,5.465752381682727,7.696883289658822,7.058723532355439,6.224670673573509,2.967175819794328
2024-04-02,23.859979184340972,16.401551123507843,7.254262607063831,18.642904655622957,4.17319517188182,5.4752353149745705,7.959337329209457,7.052219769275668,6.218229286073236,2.9630855580496425
2024-04-03,24.5032882240172,16.42122632809193,7.421110243288033,18.67190482378126,4.134948346525903,6.593597003316923,6.058809274401855,7.077417630600001,6.149603607915666,2.968094518061228
2024-04-05,24.35592118209474,16.45848594869559,7.288090113599943,19.164529857686276,4.181209764737635,6.6800345969960695,5.704941698271774,7.08489038796756,6.106872222742613,2.9750242272077974
2024-04-08,24.3610773977972,16.493934618366758,7.403223840415336,19.24041897185603,4.305197935032867,6.762864224798163,5.316250546896913,7.10953632294484,6.02987743626083,2.977618705631065
2024-04-09,24.362638811342354,16.82188032173861,7.414503849528674,19.269734862611916,4.614144691220164,6.824578264798213,4.900454443927688,7.117038774610942,5.69874578765382,2.9762801925676197
2024-04-10,23.881529384947616,16.73021331149477,8.056013125666027,18.79511023404497,5.031736935723352,6.909094787430668,4.806303934494035,7.02647774462858,5.688201683010414,3.0753188585595748
2024-04-11,23.804124900004247,16.703330149672215,8.733649023414232,18.29857339780364,5.233795265312246,6.667349184989285,4.782935836494151,7.035726180100564,5.668317297486596,3.0721987647228217
2024-04-12,23.517285182166987,16.820642381207367,9.513897854722588,17.528600803741185,5.463826408727312,6.684771076578411,4.5992799563120546,6.992681261585624,5.709038672487534,3.169976402470942
2024-04-15,23.127198481488083,16.754652945769426,9.812344458083802,17.39919743837409,5.430541414608275,6.584299163832899,5.067694591427911,6.954408778708404,5.678190463467219,3.1914722642398883
2024-04-16,22.803510873410612,16.956721974295867,10.285367790476577,17.475914154178838,5.31063356531278,6.5674653461735035,6.859301891667813,4.901651124777319,5.661252466188016,3.1781808135186727
2024-04-17,22.332148678102868,17.02368965356808,10.324200112888649,17.711556778190445,5.353697999449772,6.688265658425774,5.202926224619272,6.488640094246627,5.679003889136116,3.1958709113723915
2024-04-18,22.2511762598059,17.054533950654875,10.600687360944463,17.79195367683718,5.226785227273812,6.797882667462858,6.463651979541702,4.924556397796554,5.686954700089867,3.2018177795927936
2024-04-19,22.26612570857608,16.982175282065313,10.640951690750766,17.862429936309436,5.022707991553621,6.769153462677697,6.61416759669899,4.991180252191847,5.66191148216209,3.189196597014158
2024-04-22,22.032522535496668,16.95986767859293,10.633670583603879,17.93044040860515,5.113617770326112,6.760564935519864,6.851591094398492,4.884261199905238,5.648313566846019,3.1851502267056477
2024-04-23,21.620007463790255,16.872532934705504,10.69673644285865,17.92629910913574,5.562473849795367,6.737070417149588,5.477953027365325,6.2230389741617165,5.71486337078175,3.1690244102561023
2024-04-24,21.335808106607818,16.842084188998317,10.76710853319268,17.953776068149136,5.7293703777261085,6.874583746511971,6.722626790905731,4.8967727067742945,5.720779703211146,3.1570897779228
2024-04-25,21.291504759487143,16.84653960330592,10.887316743630954,17.898686749938317,5.771513159146422,7.072411973538791,5.566906844174713,5.777260144008861,5.729895896463064,3.157964126305815
2024-04-26,21.29128472126384,16.858920476417673,10.925708434741525,17.59972833081016,5.481243282782515,7.030359851502767,6.743022791744591,5.330533489231152,5.771755086722994,2.967443534782787
2024-04-29,21.311010422221383,16.867510204173826,10.895752127611319,17.654141628740668,5.527094768040658,7.088032202192432,6.164886090651469,5.747969832453954,5.774630918852459,2.968971805061835
2024-04-30,21.12937548786479,16.829158060265044,10.797114434216201,17.640929476373252,5.611316471432634,7.0681396138414465,6.861073969613951,5.342013971857725,5.758541853863856,2.9623366606710984
2024-05-02,20.720849262826523,16.85996459186296,10.811389324738702,17.377958443003745,5.695014973033144,7.083407341766187,7.389497785144325,5.346235126566763,5.758471070532269,2.9572120805253865
2024-05-03,20.303095162466654,16.85594188236257,11.082214137353084,17.341840332684715,5.837131189714385,6.971868399998302,7.371421629730849,5.34308339014073,5.766732524515365,3.1266713510333477
2024-05-06,20.558790948459517,16.885910217965908,11.10191730878154,17.372672551655118,5.889039810230699,6.9850382154119135,7.1024362977037985,5.354712688783008,5.785697992543395,2.963783968465106
2024-05-07,20.64290023356714,16.895649052680316,11.10824123228694,17.382568450646737,5.9424727159242146,6.991922965178135,6.912780454400716,5.370839419602215,5.7871532634450205,2.9654722122685686
2024-05-08,20.67495465199862,16.90714863007775,11.280406645701909,17.352117833342337,6.036952054762159,6.874772094274519,6.740559159024445,5.350258713614612,5.721947594591246,3.060882622612409
2024-05-09,20.216617724578306,16.793627980903427,11.602485748050954,18.237936413343338,6.041558156419157,6.830034345095541,6.083962655975293,5.322189095202602,5.799875691319691,3.07171218911169
2024-05-10,20.109953898391396,16.7030342252015,11.874168601123634,18.39961891921158,6.048641858629252,6.8705121522164685,5.746960115289972,5.316891429032036,5.859487545029284,3.070731255874881
2024-05-13,19.9254285731498,16.62534318409606,11.912223307316278,19.184203680290537,6.047438795211022,7.028981803757536,6.215451196916826,4.600841515520937,5.395327269623264,3.064760674117742
2024-05-14,19.77047286781142,16.635515327144276,12.199238824227903,19.236730731253914,6.062666251307363,7.031745347281112,5.768701308368555,4.828145042883649,5.39900045783641,3.067783841885397
2024-05-16,19.753120239823627,16.608904153270533,12.107048036351166,19.277594873079913,5.917760111137895,7.068910360389107,5.9450027859515995,4.8289668364879255,5.425142517360373,3.0675500861478637
2024-05-17,19.676524416435296,16.629059040262245,12.085322935991556,19.489739048029865,5.8318570248679515,7.168059731702603,5.750160683117418,4.846980190594534,5.446287515719614,3.0760094132789195
2024-05-20,19.125505125344493,16.71599427527967,12.377658499711982,19.519122182111055,6.643421565801995,7.195985656523537,5.037430932447442,4.877354006004735,5.471744794017464,3.0357829627576294
2024-05-21,18.94527893283584,16.657646351620667,12.672191240147296,19.62655445922615,6.812780883459246,6.904697108978425,5.085474096623942,4.838850136030164,5.46067606023232,2.995850730845948
2024-05-22,18.996161194873604,16.668032388491273,12.853945817951448,19.54522639534112,6.824818243842687,6.920156066002256,4.01914645323482,5.687625833281059,5.47916829411381,3.005719312867921
2024-05-23,18.123451256503834,16.576333076141403,12.78376685008838,19.684289744798246,6.836376471181674,6.878302926296394,3.646661652155271,7.017610449677392,5.463953515772384,2.9892540573850255
2024-05-24,18.179007635706498,16.607548627919627,13.043902291732598,19.551694357357587,6.884358149631016,6.927710217828162,5.21968432032543,5.133077462043991,5.511898120725056,2.941118816730035
2024-05-27,19.119458439379073,16.658669488261896,13.113446939959017,19.459506950153145,6.900972067027363,6.9362853574312915,6.005493619635482,3.3095422847640297,5.542118748556342,2.954506104832361
2024-05-28,19.3563595866574,16.660007003097522,13.043232438676814,19.472093060961786,6.914773943942019,6.9367984629525035,3.3719325576530004,5.747205805775498,5.552523748278029,2.945073392005424
2024-05-29,19.26893795596481,16.655211112127045,13.196922379969553,19.47198556757418,7.008727251752017,6.930854197392539,3.2603076506144033,5.706005955982196,5.5557551298261645,2.9452927987971
2024-05-30,19.144962978963115,16.666156194907096,13.282501754747681,19.487587122430934,7.001821228642951,6.875772609310733,3.613416358700768,5.427532029692517,5.55398878781131,2.9462609347928925
2024-05-31,19.105355386552016,16.67319487300702,13.293794887402798,19.38946286970678,6.997460120839722,6.878736854389554,3.9338195943941523,5.227484510606759,5.55317007713324,2.947520825967959
2024-06-03,18.746734995898517,16.77288410767598,13.347385270760585,19.572833969056504,7.0433914189826945,7.054033252919188,3.6223979906652937,5.286069544652618,5.587837055657802,2.9664323937308152
2024-06-04,13.960274762985057,17.273354914864722,14.13281742245132,20.066075220996517,6.660357593752743,7.678106068304586,5.03315334574355,6.362576229026582,5.793886424111491,3.0393980177634305
2024-06-05,14.886251748471121,17.173056117542036,13.895544311867036,19.68039224880013,6.885998758947655,7.672780959424654,4.325034584696785,6.707588372271782,5.7515912067843695,3.021761691194438
2024-06-06,14.184460800833316,17.178330636272513,13.971663299102632,19.93129873498113,6.671509302191649,7.614338882566243,4.863601793305445,6.830588206304286,5.731447410488182,3.022760933954602
