date,SPDB INTERNATIONAL SECURITIES LTD,CHINA INDUSTRIAL SECURITIES,CITRUS SECURITIES LTD,HAITONG INTERNATIONAL SECURITIES CO LTD,BRIGHT SMART SECURITIES INTERNATIONAL,CHINA INTERNATIONAL CAPITAL CORPORATION,FUTU SECURITIES INTERNATIONAL,PHILLIP SECURITIES (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.
2025-01-08,57.586585718415726,13.964151488869616,9.937554206418039,6.98756866146285,0.06013298641225788,5.58485111303845,1.2506504770164788,4.590344030066493,0.03527030933795895,0.0028910089621277824
2025-01-10,57.24888043184575,13.882645112704154,10.48743611706745,6.9456341153543235,2.1460066340521182,5.5527131203614815,2.6317756149720326,0.8996786451356992,0.18625934889710322,0.01897085960989014
2025-01-13,56.83071063445926,13.830667678517733,10.468649322012057,6.929079740546114,2.3986597746244938,5.615773421727115,2.5724881513194635,0.7669067426509544,0.5796188376122224,0.00744569653059179
2025-01-14,56.64513514053531,13.785504896685783,10.434464903992989,6.906453463645212,2.4621866249546867,5.5974356266359155,2.410522379752183,1.1640154250597279,0.5822931503486622,0.011988388389531281
2025-01-15,56.50439719058099,13.74986832627752,10.407491024834375,6.8851833609966775,2.487138680188016,5.582965833160141,2.468063784174669,1.3483389181971661,0.55630368373253,0.010249197857917648
2025-01-16,56.26284531757169,13.691088715964339,10.362999815736135,6.856316707062976,2.532068999730691,5.5590990914374,2.8538220578021574,1.3113917591529531,0.5601621522019532,0.010205383339711698
2025-01-17,56.26667347071847,13.692020264734317,10.363704919612964,6.857917223039653,2.5345093002883217,5.559477335419909,2.87726341036087,1.3120479912454532,0.5267470111784901,0.009639073401543952
2025-01-20,56.274331340041904,13.693883742624397,10.365115415259595,6.856015175100586,2.5427933866957013,5.560233977821443,2.8379593005616943,1.3388793902739855,0.5211478863455284,0.009640385275162113
2025-01-21,56.282310504121845,13.695825404882697,10.366585089880981,6.856987292737776,2.5658404063147806,5.561022366029271,2.871824247872434,1.3220543738107324,0.46790856215952564,0.009641752189953862
2025-01-22,56.25806085859659,13.689924458239439,10.362118570800913,6.852332156979464,2.65374094703573,5.558626358830449,2.8297688393780915,1.3163824992559208,0.46373853763623735,0.015306773247161868
2025-01-23,56.25901768529305,13.690157293943233,10.362294807797516,6.853582554517133,2.7796439130447106,5.55872089891972,2.6892190294773783,1.2908931654095057,0.48472273009447836,0.03174792150326408
2025-01-24,56.23859450269199,13.68546330405214,10.358741853216207,6.852366109379428,2.8523661093794277,5.556814961745537,2.7390195522810994,1.3046188722017569,0.3814111646358742,0.030603570416548598
2025-01-27,56.33021690139246,13.707759291111074,9.77503789104409,6.860123862559107,3.467811061346594,5.5658679745463004,2.6356272315980087,1.2970941684689747,0.32413162809443524,0.03632998983895597
