date,CMB INTERNATIONAL SECURITIES LTD,HUATAI FINANCIAL HOLDINGS (HONG KONG),STANDARD CHARTERED BANK (HONG KONG) LTD,UBS SECURITIES HONG KONG LTD,GF SECURITIES (HONG KONG) BROKERAGE LTD,EVERBRIGHT SECURITIES INVESTMENT,CITIBANK N.A.,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,BOCI SECURITIES LTD
2024-03-04,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
2024-03-05,0.0,0.0,0.0,0.0,81.83849902868138,0.0,0.0,0.0,18.16150097131861,0.0
2024-03-08,0.0,0.0,0.0,3.3775854366854334,60.514655452766895,0.0,22.678419779687445,0.0,13.429339330860222,0.0
2024-03-13,0.0,0.0,0.0,3.3757175933267782,60.48119015650495,0.0,22.665878354292197,0.0,13.47721389587608,0.0
2024-03-14,0.0,0.0,0.0,3.3737786889398658,60.446451692259004,0.0,22.652859797567768,0.0,13.526909821233357,0.0
2024-03-18,0.0,0.0,0.0,1.6935743581330427,30.342998182345266,0.0,11.371315675598973,49.79641377791486,6.795698006007863,0.0
2024-03-19,0.0,0.0,0.0,1.6934730199618335,30.43474564228788,0.0,11.370635251778621,49.7042227988371,6.796923287134568,0.0
2024-03-25,0.0,0.0,34.53285196087783,1.1086684889810066,19.92475998496689,0.0,7.444030613270522,32.53993712140979,4.449751830493956,0.0
2024-03-26,0.0,0.0,34.52916297633619,1.1085500550641587,19.927972783481977,0.0,7.443235401977491,32.53895362259268,4.452125160547508,0.0
2024-03-27,0.0,0.0,34.53236005073026,1.1086526963299785,19.92554451528816,0.0,7.443924575280911,32.54196642239637,4.447551739974323,0.0
2024-03-28,0.0,0.0,34.53162221178502,1.1086290081970243,19.925118774252017,0.0,7.44376552396067,32.5434077708669,4.447456710938373,0.0
2024-04-02,0.0,0.0,34.53100737008246,1.1086092688594769,19.924764003952617,0.0,7.443632986385687,32.544608847542655,4.447377523177097,0.0
2024-04-03,0.0,0.0,34.55515714867242,1.1085500550641587,19.921919346088607,0.0,7.443235401977491,32.5168763803345,4.4542616678628155,0.0
2024-04-05,0.0,0.0,34.553680664842204,1.1085026885820948,19.921068115933437,0.0,7.442917365029539,32.51975982087013,4.454071344742597,0.0
2024-04-09,0.0,0.0,34.54396362830537,1.1081909602533355,19.915465999371303,0.0,7.44082430001924,32.53553259912721,4.4560225129235445,0.0
2024-04-10,0.0,0.0,34.54236514592989,1.1081396799851624,19.91454443397881,0.0,7.4422597480585955,32.536874676465104,4.455816315582433,0.0
2024-04-11,0.0,0.0,34.53302313171025,1.1078399825960568,19.936203618621306,0.0,7.440246982108757,32.528075048975616,4.454611235988015,0.0
2024-04-12,0.0,0.0,34.53277735746832,1.10783209801176,19.93677343895783,0.0,7.440194029285749,32.52784354410689,4.454579532169457,0.0
2024-04-16,0.0,0.0,34.5306884176508,1.1077650835762656,19.93272077419076,0.0,7.439743960720543,32.525875885761494,4.463205878100142,0.0
2024-04-18,0.0,0.0,34.53007407168266,1.1077453749911221,19.93236614509986,0.0,7.439611597975526,32.52529720802217,4.464905602228663,0.0
2024-04-22,0.0,0.0,34.521352717473796,1.1074655887454143,19.954011988774315,0.0,7.439511236171241,32.5170822057285,4.460576263106737,0.0
2024-04-23,0.0,0.0,34.52307207239957,1.1075207466771069,19.955005809297006,0.0,7.434901210208761,32.518701736861,4.460798424556565,0.0
2024-04-24,0.0,0.0,34.5335403171392,26.999137916820427,19.95790936519854,0.0,7.437308935365746,6.637974113131135,4.4341293523449545,0.0
2024-04-25,0.0,0.0,33.958551500245086,26.55479738274425,19.62630031799141,0.0,7.314908811531752,6.528379095528922,4.36115430363585,1.6559085883227291
2024-04-26,0.0,0.0,33.9668736787465,26.561305132754914,19.629009521179437,0.0,7.2785407672683196,6.529978996989898,4.377977503352109,1.6563143997088228
2024-04-29,0.0,0.0,28.8138814524598,22.531785072604176,16.65829075733588,15.163512633344247,6.174339528521033,5.539339371820068,3.7138102839901648,1.4050408999246276
2024-04-30,0.0,0.0,28.80920040617525,22.530446827020345,16.657301360181222,15.162612016559935,6.173972811788183,5.54643457981234,3.715074549084664,1.4049574493780612
2024-05-02,0.0,0.0,28.80535098076855,22.52743635560089,16.659529576870867,15.150787372501215,6.17314785838903,5.548365835146099,3.7172505069346933,1.4181315137886488
2024-05-06,0.0,0.0,28.804068067557125,22.52643304389886,16.65878760602647,15.15011259699521,6.172872922910934,5.5481187257865745,3.714115795704323,1.4254912411205096
2024-05-07,0.0,0.0,28.839041813602357,22.524761056313245,16.642706462487887,15.148988104709481,6.172414751531801,5.547706925764132,3.706417785383502,1.417963100207594
2024-05-08,0.0,0.0,28.836216589972857,22.522554412708494,16.641076055768394,15.147504030466205,6.17181006944424,5.547163443328152,3.7010079911381117,1.4326674071735404
2024-05-09,0.0,0.0,28.834076637537375,22.520883000822046,16.639841111817844,15.146379925365927,6.171352055822785,5.546751785096792,3.7007333371785793,1.43998214635865
2024-05-10,0.0,0.0,28.834162229536588,22.52094985253449,16.639890506056652,15.146424886366583,6.171370375062445,5.546768250252946,3.700744322554281,1.43968957763602
2024-05-13,0.0,0.0,28.834846983824015,22.521484680522406,16.64028567052426,15.146784583981432,6.171516932895129,5.5468999750213115,3.70083220790782,1.4373489653236273
2024-05-14,0.0,26.261730686879254,21.285025531648138,16.605030636040247,12.252423261149223,11.167683908158747,4.55024298776326,4.0899334362101545,2.7281759904987513,1.0597535616522225
2024-05-16,0.0,26.257190691098675,21.298633380126045,16.602160041945638,12.250305123903408,11.165753295190912,4.549456364664754,4.089226389109389,2.7277043571691273,1.059570356792051
2024-05-17,0.0,26.256622340613994,21.31781655123697,16.596821197533394,12.246146969793838,11.16216266484896,4.5479933719198415,4.085723807952356,2.7274834709522167,1.0592296251484306
2024-05-20,0.0,26.23544457546429,21.374721656193906,16.583434723942332,12.236269613096898,11.153159615773859,4.54432510361467,4.082428391727492,2.7318410363143886,1.0583752838721612
